extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,source_locator_lineage,extracted_text_artifact_path,extracted_text_sha256,extracted_character_count,extracted_byte_count,pdf_page_count,source_span_status,span_count_total,quant_span_count,qual_span_count,context_span_count,strongest_evidence_category,strongest_evidence_family,strongest_confidence_score,has_quantitative_compensation_evidence,has_qualitative_mechanism_evidence,has_mixed_quant_qual_evidence,has_safety_side_evidence,has_non_safety_side_evidence,has_comparison_potential,has_growth_or_adjustment_mechanism,has_non_base_compensation,has_bargaining_or_dispute_process,source_level_summary_rationale,lane_id,reason_code,error_class,error_message_redacted
RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,71257845402b40aacb74c44bc0b04f55e43a5eaff6dadb7e5b85e213e09075b1,220711,222041,72,span_positive,18,13,5,0,quant_budget_or_pay_plan_amount,quantitative_compensation,0.94,True,True,True,True,False,False,True,False,False,"Deterministic bounded extraction found 13 quantitative, 5 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0109fb5b534cb627cd3f,RMSRD-20260802-42a5eafa336c985af792,RMSRD-20260802-42a5eafa336c985af792,BRM5C-BRM5-20260731-15073-02,Assumption,IL,Midwest,pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-15073-02"", ""final"": ""https://cityofassumption.org/documents/397/795_Annual_Tax_Appropriation_Ordinance_Ending_2024.pdf"", ""original"": ""https://cityofassumption.org/documents/397/795_Annual_Tax_Appropriation_Ordinance_Ending_2024.pdf"", ""scout_target_id"": ""BRM5-20260731-15073""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-0109fb5b534cb627cd3f.txt,edc9507db89f3ac044cf861fe97f9a640c8d7c12f65f2a7d9306bbe3c5cfe78f,14795,14801,18,span_positive,2,2,0,0,quant_other_compensation_value,quantitative_compensation,0.84,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 2 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0184cc565a706304793c,RMSRD-20260802-edec4ff7a87bfad9fc1c,RMSRD-20260802-edec4ff7a87bfad9fc1c,BRM5C-BRM5-20260731-09000-02,Maple Grove,MN,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-09000-02"", ""final"": ""https://maplegrovemn.gov/AgendaCenter/ViewFile/Agenda/_12162024-659"", ""original"": ""https://www.maplegrovemn.gov/AgendaCenter/ViewFile/Agenda/_12162024-659?packet=true"", ""scout_target_id"": ""BRM5-20260731-09000""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0184cc565a706304793c.txt,67e2606f1070e87d7f3c7829286327ca8df370d930094133c954563385aa9e9f,17977,17977,12,span_positive,4,0,4,0,qual_ordinance_or_council_adoption,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 4 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-021cf90190489e1fdd7c,RMSRD-20260802-a4ae62c058ab86c0424c,RMSRD-20260802-a4ae62c058ab86c0424c,BRM5C-BRM5-20260731-03258-03,Hatfield,PA,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03258-03"", ""final"": ""https://hatfield.org/media/1679/march-24-2021-regular-meeting-agenda-packet.pdf"", ""original"": ""https://hatfield.org/media/1679/march-24-2021-regular-meeting-agenda-packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03258""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-021cf90190489e1fdd7c.txt,90c137fdd5cc0625d5c31f4e35921647d7c73252398f71506e36a1458fc7835b,93143,93351,76,span_positive,13,5,8,0,qual_collective_bargaining,qualitative_mechanism,0.86,True,True,True,True,True,False,False,True,True,"Deterministic bounded extraction found 5 quantitative, 8 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-025074cc6e1e49969393,RMSRD-20260802-e6abdf6a0036ceb28968,RMSRD-20260802-e6abdf6a0036ceb28968,BRM5C-BRM5-20260731-02816-01,River Falls,WI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02816-01"", ""final"": ""https://rfcity.org/AgendaCenter/ViewFile/Agenda/_10262021-1089"", ""original"": ""https://www.rfcity.org/AgendaCenter/ViewFile/Agenda/_10262021-1089"", ""scout_target_id"": ""BRM5-20260731-02816""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-025074cc6e1e49969393.txt,63e5a84d0d44049320c2c4da432d9a9fba4986987482b537d4e3952446e46de2,233495,234343,144,span_positive,18,9,9,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,True,True,True,True,False,False,False,True,"Deterministic bounded extraction found 9 quantitative, 9 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-029fe6089637634e3c17,RMSRD-20260802-8e604ae7aa398309c25c,RMSRD-20260802-8e604ae7aa398309c25c,BRM5C-BRM5-20260731-17322-02,Northfield Center,OH,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-17322-02"", ""final"": ""https://northfieldcenter.com/wp-content/uploads/2020/12/2020-12-28-Board-of-Trustees-Special-Meeting.pdf"", ""original"": ""https://www.northfieldcenter.com/wp-content/uploads/2020/12/2020-12-28-Board-of-Trustees-Special-Meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-17322""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-029fe6089637634e3c17.txt,79a56b2d467d09fb4014905a090c6d095ce412a346321b4e885b9c24964c613b,15380,15441,6,span_positive,23,12,11,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,True,True,False,False,False,True,True,False,"Deterministic bounded extraction found 12 quantitative, 11 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-02f6383c5003caaf22c2,RMSRD-20260802-554d211441a6868297d9,RMSRD-20260802-554d211441a6868297d9,BRM5C-BRM5-20260731-01215-01,Palmyra,MI,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-01215-01"", ""final"": ""https://img1.wsimg.com/blobby/go/4cd09d8f-8ac3-4181-9d37-fd0ae14b7b94/downloads/e8ecfef2-8e51-4599-bd63-518fc4f7120f/03.10.2026%20Regular%20Meeting%20Minutes.pdf"", ""original"": ""https://img1.wsimg.com/blobby/go/4cd09d8f-8ac3-4181-9d37-fd0ae14b7b94/downloads/e8ecfef2-8e51-4599-bd63-518fc4f7120f/03.10.2026%20Regular%20Meeting%20Minutes.pdf?ver=1778857030551"", ""scout_target_id"": ""BRM5-20260731-01215""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-02f6383c5003caaf22c2.txt,5d001edf99234a324122b77a15090188ccfe30fe8da6c3ce3708f6d617237be0,9379,9524,4,span_positive,1,1,0,0,quant_budget_or_pay_plan_amount,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-03135d5179e070efcc70,RMSRD-20260802-45d44a405a79ee531d58,RMSRD-20260802-45d44a405a79ee531d58,BRM5C-BRM5-20260731-18052-01,Victory,NY,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-18052-01"", ""final"": ""https://cayugacounty.gov/DocumentCenter/View/23657/August-2022"", ""original"": ""https://www.cayugacounty.gov/DocumentCenter/View/23657/August-2022"", ""scout_target_id"": ""BRM5-20260731-18052""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-03135d5179e070efcc70.txt,ca97e9fe8938253a950b04d2c298ba776bffa16d7f27807ac8c6069aac645b6e,8438,8472,5,span_positive,2,0,2,0,qual_collective_bargaining,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,True,"Deterministic bounded extraction found 0 quantitative, 2 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-034320a1a0ca851cfc09,RMSRD-20260802-b60fbf8ed364f7563d9f,RMSRD-20260802-b60fbf8ed364f7563d9f,BRM5C-BRM5-20260731-16134-01,Marilla,MI,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-16134-01"", ""final"": ""https://marillatownshipmi.gov/wp-content/uploads/2025/08/Wages-25-26-Google-Docs.pdf"", ""original"": ""https://marillatownshipmi.gov/wp-content/uploads/2025/08/Wages-25-26-Google-Docs.pdf"", ""scout_target_id"": ""BRM5-20260731-16134""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-034320a1a0ca851cfc09.txt,d6273240dc1d945ba62e967503f6cd53f82f28f25e1cd8264b0665da0883f22a,2961,3353,1,span_positive,1,1,0,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-03e750b663e792aa7bc5,RMSRD-20260802-d1d120b9c0232b800127,RMSRD-20260802-d1d120b9c0232b800127,BRM5C-BRM5-20260731-15691-01,Vermillion,IN,Midwest,pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-15691-01"", ""final"": ""https://vermilliongov.us/wp-content/uploads/2020/05/00006221.pdf"", ""original"": ""https://www.vermilliongov.us/wp-content/uploads/2020/05/00006221.pdf"", ""scout_target_id"": ""BRM5-20260731-15691""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-03e750b663e792aa7bc5.txt,12bc63536969de1b7c5bc2d738731fe30f7bdb22e9809759e0136c4d8470a57d,1806,1814,2,span_positive,1,0,1,0,qual_ordinance_or_council_adoption,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_003,one_or_more_rating_eligible_deterministic_spans_found,,
