extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,source_locator_lineage,extracted_text_artifact_path,extracted_text_sha256,extracted_character_count,extracted_byte_count,pdf_page_count,source_span_status,span_count_total,quant_span_count,qual_span_count,context_span_count,strongest_evidence_category,strongest_evidence_family,strongest_confidence_score,has_quantitative_compensation_evidence,has_qualitative_mechanism_evidence,has_mixed_quant_qual_evidence,has_safety_side_evidence,has_non_safety_side_evidence,has_comparison_potential,has_growth_or_adjustment_mechanism,has_non_base_compensation,has_bargaining_or_dispute_process,source_level_summary_rationale,lane_id,reason_code,error_class,error_message_redacted
RMTXT-20260802-006d2b4085dba1384349,RMSRD-20260802-0e7380aeec92b62cdceb,RMSRD-20260802-0e7380aeec92b62cdceb,BRM5C-BRM5-20260731-17796-02,Springvale,WI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-17796-02"", ""final"": ""https://tn.springvale.wi.gov/CMS/files/Minutes08-06-2024.pdf"", ""original"": ""https://tn.springvale.wi.gov/CMS/files/Minutes08-06-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-17796""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-006d2b4085dba1384349.txt,e36b7bb4ac1f79b815ffd53195d5d3df543fa90246df7a40239c04d6f695f27e,2949,2951,2,span_positive,1,1,0,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-00b84e7f89923a4678d7,RMSRD-20260802-2688e263a115de6ffd1d,RMSRD-20260802-2688e263a115de6ffd1d,BRM5C-BRM5-20260731-17743-02,Nelson,WI,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17743-02"", ""final"": ""https://villageofnelson.org/images/VON_Meeting_Minutes_12.10.25.pdf"", ""original"": ""https://villageofnelson.org/images/VON_Meeting_Minutes_12.10.25.pdf"", ""scout_target_id"": ""BRM5-20260731-17743""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-00b84e7f89923a4678d7.txt,401ab7a1e0bb803d3f8216a39ce20817c855fd504d6424f05c7c5f29814fb4d8,1449,1449,2,no_relevant_compensation_span,0,0,0,0,,,,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,no_bounded_compensation_or_mechanism_rule_match,,
RMTXT-20260802-00d5fded12c93b192cb4,RMSRD-20260802-2de9a9d0a0345d47d0bf,RMSRD-20260802-2de9a9d0a0345d47d0bf,BRM5C-BRM5-20260731-03741-01,Union Gap,WA,West,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-00d5fded12c93b192cb4.txt,5e02a9d6b34aa2daf4bf8d5950ff39d71077aed54ae0d6e9250ac9b53c5b98c7,176544,176621,111,span_positive,16,7,9,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,True,True,True,False,False,True,True,True,"Deterministic bounded extraction found 7 quantitative, 9 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-010ee3bd760afb9daca9,RMSRD-20260802-1253452d2313ba605080,RMSRD-20260802-1253452d2313ba605080,BRM5C-BRM5-20260731-01244-02,Sheridan,MI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-01244-02"", ""final"": ""https://sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""original"": ""https://www.sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-01244""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-010ee3bd760afb9daca9.txt,bdb907d11a2f0601bfea97e0ff7ee52b8b44ac5c44e244afed23a5f31b04226e,2708,2724,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0126d46fea3b12b661e2,RMSRD-20260802-e9007154f71b098dcc9f,RMSRD-20260802-e9007154f71b098dcc9f,BRM5C-BRM5-20260731-14122-01,Shiloh,NJ,Northeast,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-14122-01"", ""final"": ""https://shilohborough.com/wp-content/uploads/2022/05/SHL_2022BUDGET_adopted.pdf"", ""original"": ""https://shilohborough.com/wp-content/uploads/2022/05/SHL_2022BUDGET_adopted.pdf"", ""scout_target_id"": ""BRM5-20260731-14122""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-0126d46fea3b12b661e2.txt,af9d413075f532c20a5aa2fdebd202e02ed367ed2a64743af3d88e509b6bf253,49641,49664,52,span_positive,2,1,1,0,qual_cola_or_indexing_mechanism,qualitative_mechanism,0.86,True,True,True,False,False,False,True,False,False,"Deterministic bounded extraction found 1 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0155ec63a1d6432eba8e,RMSRD-20260802-527e6b465dba6f79a570,RMSRD-20260802-527e6b465dba6f79a570,BRM5C-BRM5-20260731-04957-04,Prairieville,MI,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-04957-04"", ""final"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""original"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""scout_target_id"": ""BRM5-20260731-04957""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0155ec63a1d6432eba8e.txt,ec7210cede1da091fb6040689d6ff8c5af5276dc9a7f21fde89b39e38a517f0c,9919,9981,6,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-016d6a06a1e30079a882,RMSRD-20260802-da0a874a4f9a09cc86c6,RMSRD-20260802-da0a874a4f9a09cc86c6,BRM5C-BRM5-20260731-13490-01,German,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-13490-01"", ""final"": ""https://ci.germantown.oh.us/assets/meeting-minutes/city-council/2024-12-02%20Minutes%20Part%201.pdf"", ""original"": ""https://www.ci.germantown.oh.us/assets/meeting-minutes/city-council/2024-12-02%20Minutes%20Part%201.pdf"", ""scout_target_id"": ""BRM5-20260731-13490""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-016d6a06a1e30079a882.txt,3d9a05c7b8fced2489e72b340cacf7e8361d8c644747212eecdf910fa857b36a,14602,14624,7,span_positive,2,1,0,1,quant_other_compensation_value,quantitative_compensation,0.84,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0187eff1d17f4b1bbc20,RMSRD-20260802-5dae74f3a65a1b0fc89a,RMSRD-20260802-5dae74f3a65a1b0fc89a,BRM5C-BRM5-20260731-02961-02,Denmark,NY,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-02961-02"", ""final"": ""https://townofdenmarkny.gov/wp-content/uploads/2024/12/Agenda-December-for-12.16.2024-TB-meeting.pdf"", ""original"": ""https://townofdenmarkny.gov/wp-content/uploads/2024/12/Agenda-December-for-12.16.2024-TB-meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-02961""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0187eff1d17f4b1bbc20.txt,949ca0db3f52b8d57f49d640634682fde2af7c9c802072903b3f09d19f9aa1b9,19616,19698,13,span_positive,13,12,1,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,True,True,False,False,False,True,False,False,"Deterministic bounded extraction found 12 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01946cf3d4cd76e0121f,RMSRD-20260802-b8b0bcc8f6ca29303d84,RMSRD-20260802-b8b0bcc8f6ca29303d84,BRM5C-BRM5-20260731-04847-02,Elsie,MI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-04847-02"", ""final"": ""https://elsie.org/wp-content/uploads/2026/02/2026.02.10-MEETING-MINUTES-2.pdf"", ""original"": ""https://elsie.org/wp-content/uploads/2026/02/2026.02.10-MEETING-MINUTES-2.pdf"", ""scout_target_id"": ""BRM5-20260731-04847""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-01946cf3d4cd76e0121f.txt,868ded9315fe19332c4a6098236de5eb69bd656369fd151f85f4bdcfa32e17c0,5835,5847,2,span_positive,2,1,1,0,quant_step_schedule_progression,quantitative_compensation,0.94,True,True,True,False,True,False,True,False,True,"Deterministic bounded extraction found 1 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01da6f795ada1027d562,RMSRD-20260802-5868af4facbceec9a5ac,RMSRD-20260802-5868af4facbceec9a5ac,BRM5C-BRM5-20260731-16351-02,Elmore,MN,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-16351-02"", ""final"": ""https://elmoremn.com/vertical/sites/%7BC2E7BC0F-12D9-43C2-9BB6-6B5954200784%7D/uploads/01-13-25_Reg_Meeting.pdf"", ""original"": ""https://www.elmoremn.com/vertical/sites/%7BC2E7BC0F-12D9-43C2-9BB6-6B5954200784%7D/uploads/01-13-25_Reg_Meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-16351""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-01da6f795ada1027d562.txt,e23344bec37224766bfd46f279f99e929b631d2b95a12143a640e61d94a85daf,10031,10045,4,span_positive,2,2,0,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,False,False,False,False,False,True,False,False,"Deterministic bounded extraction found 2 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01f2c7195f72155e8516,RMSRD-20260802-c045c0df7c318bf7a69c,RMSRD-20260802-c045c0df7c318bf7a69c,BRM5C-BRM5-20260731-11559-01,Maroa,IL,Midwest,pdf,wage_schedule,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,"{""candidate_id"": ""BRM5C-BRM5-20260731-11559-01"", ""final"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""original"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""scout_target_id"": ""BRM5-20260731-11559""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-01f2c7195f72155e8516.txt,63eef1220cef5eb11b97a187d9105dda4816fb79bb4ff33b5fada0183a1fab21,2695,2709,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
