extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,source_locator_lineage,extracted_text_artifact_path,extracted_text_sha256,extracted_character_count,extracted_byte_count,pdf_page_count,source_span_status,span_count_total,quant_span_count,qual_span_count,context_span_count,strongest_evidence_category,strongest_evidence_family,strongest_confidence_score,has_quantitative_compensation_evidence,has_qualitative_mechanism_evidence,has_mixed_quant_qual_evidence,has_safety_side_evidence,has_non_safety_side_evidence,has_comparison_potential,has_growth_or_adjustment_mechanism,has_non_base_compensation,has_bargaining_or_dispute_process,source_level_summary_rationale,lane_id,reason_code,error_class,error_message_redacted
RMTXT-20260802-0032ac46d317d173bf45,RMSRD-20260802-952be668259d284ca8dd,RMSRD-20260802-952be668259d284ca8dd,BRM5C-BRM5-20260731-02828-01,Scott,WI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-02828-01"", ""final"": ""https://storage.googleapis.com/juniper-media-library/325/2025/10/2026%20Adopted%20Budget%20%282025-10-21%29.pdf"", ""original"": ""https://storage.googleapis.com/juniper-media-library/325/2025/10/2026%20Adopted%20Budget%20%282025-10-21%29.pdf"", ""scout_target_id"": ""BRM5-20260731-02828""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0032ac46d317d173bf45.txt,6633448fc16e059b62890361933d842444e403d24215d69c95a5c2e7370d614a,177536,177538,28,span_positive,3,3,0,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,False,False,False,False,False,True,False,False,"Deterministic bounded extraction found 3 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-00ee2f180147cd825779,RMSRD-20260802-ca6fc5a98a2141811b4c,RMSRD-20260802-ca6fc5a98a2141811b4c,BRM5C-BRM5-20260731-06850-01,Williamson,NY,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-06850-01"", ""final"": ""https://williamsonny.gov/wp-content/uploads/2017/04/01-06-2015-Organizational.pdf"", ""original"": ""https://williamsonny.gov/wp-content/uploads/2017/04/01-06-2015-Organizational.pdf"", ""scout_target_id"": ""BRM5-20260731-06850""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-00ee2f180147cd825779.txt,60c832c89a29eac8d7e2c40bdb11a37795fa2a822ba43cf2c47bdd0d41d08d1d,18898,18964,9,span_positive,6,6,0,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,False,False,False,False,False,True,False,False,"Deterministic bounded extraction found 6 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-012afd826997f87c1c78,RMSRD-20260802-6297209e9731713a92cd,RMSRD-20260802-6297209e9731713a92cd,BRM5C-BRM5-20260731-07229-03,Washington,PA,Northeast,html,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-07229-03"", ""final"": ""https://washingtonpa.us/council-minutes-december-5-2013"", ""original"": ""https://washingtonpa.us/council-minutes-december-5-2013/"", ""scout_target_id"": ""BRM5-20260731-07229""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-012afd826997f87c1c78.txt,44367ccf003aa14d603aa83893cb1700139129a2af6379ada2bc69b64e8cc45e,31254,31663,,span_positive,7,2,5,0,qual_mou_or_settlement,qualitative_mechanism,0.86,True,True,True,True,True,False,False,True,True,"Deterministic bounded extraction found 2 quantitative, 5 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01401ff4547174c17d3b,RMSRD-20260802-03df43d3c528d02419c5,RMSRD-20260802-03df43d3c528d02419c5,BRM5C-BRM5-20260731-02433-01,Tuscarawas,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-02433-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-1109.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-1109.pdf"", ""scout_target_id"": ""BRM5-20260731-02433""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-01401ff4547174c17d3b.txt,a2bda305bfc8e3af2321784b7ff8116321d243cdae2c35b45b7505935dfc72a1,47554,47558,24,span_positive,24,12,12,0,quant_allowance_or_reimbursement,quantitative_compensation,0.94,True,True,True,False,False,False,True,True,True,"Deterministic bounded extraction found 12 quantitative, 12 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01e63de3f9efbe6cbd4f,RMSRD-20260802-3045b4f31efa49bf0de7,RMSRD-20260802-3045b4f31efa49bf0de7,BRM5C-BRM5-20260731-10183-01,Flambeau,WI,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-10183-01"", ""final"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""original"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-10183""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-01e63de3f9efbe6cbd4f.txt,d0e8558f5dbc27bc9cbb41a0d9c3263d9bdcb2606a9dd91ac677d03f05d512eb,4483,4483,3,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-01fbc9ac7c739dee501f,RMSRD-20260802-2239e1de25e2f85428b6,RMSRD-20260802-2239e1de25e2f85428b6,BRM5C-BRM5-20260731-17899-02,Charleston,NY,Northeast,html,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17899-02"", ""final"": ""https://nytownofcharleston.gov/townboard"", ""original"": ""https://www.nytownofcharleston.gov/townboard"", ""scout_target_id"": ""BRM5-20260731-17899""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-01fbc9ac7c739dee501f.txt,ba82a698281865f33eddd64f3d0ba0aff48a637876287f6dd76c7151f4ccc6a2,1219,1223,,no_relevant_compensation_span,0,0,0,0,,,,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,no_bounded_compensation_or_mechanism_rule_match,,
RMTXT-20260802-028ad04fbabf136065bb,RMSRD-20260802-67ac5cadfa7a75e0b6e7,RMSRD-20260802-67ac5cadfa7a75e0b6e7,BRM5C-BRM5-20260731-13715-01,Canistota,SD,Midwest,pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-13715-01"", ""final"": ""https://storage.googleapis.com/juniper-media-library/25/2023/09/Revised_Canistota_Municipal_Ordinances_Effective_January_27_2016%28.pdf"", ""original"": ""https://storage.googleapis.com/juniper-media-library/25/2023/09/Revised_Canistota_Municipal_Ordinances_Effective_January_27_2016%28.pdf"", ""scout_target_id"": ""BRM5-20260731-13715""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-028ad04fbabf136065bb.txt,c8bc38d13bd6b82d074c805a5d67e424d9d371aa705d78c25b6af13b2d1ead02,220292,220642,82,span_positive,9,1,8,0,qual_market_recruitment_retention_pressure,qualitative_mechanism,0.86,True,True,True,False,True,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 8 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-02a4e23ea0d9b3ace970,RMSRD-20260802-45e7c6a49070ca275705,RMSRD-20260802-45e7c6a49070ca275705,BRM5C-BRM5-20260731-09462-02,La Moure,ND,Midwest,pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-09462-02"", ""final"": ""https://lamourend.com/wp-content/uploads/2021/03/CHAPTER-FOUR-FIRE-PREVENTION-AND-PROTECTION.pdf"", ""original"": ""https://www.lamourend.com/wp-content/uploads/2021/03/CHAPTER-FOUR-FIRE-PREVENTION-AND-PROTECTION.pdf"", ""scout_target_id"": ""BRM5-20260731-09462""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-02a4e23ea0d9b3ace970.txt,4511e5774c285cc9a16715239b80865ed501284ca5e4404f8ee0dcdb5aad25ee,23295,23323,9,span_positive,1,0,1,0,qual_market_recruitment_retention_pressure,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-03087499790fb566ecce,RMSRD-20260802-1ebd9b4fcaf721b4b104,RMSRD-20260802-1ebd9b4fcaf721b4b104,BRM5C-BRM5-20260731-11564-01,Mazon,IL,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-11564-01"", ""final"": ""https://villageofmazon.org/documents/475/2026_Compensation_Report.pdf"", ""original"": ""https://villageofmazon.org/documents/475/2026_Compensation_Report.pdf"", ""scout_target_id"": ""BRM5-20260731-11564""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-03087499790fb566ecce.txt,f769e4e1604fb852d44d7f7ed6bdff89fe1c2c8cef01c59f5d9b996c2f4c4488,505,505,1,span_positive,2,1,1,0,qual_non_base_compensation_mechanism,qualitative_mechanism,0.86,True,True,True,False,False,False,False,True,False,"Deterministic bounded extraction found 1 quantitative, 1 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0312638e45aaa7d46171,RMSRD-20260802-1af17db59b18c5dc61df,RMSRD-20260802-1af17db59b18c5dc61df,BRM5C-BRM5-20260731-14971-02,Bennett,IA,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-14971-02"", ""final"": ""https://bennettiowa.com/SEPT2024.pdf"", ""original"": ""https://www.bennettiowa.com/SEPT2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14971""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0312638e45aaa7d46171.txt,e9a14e4ef8b8d879aa1af7761185f4eadcc148c852a836b747289a0384cc6dc2,2442,2448,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
