readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,pages_attempted,pages_extracted,pages_failed_or_problematic,extracted_character_count,extracted_byte_count,extraction_reason_code,span_queue_id,span_lane_id,span_lane_sequence,span_queue_locked_at
RMRDY-20260802-451db12a7d8d274ed576,readiness_lane_005,273,pdf,pdf,RMSRD-20260802-218ef7eedac8b7677914,RMV-20260801-02542,BRM5C-BRM5-20260731-06494-01,BRM5-20260731-06494,WI,Midwest,Lincoln,"Minutes of Monthly Meeting (incl. Closed Session) January 8, 2024 — Town of Lincoln Eau Claire County",https://img1.wsimg.com/blobby/go/9a613121-baf7-444d-8999-2016681c34b8/downloads/606beb4d-4a1a-4c3b-82de-b1cbc0fa6497/Complete%20Meeting%20Minutes%202024%20Town%20of%20Lincoln%20.pdf?ver=1784124680563,https://img1.wsimg.com/blobby/go/9a613121-baf7-444d-8999-2016681c34b8/downloads/606beb4d-4a1a-4c3b-82de-b1cbc0fa6497/Complete%20Meeting%20Minutes%202024%20Town%20of%20Lincoln%20.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,market_or_comparability_pressure;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-218ef7eedac8b7677914.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-218ef7eedac8b7677914.pdf,sha256:7bfd16f3bc015319954ae38042d4258122119dbc132cac84cf8bee59210d16d1,locally_available,local_only_not_replicated,local_research_workspace,135343,7bfd16f3bc015319954ae38042d4258122119dbc132cac84cf8bee59210d16d1,135343,7bfd16f3bc015319954ae38042d4258122119dbc132cac84cf8bee59210d16d1,integrity_pass,application/pdf,16,false,false,true,3,8090,2696.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:06Z,false,false,RMTXT-20260802-da57a174065d4c2c3437,text_extraction_lane_001,29,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-218ef7eedac8b7677914.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:16Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-da57a174065d4c2c3437.txt,d7ec91860f3959a4d16909ec766673a9eb3543f65c3e503edf3c74d0e6b11a4e,42792,42691,7610,644,16,16,,2668.19,,false,,,false,false,false,false,16,16,0,42691,42792,usable_text_extracted,B4X2500SPQ-20260730-0a44e62495fd22d890be,span_extraction_lane_002,1,2026-08-02T20:36:46Z
RMRDY-20260802-59040f8c0a135cbfd432,readiness_lane_002,274,pdf,pdf,RMSRD-20260802-7e72654e10ca62743fb0,RMV-20260801-03398,BRM5C-BRM5-20260731-16092-01,BRM5-20260731-16092,MI,Midwest,Henrietta,"Henrietta Township Regular Meeting — February 9, 2022 (includes “Increase in hourly wage for firefighters” in Budget Review section)",https://henriettatownshipmi.gov/wp-content/uploads/2023/05/Henrietta-Township-Board-Meeting-2-09-22.pdf,https://henriettatownshipmi.gov/wp-content/uploads/2023/05/Henrietta-Township-Board-Meeting-2-09-22.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-7e72654e10ca62743fb0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-7e72654e10ca62743fb0.pdf,sha256:f7f229112229669ad2d177af1fb950930fbf07e819b9f99551c30e604010eaab,locally_available,local_only_not_replicated,local_research_workspace,369519,f7f229112229669ad2d177af1fb950930fbf07e819b9f99551c30e604010eaab,369519,f7f229112229669ad2d177af1fb950930fbf07e819b9f99551c30e604010eaab,integrity_pass,application/pdf,5,false,false,true,3,3678,1226.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:07Z,false,false,RMTXT-20260802-521c127b939048a07dd0,text_extraction_lane_005,501,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-7e72654e10ca62743fb0.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:26:58Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-521c127b939048a07dd0.txt,ee231a795f7176caaf802e54e32de46f151f9dd7909804039e361299b035a57c,5823,5801,981,178,5,5,,1160.2,,false,,,false,false,false,false,5,5,0,5801,5823,usable_text_extracted,B4X2500SPQ-20260730-befc74c93baafb3819db,span_extraction_lane_002,2,2026-08-02T20:36:46Z
RMRDY-20260802-4113d5312c0b125fd791,readiness_lane_004,495,pdf,pdf,RMSRD-20260802-c6d3461b073ab0939ce9,RMV-20260801-01651,BRM5C-BRM5-20260731-02164-01,BRM5-20260731-02164,NE,Midwest,Ponca,MEETING_MINUTES_SEPT_25.pdf (Ordinance 465: Wage Ordinance for 2023-2024 fiscal year),https://ponca.municipalimpact.com/documents/567/MEETING_MINUTES_SEPT_25.pdf,https://ponca.municipalimpact.com/documents/567/MEETING_MINUTES_SEPT_25.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-c6d3461b073ab0939ce9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-c6d3461b073ab0939ce9.pdf,sha256:11a60425aab11b2eb8cdf332929d5d01572c33b8085c5e2d7f6fae769793582c,locally_available,local_only_not_replicated,local_research_workspace,110618,11a60425aab11b2eb8cdf332929d5d01572c33b8085c5e2d7f6fae769793582c,110618,11a60425aab11b2eb8cdf332929d5d01572c33b8085c5e2d7f6fae769793582c,integrity_pass,application/pdf,3,false,false,true,3,8173,2724.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:11Z,false,false,RMTXT-20260802-c6f4942f2a829c37a509,text_extraction_lane_001,183,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-c6d3461b073ab0939ce9.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:22Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-c6f4942f2a829c37a509.txt,779c638629d1efdffd3d10fc3a363da5950504cbb1c8acc6571111e1db433358,10441,10301,1655,156,3,3,,3433.67,,false,,,false,false,false,false,3,3,0,10301,10441,usable_text_extracted,B4X2500SPQ-20260730-9e9936dbad24d0a4b272,span_extraction_lane_002,3,2026-08-02T20:36:46Z
RMRDY-20260802-bc4ae038f2ca6bcfc41c,readiness_lane_002,404,pdf,pdf,RMSRD-20260802-1af2c4de9ad0e1ae75f4,RMV-20260801-02671,BRM5C-BRM5-20260731-17995-01,BRM5-20260731-17995,NY,Northeast,Otego,Summary of the Town Budget 2025 (Town and Village of Otego),https://www.townofotego.com/resources/Otego%2BADOPTED%2BBudget%2B2025.pdf,https://townofotego.com/resources/Otego%2BADOPTED%2BBudget%2B2025.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1af2c4de9ad0e1ae75f4.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1af2c4de9ad0e1ae75f4.pdf,sha256:7c123609ed5a2d1ce72fdbccf2eb8270f061ba9668334e507932f955ef35db35,locally_available,local_only_not_replicated,local_research_workspace,556926,7c123609ed5a2d1ce72fdbccf2eb8270f061ba9668334e507932f955ef35db35,556926,7c123609ed5a2d1ce72fdbccf2eb8270f061ba9668334e507932f955ef35db35,integrity_pass,application/pdf,7,false,false,true,3,3724,1241.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:10Z,false,false,RMTXT-20260802-cd8f4c9e91172a28eb74,text_extraction_lane_003,385,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1af2c4de9ad0e1ae75f4.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:49Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-cd8f4c9e91172a28eb74.txt,f4a8006f68fce17e552a387db42f5eb0dd7dbfa5ca460c68e55f6ace6644c30f,10436,10436,2548,191,7,7,,1490.86,,false,,,false,false,false,false,7,7,0,10436,10436,usable_text_extracted,B4X2500SPQ-20260730-15f176cb5450792ea6ed,span_extraction_lane_002,4,2026-08-02T20:36:46Z
RMRDY-20260802-fbefc55a2caf14ed8ad6,readiness_lane_005,200,pdf,pdf,RMSRD-20260802-b2140dcbaa0120642db4,RMV-20260801-02096,BRM5C-BRM5-20260731-18456-01,BRM5-20260731-18456,PA,Northeast,West Conshohocken,West Conshohocken Borough Police Officers v. West Conshohocken Borough — Final Order (Case No. PF-C-20-16-E),https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2021/documents/west-conshohocken-borough-pf-c-20-16-e.pdf,https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2021/documents/west-conshohocken-borough-pf-c-20-16-e.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b2140dcbaa0120642db4.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b2140dcbaa0120642db4.pdf,sha256:dcde60582ba4b3c6e3e33c43b3adaf87c9cf675ae8d6bd9538033ee6c82eec47,locally_available,local_only_not_replicated,local_research_workspace,135998,dcde60582ba4b3c6e3e33c43b3adaf87c9cf675ae8d6bd9538033ee6c82eec47,135998,dcde60582ba4b3c6e3e33c43b3adaf87c9cf675ae8d6bd9538033ee6c82eec47,integrity_pass,application/pdf,8,false,false,true,3,7199,2399.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:05Z,false,false,RMTXT-20260802-add0148585a4e699f398,text_extraction_lane_001,416,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b2140dcbaa0120642db4.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:30Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-add0148585a4e699f398.txt,3d633b07a9cc55ff43934a2903723b07991e205612a12ae95712afa91dc1a97f,25266,25169,4141,457,8,8,,3146.12,,false,,,false,false,false,false,8,8,0,25169,25266,usable_text_extracted,B4X2500SPQ-20260730-23b19d42b288d6f93a92,span_extraction_lane_002,5,2026-08-02T20:36:46Z
RMRDY-20260802-8248e0a2fb86965b688d,readiness_lane_003,171,pdf,pdf,RMSRD-20260802-bd1d8375851b820dcd11,RMV-20260801-03154,BRM5C-BRM5-20260731-00858-02,BRM5-20260731-00858,KS,Midwest,Harper,Agenda/Packet (Mayor/council compensation ordinance also present in Harper packet site; included here only because police wage materials may co-occur—NOT yet validated as police wage plan),https://files.municipalone.com/harper-ks/packet-12-22-25-210633121920251281.pdf,https://files.municipalone.com/harper-ks/packet-12-22-25-210633121920251281.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-bd1d8375851b820dcd11.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-bd1d8375851b820dcd11.pdf,sha256:0efd0366813ba2363110b68f49f4daf408b268b22457817a7d98505b6e2cd1d3,locally_available,local_only_not_replicated,local_research_workspace,8339025,0efd0366813ba2363110b68f49f4daf408b268b22457817a7d98505b6e2cd1d3,8339025,0efd0366813ba2363110b68f49f4daf408b268b22457817a7d98505b6e2cd1d3,integrity_pass,application/pdf,45,false,false,true,3,3824,1274.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:04Z,false,false,RMTXT-20260802-09e76e7509ea6fd0c852,text_extraction_lane_005,497,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-bd1d8375851b820dcd11.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:26:57Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-09e76e7509ea6fd0c852.txt,02dbfca5b6c01e773b996354ff0141d1f96e942f7e6305f1f7f0a0e22b60611e,58099,57775,9681,1566,45,45,,1283.89,,false,,,false,false,false,false,45,45,0,57775,58099,usable_text_extracted,B4X2500SPQ-20260730-f4a8f61c2d1b1f1c1150,span_extraction_lane_002,6,2026-08-02T20:36:46Z
RMRDY-20260802-e358918ddc977251f86a,readiness_lane_004,24,pdf,pdf,RMSRD-20260802-e7aa9b3a97dfaba6fc97,RMV-20260801-01037,BRM5C-BRM5-20260731-06473-01,BRM5-20260731-06473,WI,Midwest,Hazel Green,Regular Meeting 09/20/2023 — Employee Handbook: longevity payout & related pay policies,https://cms2.revize.com/revize/hazelgreen/Documents/Government/Meeting%20Minutes/2023/2023.09.20%20HG%20Regular%20Minutes.pdf,https://cms2.revize.com/revize/hazelgreen/Documents/Government/Meeting%20Minutes/2023/2023.09.20%20HG%20Regular%20Minutes.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-e7aa9b3a97dfaba6fc97.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-e7aa9b3a97dfaba6fc97.pdf,sha256:cf5a7d2c82bcc664ab31d7b262435adc8577e068fa130faceb86787a53343dd2,locally_available,local_only_not_replicated,local_research_workspace,372003,cf5a7d2c82bcc664ab31d7b262435adc8577e068fa130faceb86787a53343dd2,372003,cf5a7d2c82bcc664ab31d7b262435adc8577e068fa130faceb86787a53343dd2,integrity_pass,application/pdf,14,false,false,true,3,4651,1550.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:01Z,false,false,RMTXT-20260802-66d77a9ba7cf37850fac,text_extraction_lane_002,292,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-e7aa9b3a97dfaba6fc97.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:00:24Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-66d77a9ba7cf37850fac.txt,dcf6e05675a8aa831f8c7279db46deae0e22ed4179350894989c14ab680dff2f,23844,23792,3892,515,14,14,,1699.43,,false,,,false,false,false,false,14,14,0,23792,23844,usable_text_extracted,B4X2500SPQ-20260730-90bcea0d442232cc431d,span_extraction_lane_002,7,2026-08-02T20:36:46Z
RMRDY-20260802-878a7208ba43b189bccd,readiness_lane_001,558,html,html,RMSRD-20260802-4251e0c778a9c90656d6,RMV-20260801-00664,BRM5C-BRM5-20260731-17966-01,BRM5-20260731-17966,NY,Northeast,Lorraine,"Board Minutes (Town of Lorraine, NY) — landing page for published meeting minute PDFs",https://www.townoflorraineny.us/board-minutes.html,https://townoflorraineny.us/board-minutes.html,salary_ordinance,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4251e0c778a9c90656d6.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4251e0c778a9c90656d6.html,sha256:be9e8f79f81cb70ea3cc53c697a87a0458332e9610525f98adb263a4f917f2a9,locally_available,local_only_not_replicated,local_research_workspace,120144,be9e8f79f81cb70ea3cc53c697a87a0458332e9610525f98adb263a4f917f2a9,120144,be9e8f79f81cb70ea3cc53c697a87a0458332e9610525f98adb263a4f917f2a9,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,5149,234,31,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:13Z,false,false,RMTXT-20260802-362b3ee6cc36636b8083,text_extraction_lane_001,458,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4251e0c778a9c90656d6.html,2026-08-02T17:52:02Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:34Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-362b3ee6cc36636b8083.txt,e1855cc32624fd6f9414b7bcbab19df38eefecaae1fa28cd0b1d8057bc88e6c7,6999,6998,1233,759,,,,,,false,,,false,false,false,false,,,,6998,6999,usable_text_extracted,B4X2500SPQ-20260730-79ecc8d391a0bbda5edc,span_extraction_lane_002,8,2026-08-02T20:36:46Z
RMRDY-20260802-120f71c3cfbf033a7d8c,readiness_lane_004,77,pdf,pdf,RMSRD-20260802-0079ec70e2b61cc53b92,RMV-20260801-00562,BRM5C-BRM5-20260731-02976-01,BRM5-20260731-02976,NY,Northeast,Forestburgh,Reorganizational Meeting 2025 (Town of Forestburgh) — Resolved salaries of employees for the year 2025,https://forestburgh.net/wp-content/uploads/2025/01/Reorganizational-Meeting-2025.pdf,https://forestburgh.net/wp-content/uploads/2025/01/Reorganizational-Meeting-2025.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,market_or_comparability_pressure;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0079ec70e2b61cc53b92.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0079ec70e2b61cc53b92.pdf,sha256:6f4ea9f0aceab7ec0e1d26ac0923ce3d52d4f978f90d6d5eb4ae882f4c791fce,locally_available,local_only_not_replicated,local_research_workspace,97743,6f4ea9f0aceab7ec0e1d26ac0923ce3d52d4f978f90d6d5eb4ae882f4c791fce,97743,6f4ea9f0aceab7ec0e1d26ac0923ce3d52d4f978f90d6d5eb4ae882f4c791fce,integrity_pass,application/pdf,7,false,false,true,3,3731,1243.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:02Z,false,false,RMTXT-20260802-0edbd4875ae54079a3de,text_extraction_lane_003,281,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0079ec70e2b61cc53b92.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:46Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0edbd4875ae54079a3de.txt,c7009336756b019285daaea3057ea72a1ca5a65514b16ab27082dde8b6a0dd6d,11519,11475,1757,315,7,7,,1639.29,,false,,,false,false,false,false,7,7,0,11475,11519,usable_text_extracted,B4X2500SPQ-20260730-94ea804d036b87dc69ef,span_extraction_lane_002,9,2026-08-02T20:36:46Z
RMRDY-20260802-547c2e4ec17cad2d405f,readiness_lane_004,454,html,html,RMSRD-20260802-addbd5b58d58e9cb5ef5,RMV-20260801-01867,BRM5C-BRM5-20260731-04877-02,BRM5-20260731-04877,MI,Midwest,Helena,"June 25, 2026 Helena Township Board Budget Meeting Minutes (Annual Budget Hearing for FY 2026-2027)",https://helenatownshipmichigan.gov/2026/06/26/june-11-2026-helena-township-board-meeting-minutes-copy/,https://helenatownshipmichigan.gov/2026/06/26/june-11-2026-helena-township-board-meeting-minutes-copy,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-addbd5b58d58e9cb5ef5.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-addbd5b58d58e9cb5ef5.html,sha256:1c78a7574dee2f3bef8debeb5d78721b1baeb405a04cff48e3fa36142b0ef133,locally_available,local_only_not_replicated,local_research_workspace,482105,1c78a7574dee2f3bef8debeb5d78721b1baeb405a04cff48e3fa36142b0ef133,482105,1c78a7574dee2f3bef8debeb5d78721b1baeb405a04cff48e3fa36142b0ef133,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,10424,43,17,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:47:10Z,false,false,RMTXT-20260802-54cd894f3df0c6a35e10,text_extraction_lane_002,296,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-addbd5b58d58e9cb5ef5.html,2026-08-02T17:52:04Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T18:00:24Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-54cd894f3df0c6a35e10.txt,04ac245aa118b4f31aca4bec17ae1e6b3d40f6c02e857147e842e867c8131e00,8382,8338,1300,134,,,,,,false,,,false,false,false,false,,,,8338,8382,usable_text_extracted,B4X2500SPQ-20260730-140cd2856b1f287acf50,span_extraction_lane_002,10,2026-08-02T20:36:46Z
