run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
pa_2026-07-15_104013,PA,Scranton,pa_scranton,police,"Fraternal Order of Police, E.B. Jermyn Lodge No. 2",,Exp.-2021 Police CBA,,https://scrantonpa.gov/wp-content/uploads/2025/11/Exp.-2021-Police-CBA-1.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Scranton,pa_scranton,police,Fraternal Order of Police,,FOP_Arbitration_Award_2023,,https://scrantonpa.gov/wp-content/uploads/2026/01/FOP_Arbitration_Award_2023.pdf,,city,arbitration_award,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Scranton,pa_scranton,fire,IAFF Local Union 60 (International Association of Firefighters),,Fire 1.1.22 through 12.31.26 CBA – City & IAFF Local Union 60 (fully executed),,https://scrantonpa.gov/wp-content/uploads/2026/01/Fire-1.1.22-through-12.31.26-CBA-City-IAFF-Local-Union-60-fully-executed.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Scranton,pa_scranton,fire,IAFF Local Union 60 (International Association of Firefighters),,IAFFLocalUnion6022-2424CBA,,https://www.scrantonpa.gov/docs/collectivebargainingagreements/IAFFLocalUnion6022-2424CBA.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Scranton,pa_scranton,non_safety,Lodge No. 2305 of the International Association of Machinists and Aerospace Workers (IAM&AW),,Exp.-2021-DPW-CBA,,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Exp.-2021-DPW-CBA.pdf,,city,cba,high,60,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Scranton,pa_scranton,non_safety,Clerical Workers Local 2462 of IAM,,City of Scranton and Clerical Workers Local 2462 of IAM - 1.1.24 to 12.31.27 FULLY EXECUTED,,https://www.scrantonpa.gov/docs/collectivebargainingagreements/City%20of%20Scranton%20and%20Clerical%20Workers%20Local%202462%20of%20IAM%20-%201.1.24%20to%2012.31.27%20FULLY%20EXECUTED%20.pdf,,city,cba,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104013,PA,Lancaster,pa_lancaster,police,Lancaster City Police Officer’s Association,,"Agreement between City of Lancaster and Lancaster City Police Officer’s Association (January 01, 2020 – December 31, 2022)",,https://cdn.muckrock.com/foia_files/2020/09/24/Lipton.pdf,,third_party,cba,medium,33,low,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_lancaster,unverified,raw_model_output
pa_2026-07-15_104013,PA,Lancaster,pa_lancaster,fire,"International Association of Fire Fighters, Local Union No. 319",,"International Association of Fire Fighters, Local Union No. 319 v. City of Lancaster — Final Order (PF-C-21-79-E)",,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2023/documents/city-of-lancaster-pf-c-21-79-e.pdf,,state_labor_board,unknown,medium,73,high,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_lancaster,unverified,raw_model_output
pa_2026-07-15_104013,PA,York,pa_york,police,Fraternal Order of Police (White Rose Lodge No. 15),,Agreement (White Rose Lodge No. 15 ▪ 2019-2022),,https://www.yorkcity.org/wp-content/uploads/2020/10/FOP-2019-2022-Union-Agreement.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_york,unverified,raw_model_output
pa_2026-07-15_104013,PA,York,pa_york,police,Fraternal Order of Police (White Rose Lodge #15),,FOP Bargaining Agreement 2024-2026 (Council resolution; agreement stated as attached),,https://www.yorkcity.org/wp-content/uploads/2025/01/FOP-Bargaining-Agreement-2024-2026.pdf,,city,context_only,high,33,low,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_dedup_confirm_live/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104013_pa_york,unverified,raw_model_output
