run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
pa_2026-07-15_110557,PA,Scranton,pa_scranton,police,Fraternal Order of Police (E.B. Jermyn Lodge No. 2),,Exp.-2021 Police CBA,,https://scrantonpa.gov/wp-content/uploads/2025/11/Exp.-2021-Police-CBA-1.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,Scranton,pa_scranton,police,unknown,,PD Contract expires 2026 Part 3,,https://scrantonpa.gov/wp-content/uploads/2026/01/PD-Contract-expires-2026-Part-3.pdf,,city,arbitration_award,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,Scranton,pa_scranton,fire,IAFF Local Union 60,,Fire 1.1.22 through 12.31.26 CBA – City & IAFF Local Union 60 (fully executed),,https://scrantonpa.gov/wp-content/uploads/2026/01/Fire-1.1.22-through-12.31.26-CBA-City-IAFF-Local-Union-60-fully-executed.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,Scranton,pa_scranton,fire,IAFF Local Union 60,,IAFFLocalUnion6022 2424CBA,,https://www.scrantonpa.gov/docs/collectivebargainingagreements/IAFFLocalUnion6022-2424CBA.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,Scranton,pa_scranton,non_safety,"IAM&AW, District 1, Local Lodge 2462",,Clerical Union Agreement 01-2021–12-2023,,https://scrantonpa.gov/docs/collectivebargainingagreements/Clerical_Union_Agreement_01_2021__12_2023.pdf,,city,cba,high,60,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,Scranton,pa_scranton,non_safety,unknown,,Exp.-2021-DPW-CBA,,https://scrantonpa.gov/wp-content/uploads/2026/01/Exp.-2021-DPW-CBA.pdf,,city,cba,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110557,PA,York,pa_york,police,White Rose Lodge #15 Fraternal Order of Police,,Agreement between the City of York and White Rose Lodge #15 Fraternal Order of Police (FOP) (2024-2026) (updated collective bargaining agreement reflecting October 2024 arbitration award),,https://www.yorkcity.org/wp-content/uploads/2025/01/FOP-Bargaining-Agreement-2024-2026.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_york,unverified,raw_model_output
pa_2026-07-15_110557,PA,York,pa_york,police,White Rose Lodge #15 Fraternal Order of Police,,Agreement between the City of York and White Rose Lodge #15 Fraternal Order of Police (2019-2022),,https://www.yorkcity.org/wp-content/uploads/2020/10/FOP-2019-2022-Union-Agreement.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_york,unverified,raw_model_output
pa_2026-07-15_110557,PA,York,pa_york,fire,"Local Union #627, International Association of Fire Fighters (IAFF)",,Collective Bargaining Agreement by and between Local Union #627 of the International Association of Fire Fighters (IAFF) and the City of York (2023-2027),,https://www.yorkcity.org/wp-content/uploads/2022/11/IAFF-Union-Agreement-2023-2027.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_york,unverified,raw_model_output
pa_2026-07-15_110557,PA,York,pa_york,fire,"Local Union #627, International Association of Fire Fighters (IAFF)",,Collective Bargaining Agreement by and between Local Union #627 of the International Association of Fire Fighters (IAFF) and the City of York (2018-2022),,https://www.yorkcity.org/wp-content/uploads/2017/10/IAFF-2018-2022-Union-Contract.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell3_min_n2_s20/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110557_pa_york,unverified,raw_model_output
