run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
all_2026-07-23_153758,OR,Pendleton,cog_2025_173694,police,Pendleton City Police Association (PCPA),CITY OF PENDLETON,City of Pendleton - PCPA Collective Bargaining Agreement (2019-2022),"2019-2022 (effective July 1, 2019 through June 30, 2022; auto-renewal language thereafter)",https://www.pendletonor.gov/media/10056,,city,cba,qualifying_candidate,full_document,"ARTICLE 31 -- CONTRACT TERM: effective July 1, 2019; remains until June 30, 2022; reopening notice not later than January 15, 2022; auto-renewal thereafter",overlap,none,no,"Covers July 1, 2019-June 30, 2022; overlaps requested 2014-2024 window.",safety_target,none,no,Scout-stage lead; ensure wage-setting provisions match intended police classifications and any arbitration/impasse mechanics if required for the later analysis.,high,81,high,Authoritative CBA with salary schedule attached and an arbitration procedure referenced in the agreement for the police bargaining unit.,high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_173694,unverified,raw_model_output
all_2026-07-23_153758,OR,Pendleton,cog_2025_173694,fire,"Pendleton Fire Fighters Union Local No. 2296, IAFF",CITY OF PENDLETON,Pendleton Fire Fighters Union Local No. 2296 Contract (2020-2023),"2020-2023 (effective July 1, 2020 through June 30, 2023; auto-renewal language thereafter)",https://www.pendletonor.gov/media/9961,,city,cba,qualifying_candidate,full_document,"ARTICLE 3 -- TERM OF CONTRACT: effective July 1, 2020; remains until June 30, 2023; reopening notice not later than January 15, 2023; auto-renewal for a one (1) year term thereafter",overlap,none,no,"Covers July 1, 2020-June 30, 2023; overlaps requested 2014-2024 window.",safety_target,none,no,Scout-stage lead; confirm the wage schedule/attachments and any arbitration/factfinding/impasse mechanisms are the specific ones needed for later wage-setting comparators.,high,81,high,Authoritative firefighters CBA with wage schedule incorporated (Attachment A) for the City’s fire bargaining unit.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_173694,unverified,raw_model_output
all_2026-07-23_153758,OR,Pendleton,cog_2025_173694,non_safety,Service Employees International Union (SEIU) Local 503/OPEU,CITY OF PENDLETON,Collective Bargaining Agreement between the City of Pendleton and SEIU Local 503/OPEU (2018-2021),"2018-2021 (effective July 1, 2018 through June 30, 2021; auto-renewal language thereafter)",https://www.pendletonor.gov/media/9981,,city,cba,qualifying_candidate,full_document,"SECTION 1. Term: shall become effective July 1, 2018 and remain in effect until June 30, 2021; auto-renewal for a one (1) year term thereafter (with reopening notice not later than January 15, 2021)",overlap,none,no,"Covers July 1, 2018-June 30, 2021; overlaps requested 2014-2024 window.",ordinary_non_safety_comparator,none,no,Scout-stage lead; confirm the agreement’s covered classifications include ordinary municipal/civilian positions appropriate for the later non-safety comparator role.,high,88,high,Non-safety bargaining unit CBA with cost-of-living adjustments and salary scales (Appendix/Attachment A) providing authoritative wage-setting material.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_173694,unverified,raw_model_output
all_2026-07-23_153758,WA,Camas,cog_2025_184245,police,Camas Police Officers' Association (CPOA),"CITY OF CAMAS municipal government (Camas, WA)",Camas Police Officers' Association CBA 2017-2020 (embedded in City Council agenda packet),"January 1, 2017 – December 31, 2020 (four-year period)",https://www.cityofcamas.us/sites/default/files/fileattachments/city_council/meeting/packets/28346/agenda_2018-03-19_council_regular.pdf,,city,cba,qualifying_candidate,full_document,duration_clause,overlap,none,no,Targets 2017-2020 within 2014-2024 priority window.,safety_target,none,no,"Scout-stage lead: agreement text is present, but final wage/cycle extraction not yet performed (e.g., confirm pay plan sections and operative wage language).",high,81,high,Contains a CPOA collective bargaining agreement section for the City of Camas police unit with an explicit 2017–2020 term and wage/pay-plan provisions (Article 24 and appendices).,high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_184245,unverified,raw_model_output
all_2026-07-23_153758,WA,Camas,cog_2025_184245,fire,IAFF (Local #2444 per city finance context),"CITY OF CAMAS municipal government (Camas, WA)",IAFF Agreement (Fire) – draft/compiled document labeled 2026,unclear (labeled as 2026; operative term not yet confirmed),https://www.cityofcamas.us/sites/default/files/fileattachments/human_resources/page/5511/iaff_2026.pdf,,city,cba,context_only_candidate,partial_document,index_or_snippet_only,non_overlap_deferred,none,no,Not within 2014-2024 window based on document label; term/award period requires later verification from operative signature/title pages.,safety_target,possible,yes,Scout-stage lead: contents opened but contract operative dates/coverage need confirmation; also verify that the City of Camas is the exact employer for the fire bargaining unit (vs. regional fire/other structure references).,high,11,low,Provides a potential City of Camas fire union wage-setting document candidate (IAFF) suitable for fire-only comparator work if employer/coverage and operative term are confirmed.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_184245,unverified,raw_model_output
all_2026-07-23_153758,WA,Camas,cog_2025_184245,non_safety,Camas Public Employees’ Association (CPEA),"CITY OF CAMAS municipal government (Camas, WA)",CPEA General Clerical/Professional Employees Agreement 2017-2020 (URL lead; fetch error encountered),"January 1, 2017 – December 31, 2020 (contract term not verified due to fetch error)",https://www.ci.camas.wa.us/images/DOCS/HR/REPORTS/2017-2020_cpea.pdf,,unknown,cba,insufficient_candidate,blocked_or_unreadable,unclear,overlap,none,yes,Designed to overlap 2014-2024 (2017-2020). Operative term and wage schedule need re-fetch/inspection.,ordinary_non_safety_comparator,possible,yes,Fetch attempt returned (502) Bad Gateway during scout-stage open. Must later re-try and confirm exact employer match and operative wage-setting language/schedule.,high,0,low,A non-safety (clerical/professional) municipal bargaining unit agreement for the City of Camas within the priority overlap window.,low,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_184245,unverified,raw_model_output
all_2026-07-23_153758,WA,Camas,cog_2025_184245,non_safety,"AFSCME Local 307CC, Council 2 (Public Works)","CITY OF CAMAS municipal government (Camas, WA)",AFSCME Public Works Employees Agreement 2023-2026,2023-2026 (operative period not confirmed yet beyond filename; later verification required),https://www.cityofcamas.us/sites/default/files/fileattachments/human_resources/page/5511/afscme_2023-2026.pdf,,city,cba,context_only_candidate,full_document,index_or_snippet_only,non_overlap_deferred,none,no,Not in 2014-2024 priority window; included to satisfy 'at least one ordinary non-safety unit where available' pending overlap-focused extraction from other cycles.,ordinary_non_safety_comparator,none,yes,Scout-stage lead: confirm the exact operative duration clause and wage/step plan sections (and ensure it is ordinary/non-safety; avoid safety-only wage clauses).,high,43,medium,"Provides an ordinary municipal/civilian bargaining agreement (public works) with wage-setting language likely useful as a non-safety comparator, subject to later wage-plan extraction.",medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_184245,unverified,raw_model_output
all_2026-07-23_153758,WA,Tumwater,cog_2025_176886,police,Tumwater Police Guild,CITY OF TUMWATER municipal government,Agreement between the City of Tumwater and the Tumwater Police Officers Guild (Police Guild),2024-2026,https://mccmeetingspublic.blob.core.usgovcloudapi.net/tumwater-meet-6f87e1eced934ff289948a50757573de/ITEM-Attachment-001-dcaaa8d6f604403787c6074b0418c893.pdf,,city,cba,qualifying_candidate,partial_document,other_operative_text,overlap,none,no,CBA is titled for 2024-2026; overlaps the requested 2014-2024 window via year 2024.,safety_target,none,no,"Scout-stage lead: CBA contents not fully reviewed for wage/compensation operative provisions, and no detailed confirmation yet of the specific wage-setting mechanics (e.g., wage table language) beyond cover/title presence.",medium,71,high,Authoritative municipal wage/terms setting for Tumwater police bargaining unit (safety unit).,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_176886,unverified,raw_model_output
all_2026-07-23_153758,WA,Tumwater,cog_2025_176886,non_safety,"Chauffeurs, Teamsters and Helpers Local No. 252",CITY OF TUMWATER municipal government,"Agreement between the City of Tumwater and Chauffeurs, Teamsters and Helpers Local No. 252",2024-2026,https://mccmeetingspublic.blob.core.usgovcloudapi.net/tumwater-meet-8dfb637f33dc44ed9e4ab9acf044f7f9/ITEM-Attachment-001-0f785dfdbee94f39bf2056c12b4cc934.pdf,,city,cba,qualifying_candidate,partial_document,duration_clause,overlap,none,no,"CBA is titled/identified as January 1, 2024 through December 31, 2026; overlaps the requested 2014-2024 window via year 2024. Unit type treated as ordinary non-safety comparator pending confirmation that the bargaining unit excludes police/fire sworn/safety personnel.",ordinary_non_safety_comparator,possible,no,"Scout-stage lead: PDF text rendering/inspection incomplete; must verify the bargaining unit description and that it qualifies as an ordinary municipal/civilian (non-police, non-fire) wage-setting agreement for the City of Tumwater.",medium,63,medium,Potential authoritative civilian/non-safety municipal wage-setting CBA for an ordinary bargaining unit (pending unit-scope verification).,low,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_176886,unverified,raw_model_output
all_2026-07-23_153758,OH,Kent,cog_2025_132510,police,"Fraternal Order of Police, Ohio Labor Council, Inc. (FOP/OLC)",CITY OF KENT,"2023-101 Exhibit 'A' Kent FOPOLC Officer Contract (Police Officer) — Effective November 1, 2023 through October 31, 2026",2023-2026,https://www.kentohio.gov/media/hywlr2ik/2023-101-fop-police-officer-bargaining-agreement.pdf,,city,cba,qualifying_candidate,full_document,cover_or_title,overlap,none,no,"CBA effective Nov 1, 2023 through Oct 31, 2026; overlaps 2014-2024 anchor window (portion of 2023-2024).",safety_target,none,no,"Scout-stage lead; later review needed for operative wage/compensation sections, any arbitration/factfinding clauses, and precise unit scope.",high,81,high,Authoritative municipal police labor agreement including wages/terms for sworn police unit; provides duration and wage-setting provisions.,high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND1-2026-07-23/lane_2_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_153758_cog_2025_132510,unverified,raw_model_output
