run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
all_2026-07-23_223840,KS,Junction City,cog_2025_208102,non_safety,,CITY OF JUNCTION CITY,"Code of Ordinances, Chapter 105 (Administration) — Section 105.420: Employee Classification—Salary Schedules",unclear,https://library.municode.com/ks/junction_city/codes/code_of_ordinances/426622?nodeId=COOR_TITIGOCO_CH105AD,,city,ordinance_or_policy,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Ordinance history in the section includes a recent amendment date (Ord. No. G-1308, 9-17-2024), but the text found is a general salary-schedule procedure/mechanism rather than an executed wage plan/award covering a specific multi-year cycle.",authoritative_civilian_wage_setting,none,no,Confirm whether any attached/linked salary schedule tables (for the City’s clerical_admin/public_works/sanitation/library-type employees) exist publicly and whether they specify operative wage/compensation amounts for a 2014-2024 bargaining cycle.,medium,0,low,Provides an official mechanism requiring the City Manager to establish and the Commission to approve salary schedules for compensation of City employees; potentially supports the existence/structure of non-safety wage setting within the City.,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_208102,unverified,raw_model_output
all_2026-07-23_223840,KS,Junction City,cog_2025_208102,police,Junction City Police Officers Association Lodge #43,CITY OF JUNCTION CITY,Junction City Police Officers Association Lodge #43 — Salary and Benefits (starting wage / step wage / longevity references),unclear,https://joinjcpdks.com/salary-and-benefits/,,union,context_only,insufficient_candidate,summary_only,other_operative_text,unclear,none,no,"Mentions police benefits negotiated on a '3-year term', but no contract term dates or specific agreement year(s) are provided in the visible material.",safety_target,possible,no,"Verify whether the page corresponds to a specific executed collective bargaining agreement / successor contract covering a defined 2014-2024 cycle, and whether it contains operative language for wage rates (not just general recruiting/benefits descriptions).",medium,0,low,"Contains police wage figures (e.g., starting wage and lateral transfer step reference) and indicates negotiation over benefits; may relate to the City’s police compensation terms, but lacks explicit contract year coverage in the visible content.",low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_208102,unverified,raw_model_output
all_2026-07-23_223840,CA,Corcoran,cog_2025_225764,police,Corcoran Police Officers Association (CPOA),CITY OF CORCORAN,Packet 01/28/25 (Resolution No. 4067 / one-year MOU with Corcoran Police Officers Association; amends/replaces FY 2024-25 Compensation and Benefit Plan),"one year (operative text indicates one-year MOU; exact start/end beyond Jan 1, 2025 not fully inspectable)",https://cms9files.revize.com/corcoranca/Packet%20012825.pdf,,city,memorandum_or_settlement,context_only_candidate,unclear,"duration_clause: one year Memorandum of Understanding (MOU) agreement with CPOA; other_operative_text: Resolution No. 4067 incorporated a one-year MOU agreement with the Corcoran Police Officers Association (CPOA); effective language references state minimum wage meeting/confer and Jan 1, 2025 impacts",unclear,none,yes,"Operative text visible in search snippet references Jan 1, 2025 and FY 2024-25; full contract-cycle match (2014-2024) cannot be confirmed without full document inspection/operative term dates.",safety_target,possible,yes,PDF contents could not be reliably inspected via tool (no extractable full text / screenshots failed). Visible evidence is limited to snippet-level text; contract operative term end date and attachment details are unverified.,medium,11,low,City resolution packet indicates an executed one-year MOU with CPOA and integrates CPOA-represented classifications into the City's FY 2024-25 compensation plan (authoritative wage-setting material for police-represented employees).,low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_225764,unverified,raw_model_output
all_2026-07-23_223840,CA,Corcoran,cog_2025_225764,non_safety,Stationary Engineers Local 39 (referenced); CLOCEA represented classifications also referenced in wage schedule tables,CITY OF CORCORAN,Packet 01/28/25 (Resolution No. 4067 / amends/replaces FY 2024-25 Compensation and Benefit Plan; includes Local 39 side letter salary tables),"FY 2024-25 (operative text indicates effective first full pay period after July 1, 2024; exception for certain classifications effective Jan 1, 2025; exact multi-year term not provided here)",https://cms9files.revize.com/corcoranca/Packet%20012825.pdf,,city,wage_schedule_or_compensation_plan,context_only_candidate,unclear,"duration_clause: Effective first full pay period after July 1, 2024 (except for Transit Operator and WWTP classifications effective Jan 1, 2025); other_operative_text: resolution amends/replaces the City’s Compensation and Benefit Plan for FY 2024-25 to integrate Local 39 Side Letter provisions and includes pay schedule tables (e.g., non-exempt bi-weekly pay schedule) for represented classifications",overlap,possible,yes,"Matches FY 2024-25 (overlaps anchor cycle 2014-2024). However, full operative term coverage beyond FY 2024-25 cannot be confirmed without full inspection.",authoritative_civilian_wage_setting,possible,yes,PDF screenshots failed and full text/operative end dates and whether tables are binding compensation vs proposed are not fully verifiable from snippet-only evidence.,medium,3,low,"City resolution packet appears to contain binding compensation-plan wage tables for multiple represented (non-safety) classifications, suitable as an authoritative civilian wage-setting comparator (non-safety).",low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_225764,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,police,TPPA (identified as TPPA in minutes),CITY OF TOMAH,State of Wisconsin City of Tomah Common Council Meeting Minutes (2018-02-13): tentative agreements regarding modifications to the 2017-2018 collective bargaining agreement between TPPA and City of Tomah (effective 2/25/2018),2017-2018 (operative reference in minutes; executed CBA/MOA not located here),https://www.tomahwi.gov/sites/default/files/fileattachments/city_council/meeting/3640/minutes_02132018_common_council.pdf,,city,agenda_cover_sheet,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes are within 2014-2024 timeframe, but the underlying executed TPPA agreement text was not found in the minutes; contract coverage year is referenced as 2017-2018.",safety_target,none,yes,Need to verify whether the minutes contain binding wage terms beyond 'tentative agreements' and whether an executed TPPA agreement/MOA exists at an accessible URL.,high,26,low,References police union negotiations and the 2017-2018 TPPA collective bargaining agreement (effective 2/25/2018) for wage-related modifications.,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,police,TPPA (referenced as the 2017/2018 union contract in minutes),CITY OF TOMAH,State of Wisconsin City of Tomah Common Council Meeting Minutes (2018-03-13): wage adjustment for non-represented sworn employees of Police Department; referenced as tied to 2017/2018 Union Contract,2017-2018 (referenced; specific wage schedule not provided here),https://www.tomahwi.gov/sites/default/files/fileattachments/city_council/meeting/3641/minutes_03132018_common_council.pdf,,city,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,overlap,possible,no,"Within 2014-2024 timeframe; provides only a partial wage-context linkage to the 2017/2018 police union contract, not the full CBA terms.",safety_target,none,yes,Need to inspect the minutes for the exact wage adjustment language and confirm whether it is adopted binding compensation for police and whether corresponding TPPA wage schedule is available at an accessible URL.,high,11,low,"Contains operative wage adjustment language for sworn police employees, referencing the 2017/2018 police union contract.",medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,fire,"IAFF, Local 127",CITY OF TOMAH,"State of Wisconsin City of Tomah Common Council Meeting Minutes (2020-10-13): Settlement Agreement and Memorandum of Understanding between IAFF, Local 127 and the City of Tomah",unclear (settlement/MOU referenced; operative term years not extracted from snippet here),https://www.tomahwi.gov/sites/default/files/fileattachments/city_council/meeting/2576/minutes_10132020_common_council.pdf,,city,memorandum_or_settlement,insufficient_candidate,partial_document,other_operative_text,overlap,none,no,"Within 2014-2024 timeframe; however, only the existence/approval of the settlement/MOU is shown, not the full executed agreement text or wage-term schedule.",safety_target,none,yes,Need to locate the attached/linked executed IAFF Local 127 settlement/MOU document (or an accessible wage schedule) to extract binding compensation-plan terms and contract/award duration.,high,36,medium,"Identifies a binding settlement/MOU involving the City and the IAFF fire union, potentially including wage-setting terms.",low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,non_safety,"WCCME, AFSCME, AFL-CIO (Local 180)",CITY OF TOMAH,State of Wisconsin City of Tomah Common Council Meeting Minutes (2017-01-10): Ratification of AFSCME Local 180 WCCME collective bargaining agreement (2017),2017 (ratification reference),https://www.tomahwi.gov/sites/default/files/fileattachments/committee_of_the_whole/meeting/3616/minutes_08122019_cotw.pdf,,city,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,non_overlap_deferred,possible,no,"The URL retrieved from search results appears to reference AFSCME and compensation-plan movement discussions, but it did not include the specific 2017 ratification text in the snippet captured here; needs re-confirmation and correct PDF targeting for the January 10, 2017 ratification minutes.",ordinary_non_safety_comparator,possible,yes,This candidate likely mis-targets the intended 2017-01-10 minutes; re-check for the exact minutes PDF that includes the 'Ratification of AFSCME Union Contract - 2017' language and any wage terms.,high,0,low,"City action references ratification of an AFSCME Local 180 collective bargaining agreement, which may include wage/benefits terms for non-safety general municipal employees.",low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,non_safety,"City of Tomah Employees, Local 180, AFSCME, AFL-CIO",CITY OF TOMAH,"City of Tomah v. City of Tomah Employees, Local 180, AFSCME (Arbitration Award; MA-13614)",2006-2007 (memorandum language incorporated into 2006-2007 agreement); arbitration award date not used as contract year for schedule comparison,https://werc.wi.gov/grievance_awards/7142.pdf,,state_labor_board,arbitration_award,insufficient_candidate,full_document,other_operative_text,non_overlap_deferred,none,no,This is an older arbitration award (not within 2014-2024). It is still authoritative for interpreting binding CBA provisions but does not directly provide a 2014-2024 wage schedule/compensation-plan for non-safety comparators.,authoritative_civilian_wage_setting,none,yes,Need to confirm whether the arbitration award includes wage-setting or compensation terms (beyond position/management procedure) that are usable as a wage comparator.,high,53,medium,Authoritative WERC arbitration award involving CITY OF TOMAH and AFSCME Local 180 (non-safety general municipal employment referenced in award background).,low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
all_2026-07-23_223840,WI,Tomah,cog_2025_205666,non_safety,,CITY OF TOMAH,State of Wisconsin City of Tomah Common Council Minutes (2018-10-09): Resolution Adopting a Classification and Compensation Plan (Resolution #2018-10-09-32),2019 effective implementation (stated); specific pay ranges attached (Attachment A) not present in this minutes PDF capture,https://www.tomahwi.gov/sites/default/files/fileattachments/city_council/meeting/3651/minutes_10092018_common_council.pdf,,city,ordinance_or_policy,insufficient_candidate,partial_document,duration_clause,overlap,none,no,"Within 2014-2024. Minutes state adoption of a classification and compensation plan with implementation beginning January 2019, but Attachment A (pay ranges) is referenced and likely not included here.",authoritative_civilian_wage_setting,none,yes,Need the actual resolution/Attachment A pay-range document (or the compensation plan PDF) that contains the grade order list and pay ranges.,high,25,low,Authoritative city adoption of a uniform pay/classification compensation plan intended for general municipal employees (ordinary non-safety wage setting mechanism).,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_3_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_223840_cog_2025_205666,unverified,raw_model_output
