wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
IL25.3-2026-07-20,1,IL,Lombard,cog_2025_194697,194697,VILLAGE OF LOMBARD,municipal,place,43779,1,no,DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Largest untouched Illinois city/village municipal employer after IL25 and IL25.2; adds a third-tier DuPage comparison.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF LOMBARD employer and Census ID 194697, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute DuPage County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF LOMBARD canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF LOMBARD source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,2,IL,Buffalo Grove,cog_2025_207784,207784,VILLAGE OF BUFFALO GROVE,municipal,place,42482,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | Lake County [17097; county; government-units-primary=no; basis=2020_place_by_county],large_city_state_anchor,Large Cook/Lake village selected for a multi-county municipal-employer and suburban labor-market contrast.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF BUFFALO GROVE employer and Census ID 207784, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County/Lake County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF BUFFALO GROVE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF BUFFALO GROVE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,3,IL,Park Ridge,cog_2025_124895,124895,CITY OF PARK RIDGE,municipal,place,37897,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Large Cook County city selected as an independent municipal employer near Chicago and the airport employment corridor.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF PARK RIDGE employer and Census ID 124895, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF PARK RIDGE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF PARK RIDGE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,4,IL,Streamwood,cog_2025_102643,102643,VILLAGE OF STREAMWOOD,municipal,place,37780,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Large northwest Cook County village selected to extend suburban scale and employer variation beyond IL25.2.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF STREAMWOOD employer and Census ID 102643, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF STREAMWOOD canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF STREAMWOOD source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,5,IL,Wheeling,cog_2025_162269,162269,VILLAGE OF WHEELING,municipal,place,37725,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | Lake County [17097; county; government-units-primary=no; basis=2020_place_by_county],large_city_state_anchor,Large Cook/Lake village selected for multi-county context and police/fire/civilian discovery potential.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF WHEELING employer and Census ID 162269, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County/Lake County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF WHEELING canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF WHEELING source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,6,IL,Calumet City,cog_2025_124883,124883,CITY OF CALUMET CITY,municipal,place,34358,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Medium-large south Cook County city selected for an industrial-border municipal labor-market comparison.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF CALUMET CITY employer and Census ID 124883, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF CALUMET CITY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF CALUMET CITY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,7,IL,Northbrook,cog_2025_194701,194701,VILLAGE OF NORTHBROOK,municipal,place,33977,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Medium-large north Cook County village selected as a clean independent municipal-employer comparison.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF NORTHBROOK employer and Census ID 194701, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF NORTHBROOK canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF NORTHBROOK source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,8,IL,St. Charles,cog_2025_162407,162407,CITY OF ST CHARLES,municipal,place,32654,2,yes,DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county] | Kane County [17089; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Medium Fox River city spanning Kane and DuPage context, selected as a distinct employer from Aurora, Elgin, and Batavia.",Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ST CHARLES employer and Census ID 162407, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute DuPage County/Kane County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ST CHARLES canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ST CHARLES source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,9,IL,Mundelein,cog_2025_201626,201626,VILLAGE OF MUNDELEIN,municipal,place,31790,1,no,Lake County [17097; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Medium Lake County village selected to broaden the state's northern municipal-labor comparison tier.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF MUNDELEIN employer and Census ID 201626, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Lake County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF MUNDELEIN canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF MUNDELEIN source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,10,IL,Elk Grove Village,cog_2025_162273,162273,VILLAGE OF ELK GROVE,municipal,place,31350,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county],mid_city_comparison_candidate,Medium Cook/DuPage village selected for a multi-county municipal and major employment-center contrast.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF ELK GROVE employer and Census ID 162273, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County/DuPage County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF ELK GROVE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF ELK GROVE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
