wave_id,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,priority_rank,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,worker_id,parallel_stage,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Paterson,nj_paterson,184046,CITY OF PATERSON,municipal,place,156452,1,no,Passaic County [34031; county; government-units-primary=yes; basis=2020_place_by_county],1,large_city_state_anchor,Largest untouched NJ municipal/place employer and a high-value northern urban safety/civilian comparison.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF PATERSON (Census government ID 184046). Exclude Passaic County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF PATERSON as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Elizabeth,cog_2025_204933,204933,CITY OF ELIZABETH,municipal,place,135829,1,no,Union County [34039; county; government-units-primary=yes; basis=2020_place_by_county],2,large_city_state_anchor,Large Union County city and port-region labor-market contrast; port/authority employers remain excluded.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF ELIZABETH (Census government ID 204933). Exclude Union County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF ELIZABETH as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Princeton,cog_2025_170189,170189,MUNICIPALITY OF PRINCETON,municipal,place,30289,1,no,Mercer County [34021; county; government-units-primary=yes; basis=2020_place_by_county],3,regional_diversity_candidate,Mercer County municipality selected for geographic and administrative diversity while explicitly excluding university and school employers.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly MUNICIPALITY OF PRINCETON (Census government ID 170189). Exclude Mercer County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for MUNICIPALITY OF PRINCETON as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Clifton,cog_2025_225827,225827,CITY OF CLIFTON,municipal,place,88461,1,no,Passaic County [34031; county; government-units-primary=yes; basis=2020_place_by_county],4,large_city_state_anchor,Large Passaic County city selected as an independent municipal-employer comparison.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF CLIFTON (Census government ID 225827). Exclude Passaic County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF CLIFTON as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Bayonne,cog_2025_208765,208765,CITY OF BAYONNE,municipal,place,70300,1,no,Hudson County [34017; county; government-units-primary=yes; basis=2020_place_by_county],5,large_city_state_anchor,Hudson County city selected for dense urban municipal labor and exact port/authority exclusion.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF BAYONNE (Census government ID 208765). Exclude Hudson County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF BAYONNE as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,East Orange,cog_2025_170167,170167,CITY OF EAST ORANGE,municipal,place,69556,1,no,Essex County [34013; county; government-units-primary=yes; basis=2020_place_by_county],6,large_city_state_anchor,Essex County city selected as a contrast to covered Newark without reusing Newark sources.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF EAST ORANGE (Census government ID 170167). Exclude Essex County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF EAST ORANGE as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Passaic,cog_2025_130867,130867,CITY OF PASSAIC,municipal,place,68903,1,no,Passaic County [34031; county; government-units-primary=yes; basis=2020_place_by_county],7,large_city_state_anchor,Passaic County city selected for a dense medium-large municipal workforce comparison.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF PASSAIC (Census government ID 130867). Exclude Passaic County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF PASSAIC as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Union City,cog_2025_109091,109091,CITY OF UNION CITY,municipal,place,64462,1,no,Hudson County [34017; county; government-units-primary=yes; basis=2020_place_by_county],8,large_city_state_anchor,Hudson County city selected for a dense municipal-employer comparison distinct from Jersey City.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF UNION CITY (Census government ID 109091). Exclude Hudson County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF UNION CITY as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Vineland,cog_2025_170164,170164,CITY OF VINELAND,municipal,place,60797,1,no,Cumberland County [34011; county; government-units-primary=yes; basis=2020_place_by_county],9,mid_city_comparison_candidate,South Jersey Cumberland County city selected for geographic and regional labor-market diversity.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF VINELAND (Census government ID 170164). Exclude Cumberland County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF VINELAND as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W02-NJ25-2026-07-21,NJ,Hoboken,cog_2025_130839,130839,CITY OF HOBOKEN,municipal,place,57010,1,no,Hudson County [34017; county; government-units-primary=yes; basis=2020_place_by_county],10,national_manifest_anchor,Untouched national-manifest anchor retained as an exact city employer; transit/port/authority substitutes are excluded.,"Stage 1 parallel national discovery in NJ: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF HOBOKEN (Census government ID 130839). Exclude Hudson County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_02,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF HOBOKEN as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
