run_id,state,municipality_count,parseable_count,failed_count,candidate_row_count,input_tokens_total,reasoning_tokens_total,output_tokens_total,total_tokens_total,estimated_input_cost,estimated_output_cost,estimated_total_cost,estimate_only
all_2026-07-23_183735,AR,1,1,0,0,14025.0,403.0,425.0,14450.0,0.002805,0.00053125,0.00333625,true
all_2026-07-23_183735,CA,8,8,0,21,235346.0,10421.0,19191.0,254537.0,0.0470692,0.02398875,0.07105795,true
all_2026-07-23_183735,CT,1,1,0,1,31471.0,1861.0,2320.0,33791.0,0.0062942,0.0029,0.0091942,true
all_2026-07-23_183735,DE,1,1,0,3,27226.0,1232.0,2489.0,29715.0,0.0054452,0.00311125,0.00855645,true
all_2026-07-23_183735,FL,11,11,0,15,299060.0,12277.0,18821.0,317881.0,0.059812,0.02352625,0.08333825,true
all_2026-07-23_183735,IA,7,7,0,11,206843.0,9272.0,13829.0,220672.0,0.0413686,0.01728625,0.05865485,true
all_2026-07-23_183735,ID,3,3,0,2,71232.0,2521.0,3355.0,74587.0,0.0142464,0.00419375,0.01844015,true
all_2026-07-23_183735,IN,11,11,0,20,265066.0,11869.0,19948.0,285014.0,0.0530132,0.024935,0.0779482,true
all_2026-07-23_183735,KS,1,1,0,0,20100.0,609.0,640.0,20740.0,0.00402,0.0008,0.00482,true
all_2026-07-23_183735,KY,9,9,0,8,244048.0,10383.0,14018.0,258066.0,0.0488096,0.0175225,0.0663321,true
all_2026-07-23_183735,MA,2,2,0,6,50022.0,2078.0,4317.0,54339.0,0.0100044,0.00539625,0.01540065,true
all_2026-07-23_183735,MD,2,2,0,6,45110.0,2581.0,4980.0,50090.0,0.009022,0.006225,0.015247,true
all_2026-07-23_183735,ME,1,1,0,3,21494.0,1401.0,2674.0,24168.0,0.0042988,0.0033425,0.0076413,true
all_2026-07-23_183735,MI,11,11,0,24,354572.0,14652.0,24756.0,379328.0,0.0709144,0.030945,0.1018594,true
all_2026-07-23_183735,MN,7,7,0,13,209711.0,9916.0,15571.0,225282.0,0.0419422,0.01946375,0.06140595,true
all_2026-07-23_183735,MS,1,1,0,2,27319.0,1684.0,2456.0,29775.0,0.0054638,0.00307,0.0085338,true
all_2026-07-23_183735,MT,1,1,0,3,36964.0,1794.0,3005.0,39969.0,0.0073928,0.00375625,0.01114905,true
all_2026-07-23_183735,ND,1,1,0,0,22219.0,667.0,697.0,22916.0,0.0044438,0.00087125,0.00531505,true
all_2026-07-23_183735,NE,4,4,0,6,122494.0,6302.0,8854.0,131348.0,0.0244988,0.0110675,0.0355663,true
all_2026-07-23_183735,NY,1,1,0,2,26551.0,987.0,1911.0,28462.0,0.0053102,0.00238875,0.00769895,true
all_2026-07-23_183735,OH,30,30,0,89,1015631.0,38898.0,76717.0,1092348.0,0.2031262,0.09589625,0.29902245,true
all_2026-07-23_183735,OK,4,4,0,2,91995.0,3533.0,4415.0,96410.0,0.018399,0.00551875,0.02391775,true
all_2026-07-23_183735,OR,7,7,0,15,201194.0,9273.0,15586.0,216780.0,0.0402388,0.0194825,0.0597213,true
all_2026-07-23_183735,SD,1,1,0,3,36913.0,1786.0,2906.0,39819.0,0.0073826,0.0036325,0.0110151,true
all_2026-07-23_183735,WA,17,16,1,36,434106.0,21374.0,35984.0,470090.0,0.0868212,0.04498,0.1318012,true
all_2026-07-23_183735,WI,6,6,0,14,180739.0,9111.0,14778.0,195517.0,0.0361478,0.0184725,0.0546203,true
all_2026-07-23_183735,WY,1,1,0,2,22574.0,851.0,1658.0,24232.0,0.0045148,0.0020725,0.0065873,true
