run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,police,"Illinois Fraternal Order of Police Labor Council (Council 31, Local 89)",Village of Lombard,"Agreement Between the Village of Lombard and the Illinois Fraternal Order of Police Labor Council (Council 31, Local 89)",2016-2019,https://www.villageoflombard.org/DocumentCenter/View/1204,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Title page shows operative period as January 1, 2016 through December 31, 2019 (visible_year_evidence=cover_or_title).",safety_target,possible,no,Scout-stage lead: confirm bargaining unit is police (sworn police only) for the Village of Lombard and verify exact paid-unit identity and that the document is a collective bargaining agreement for the intended police bargaining unit.,high,66,high,Police CBA for Lombard municipal employer with operative dates in the 2014-2024 window.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,police,Illinois Fraternal Order of Police Labor Council,Village of Lombard,Agreement Between the Village of Lombard and the Illinois Fraternal Order of Police Labor Council,2020-2022,https://villageoflombard.org/DocumentCenter/View/4575/FOP-Contract---Police-Officer-2020-2022-PDF,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,Cover shows contract period labeled '2020-2022' (visible_year_evidence=cover_or_title).,safety_target,possible,no,Scout-stage lead: verify this is the police CBA for the intended police bargaining unit (sworn police) and confirm exact paid-unit identity and operative duration language in the agreement.,high,66,high,Police CBA for Lombard municipal employer with operative dates in the 2014-2024 window.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,fire,"Lombard Firefighters' Union, Local 3009",Village of Lombard,"Agreement between the Village of Lombard and Lombard Firefighters' Union, Local 3009",2019-2022,https://villageoflombard.org/DocumentCenter/View/1196,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Title page shows 'January 1, 2019 through December 31, 2022' (visible_year_evidence=cover_or_title).",safety_target,possible,no,Scout-stage lead: confirm firefighter bargaining unit scope (firefighters/paramedics if applicable) and verify exact paid-unit identity and mutual cycle overlap with any later supplied anchor cycle.,high,66,high,Fire CBA for Lombard municipal employer with operative dates in the 2014-2024 window.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,fire,"Lombard Firefighters' Union, Local 3009",Village of Lombard,"Agreement between the Village of Lombard and Lombard Firefighters' Union, Local 3009",2023-2025,https://villageoflombard.org/DocumentCenter/View/8526/Fire-Union-Contract-2023-2025-PDF,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Title page shows 'January 1, 2023 through December 31, 2025' (visible_year_evidence=cover_or_title).",safety_target,possible,no,"Scout-stage lead: verify the bargaining unit is firefighters (and related positions, if included) and confirm operative wage-setting/compensation terms within the document.",high,66,high,Fire CBA for Lombard municipal employer with operative dates in the 2014-2024 window (partial).,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,non_safety,"SEIU Local 73, Service Employees International Union, CTW",Village of Lombard,"Agreement Between the Village of Lombard and SEIU Local 73, Service Employees International Union, CTW",2013-2015,https://villageoflombard.org/DocumentCenter/View/1194,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,Title page shows '2013-2015' (visible_year_evidence=cover_or_title).,ordinary_non_safety_comparator,possible,no,Scout-stage lead: confirm this SEIU unit is ordinary general-municipal/non-safety (not police or fire) and verify the specific bargaining unit classifications and wage-setting provisions.,high,63,medium,Non-safety (ordinary municipal/civilian) CBA for Lombard municipal employer within the requested time range.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Lombard,cog_2025_194697,non_safety,"SEIU Local 73, Service Employees International Union, CTW",Village of Lombard,"Agreement Between the Village of Lombard and SEIU Local 73, Service Employees International Union, CTW",2016-2020,https://villageoflombard.org/DocumentCenter/View/1195,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,Title page shows '2016-2020' (visible_year_evidence=cover_or_title).,ordinary_non_safety_comparator,possible,no,Scout-stage lead: confirm the SEIU bargaining group corresponds to ordinary general-municipal non-safety employees (not safety-related) and identify the wage/compensation schedule mechanism within the agreement.,high,73,high,Non-safety (ordinary municipal/civilian) CBA for Lombard municipal employer within the requested time range.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_194697,unverified,raw_model_output
il_2026-07-20_215904,IL,Buffalo Grove,cog_2025_207784,police,"Metropolitan Alliance of Police (MAP), Buffalo Grove Police Patrol Officer Chapter #672","Village of Buffalo Grove, Illinois","Agreement between the Village of Buffalo Grove and the Metropolitan Alliance of Police, Buffalo Grove Police Patrol Officer Chapter #672","January 1, 2024 - December 31, 2026",https://www.vbg.org/DocumentCenter/View/982,,city,cba,qualifying_candidate,partial_document,cover_or_title,no_anchor_supplied,none,no,"Contract term shown on cover page screenshot as January 1, 2024 - December 31, 2026 (visible_year_evidence=cover_or_title). Anchor-cycle overlap cannot be confirmed because no anchor-cycle dates were supplied in the request.",safety_target,possible,no,"Scout-stage lead only: must verify the bargaining unit identity (police patrol officers), that the agreement is the operative CBA for the Buffalo Grove municipal unit, and that this is tied to the Village employer (not another entity) for the Census ID 207784.",medium,56,medium,Direct police CBA document from the Village of Buffalo Grove (target employer) with an operative term that overlaps the 2014-2024 window via the year 2024.,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_207784,unverified,raw_model_output
il_2026-07-20_215904,IL,Buffalo Grove,cog_2025_207784,fire,"Buffalo Grove Professional Firefighter/Paramedic Association, Local 3177, IAFF, AFL-CIO, CLC","Village of Buffalo Grove, Illinois","Agreement between the Village of Buffalo Grove and the Buffalo Grove Professional Firefighter/Paramedic Association, Local 3177, IAFF, AFL-CIO, CLC","May 1, 2023 through April 30, 2025",https://www.vbg.org/DocumentCenter/View/677/IAFF-Signed-CBA-2023-2025-1?bidId=,,city,cba,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Contract term shown on PDF opening pages as May 1, 2023 through April 30, 2025 (visible_year_evidence=cover_or_title). Anchor-cycle overlap cannot be confirmed because no anchor-cycle dates were supplied in the request. Includes arbitration provisions and related grievance machinery (mechanism details exist within the CBA text).",safety_target,possible,no,Scout-stage lead only: must verify exact local/unit mapping and whether any wage-setting mechanism material should be extracted for the requested 2014-2024 overlap cycle repair; also confirm this CBA corresponds to the Village employer tied to Census government ID 207784.,medium,66,high,"Direct fire CBA document from the Village of Buffalo Grove (target employer) covering 2023-2024, thus overlapping the requested 2014-2024 range.",high,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_207784,unverified,raw_model_output
il_2026-07-20_215904,IL,Park Ridge,cog_2025_124895,police,Illinois Council of Police and Sheriffs (ICOPS),City of Park Ridge,COLLECTIVE BARGAINING AGREEMENT (ICOPS FINAL 2023-2025),2023-2025,https://cms9files.revize.com/parkridgeil/ICOPS%20FINAL%202023-2025.pdf,,city,cba,qualifying_candidate,full_document,cover_or_title,overlap,none,no,Operative year evidence shown via filename/title includes 2023-2025; overlaps anchor window 2014-2024 via the 2023-2024 portion. No anchor-cycle years supplied beyond the requested 2014-2024 overlap condition.,safety_target,possible,no,"Scout-stage lead: must verify this document is for the City of Park Ridge, IL (Census government ID 124895), and confirm the bargaining unit scope aligns to sworn police under the City’s police bargaining unit for the relevant years.",medium,66,high,Publicly available police CBA document for Park Ridge with contract term overlapping 2014-2024 (at least 2023-2024).,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_124895,unverified,raw_model_output
il_2026-07-20_215904,IL,Park Ridge,cog_2025_124895,fire,IAFF Local 2697 (Park Ridge Local #2697 referenced in document),City of Park Ridge,AGREEMENT BETWEEN CITY OF PARK RIDGE AND IAFF (FINAL CBA 2021-2024 SIGNED),2021-2024,https://cms9files.revize.com/parkridgeil/IAFF%20FINAL%20CBA%202021-2024%20SIGNED.pdf,,city,cba,qualifying_candidate,full_document,cover_or_title,overlap,none,no,Operative year evidence shown via filename/title includes 2021-2024; overlaps anchor window 2014-2024 via the 2021-2024 portion.,safety_target,possible,no,"Scout-stage lead: must verify this document is executed/binding for the Park Ridge fire bargaining unit for the City employer (Census government ID 124895), and confirm the represented classifications (firefighters/fire bargaining unit) match the requested 'fire' unit.",medium,66,high,Publicly available fire CBA document for Park Ridge with contract term overlapping 2014-2024 (2021-2024).,medium,tmp/gabriel_state_source_scout/IL/national_batch01_il25_3_live_direct_sdk_2026-07-20/raw_outputs.csv#identifier=gabriel_state_source_scout_il_2026-07-20_215904_cog_2025_124895,unverified,raw_model_output
