run_id,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,confidence,caveat,raw_output_ref,parse_status,source_grounding_status,notes
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,peer_comparator_wage_comparability,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,interest_arbitration_or_formal_impasse_backstop,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"ding the
 application, meaning or interpretation of this Agreement shall be settled in the
 following manner:

 Step 1: The Union Steward and/or representative, with or without the aggrieved
 employee, shall take up the grievance or dispute in writing with the
 Superintendent within ten (10) working days of the date of the grievance or his/her
 knowledge of its occurrence. The Superintendent shall attempt to adjust",ARTICLE IV,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,grounded,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"Step 1: The Union Steward and/or representative, with or without the aggrieved
 employee, shall take up the grievance or dispute in writing with the
 Superintendent within ten (10) working days of the date of the grievance or his/her
 knowledge of its occurrence. The Superintendent shall attempt to adjust the
 matter and

--",ARTICLE IV,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,grounded,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,staffing_shortage_recruitment_retention,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,overtime_callback_holdover_mandatory_extra_work,present,"it
 shall be considered time worked for the purposes of calculating overtime
 compensation.

ARTICLE II, SECTION 7 – CALL BACK

 Members of the Department called back during emergencies shall be paid at the
 rate of time and one half (1.5) or double (2) time as outlined in Article 2, Section 5
 for all call back hours, with a minimum of four (4) hours pay.",ARTICLE II,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,unclear,"METHODOLOGY FLAG: excerpt-boundary leakage detected and cleaned -- the raw excerpt spanned 2 window-section(s) separated by this project's own separator syntax; kept the single longest genuine segment (358 chars out of 532 chars raw) rather than splicing multiple locations together. Original raw excerpt: 'ARTICLE II, SECTION 7 – CALL BACK..................................................................... 8\n ARTICLE II, SECTION 8 – WINTER BONU\n\n--- Excerpt 4 [ARTICLE II] ---\nit\n shall be considered time worked for the purposes of calculating overtime\n compensation.\n\nARTICLE II, SECTION 7 – CALL BACK\n\n Members of the Department called back during emergencies shall be paid at the\n rate of time and one half (1.5) or double (2) time as outlined in Article 2, Section 5\n for all call back hours, with a minimum of four (4) hours pay.'."
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,overtime_callback_holdover_mandatory_extra_work,present,Call back shall not be interpreted as Stand-By in this Agreement.,Section 5,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,grounded,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,classification_reclassification_or_grade_structure,present,"Senior Clerks will forgo the wage increase for Fiscal Year 2024 in light of their
reclassification and corresponding wage scale adjustment for said fiscal year.",Section 5,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,grounded,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,classification_reclassification_or_grade_structure,present,"There shall be a promotion factor. The promotion factor shall provide that an
employee who is being promoted to a new job description",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,grounded,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,training_certification_credential_premiums,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
2026-07-10_114713_live,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety_general,premium_pay_differentials,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_114713/gabriel_save_dir/ma_seekonk_public_works_2023/coded_passages.csv,parsed,not_applicable,
