run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
nj_2026-07-21_172457,NJ,Elizabeth,cog_2025_204933,non_safety,Cit Hall Supervisors Assoc,CITY OF ELIZABETH,"Cit Hall Supervisors Assoc Contract July 1, 2025 - June 30, 2029","July 1, 2025 - June 30, 2029",https://www.elizabethnj.org/DocumentCenter/View/9540/Cit-Hall-Supervisors-Assoc-Contract-July-1-2025---June-30-2029,,city,memorandum_or_settlement,qualifying_candidate,partial_document,cover_or_title,no_anchor_supplied,none,no,"Visible year coverage appears as July 1, 2025 through June 30, 2029 on the document title/attachment label. No anchor-cycle overlap assessment possible because no anchor cycle was supplied.",authoritative_civilian_wage_setting,possible,no,"Scout-stage lead only: appears to be a 1-page signed attachment with wage/percentage increase terms, but unit/bargaining-entity scope (exact job classes represented; whether it is general-civilian/non-safety vs. public-safety) and completeness of the collective agreement should be verified later.",low,53,medium,Provides municipal civilian wage-setting terms (city hall supervisors association) from an official City of Elizabeth DocumentCenter attachment.,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_204933,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Elizabeth,cog_2025_204933,non_safety,Union Council No. 8,CITY OF ELIZABETH,"Union Council No. 8 Contract - July 1, 2025 - June 30, 2029","July 1, 2025 - June 30, 2029",https://www.elizabethnj.org/DocumentCenter/View/9532/Union-Council-No-8-Contract---July-1-2025---June-30-2029,,city,memorandum_or_settlement,qualifying_candidate,partial_document,cover_or_title,no_anchor_supplied,none,no,"Visible year coverage appears as July 1, 2025 through June 30, 2029 on the document title/attachment label. No anchor-cycle overlap assessment possible because no anchor cycle was supplied. Unit identity is not fully specified by the title/attachment page alone (verify later).",authoritative_civilian_wage_setting,possible,no,"Scout-stage lead only: appears to contain signed wage-related terms/percent increases, but the precise employee group covered by Union Council No. 8 for City of Elizabeth should be verified later to ensure it is an ordinary non-safety municipal unit.",low,53,medium,Another official Elizabeth DocumentCenter attachment that appears to include municipal civilian wage-setting terms for a 2025–2029 contract period.,low,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_204933,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Bayonne,cog_2025_208765,police,PBA Local 7,CITY OF BAYONNE,PBA LOCAL 7 MOA 2019 2020,2019-2020,https://opramachine.com/request/43004/response/76106/attach/5/PBA%20LOCAL%207%20MOA%202019%202020.pdf?cookie_passthrough=1,,third_party,memorandum_or_settlement,qualifying_candidate,partial_document,cover_or_title,no_anchor_supplied,none,no,Visible year evidence appears to be on the document title (2019 2020). Exact wage-setting terms and binding status are unverified at scout-stage.,safety_target,possible,no,"Scout-stage lead only: must verify the agreement is for CITY OF BAYONNE (not another Bayonne entity), identify the exact PBA unit/scope, confirm binding wage-setting provisions, and extract/confirm the operative period and any wage schedules.",low,1,low,A city-side police labor document for Bayonne referenced as part of an OPRA response for the Patrolman's PBA; likely relevant to police wage-setting cycle overlap comparison.,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_208765,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Bayonne,cog_2025_208765,police,PBA Local 7,CITY OF BAYONNE,PBA LOCAL 7 Agreement 2013 2018,2013-2018,https://opramachine.com/request/43004/response/76106/attach/4/PBA%20LOCAL%207%20Agreement%202013%202018.pdf?cookie_passthrough=1,,third_party,cba,insufficient_candidate,blocked_or_unreadable,cover_or_title,no_anchor_supplied,none,yes,"Visible year evidence appears to be in the filename/title (2013 2018). The PDF could not be fetched due to access restrictions (403), so wage-setting terms, completeness, and exact binding scope remain unverified at scout-stage.",safety_target,possible,no,"Scout-stage lead only: must verify CITY OF BAYONNE employer, confirm this is a police bargaining unit CBA (not supplemental/non-bargaining), confirm operative wage-setting provisions and duration, and confirm mutual overlap with any supplied anchor cycle (not provided here).",low,0,low,"If accessible/confirmable, this appears to be the last full police agreement for PBA Local 7 as stated in the OPRA request response page.",low,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_208765,unverified,raw_model_output
nj_2026-07-21_172457,NJ,East Orange,cog_2025_170167,police,"East Orange Fraternal Order of Police, Lodge 111","City of East Orange, NJ","OPRA response attachment: 2022–2026 contract with East Orange Fraternal Order of Police, Lodge 111 (file name: doc02124720250703143731.pdf)",unclear,https://opramachine.com/request/77905/response/132395/attach/2/doc02124720250703143731.pdf?cookie_passthrough=1,,third_party,unknown,insufficient_candidate,blocked_or_unreadable,index_or_snippet_only,no_anchor_supplied,none,yes,"Only the existence of an OPRA attachment is visible; the attachment itself could not be fetched (403), so contract term years cannot be confirmed from the document cover/title or operative text.",safety_target,possible,no,"Live document could not be accessed to verify employer, unit identity (police), execution/binding status, wage-setting content, and visible contract years.",low,0,low,"Identifies a City of East Orange police bargaining contract (FOP Lodge 111) and provides a public URL to the requested municipal labor source document, but is unreadable at scout-stage.",low,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170167,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Perth Amboy,cog_2025_170194,fire,"Perth Amboy Uniformed Fire Fighters Association, Local No. 286 (IAFF, AFL-CIO)",CITY OF PERTH AMBOY,"PROPOSED AGENDA OF JUNE 22 2015 (Council agenda PDF referencing a ratifying MOA for Uniformed Fire Fighters Association, Local 286, IAFF)",2015-2018 (visible period stated in agenda item; full CBA/MOA text not provided in this file),https://www.perthamboynj.org/common/pages/DisplayFile.aspx?itemId=12088259,,city,agenda_cover_sheet,context_only_candidate,partial_document,index_or_snippet_only,no_anchor_supplied,none,no,"Agenda text states a ratifying memorandum of agreement and approval of a contract period of January 1, 2015 to December 31, 2018 (R-281-6/15), but this agenda file does not include the executed MOA/CBA wage-setting document itself.",safety_target,possible,yes,This is an agenda reference to a ratification item; the underlying executed MOA/CBA wage schedule is not shown in the returned document.,high,0,low,Provides a city/union pairing and an indicated fire safety contract period (2015-2018) that may overlap with other municipal cycles for matched-comparison repair once the actual executed wage-setting MOA/CBA is located.,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170194,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Perth Amboy,cog_2025_170194,police,"Perth Amboy Superior Officers Association, Fraternal Order of Police, Lodge No. 80",CITY OF PERTH AMBOY,"AGENDA AUGUST 10 2015 (Council agenda PDF referencing ratifying a MOA for Superior Officers Association, FOP Lodge No. 80)",2015-2018 (visible period stated in agenda item; full CBA/MOA text not provided in this file),https://www.perthamboynj.org/workspaces/One.aspx?contextId=12087385&objectId=12088263,,city,agenda_cover_sheet,context_only_candidate,partial_document,index_or_snippet_only,no_anchor_supplied,none,no,"Agenda text states a ratifying memorandum of agreement and approval of a contract period of January 1, 2015 to December 31, 2018 (R-361-8/15). The returned file does not include the underlying executed wage-setting agreement.",safety_target,possible,yes,Agenda reference only; must locate and verify the actual executed MOA/CBA document and confirm it is a police safety unit collective negotiation agreement (and not merely an administrative/specific supplement).,high,0,low,Gives an indicated police-related bargaining relationship and contract period (2015-2018) that can be used to locate the actual wage-setting document for overlap/cycle matching.,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170194,unverified,raw_model_output
nj_2026-07-21_172457,NJ,Perth Amboy,cog_2025_170194,non_safety,"Perth Amboy Blue & White Collar Supervisors, Local 32, OPEIU",CITY OF PERTH AMBOY,A Notice Regarding Council Meetings (Council notice PDF referencing ratifications including OPEIU Local 32 contract period 2019-2022),2019-2022 (visible period stated in notice text; full CBA/MOA text not provided in this file),https://www.perthamboynj.org/common/pages/DisplayFile.aspx?itemId=16563124,,city,context_only,context_only_candidate,partial_document,index_or_snippet_only,no_anchor_supplied,none,no,"Notice text references a ratifying memorandum of agreement for OPEIU Local 32 (Blue & White Collar Supervisors) with a contract period of January 1, 2019 through December 31, 2022 (R-124-3/20). This returned file does not contain the actual executed agreement or wage schedule.",ordinary_non_safety_comparator,possible,yes,Only a council notice referencing ratification; must retrieve the underlying executed wage-setting agreement and verify unit classification is ordinary non-safety (civilian/supervisory) rather than safety/police/fire.,high,3,low,Potential ordinary municipal (non-safety) comparator pathway for citywide civilian bargaining if the underlying executed MOA/CBA wage-setting document confirms civilian unit coverage for the stated period.,low,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170194,unverified,raw_model_output
nj_2026-07-21_172457,NJ,West New York,cog_2025_170180,police,West New York Police PBA Local 361,TOWN OF WEST NEW YORK,ORDINANCE #2/15 — Salary Ordinance for Patrol Officers of the West New York Police Department (1/1/2015 to 12/31/2019),1/1/2015–12/31/2019,https://www.westnewyorknj.org/wp-content/uploads/2023/10/ord215.pdf,,city,ordinance_or_policy,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,Contract years are explicitly stated in the document title as 1/1/2015 to 12/31/2019. Wage-setting evidence appears via salary tables and a stated adoption of terms and conditions of the police contract.,safety_target,possible,no,Scout lead only: confirm that the incorporated 'contract between the Town ... and PBA Local 361' is the same municipal police CBA unit requested and verify unit scope/execution details.,low,36,medium,Municipal police wage-setting instrument for the Town of West New York within an ordinary 2014–2024 cycle window (2015–2019).,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170180,unverified,raw_model_output
nj_2026-07-21_172457,NJ,West New York,cog_2025_170180,police,"West New York Police Supervisors’ Association, Inc.",TOWN OF WEST NEW YORK,ORDINANCE #3/15 — Ordinance amending Ordinance #16/12 entitled 'An Ordinance establishing Salaries for Superior Officers of the West New York Police Department' (1/1/2015 to 12/31/2019),1/1/2015–12/31/2019,https://westnewyorknj.org/wp-content/uploads/2023/10/ord315.pdf,,city,ordinance_or_policy,qualifying_candidate,full_document,cover_or_title,no_anchor_supplied,possible,no,"Contract years are explicitly stated in operative/whereas text as negotiations for 1/1/2015 through 12/31/2019, with salary adjustments for superior officers.",safety_target,possible,no,Scout lead only: verify the specific police bargaining unit definition (supervisors vs. patrol) and confirm it aligns with the municipal police CBA requested (as opposed to internal salary ordinance coverage).,low,21,low,Municipal police wage-setting instrument for the Town of West New York within the 2014–2024 cycle window (2015–2019).,medium,tmp/serialized_stage1_worker_02_nj25_live_direct_sdk_2026-07-21/raw_outputs.csv#identifier=gabriel_state_source_scout_nj_2026-07-21_172457_cog_2025_170180,unverified,raw_model_output
