run_id,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,confidence,caveat,raw_output_ref,parse_status,source_grounding_status,notes
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,peer_comparator_wage_comparability,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,interest_arbitration_or_formal_impasse_backstop,present,"Section 4. Impasse Procedure. In the event the City and the Association reach an impasse in collective bargaining negotiations, as such impasse is defined in Chapter 174 of the Local Government Code, the parties shall abide by the impasse procedure set forth in City Ordinance No. 51838, which ordinance is set forth in Attachment 3 hereto and incorporated herein by reference.",Section 4,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,grounded,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,grievance_or_contract_interpretation_arbitration,present,"Section 4. Arbitration. If a grievance is submitted to arbitration, within fourteen (14) calendar days, the City and the Association shall agree upon an arbitrator. The parties may mutually agree to elect to use a panel arbitrator or expedited process pursuant to the provisions in Article 28 (Disciplinary Actions). For this purpose, the parties may agree in writing to utilize one or more arbitrators for a specified period of time, provided that either party may request selection on any specific matter as follows: If the parties fail to agree upon an arbitrator, a list of seven (7) qualified neutrals shall be requested from the American Arbitration Association (AAA). Within fourteen (14) calendar days from receipt of the list, the Association and the City shall alternately strike names on the list and the remaining name shall be the arbitrator. The conduct of the hearing shall be governed by the standard rules of the American Arbitration Association. The parties, by mutual agreement, may request that the hearing be held in accordance with the Expedited Labor Arbitration Rules which are found as Attachment | to this Agreement and are incorporated herein by reference. Upon written request delivered at least seven (7) calendar days prior to the date of the hearing, a party to the proceeding shall provide to the opposing party the names and addresses of witnesses expected to be called at the hearing. In the absence of good or excusable cause, the arbitrator may exclude the testimony of a witness upon the failure of a party to disclose such a witness. The parties, in writing, may request discovery from each other concerning the grievance. Should the opposing party not agree to provide the requested information within seven (7) calendar days of the request; the request shall be deemed denied. The requesting party may then apply to the Arbitrator, who shall order such discovery as is appropriate to the nature of the case, consistent with, but not bound by, the rules of discovery in Texas civil cases. In considering the application, the Arbitrator shall consider the burden and expense of producing the information, the need of the requesting party, the amount of time available prier to the hearing, and such other matters as he/she may deem material. In no event shall discovery be requested within seven (7) calendar days prior to the hearing. The arbitrator shall not have the power to add to, amend, modify, or subtract from the provisions of this Agreement in arriving at his/her decision on the issue or issues presented and shall confine his/her decision to the interpretation of this Agreement. The arbitrator shall confine himself/herself 46 to the precise issue submitted for arbitration and shall have no authority to determine any other issues not so submitted to him/her. The decision of the arbitrator shall be final and binding upon the City and the Association.",Section 4,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,grounded,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,grievance_or_contract_interpretation_arbitration,present,"The arbitrator shall not have the power to add to, amend, modify, or subtract from the provisions of this Agreement in arriving at his/her decision on the issue or issues presented",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,grounded,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,staffing_shortage_recruitment_retention,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,overtime_callback_holdover_mandatory_extra_work,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,classification_reclassification_or_grade_structure,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,training_certification_credential_premiums,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,premium_pay_differentials,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,benefits_total_compensation_or_pension,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,subcontracting_outsourcing_or_volunteer_substitution,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,not_applicable,
2026-07-10_204149_live,tx_san_antonio_police_2022,TX,San Antonio,police,safety,management_rights_or_service_flexibility,present,"ARTICLE 7 Management Rights Section 1. Subject to the terms of this Agreement, the Association recognizes the management of the City of San Antonio and the direction of the Police Department are vested exclusively in the City, and nothing in this Agreement is intended to circumscribe or modify the existing right of the City to operate and manage its affairs in all respects. The Association recognizes the City's statutory and Charter Rights to:",Section 1,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-10_204149/gabriel_save_dir/tx_san_antonio_police_2022/coded_passages.csv,parsed,grounded,
