run_id,state,municipality_count,parseable_count,failed_count,candidate_row_count,input_tokens_total,reasoning_tokens_total,output_tokens_total,total_tokens_total,estimated_input_cost,estimated_output_cost,estimated_total_cost,estimate_only
all_2026-07-23_182845,CA,2,2,0,7,66206,2656,5605,71811,0.0132412,0.00700625,0.02024745,true
all_2026-07-23_182845,CT,1,1,0,3,16128,754,2106,18234,0.0032256,0.0026325,0.0058581,true
all_2026-07-23_182845,DE,1,1,0,1,44067,2393,2948,47015,0.0088134,0.003685,0.0124984,true
all_2026-07-23_182845,FL,24,23,1,27,632181,25459,37384,669565,0.1264362,0.04673,0.1731662,true
all_2026-07-23_182845,IA,3,3,0,6,105621,4066,6788,112409,0.0211242,0.008485,0.0296092,true
all_2026-07-23_182845,IN,9,9,0,16,253860,13707,20400,274260,0.050772,0.0255,0.076272,true
all_2026-07-23_182845,KY,1,1,0,1,22156,742,1237,23393,0.0044312,0.00154625,0.00597745,true
all_2026-07-23_182845,MA,7,7,0,18,216444,9262,17276,233720,0.0432888,0.021595,0.0648838,true
all_2026-07-23_182845,MD,2,2,0,6,61927,3853,6214,68141,0.0123854,0.0077675,0.0201529,true
all_2026-07-23_182845,ME,1,1,0,3,39798,1842,3199,42997,0.0079596,0.00399875,0.01195835,true
all_2026-07-23_182845,MI,13,13,0,27,317139,15165,25903,343042,0.0634278,0.03237875,0.09580655,true
all_2026-07-23_182845,MN,3,3,0,7,91623,4537,7386,99009,0.0183246,0.0092325,0.0275571,true
all_2026-07-23_182845,MT,1,1,0,4,34969,2126,3697,38666,0.0069938,0.00462125,0.01161505,true
all_2026-07-23_182845,ND,1,1,0,1,23075,990,1386,24461,0.004615,0.0017325,0.0063475,true
all_2026-07-23_182845,NE,1,1,0,1,48746,2580,3057,51803,0.0097492,0.00382125,0.01357045,true
all_2026-07-23_182845,NH,1,1,0,4,29324,1493,2920,32244,0.0058648,0.00365,0.0095148,true
all_2026-07-23_182845,NV,1,1,0,3,34647,1104,2379,37026,0.0069294,0.00297375,0.00990315,true
all_2026-07-23_182845,OH,31,30,1,97,1050920,46414,88134,1139054,0.210184,0.1101675,0.3203515,true
all_2026-07-23_182845,OK,2,2,0,1,71002,3296,3821,74823,0.0142004,0.00477625,0.01897665,true
all_2026-07-23_182845,OR,13,13,0,34,344813,16142,29659,374472,0.0689626,0.03707375,0.10603635,true
all_2026-07-23_182845,WA,16,16,0,34,427416,20065,33857,461273,0.0854832,0.04232125,0.12780445,true
all_2026-07-23_182845,WI,14,14,0,29,433939,18831,30604,464543,0.0867878,0.038255,0.1250428,true
all_2026-07-23_182845,WY,2,2,0,5,87472,3828,6143,93615,0.0174944,0.00767875,0.02517315,true
