run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
all_2026-07-22_195226,FL,Coral Springs,cog_2025_161595,police,"Fraternal Order of Police (Florida State Lodge), F.O.P. Lodge 87",CITY OF CORAL SPRINGS,"Agreement between the City of Coral Springs, Florida and the Florida State Lodge Fraternal Order of Police Inc. for Law Enforcement Officers","October 1, 2021 through September 30, 2024",https://www.coralsprings.gov/files/assets/public/documents/police/job-opportunities/cba-fop-1-officers-final-cb-__20220106.pdf,,city,cba,qualifying_candidate,full_document,cover_or_title,overlap,none,no,"Operative term shown as 'October 1, 2021 Through September 30, 2024' (covers 2021-2024 cycle overlap).",safety_target,none,no,Scout-stage only; later review needed to confirm wage-setting sections/cycle overlap details vs 2014-2024 anchor windows and to extract authoritative arbitration/factfinding/impasse/compensation-plan wage-setting text if present.,medium,81,high,Executed CBA for sworn police officers between the City of Coral Springs and FOP (contains wages and other employment terms).,high,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_161595,unverified,raw_model_output
all_2026-07-22_195226,FL,Coral Springs,cog_2025_161595,police,Fraternal Order of Police (FOP I / Lodge 87 referenced on page),CITY OF CORAL SPRINGS,"Compensation, Union Contract and Benefits - Coral Springs Police Department (landing page linking to FOP CBA)",unclear,https://www.coralsprings.gov/Government/Departments/Police/Police-Recruitment/Compensation-Union-Contract-and-Benefits,,city,index_page,context_only_candidate,index_or_landing_page,index_or_snippet_only,unclear,possible,no,Page indicates coverage by FOP CBA; the actual operative CBA term requires verification in the linked PDF.,mechanism_context,none,yes,Landing page; contract operative term/wage-setting provisions must be verified in the linked CBA.,medium,0,low,Primary City-hosted pointer to the municipal police union CBA document.,medium,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_161595,unverified,raw_model_output
all_2026-07-22_195226,FL,Coral Springs,cog_2025_161595,fire,"Metro-Broward Professional Fire Fighters Local 3080 (IAFF), District 11",CITY OF CORAL SPRINGS,"Collective Bargaining Agreement (Firefighters) - City of Coral Springs, Florida and Metro-Broward Professional Fire Fighters Local 3080, IAFF District 11, Coral Springs, Florida","January 19, 2023 through January 18, 2026",https://d3n9y02raazwpg.cloudfront.net/coralsprings/5d2b9cb5-44bc-11ed-95a3-0050569183fa-6a3d5426-4fc5-44f0-abc3-8158e2918b53-1674839072.pdf,,third_party,cba,qualifying_candidate,partial_document,duration_clause,overlap,none,no,"Operative period appears in ratification/agenda material embedded in the PDF: 'effective January 19, 2023 through January 18, 2026' and also 'January 19, 2023 - January 18, 2026' for the CBA section.",safety_target,possible,no,"Scout-stage only; must separately verify within the embedded CBA pages the authoritative wage-setting/compensation-plan and any arbitration/factfinding/impasse provisions, and confirm this employer-only match at the unit-party level.",medium,36,medium,Executed firefighters CBA for the City of Coral Springs (contains wages and contract mechanics).,medium,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_161595,unverified,raw_model_output
all_2026-07-22_195226,ID,Meridian,cog_2025_162037,fire,"Meridian Firefighters, I.A.F.F. Local 4627",CITY OF MERIDIAN,"Collective Labor Agreement between City of Meridian and Meridian Firefighters, IAFF Local 4627 (Effective October 1, 2023 – September 30, 2026)","Effective October 1, 2023 – September 30, 2026",https://mccmeetingspublic.blob.core.usgovcloudapi.net/meridianid-meet-0beaae602f704000a0972771434545f4/ITEM-Attachment-001-bef0bda80ea64830b681233af7ba2678.pdf,,city,cba,qualifying_candidate,full_document,cover_or_title,overlap,none,no,"Operative period 2023–2026 overlaps the requested 2014–2024 window at least for FY2023/FY2024 coverage, but exact wage changes for specific years require further in-document review.",safety_target,none,no,Scout-stage lead only: wage-setting and/or arbitration/impasse/factfinding items (if any) must be confirmed by later targeted wage-equity/overlap extraction within the document.,medium,81,high,Provides binding fire firefighter wage structure via Appendix A and a full CBA for the exact City of Meridian employer; included only because the employer match is exact.,high,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_162037,unverified,raw_model_output
all_2026-07-22_195226,ID,Meridian,cog_2025_162037,non_safety,,CITY OF MERIDIAN,City of Meridian Standard Operating Policy: Compensation Program Updates / Pay-for-Performance / Adjustment to Wages (Revision Date: 12/14/2021),unclear,https://mccmeetingspublic.blob.core.usgovcloudapi.net/meridianid-meet-d1f0b728d4aa44b3aeaaf7e9742937a2/ITEM-Attachment-001-4d6e090e500a47d7bd6955366eb6b572.pdf,,city,ordinance_or_policy,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Revision date is 12/14/2021; however, this does not by itself establish the cover/title/term of a wage schedule or compensation-plan cycle overlapping 2014–2024 in the requested contract-duration sense.",authoritative_civilian_wage_setting,none,no,"Scout-stage lead only: must be checked for (a) whether it includes an actual salary schedule / ranges table or references a separate schedule, and (b) whether any wage-setting mechanism language is specific enough to function as a non-safety wage comparator.",medium,15,low,"This policy discusses the City’s compensation program and states it governs pay program for non-represented employees, excluding represented fire and sworn police; it is potentially relevant for ordinary non-safety wage-setting mechanics but does not, at scout-stage, show a specific wage table.",medium,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_162037,unverified,raw_model_output
all_2026-07-22_195226,UT,West Valley City,cog_2025_176495,police,,CITY OF WEST VALLEY CITY municipal government,"Police Department Pay Scales (Fiscal Year 2026 – 2027, Effective June 20, 2026)","Fiscal Year 2026–2027; effective June 20, 2026",https://www.wvc-ut.gov/2168/Police-Department-Pay-Scales,,city,wage_schedule_or_compensation_plan,qualifying_candidate,full_document,duration_clause,no_anchor_supplied,none,no,"Only a current pay-scale effective date (June 20, 2026) is visible from the landing content; no 2014–2024 cycle overlap evidence was found on the surfaced page.",safety_target,none,no,Scout-stage lead: this page provides pay-scale rates but no union/CBA/arbitration/impasse award text is present in the inspected content.,high,73,high,"Provides public, city-published sworn police pay schedule with effective date and step rates (authoritative wage-setting by employer).",medium,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_176495,unverified,raw_model_output
all_2026-07-22_195226,UT,West Valley City,cog_2025_176495,fire,,CITY OF WEST VALLEY CITY municipal government,"Fire Department Pay Scale (Fiscal Year 2026 – 2027, Effective June 20, 2026)","Fiscal Year 2026–2027; effective June 20, 2026",https://www.wvc-ut.gov/2167/Fire-Department-Pay-Scales,,city,wage_schedule_or_compensation_plan,qualifying_candidate,full_document,duration_clause,no_anchor_supplied,none,no,"Only a current pay-scale effective date (June 20, 2026) is visible from the landing content; no 2014–2024 cycle overlap evidence was found on the surfaced page.",safety_target,none,no,Scout-stage lead: provides city-published rates and effective date but does not show a fire union CBA/arbitration/factfinding/award text in the inspected content.,high,73,high,"Provides public, city-published firefighter pay schedule with effective date and step rates (authoritative wage-setting by employer).",medium,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_176495,unverified,raw_model_output
all_2026-07-22_195226,UT,West Valley City,cog_2025_176495,non_safety,,CITY OF WEST VALLEY CITY municipal government,Public Employees' Pay Ranges,Unclear (no explicit FY/cover title visible in inspected content),https://www.wvc-ut.gov/2169/Public-Employees-Pay-Ranges,,city,wage_schedule_or_compensation_plan,qualifying_candidate,full_document,index_or_snippet_only,unclear,none,no,"The page content surfaced is a structured list of pay ranges by job title, but no explicit 'Fiscal Year' or effective/award duration clause was visible in the inspected lines.",ordinary_non_safety_comparator,none,no,Scout-stage lead: needs later verification of the governing period/effective date and whether the pay ranges correspond to a specific 2014–2024 cycle for overlap with the anchor period.,high,70,high,"Provides public, city-published pay ranges across ordinary municipal job titles (supports non-safety wage comparison, subject to later cycle/effective-date verification).",low,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_176495,unverified,raw_model_output
all_2026-07-22_195226,WA,Kent,cog_2025_205590,police,Teamsters,CITY OF KENT,2025-2027 Teamsters Sergeants & Officers Final Contract,2025-2027 (years present in title; wage operative text not inspected due to access error),https://www.kentwa.gov/home/showpublisheddocument/23101/638850690734700000,,city,cba,insufficient_candidate,blocked_or_unreadable,cover_or_title,non_overlap_deferred,none,yes,"Title indicates 2025-2027; anchor preference was overlapping 2014-2024, but this appears non-overlapping.",safety_target,none,no,403 Forbidden while fetching the PDF; cannot verify unit scope (sworn police) or wage-setting provisions/period text.,high,6,low,Appears to be a Kent PD-related Teamsters contract (police unit).,low,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_205590,unverified,raw_model_output
all_2026-07-22_195226,WA,Kent,cog_2025_205590,police,Teamsters,CITY OF KENT,2025-2027 Teamsters AC & Commander Final Contract,2025-2027 (years present in title; wage operative text not inspected due to access error),https://www.kentwa.gov/home/showpublisheddocument/23910/638966378781770000,,city,cba,insufficient_candidate,blocked_or_unreadable,cover_or_title,non_overlap_deferred,none,yes,"Title indicates 2025-2027; anchor preference was overlapping 2014-2024, but this appears non-overlapping.",safety_target,none,no,403 Forbidden while fetching the PDF; cannot verify police/safety unit definitively or extract operative duration/wage schedule details.,high,6,low,Appears to be a Kent PD-related Teamsters contract (AC/Commander roles suggest police command/support).,low,tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-22_195226_cog_2025_205590,unverified,raw_model_output
