run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
all_2026-07-23_183735,OH,Englewood,cog_2025_172544,police,Ohio Patrolmen's Benevolent Association (OPBA),"CITY OF ENGLEWOOD municipal government (City of Englewood, Ohio)","Collective Bargaining Agreement (Police Officers) — Ohio Patrolmen's Benevolent Association (OPBA) and City of Englewood, Ohio","Effective January 1, 2019 through December 31, 2021",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0871.pdf,,state_labor_board,cba,qualifying_candidate,full_document,other_operative_text,overlap,none,no,CBA covers 2019-2021 within requested 2014-2024 overlap priority.,safety_target,none,no,"Scout-stage lead: confirm bargaining unit scope, wage-setting article(s), and whether exhibits/addenda contain the wage tables needed for comparator extraction.",medium,100,high,Executed/posted OPBA police CBA for City of Englewood; includes operative duration and wage/fringe/conditions subject to CBA articles.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_172544,unverified,raw_model_output
all_2026-07-23_183735,OH,Englewood,cog_2025_172544,police,Ohio Patrolmen's Benevolent Association (OPBA),"CITY OF ENGLEWOOD municipal government (City of Englewood, Ohio)",Conciliation Award (Fact-Finding / Wage Addendum) — In the Matter of Fact-Finding Between the City of Englewood (Ohio) and Ohio Patrolmen's Benevolent Association (OPBA) (Case No. 2015-MED-05-0571),"Agreement, effective January 1, 2016 through December 31, 2018 (as shown in Addendum #1)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2015/15-MED-05-0571.pdf,,state_labor_board,unknown,qualifying_candidate,full_document,award_period,overlap,none,no,Award/addendum references wage schedule effective 1/1/2016-12/31/2018 within requested 2014-2024 overlap priority.,safety_target,none,no,"Scout-stage lead: confirm which police sub-units/roles are covered (e.g., officers vs. sergeants) and extract exact wage tables for the target year(s)/step(s).",medium,100,high,State-posted authoritative wage-setting material (conciliation award with Addendum wage rates and explicit effective period) tied to City of Englewood and OPBA.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_172544,unverified,raw_model_output
all_2026-07-23_183735,OH,Englewood,cog_2025_172544,fire,"International Association of Firefighters (IAFF) / Englewood Firefighters Local, International Association of Firefighters (OAPFF) (as named in the document)","CITY OF ENGLEWOOD municipal government (City of Englewood, Ohio)","Collective Bargaining Agreement (Firefighters/Paramedics) — International Association of Firefighters (IAFF) and City of Englewood, Ohio","Effective February 26, 2022 through December 31, 2024",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-11-1562.pdf,,state_labor_board,cba,qualifying_candidate,full_document,duration_clause,overlap,none,no,CBA covers 2022-2024 within requested 2014-2024 overlap priority.,safety_target,none,no,"Scout-stage lead: confirm that this is the exact fire bargaining unit for City of Englewood and extract wage-setting provisions (e.g., Article on wages and any addenda/exhibits).",medium,100,high,Executed/posted fire CBA for City of Englewood with explicit effective period (authoritative wage/benefit wage-setting material for fire unit only).,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_172544,unverified,raw_model_output
all_2026-07-23_183735,OH,Englewood,cog_2025_172544,police,Ohio Patrolmen’s Benevolent Association (OPBA),"CITY OF ENGLEWOOD municipal government (City of Englewood, Ohio)",Conciliation Award — SERB Case No. 2021-MED-09-1139 (City of Englewood and OPBA),"Successor agreement cycle described via fact-finding recommendations (wage increases recommended for the new contract’s first/second/third years), but exact operative contract duration not extracted in scout stage",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2021/21-MED-09-1139.pdf,,state_labor_board,unknown,insufficient_candidate,full_document,other_operative_text,overlap,possible,no,"Pertains to successor bargaining in the 2021 cycle; wage recommendations reference a multi-year new contract, but operative contract dates not captured in this scout-stage lead extraction.",safety_target,none,yes,Scout-stage lead: confirm the award’s operative wage terms and exact contract start/end dates (or whether it specifies only recommended increases) for extractable wage schedules.,medium,51,medium,Authoritative SERB conciliation material directly between City of Englewood and OPBA; may include wage-rate guidance tied to the successor contract cycle.,low,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_172544,unverified,raw_model_output
all_2026-07-23_183735,OH,Seven Hills,cog_2025_132421,police,Ohio Patrolmen's Benevolent Association (OPBA) (Patrolman/Sergeant),CITY OF SEVEN HILLS,Collective Bargaining Agreement between the City of Seven Hills and The Ohio Patrolmen's Benevolent Association (Patrolman/Sergeant) (Exhibit A) (19-MED-09-0728),2020-2022,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0728.pdf,,state_labor_board,cba,qualifying_candidate,full_document,other_operative_text,overlap,possible,no,"Operative term shows EXPIRES: December 31, 2022; compensation schedule shows Effective January 1, 2020 / January 1, 2021 / January 1, 2022.",safety_target,none,no,Scout-stage: verify the unit is specifically patrol (officers/sergeants) and that wage/compensation provisions fully cover 2014-2024 overlap criteria as required.,high,86,high,"Authoritative city+police CBA hosted by SERB DAM, containing operative compensation schedule language for the Seven Hills Police Department.",high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_132421,unverified,raw_model_output
all_2026-07-23_183735,OH,Seven Hills,cog_2025_132421,non_safety,Ohio Council 8 and Local 3557 (AFSCME),CITY OF SEVEN HILLS,Collective Bargaining Agreement between the City of Seven Hills and Ohio Council 8 and Local 3557 (AFSCME) (19-MED-08-0700),2020-2022,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-08-0700.pdf,,state_labor_board,cba,qualifying_candidate,full_document,duration_clause,overlap,possible,no,"Operative term shows Article 43 duration until December 31, 2022; Article 33 shows wage increases effective January 1, 2020; January 1, 2021; January 1, 2022; Appendix A includes hourly rate schedule by effective date.",ordinary_non_safety_comparator,none,no,"Scout-stage: verify bargaining-unit scope is an ordinary municipal/civilian non-safety unit (e.g., clerical/public works/sanitation/library equivalents) and confirm which classifications in Appendix A are closest to the requested non-safety comparator set.",high,93,high,"Non-safety AFSCME city CBA with operative wage/shift premium and an Appendix A wage-rate schedule, supporting municipal non-safety wage benchmarking.",high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_132421,unverified,raw_model_output
all_2026-07-23_183735,OH,Seven Hills,cog_2025_132421,fire,Seven Hills Fire Fighters Association,CITY OF SEVEN HILLS,Agreement between the City of Seven Hills and the Seven Hills Fire Fighters Association (Corrected) (19-MED-09-0988),2020-2022,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0988.pdf,,state_labor_board,cba,qualifying_candidate,full_document,duration_clause,overlap,possible,no,"Operative term shows EFFECTIVE: January 1, 2020 and EXPIRES: December 31, 2022 (corrected).",safety_target,none,no,Scout-stage: verify the operative wage/compensation provisions (and any appendix schedule) and capture the exact wage-setting mechanics for the requested fire wage-setting evidence.,high,86,high,"Authoritative city+fire CBA hosted by SERB DAM, containing operative term dates and (likely) wage provisions applicable to city-employed firefighters.",medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_132421,unverified,raw_model_output
all_2026-07-23_183735,FL,St. Augustine,cog_2025_161708,fire,"Professional Firefighters of St. Augustine, Local 2282",CITY OF ST AUGUSTINE municipal government,"Memorandum of Understanding Between the City of St. Augustine and the Professional Firefighters of St. Augustine, Local 2282 (Premium Tax Revenue Distribution Change)","October 1, 2024 through September 30, 2025 (referenced negotiation cycle; MOU states agreed changes beginning in fiscal year 2025)",https://swagit-attachments.granicus.com/uploads/video/agenda_file/334407/2-10_St._AugustineCC.pdf,,city,memorandum_or_settlement,qualifying_candidate,partial_document,"During negotiations for the October 1, 2024 through September 30, 2025 collective bargaining agreement; agreed to change distribution of additional premium tax revenues; beginning in fiscal year 2025; states no other provision of the current collective bargaining agreement is affected.",overlap,none,no,"Operative negotiation reference is explicitly for 10/1/2024–9/30/2025, overlapping the 2014–2024 anchor window at least in the 2024 portion.",safety_target,none,no,"Scout-stage lead only: confirm whether this MOU is itself wage-setting for firefighters pay/steps, or only a funding-distribution agreement; confirm full operative terms and whether wage effects (if any) are explicitly incorporated.",low,61,medium,Contains an executed MOU tied to a specific firefighter bargaining cycle with city/union signature blocks and an operative change affecting compensation-related funding.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_161708,unverified,raw_model_output
all_2026-07-23_183735,OR,Fairview,cog_2025_209204,non_safety,,CITY OF FAIRVIEW municipal government,"Resolution (3-2023) Approving a Salary Schedule for Non-Represented Employees (Exhibit A: Salary Schedule for FY 2022-2023 Effective July 1, 2022; Exhibit B: Employee Handbook Experience Pay amendment)","FY 2022-2023 (salary schedule effective July 1, 2022; adopted Jan 18, 2023)",https://fairvieworegon.gov/Archive.aspx?ADID=4004,,city,ordinance_or_policy,qualifying_candidate,full_document,"Resolution text: 'approves ... for Fiscal Year 2022-2023' and 'as shown in Exhibit A'; exhibit header: 'Salary Schedule for Non-Represented Employees for Fiscal Year 2022-2023' and 'Effective July 1, 2022'; experience pay amendment effective retroactive to July 1, 2022; resolution date Jan 18, 2023.",overlap,none,no,Operative wage-setting material for FY 2022-2023 (within requested 2014-2024 overlap window).,authoritative_civilian_wage_setting,possible,no,Scout-stage lead only: confirm in later review whether these non-represented salary ranges are the intended ordinary municipal non-safety comparator set for any specific 2014-2024 cycle overlap analysis.,low,20,low,"Provides an executed, employer-owned wage-setting salary schedule (non-represented employees) with an effective date and an operative duration indicator (FY 2022-2023).",high,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_209204,unverified,raw_model_output
all_2026-07-23_183735,OH,Clayton,cog_2025_132491,police,Ohio Patrolmen’s Benevolent Association (OPBA) (Patrol Officers),CITY OF CLAYTON municipal government,"R-12-23-67 (New Collective Bargaining Agreement) - Ohio Patrolmen’s Benevolent Association (Patrol Officers) — January 1, 2024 through December 31, 2027","January 1, 2024 through December 31, 2027",https://www.clayton.oh.us/DocumentCenter/View/6079/R-12-23-67,,city,cba,qualifying_candidate,partial_document,duration_clause,overlap,none,no,Operative period includes calendar years 2024 (anchor overlap expected).,safety_target,none,no,Scout-stage: duration attributed from resolution listing/title; wage-setting provisions not extracted/verified from PDF contents.,high,71,high,Municipal police CBA for the City of Clayton with an operative period overlapping 2014-2024 cycles.,medium,tmp/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_3_live_direct_sdk_attempt1/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_183735_cog_2025_132491,unverified,raw_model_output
