post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
101,113,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,1,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_132483,132483,OH,Brunswick,CITY OF BRUNSWICK,municipal,place,35072,1,no,Medina County (39103; primary),75.660,Tier 1,low,23.339,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BRUNSWICK"" OH official website","""CITY OF BRUNSWICK"" OH collective bargaining agreement","""CITY OF BRUNSWICK"" OH police union contract","""CITY OF BRUNSWICK"" OH fire union contract","""CITY OF BRUNSWICK"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BRUNSWICK (Census government ID 132483; locked municipality ID cog_2025_132483). County context: Medina County (39103; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
102,114,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,2,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_176843,176843,WA,Burien,CITY OF BURIEN,municipal,place,50730,1,no,King County (53033; primary),75.657,Tier 1,medium,23.925,10.000,16.923,12.131,7.678,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.3; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BURIEN"" WA official website","""CITY OF BURIEN"" WA collective bargaining agreement","""CITY OF BURIEN"" WA police union contract","""CITY OF BURIEN"" WA fire union contract","""CITY OF BURIEN"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BURIEN (Census government ID 176843; locked municipality ID cog_2025_176843). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
103,115,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,3,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_186920,186920,OH,Lima,CITY OF LIMA,municipal,place,34794,1,no,Allen County (39003; primary),75.648,Tier 1,low,23.327,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LIMA"" OH official website","""CITY OF LIMA"" OH collective bargaining agreement","""CITY OF LIMA"" OH police union contract","""CITY OF LIMA"" OH fire union contract","""CITY OF LIMA"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LIMA (Census government ID 186920; locked municipality ID cog_2025_186920). County context: Allen County (39003; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
104,116,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,4,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_176876,176876,WA,Lake Stevens,CITY OF LAKE STEVENS,municipal,place,40521,1,no,Snohomish County (53061; primary),75.627,Tier 1,medium,23.579,10.000,16.923,12.131,7.993,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.6; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LAKE STEVENS"" WA official website","""CITY OF LAKE STEVENS"" WA collective bargaining agreement","""CITY OF LAKE STEVENS"" WA police union contract","""CITY OF LAKE STEVENS"" WA fire union contract","""CITY OF LAKE STEVENS"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAKE STEVENS (Census government ID 176876; locked municipality ID cog_2025_176876). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
105,117,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,5,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_194847,194847,OH,Upper Arlington,CITY OF UPPER ARLINGTON,municipal,place,35743,1,no,Franklin County (39049; primary),75.624,Tier 1,low,23.373,10.000,16.670,11.977,8.603,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF UPPER ARLINGTON"" OH official website","""CITY OF UPPER ARLINGTON"" OH collective bargaining agreement","""CITY OF UPPER ARLINGTON"" OH police union contract","""CITY OF UPPER ARLINGTON"" OH fire union contract","""CITY OF UPPER ARLINGTON"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF UPPER ARLINGTON (Census government ID 194847; locked municipality ID cog_2025_194847). County context: Franklin County (39049; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
106,118,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,6,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_124283,124283,FL,Winter Haven,CITY OF WINTER HAVEN,municipal,place,57109,1,no,Polk County (12105; primary),75.615,Tier 1,medium,24.099,10.000,17.089,11.950,7.478,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WINTER HAVEN"" FL official website","""CITY OF WINTER HAVEN"" FL collective bargaining agreement","""CITY OF WINTER HAVEN"" FL police union contract","""CITY OF WINTER HAVEN"" FL fire union contract","""CITY OF WINTER HAVEN"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WINTER HAVEN (Census government ID 124283; locked municipality ID cog_2025_124283). County context: Polk County (12105; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
107,119,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,7,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_207679,207679,FL,Apopka,CITY OF APOPKA,municipal,place,59113,1,no,Orange County (12095; primary),75.614,Tier 1,medium,24.152,10.000,17.089,11.950,7.423,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.8; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF APOPKA"" FL official website","""CITY OF APOPKA"" FL collective bargaining agreement","""CITY OF APOPKA"" FL police union contract","""CITY OF APOPKA"" FL fire union contract","""CITY OF APOPKA"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF APOPKA (Census government ID 207679; locked municipality ID cog_2025_207679). County context: Orange County (12095; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
108,120,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,8,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_194959,194959,OH,Westlake,CITY OF WESTLAKE,municipal,place,33972,1,no,Cuyahoga County (39035; primary),75.608,Tier 1,low,23.287,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.8; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WESTLAKE"" OH official website","""CITY OF WESTLAKE"" OH collective bargaining agreement","""CITY OF WESTLAKE"" OH police union contract","""CITY OF WESTLAKE"" OH fire union contract","""CITY OF WESTLAKE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WESTLAKE (Census government ID 194959; locked municipality ID cog_2025_194959). County context: Cuyahoga County (39035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
109,121,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,9,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_187889,187889,WA,Walla Walla,CITY OF WALLA WALLA,municipal,place,33339,1,no,Walla Walla County (53071; primary),75.604,Tier 1,medium,23.257,10.000,16.923,12.131,8.293,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.7; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WALLA WALLA"" WA official website","""CITY OF WALLA WALLA"" WA collective bargaining agreement","""CITY OF WALLA WALLA"" WA police union contract","""CITY OF WALLA WALLA"" WA fire union contract","""CITY OF WALLA WALLA"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WALLA WALLA (Census government ID 187889; locked municipality ID cog_2025_187889). County context: Walla Walla County (53071; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
110,122,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_3,10,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_166767,166767,MI,Royal Oak,CITY OF ROYAL OAK,municipal,place,57452,1,no,Oakland County (26125; primary),75.599,Tier 1,low,24.107,10.000,16.291,11.702,8.499,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.7; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ROYAL OAK"" MI official website","""CITY OF ROYAL OAK"" MI collective bargaining agreement","""CITY OF ROYAL OAK"" MI police union contract","""CITY OF ROYAL OAK"" MI fire union contract","""CITY OF ROYAL OAK"" MI salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ROYAL OAK (Census government ID 166767; locked municipality ID cog_2025_166767). County context: Oakland County (26125; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_3,CROSS_STATE_POST_PI_SCALEUP_WAVE1,101,150,rank_sliced_contiguous
