source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_0ff1dac200e72f30d16d4dd5,TRI-d186ba50cd7dcf77133f,NSCQ-OH-20260720-0191,VER-8729c70753ed38d3e9b8,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,"Agreement Between the City of Athens, Ohio and the Fraternal Order of Police, Ohio Labor Council (Patrol Officers, Communication Officers, Lieutenants) — Case Nos. 11-MED-09-1157, 11-MED-09-1158, 11-MED-09-1159-0",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,police,,yes,likely_official,URL-36a406beca8431c44ceb,1,canonical_representative,1,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_39e6c969a752873791a0e3e3,TRI-afa0734aeb8a200bbcae,NSCQ-CA-20260720-0001,VER-52c8fc3ebb2533edfc3f,ca_los_angeles,161174,CA,Los Angeles,CITY OF LOS ANGELES,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,"Memorandum of Understanding No. 25 (Police Officers, Captain and Above Representation Unit) (MOU25-24)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-3cce37c6c5a94145262b,1,canonical_representative,2,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_7e41a1d6e50a22965a39aef1,TRI-9c4650c2c0ea023f74ff,NSCQ-IL-20260720-0116,VER-85c7f44e0c0297004095,cog_2025_102649,102649,IL,DeKalb,CITY OF DE KALB,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,"FOP Contract from July 1, 2016 to December 31, 2019",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-652b4b6002b5a8c3c231,1,canonical_representative,3,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_b709f6a342d73381626a5e74,TRI-4b946e88998216fc50f7,NSCQ-ME-20260720-0021,VER-ebdc44fb62b285a827cb,cog_2025_166162,166162,ME,Westbrook,CITY OF WESTBROOK,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/law_enf.westbrook.2024-2027.pdf,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/law_enf.westbrook.2024-2027.pdf,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/law_enf.westbrook.2024-2027.pdf,Agreement Between The City of Westbrook and the Westbrook Police Association (Law Enforcement Unit) (cover to cover CBA),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,state_labor_board,police,,yes,likely_official,URL-368f73b10a8cc6a8d141,1,canonical_representative,25,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_214305c36b1780020ff83025,TRI-95acf70d1bce37e8a040,NSCQ-AZ-20260720-0010,VER-db189743afe7f1686ba5,cog_2025_160833,160833,AZ,Tempe,CITY OF TEMPE,https://jims.tempe.gov/documents/displaydoc.aspx?doc=228.089656829834,https://jims.tempe.gov/documents/displaydoc.aspx?doc=228.089656829834,https://jims.tempe.gov/documents/displaydoc.aspx?doc=228.089656829834,Tempe Officers Association Memorandum of Understanding,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-454f5ca2910f25050858,1,canonical_representative,39,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_f74a2db37bf35222c9ce7af1,TRI-b754db3ccc2654d6177b,NSCQ-HI-20260720-0002,VER-9b21dcc57b4f254c297e,cog_2025_183701,183701,HI,Honolulu,CITY AND COUNTY OF HONOLULU,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,2021 – 2025 HFFA Collective Bargaining Agreement (CBA) (Bargaining Unit 11; includes fire fighters),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,fire,,yes,likely_official,URL-da2cb8715a21a625e74b,1,canonical_representative,80,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_9121eb2f3376207b5ec51bd3,TRI-4ff9d61863e71ff7719e,NSCQ-TX-20260720-0004,VER-3c77e5918388d393487b,tx_houston,176169,TX,Houston,CITY OF HOUSTON,https://www.houstontx.gov/hr/hrfiles/employee_relations/2015-2018%20HOPE%20Meet%20and%20Confer%20Agreement.pdf,https://www.houstontx.gov/hr/hrfiles/employee_relations/2015-2018%20HOPE%20Meet%20and%20Confer%20Agreement.pdf,https://www.houstontx.gov/hr/hrfiles/employee_relations/2015-2018%20HOPE%20Meet%20and%20Confer%20Agreement.pdf,2015-2018 HOPE Meet and Confer Agreement (Municipal employees; excludes classified Police and Fire subject to Chapter 143 TLGC),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-6b4d705bba71b8f122b2,1,canonical_representative,95,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_3798fb035cf06642521b929c,TRI-1537645f688532c9f59d,NSCQ-NV-20260720-0026,VER-225aefc7f9a3635eb9c7,cog_2025_108907,108907,NV,Mesquite,CITY OF MESQUITE,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Mesquite%20Non%20supervisor%20July%201%2C%202022%20-%20June%2030%2C%202025.pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Mesquite%20Non%20supervisor%20July%201%2C%202022%20-%20June%2030%2C%202025.pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Mesquite%20Non%20supervisor%20July%201%2C%202022%20-%20June%2030%2C%202025.pdf,"Labor Agreement (Non-Supervisory Bargaining Unit) — City of Mesquite and General Sales Drivers, Delivery Drivers, and Helpers & Representing the Public Sector Teamsters Local Union No. 14",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-9ddf0f58e3700ab8014c,1,canonical_representative,98,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_b499bc3bac51f0399021a11a,TRI-f7a35cf0329f28a5ce24,NSCQ-NM-20260720-0002,VER-ec859d1d17bfba235560,cog_2025_170378,170378,NM,Albuquerque,CITY OF ALBUQUERQUE,https://www.pelrb.nm.gov/wp-content/uploads/2024/02/ABQ-AFSCME-Local-3022-M-Series-2023-07-01.pdf,https://www.pelrb.nm.gov/wp-content/uploads/2024/02/ABQ-AFSCME-Local-3022-M-Series-2023-07-01.pdf,https://www.pelrb.nm.gov/wp-content/uploads/2024/02/ABQ-AFSCME-Local-3022-M-Series-2023-07-01.pdf,"Agreement Between the City of Albuquerque and Local 3022 AFSCME, Council 18, AFL-CIO (M-Series)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-9d64c49db9fc82b14b27,1,canonical_representative,108,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_b09ee10c0651de68c146b0b5,TRI-d2d644844665a43477c1,NSCQ-SD-20260720-0008,VER-4ae8089fc7013fb92efe,cog_2025_209465,209465,SD,Aberdeen,CITY OF ABERDEEN,https://www.aberdeen.sd.us/DocumentCenter/View/10273/FOP-Union-Contract-2025-and-2026?bidId=,https://www.aberdeen.sd.us/DocumentCenter/View/10273/FOP-Union-Contract-2025-and-2026?bidId=,https://www.aberdeen.sd.us/DocumentCenter/View/10273/FOP-Union-Contract-2025-and-2026?bidId=,Collective Bargaining Agreement for 2025 & 2026 (Negotiated 2024) — City of Aberdeen and F.O.P. Lodge #4 Labor Council,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-61cdcd61eeb7eebaf87d,1,canonical_representative,150,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
