run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
all_2026-07-23_221645,RI,Newport,cog_2025_174832,police,"Lodge No. 8, Newport Fraternal Order of Police (FOP)",CITY OF NEWPORT,"Collective Bargaining Agreement (FOP FY 2021-2024) — City of Newport, Rhode Island; Lodge No. 8, Newport Fraternal Order of Police","July 1, 2021 to June 30, 2024",https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2024-09/Newport-Police-Lodge-8-CBA-Exp-06-30-24.pdf,,state_labor_board,cba,qualifying_candidate,partial_document,cover_or_title,overlap,none,no,"Cover page shows FOP FY 2021-2024 (July 1, 2021 to June 30, 2024), which overlaps the requested 2014-2024 anchor cycle.",safety_target,none,no,Scout-stage lead: only the first page was visible via screenshot; wage-setting articles not yet inspected.,high,91,high,Police CBA for CITY OF NEWPORT (exact employer) with an explicit 2021-2024 duration for wage/compensation terms.,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_174832,unverified,raw_model_output
all_2026-07-23_221645,RI,Newport,cog_2025_174832,fire,"Local 1080, International Association of Fire Fighters, AFL-CIO (IAFF)",CITY OF NEWPORT,"Collective Bargaining Agreement (IAFF FY 2021-2024) — by and between the CITY OF NEWPORT, Rhode Island and Local 1080, International Association of Fire Fighters, AFL-CIO","July 1, 2021 to June 30, 2024",https://www.cityofnewport.com/CityOfNewport/media/City-Hall/Departments/Human%20Resources/CBA-IAFF-2021-2024.pdf,,city,cba,qualifying_candidate,full_document,duration_clause,overlap,none,no,"Covers July 1, 2021 to June 30, 2024, overlapping the requested 2014-2024 anchor cycle.",safety_target,none,no,Scout-stage lead: document located and duration confirmed; wage-setting/award/compensation-plan clauses not yet specifically extracted.,high,81,high,Municipal fire CBA for the exact employer (CITY OF NEWPORT) with a 2021-2024 operative term.,high,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_174832,unverified,raw_model_output
all_2026-07-23_221645,RI,Newport,cog_2025_174832,non_safety,Rhode Island Council 94 / AFSCME (Local 911) — Newport General Employees (as labeled in document file name/landing),CITY OF NEWPORT,"Collective Bargaining Agreement — Newport General Employees (Local 911), City of Newport (CBA exp. 06/30/2024)",unclear,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2024-09/Newport-Gen-Employees-Local-911-CBA-Exp-06-30-24.pdf,,state_labor_board,cba,insufficient_candidate,blocked_or_unreadable,model_inference_only,unclear,none,yes,"The link indicates an expiration date (06/30/2024) in the URL/file naming, but the contract cover/duration text was not retrievable/inspectable in this scout run; therefore operative years are set to unclear pending later verification.",ordinary_non_safety_comparator,possible,no,Unable to fetch/inspect the PDF content during this scout run (tool fetch/screenshot failure). Wage-setting articles/operative duration not yet verified.,high,28,low,Intended as the ordinary municipal/non-safety comparator unit (General Employees) for CITY OF NEWPORT.,low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_174832,unverified,raw_model_output
all_2026-07-23_221645,SD,Brookings,cog_2025_134551,police,Teamsters Local Union No. 120 (IBT),CITY OF BROOKINGS,CITY OF BROOKINGS - POLICE LABOR CONTRACT (2025-2027),2025-2027,https://www.cityofbrookings-sd.gov/DocumentCenter/View/19128/2025-Police-Union-Agreement,,city,cba,qualifying_candidate,full_document,"THIS AGREEMENT made ... 1st day of January, 2025; agreement labeled ""2025-2027"" index; operative term clause references Dec 31, 2027",overlap,none,no,2025-2027 cycle overlaps anchor window 2014-2024 only partially (starts after 2024); included as newest/overlapping wage-setting source provided by employer for the same labor cycle family.,safety_target,none,no,Scout-stage lead only; must still review wage/article scope applicability to sworn police and confirm any wage/funding provisions match requested comparator wage/overlap logic.,medium,81,high,Direct municipal police CBA for CITY OF BROOKINGS with wage article(s) and explicit term over 2025-2027.,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_134551,unverified,raw_model_output
all_2026-07-23_221645,SD,Brookings,cog_2025_134551,non_safety,Teamsters Local Union No. 120 (IBT),CITY OF BROOKINGS,CITY OF BROOKINGS LABOR CONTRACT 2025 (General City Union Agreement) - Appendix A General Contract for 2025-2027,2025-2027,https://www.cityofbrookings-sd.gov/DocumentCenter/View/19127/2025-General-City-Union-Agreement,,city,cba,qualifying_candidate,full_document,"Covers ""All regular full-time employees employed by the City of Brookings"" (Appendix A general coverage); Appendix A contains ""GENERAL CONTRACT FOR 2025 - 2027""; wages section includes ""51. WAGES"" with ""51A. 2025"" COLA/merit language",overlap,none,no,Labeled 2025-2027; overlaps anchor window only by continuity of employer’s labor-cycle series (starts after 2024).,ordinary_non_safety_comparator,none,no,"Scout-stage lead only; must confirm non-safety inclusion/exclusion boundaries versus police/fire bargaining units and identify any authoritative wage-setting mechanics (reopeners/compensation plan) applicable to ordinary municipal civilian units (e.g., clerical/admin/public works/sanitation/library) within the contract text.",medium,88,high,"Employer-published general city labor contract with wage-setting section and an occupational list that includes non-safety-style job classifications (e.g., sanitation/solid waste collector; street maintenance/parks/engineering technician).",medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_134551,unverified,raw_model_output
all_2026-07-23_221645,NH,Portsmouth,cog_2025_170002,police,Portsmouth Police Patrolman’s Union (NEPBA Local #11),CITY OF PORTSMOUTH municipal government (Census gov ID 170002; locked municipality ID cog_2025_170002),Fully Executed CBA - Police Department - Patrolmans (link listed on City HR Contracts page),unclear,https://files.portsmouthnh.gov/files/hr/Fully%2BExecuted%2BCBA%2BPD%2BPatrolman%2B7.1.23-6.30.27.pdf,,city,cba,insufficient_candidate,dead_or_unreachable,index_or_snippet_only,unclear,none,yes,"City HR Contracts page lists a Patrolmans CBA for 07/01/2023-06/30/2027, but the linked PDF returned File Not Found during scout.",safety_target,none,no,"The URL is dead/unreachable (File Not Found), so contract text and wage-setting operative dates could not be verified.",medium,0,low,Potential Portsmouth police wages/working agreement for an overlapping post-2014 cycle (listed coverage: 2023-2027).,low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_170002,unverified,raw_model_output
all_2026-07-23_221645,NH,Portsmouth,cog_2025_170002,police,Portsmouth Police (union name not extracted due to access limits),CITY OF PORTSMOUTH municipal government (Census gov ID 170002; locked municipality ID cog_2025_170002),Working Agreement - Portsmouth Police,unclear,https://www.nh.gov/pelrb/collective/documents/portsmouth_police2.pdf,,state_labor_board,arbitration_award,insufficient_candidate,blocked_or_unreadable,index_or_snippet_only,unclear,none,yes,"Could not access document content (403 Forbidden), so operative wage provisions/dates could not be confirmed.",safety_target,possible,no,403 Forbidden prevented downloading/inspection; wage-setting operative dates not verified.,medium,21,low,State PELRB-hosted working agreement is likely authoritative wage-setting material for Portsmouth police.,low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_170002,unverified,raw_model_output
all_2026-07-23_221645,NH,Portsmouth,cog_2025_170002,non_safety,Portsmouth City Employees Local #1386 (AFSCME),CITY OF PORTSMOUTH municipal government (Census gov ID 170002; locked municipality ID cog_2025_170002),Working Agreement (Fully Executed CBA) between City of Portsmouth and Portsmouth City Employees Local #1386 (AFSCME),"July 1, 2022 to June 30, 2025",https://files.portsmouthnh.gov/files/hr/AFSCME1386AFullyExecutedCBA2025.pdf,,city,cba,qualifying_candidate,partial_document,duration_clause,overlap,none,no,"Coverage date evidence visible on page 1 screenshot: July 1, 2022 to June 30, 2025 (overlaps anchor window 2014-2024).",ordinary_non_safety_comparator,none,no,"Scout-stage only: contract text (wage-setting sections, compensation plan language, and whether it contains authoritative wage schedules) not fully extracted due to limited page inspection reliability.",medium,78,high,Authoritative municipal (general municipal) civilian/non-safety labor agreement for an overlapping cycle (2022-2025).,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_170002,unverified,raw_model_output
all_2026-07-23_221645,NH,Portsmouth,cog_2025_170002,police,Portsmouth Police Civilian Employees Association (name not extracted from the dead link),CITY OF PORTSMOUTH municipal government (Census gov ID 170002; locked municipality ID cog_2025_170002),Police Civilians (link listed on City HR Contracts page),unclear,https://files.portsmouthnh.gov/files/hr/Fully%2BExecuted%2BCBA%2BPD%2BCivilians%2B7.1.23-06.30.27.pdf,,city,cba,insufficient_candidate,dead_or_unreachable,index_or_snippet_only,unclear,none,yes,"City HR Contracts page lists a Police Civilians contract for 07/01/2023-06/30/2027, but the linked PDF returned File Not Found during scout.",safety_target,none,no,"The URL is dead/unreachable (File Not Found), so contract wage-setting operative dates and scope could not be verified.",medium,0,low,"Potential Portsmouth civilian police (non-sworn) wage-setting material, which could be relevant to ordinary non-safety comparisons if confirmed.",low,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_170002,unverified,raw_model_output
all_2026-07-23_221645,SD,Watertown,cog_2025_175035,police,Watertown Police Officers Association (WPOA),CITY OF WATERTOWN,"Resolution No. 21-02 (Non-Exempt Salary Resolution) — Classification and Salaries for Certain City of Watertown Employees (Period Commencing January 1, 2021) (includes WPOA/WP-related wage matrix coverage)","2021 (period commencing January 1, 2021; duration clause observed in document text, exact end date not extracted in scout snippet)",https://watertown.civicweb.net/document/20785/,,city,wage_schedule_or_compensation_plan,qualifying_candidate,partial_document,"duration_clause: Period commencing January 1, 2021; other_operative_text: wage matrix establishes authorized pay plan for employees covered by WPOA/IAFF/AFSCME; effective January 1, 2021",overlap,none,no,"Uses year-anchored effective periods (2021) which fall within 2014-2024 requested overlap window; full term/end date beyond 'effective January 1, 2021' not confirmed in scout snippet.",authoritative_civilian_wage_setting,possible,no,"Scout-stage: must verify exact operative scope for WPOA-classifications, whether this is the binding wage implementation for police bargaining coverage, and capture precise effective/expiration language for 2014-2024 cycle alignment.",medium,56,medium,Authoritative city-adopted wage matrix setting pay plans and classification salaries for categories including Watertown Police Officers Association coverage.,medium,tmp/parallel_scout_rounds/POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23/lane_1_live_direct_sdk_attempt3/raw_outputs.csv#identifier=gabriel_state_source_scout_all_2026-07-23_221645_cog_2025_175035,unverified,raw_model_output
