tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
151,157,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,1,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_161595,161595,FL,Coral Springs,CITY OF CORAL SPRINGS,municipal,place,134906,1,no,Broward County (12011; primary),75.067,Tier 1,low,25.273,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF CORAL SPRINGS"" FL official website","""CITY OF CORAL SPRINGS"" FL collective bargaining agreement","""CITY OF CORAL SPRINGS"" FL police union contract","""CITY OF CORAL SPRINGS"" FL fire union contract","""CITY OF CORAL SPRINGS"" FL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CORAL SPRINGS (Census government ID 161595; locked municipality ID cog_2025_161595). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
152,158,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,2,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_162037,162037,ID,Meridian,CITY OF MERIDIAN,municipal,place,134801,1,no,Ada County (16001; primary),75.066,Tier 1,low,25.272,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF MERIDIAN"" ID official website","""CITY OF MERIDIAN"" ID collective bargaining agreement","""CITY OF MERIDIAN"" ID police union contract","""CITY OF MERIDIAN"" ID fire union contract","""CITY OF MERIDIAN"" ID salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MERIDIAN (Census government ID 162037; locked municipality ID cog_2025_162037). County context: Ada County (16001; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
153,159,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,3,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_176495,176495,UT,West Valley City,CITY OF WEST VALLEY CITY,municipal,place,134470,1,no,Salt Lake County (49035; primary),75.063,Tier 1,low,25.269,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF WEST VALLEY CITY"" UT official website","""CITY OF WEST VALLEY CITY"" UT collective bargaining agreement","""CITY OF WEST VALLEY CITY"" UT police union contract","""CITY OF WEST VALLEY CITY"" UT fire union contract","""CITY OF WEST VALLEY CITY"" UT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WEST VALLEY CITY (Census government ID 176495; locked municipality ID cog_2025_176495). County context: Salt Lake County (49035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
154,160,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,4,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_205590,205590,WA,Kent,CITY OF KENT,municipal,place,133378,1,no,King County (53033; primary),75.052,Tier 1,low,25.258,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF KENT"" WA official website","""CITY OF KENT"" WA collective bargaining agreement","""CITY OF KENT"" WA police union contract","""CITY OF KENT"" WA fire union contract","""CITY OF KENT"" WA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KENT (Census government ID 205590; locked municipality ID cog_2025_205590). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
155,161,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,5,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_166734,166734,MI,Sterling Heights,CITY OF STERLING HEIGHTS,municipal,place,133306,1,no,Macomb County (26099; primary),75.051,Tier 1,low,25.257,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF STERLING HEIGHTS"" MI official website","""CITY OF STERLING HEIGHTS"" MI collective bargaining agreement","""CITY OF STERLING HEIGHTS"" MI police union contract","""CITY OF STERLING HEIGHTS"" MI fire union contract","""CITY OF STERLING HEIGHTS"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF STERLING HEIGHTS (Census government ID 166734; locked municipality ID cog_2025_166734). County context: Macomb County (26099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
156,162,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,6,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_171371,171371,ND,Fargo,CITY OF FARGO,municipal,place,133188,1,no,Cass County (38017; primary),75.050,Tier 1,low,25.256,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF FARGO"" ND official website","""CITY OF FARGO"" ND collective bargaining agreement","""CITY OF FARGO"" ND police union contract","""CITY OF FARGO"" ND fire union contract","""CITY OF FARGO"" ND salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FARGO (Census government ID 171371; locked municipality ID cog_2025_171371). County context: Cass County (38017; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
157,163,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,7,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_205181,205181,OK,Norman,CITY OF NORMAN,municipal,place,130046,1,no,Cleveland County (40027; primary),75.021,Tier 1,low,25.227,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF NORMAN"" OK official website","""CITY OF NORMAN"" OK collective bargaining agreement","""CITY OF NORMAN"" OK police union contract","""CITY OF NORMAN"" OK fire union contract","""CITY OF NORMAN"" OK salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORMAN (Census government ID 205181; locked municipality ID cog_2025_205181). County context: Cleveland County (40027; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
158,164,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,8,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_211806,211806,NC,Chapel Hill,TOWN OF CHAPEL HILL,municipal,place,62043,2,yes,Orange County (37135; primary); Durham County (37063),75.019,Tier 1,low,24.225,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 97.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""TOWN OF CHAPEL HILL"" NC official website","""TOWN OF CHAPEL HILL"" NC collective bargaining agreement","""TOWN OF CHAPEL HILL"" NC police union contract","""TOWN OF CHAPEL HILL"" NC fire union contract","""TOWN OF CHAPEL HILL"" NC salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF CHAPEL HILL (Census government ID 211806; locked municipality ID cog_2025_211806). County context: Orange County (37135; primary); Durham County (37063). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
159,165,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,9,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_168809,168809,MO,Columbia,CITY OF COLUMBIA,municipal,place,129330,1,no,Boone County (29019; primary),75.015,Tier 1,low,25.220,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF COLUMBIA"" MO official website","""CITY OF COLUMBIA"" MO collective bargaining agreement","""CITY OF COLUMBIA"" MO police union contract","""CITY OF COLUMBIA"" MO fire union contract","""CITY OF COLUMBIA"" MO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COLUMBIA (Census government ID 168809; locked municipality ID cog_2025_168809). County context: Boone County (29019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
160,166,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,10,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_161834,161834,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,municipal,place,128628,1,no,Clarke County (13059; primary),75.008,Tier 1,low,25.214,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY"" GA official website","""UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY"" GA collective bargaining agreement","""UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY"" GA police union contract","""UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY"" GA fire union contract","""UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY"" GA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY (Census government ID 161834; locked municipality ID cog_2025_161834). County context: Clarke County (13059; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
