run_id,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,confidence,caveat,raw_output_ref,parse_status,source_grounding_status,notes
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,peer_comparator_wage_comparability,present,"The City presented evidence that PICA’s analysis found that the City’s tax projections were the most accurate of the peer cities they studied, particularly the wage tax projections.",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,grounded,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,interest_arbitration_or_formal_impasse_backstop,present,"This Act 111 interest arbitration was conducted under the dictates of the Pennsylvania Intergovernmental Authority Act (PICA Act), which created the",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,grounded,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,grievance_or_contract_interpretation_arbitration,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,staffing_shortage_recruitment_retention,present,17. Retention Incentives: The Panel directs the parties to submit recommendations to the Panel within 120 days regarding whether and to what extent additional adjustments may be warranted in order to foster improved retention of senior officers. The Panel encourages the parties to seek the views of senior officers in making these recommendations. The Panel will retain jurisdiction over this issue.,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,grounded,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,overtime_callback_holdover_mandatory_extra_work,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,classification_reclassification_or_grade_structure,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,training_certification_credential_premiums,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
2026-07-14_163232_live,pa_philadelphia_police_2025,PA,Philadelphia,police,police,premium_pay_differentials,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-14_163232/gabriel_save_dir/pa_philadelphia_police_2025/coded_passages.csv,parsed,not_applicable,
