run_id,state,municipality_count,parseable_count,failed_count,candidate_row_count,input_tokens_total,reasoning_tokens_total,output_tokens_total,total_tokens_total,estimated_input_cost,estimated_output_cost,estimated_total_cost,estimate_only
all_2026-07-23_223840,AK,3,3,0,4,77014,2463,4225,81239,0.0154028,0.00528125,0.02068405,true
all_2026-07-23_223840,AL,3,3,0,2,69998,2271,3124,73122,0.0139996,0.00390500,0.01790460,true
all_2026-07-23_223840,AR,5,5,0,3,102845,3546,4976,107821,0.0205690,0.00622000,0.02678900,true
all_2026-07-23_223840,AZ,3,3,0,7,101727,4369,7336,109063,0.0203454,0.00917000,0.02951540,true
all_2026-07-23_223840,CA,41,41,0,100,1092090,49019,90848,1182938,0.2184180,0.11356000,0.33197800,true
all_2026-07-23_223840,CO,4,4,0,4,90127,3074,4712,94839,0.0180254,0.00589000,0.02391540,true
all_2026-07-23_223840,CT,2,2,0,6,102012,4675,7159,109171,0.0204024,0.00894875,0.02935115,true
all_2026-07-23_223840,DE,2,2,0,4,40249,1925,3685,43934,0.0080498,0.00460625,0.01265605,true
all_2026-07-23_223840,IA,6,6,0,9,167208,6813,10460,177668,0.0334416,0.01307500,0.04651660,true
all_2026-07-23_223840,ID,6,6,0,1,137807,4850,5365,143172,0.0275614,0.00670625,0.03426765,true
all_2026-07-23_223840,IL,1,1,0,3,28172,1916,3137,31309,0.0056344,0.00392125,0.00955565,true
all_2026-07-23_223840,IN,2,2,0,3,52782,2320,3777,56559,0.0105564,0.00472125,0.01527765,true
all_2026-07-23_223840,KS,7,7,0,12,159985,6547,11332,171317,0.0319970,0.01416500,0.04616200,true
all_2026-07-23_223840,LA,7,7,0,3,151693,5100,6539,158232,0.0303386,0.00817375,0.03851235,true
all_2026-07-23_223840,MD,8,8,0,4,183048,6334,8234,191282,0.0366096,0.01029250,0.04690210,true
all_2026-07-23_223840,ME,3,3,0,5,97224,3120,5111,102335,0.0194448,0.00638875,0.02583355,true
all_2026-07-23_223840,MI,3,3,0,5,92697,3613,5585,98282,0.0185394,0.00698125,0.02552065,true
all_2026-07-23_223840,MN,21,21,0,28,560126,21903,34601,594727,0.1120252,0.04325125,0.15527645,true
all_2026-07-23_223840,MO,16,16,0,14,412457,16030,22469,434926,0.0824914,0.02808625,0.11057765,true
all_2026-07-23_223840,MS,10,10,0,0,189691,5689,5994,195685,0.0379382,0.00749250,0.04543070,true
all_2026-07-23_223840,MT,2,2,0,6,54006,1944,4352,58358,0.0108012,0.00544000,0.01624120,true
all_2026-07-23_223840,ND,1,1,0,0,23183,1047,1079,24262,0.0046366,0.00134875,0.00598535,true
all_2026-07-23_223840,NE,4,4,0,9,110149,3934,7807,117956,0.0220298,0.00975875,0.03178855,true
all_2026-07-23_223840,NM,6,6,0,3,153630,5712,7266,160896,0.0307260,0.00908250,0.03980850,true
all_2026-07-23_223840,NY,18,18,0,35,522838,24299,39698,562536,0.1045676,0.04962250,0.15419010,true
all_2026-07-23_223840,OH,37,37,0,38,953792,36470,53623,1007415,0.1907584,0.06702875,0.25778715,true
all_2026-07-23_223840,PA,25,25,0,10,578419,22672,27715,606134,0.1156838,0.03464375,0.15032755,true
all_2026-07-23_223840,SC,1,1,0,0,22354,703,736,23090,0.0044708,0.00092000,0.00539080,true
all_2026-07-23_223840,TN,6,6,0,11,148095,5639,10123,158218,0.0296190,0.01265375,0.04227275,true
all_2026-07-23_223840,UT,10,10,0,6,198825,7326,10055,208880,0.0397650,0.01256875,0.05233375,true
all_2026-07-23_223840,VA,5,5,0,6,127127,4541,7046,134173,0.0254254,0.00880750,0.03423290,true
all_2026-07-23_223840,VT,1,1,0,0,20540,920,952,21492,0.0041080,0.00119000,0.00529800,true
all_2026-07-23_223840,WI,28,28,0,38,698367,29772,45510,743877,0.1396734,0.05688750,0.19656090,true
all_2026-07-23_223840,WV,1,1,0,2,20727,1097,1976,22703,0.0041454,0.00247000,0.00661540,true
all_2026-07-23_223840,WY,2,2,0,4,42087,1833,3560,45647,0.0084174,0.00445000,0.01286740,true
