tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
251,257,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,1,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_112863,112863,SC,Mount Pleasant,TOWN OF MOUNT PLEASANT,municipal,place,95232,1,no,Charleston County (45019; primary),74.615,Tier 1,low,24.821,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""TOWN OF MOUNT PLEASANT"" SC official website","""TOWN OF MOUNT PLEASANT"" SC collective bargaining agreement","""TOWN OF MOUNT PLEASANT"" SC police union contract","""TOWN OF MOUNT PLEASANT"" SC fire union contract","""TOWN OF MOUNT PLEASANT"" SC salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF MOUNT PLEASANT (Census government ID 112863; locked municipality ID cog_2025_112863). County context: Charleston County (45019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
252,258,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,2,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_171149,171149,NC,Asheville,CITY OF ASHEVILLE,municipal,place,95056,1,no,Buncombe County (37021; primary),74.613,Tier 1,low,24.819,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF ASHEVILLE"" NC official website","""CITY OF ASHEVILLE"" NC collective bargaining agreement","""CITY OF ASHEVILLE"" NC police union contract","""CITY OF ASHEVILLE"" NC fire union contract","""CITY OF ASHEVILLE"" NC salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ASHEVILLE (Census government ID 171149; locked municipality ID cog_2025_171149). County context: Buncombe County (37021; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
253,259,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,3,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_205600,205600,WA,Bellingham,CITY OF BELLINGHAM,municipal,place,94720,1,no,Whatcom County (53073; primary),74.608,Tier 1,low,24.814,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF BELLINGHAM"" WA official website","""CITY OF BELLINGHAM"" WA collective bargaining agreement","""CITY OF BELLINGHAM"" WA police union contract","""CITY OF BELLINGHAM"" WA fire union contract","""CITY OF BELLINGHAM"" WA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BELLINGHAM (Census government ID 205600; locked municipality ID cog_2025_205600). County context: Whatcom County (53073; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
254,260,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,4,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_208643,208643,MO,O'Fallon,CITY OF O'FALLON,municipal,place,94074,1,no,St. Charles County (29183; primary),74.599,Tier 1,low,24.805,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF O'FALLON"" MO official website","""CITY OF O'FALLON"" MO collective bargaining agreement","""CITY OF O'FALLON"" MO police union contract","""CITY OF O'FALLON"" MO fire union contract","""CITY OF O'FALLON"" MO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF O'FALLON (Census government ID 208643; locked municipality ID cog_2025_208643). County context: St. Charles County (29183; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
255,261,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,5,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_104460,104460,IA,Urbandale,CITY OF URBANDALE,municipal,place,46729,2,yes,Polk County (19153; primary); Dallas County (19049),74.593,Tier 1,low,23.799,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF URBANDALE"" IA official website","""CITY OF URBANDALE"" IA collective bargaining agreement","""CITY OF URBANDALE"" IA police union contract","""CITY OF URBANDALE"" IA fire union contract","""CITY OF URBANDALE"" IA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF URBANDALE (Census government ID 104460; locked municipality ID cog_2025_104460). County context: Polk County (19153; primary); Dallas County (19049). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
256,262,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,6,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_207534,207534,AZ,Avondale,CITY OF AVONDALE,municipal,place,93545,1,no,Maricopa County (04013; primary),74.591,Tier 1,low,24.797,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF AVONDALE"" AZ official website","""CITY OF AVONDALE"" AZ collective bargaining agreement","""CITY OF AVONDALE"" AZ police union contract","""CITY OF AVONDALE"" AZ fire union contract","""CITY OF AVONDALE"" AZ salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF AVONDALE (Census government ID 207534; locked municipality ID cog_2025_207534). County context: Maricopa County (04013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
257,263,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,7,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_124039,124039,CT,Norwalk,CITY OF NORWALK,municipal,place,92458,1,no,Western Connecticut Planning Region (09190; primary),74.576,Tier 1,low,24.781,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF NORWALK"" CT official website","""CITY OF NORWALK"" CT collective bargaining agreement","""CITY OF NORWALK"" CT police union contract","""CITY OF NORWALK"" CT fire union contract","""CITY OF NORWALK"" CT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORWALK (Census government ID 124039; locked municipality ID cog_2025_124039). County context: Western Connecticut Planning Region (09190; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
258,264,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,8,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_166823,166823,MI,Livonia,CITY OF LIVONIA,municipal,place,92185,1,no,Wayne County (26163; primary),74.571,Tier 1,low,24.777,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF LIVONIA"" MI official website","""CITY OF LIVONIA"" MI collective bargaining agreement","""CITY OF LIVONIA"" MI police union contract","""CITY OF LIVONIA"" MI fire union contract","""CITY OF LIVONIA"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LIVONIA (Census government ID 166823; locked municipality ID cog_2025_166823). County context: Wayne County (26163; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
259,265,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,9,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_176493,176493,UT,Sandy,CITY OF SANDY,municipal,place,91943,1,no,Salt Lake County (49035; primary),74.568,Tier 1,low,24.774,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 98.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF SANDY"" UT official website","""CITY OF SANDY"" UT collective bargaining agreement","""CITY OF SANDY"" UT police union contract","""CITY OF SANDY"" UT fire union contract","""CITY OF SANDY"" UT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SANDY (Census government ID 176493; locked municipality ID cog_2025_176493). County context: Salt Lake County (49035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
260,266,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_3,10,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_208452,208452,MN,Mankato,CITY OF MANKATO,municipal,place,45742,3,yes,Blue Earth County (27013; primary); Le Sueur County (27079); Nicollet County (27103),74.563,Tier 1,low,23.769,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 97.0; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF MANKATO"" MN official website","""CITY OF MANKATO"" MN collective bargaining agreement","""CITY OF MANKATO"" MN police union contract","""CITY OF MANKATO"" MN fire union contract","""CITY OF MANKATO"" MN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MANKATO (Census government ID 208452; locked municipality ID cog_2025_208452). County context: Blue Earth County (27013; primary); Le Sueur County (27079); Nicollet County (27103). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_3,CROSS_STATE_TIER1_WAVE2,251,300,rank_sliced_contiguous
