contract_id,state,city,occupation_class,source_role,mechanism,evidence_status,excerpt,excerpt_location,source_file,notes
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,peer_comparator_wage_comparability,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,No 'comparab-' matches anywhere in the 88-page document. No peer-city or peer-employer wage-comparability language found.
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,arbitration_impasse_backstop,present,"The parties specifically agree that the arbitrator's authority shall be strictly limited to interpreting and applying the explicit provisions of this Agreement. The arbitrator shall not have authority to modify the agreement or create additional provisions not included in the Agreement...It is specifically and expressly understood that filing a grievance under this Article, which has as its last step final and binding arbitration, constitutes an election of remedies.","Grievance Article (Section on arbitration procedure and Section 5, Election of Remedies)",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,"Grievance/contract-interpretation arbitration, structurally similar to Austin police/fire's grievance-arbitration clauses -- NOT interest/impasse arbitration for setting new agreement terms. A separate, limited 'impact bargaining' mediation clause also exists (Article 26, Limited Reopener): 'should the parties reach impasse in relation to such bargaining...the parties agree to utilize the services of a mediator for a period not to exceed thirty (30) days.'"
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,staffing_recruitment_retention,unclear,the Department shall attempt to accommodate the employee's work and Certification Program schedule subject to the operational and staffing needs of the Department.,"Continuing Education Article, Section on flexible scheduling",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,No explicit recruitment/retention-incentive language found; only general references to 'operational and staffing needs' in a scheduling-accommodation context and an EMS-recruiting-position disciplinary-eligibility clause (Article 12). Marked unclear rather than present or not_found since 'staffing needs' language exists but is not itself a recruitment/retention mechanism.
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,overtime_callback_minimum_staffing,present,Section 3. On-Call Pay...The CITY shall pay $5.00 per hour for a Uniformed Staff member who is on the 'on call' list. Section 4. Call-Back Pay...the Uniform Staff member shall receive compensation that is equal to time and one half of the Uniformed Staff member's regular rate of pay. Uniformed Staff shall be paid for a minimum of two (2) hours of call-back pay...,"Article 7 (Workload, Overtime, On-Call, and Call-Back), Sections 3-4",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,Also: Section 2 Overtime Pay allows 'a premium pay rate for overtime hours worked if the Chief deems it necessary...to incentivize volunteers for certain overtime shifts.'
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,classification_reclassification_wage_schedule,present,For Fiscal Year 2023-2024...the pay scale attached as Appendix A shall apply to all Uniformed Staff covered by this Agreement. For Fiscal Year 2024-2025...the pay scale reflects a 4.0% increase to base wages...,"Article 6, Section 1 (Base Wages)",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,"Also: Article 12 (Promotions) establishes a promotional-examination classification ladder (e.g., 'Clinical Specialist - Field', 'Medic - Field') distinct from a bundled multi-department classification list."
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,training_certification_education,present,"A Uniformed Staff member shall be entitled to Education pay, at only the highest qualifying rate, as follows: Bachelor's Degree: $220 per month; Master's Degree: $300 per month.","Article 6, Section 2 (Education Incentive Pay)",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,"Also: a Certification Program tuition-reimbursement clause requiring repayment if an employee leaves before completing a service requirement, 'other than a compensable line of duty injury or illness.'"
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,premium_pay_differentials,present,Section 6. Shift Differential. Uniformed Staff assigned 12-hour shifts will receive shift differential pay in the amount of $100.00 per month whenever the majority of their assigned shift falls between 4:00 p.m. and 6:00 a.m.,"Article 6, Section 6 (Shift Differential)",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,"Also present: Section 7 'Higher Class Pay' (title only reviewed, not separately quoted)."
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,subcontracting_outsourcing,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,No 'subcontract'/'contracting out'/'outsourc-' language matched anywhere in the document.
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,total_compensation_benefits,present,...responsible for paying all costs of the program of counseling and/or rehabilitation which are not covered by the Uniformed Staff member's health insurance plan.,Drug/Alcohol Testing Article,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,Health insurance referenced as an existing benefit (2 matches). No genuine pension-benefit language was found; the apparent 54 'pension' search hits were false positives from the substring 'pension' inside 'suspension' -- verified and excluded.
tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,safety_risk_public_safety,present,"If an employee leaves employment with the Department for any reason, other than a compensable line of duty injury or illness or to fulfill a military commitment, before the employee's service requirement is completed, the employee must reimburse the CITY...","Certification Program Article, tuition-reimbursement exception clause",corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,No explicit 'hazard'/'risk of' language matched; this is the clearest occupational-risk-framing excerpt found (a line-of-duty-injury exception to a tuition-repayment obligation).
