run_id,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,confidence,caveat,raw_output_ref,parse_status,source_grounding_status,notes
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,peer_comparator_wage_comparability,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,interest_arbitration_or_formal_impasse_backstop,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,grievance_or_contract_interpretation_arbitration,present,"D. be member of the American Arbitration Association (AAA) labor panel or a Federal Mediation and Conciliation Service (FMCS) 4. In order to establish the order of the rotating panel of independent hearing examiners, the LRC will alternately select names in a blind drawing and individuals selected will be assigned in the order of their random drawing.",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,staffing_shortage_recruitment_retention,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,overtime_callback_holdover_mandatory_extra_work,present,such reimbursement shall be based on median rate of pay of a police officer and shall be placed in the Houston Police Department's budgeted overtime account.,ARTICLE 38,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,classification_reclassification_or_grade_structure,present,"Police. Executive Rank - Chief of Police, Executive Chief, Executive Assistant Chief and Assistant Chief. Exempt officers - classification of Lieutenant, All rank officers in the HPD who hold the Commander, or any other pay grades Vil and above the Police Department Classified in Ordinance; and Assistant Chief, Executive Assistant Chief, or Executive Chief .",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,training_certification_credential_premiums,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,hazard_risk_stress_or_line_of_duty_rationale,present,"proffering issues that affect the health and safety of officers, including but not limited to equipment, working conditions, etc., 4. selecting members of panel for list of arbitrator/mediators to be utilized for contract grievances; 5, selecting panel of grievance examiners for Step",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,premium_pay_differentials,present,"to Assignment Pay shall take effect the first full pay period after July 1, 2022. 6. WEEKEND PREMlUM & SHIFT DIFFERENTIAL PAY A. Weekend Premium pay will continue to be paid according to the following: 1. Weekend Premium Pay will be paid to officers assigned to weekend shifts as defined herein. 2. Officers will receive an additiona! $35,00 bi-weekly for one regular weekend shift or $70.00 bi-weekly for two regular ...",ARTICLE 15,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,benefits_total_compensation_or_pension,present,maintained reentry so long the employeelspouse/dependent has continuously health insurance during theír absence from the City's Health Benefit Plans.,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,benefits_total_compensation_or_pension,present,ARTICLE 39: CONVALESCENT OFFICER LEAVE POOL 1. The City agrees to maintain the convalescent leave pool established in the prior,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,subcontracting_outsourcing_or_volunteer_substitution,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,management_rights_or_service_flexibility,present,"selecting members of panel for list of arbitrator/mediators to be utilized for contract grievances; 5, selecting panel of grievance examiners for Step",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,no_strike_or_work_stoppage_constraint,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,civil_service_or_statutory_employment_channel,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,union_security_or_institutional_power,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,budget_capacity_or_fiscal_constraint,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,non_safety_wage_restraint_or_admin_channel,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_houston_police_2024,TX,Houston,police,police,other,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_houston_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,peer_comparator_wage_comparability,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,interest_arbitration_or_formal_impasse_backstop,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,grievance_or_contract_interpretation_arbitration,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,staffing_shortage_recruitment_retention,present,"Staffing shortage / recruitment / retention [char 154356] ---
, overtime related to workload or emergency holdovers. (4) “Outside Law Enforcement Agency” means a municipal, county, or state police agency that serves a minimum population base of 50,000. b) Special Event Staffing The Chief of Police shall have the responsibility of staffing Special Events. The number of Officers needed at any such Event shall be within the exclusive prerogative of the Chief. c) Special Event Pay for Lieutenants and",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,overtime_callback_holdover_mandatory_extra_work,present,overtime related to workload or emergency holdovers. (4) “Outside Law Enforcement Agency”,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,classification_reclassification_or_grade_structure,present,"rank or classification immediately below that of the Department Head. The term also excludes cadets, civilian employees, retirees, reserve officers, and any other employees specifically",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,training_certification_credential_premiums,present,"Field Training Officer Pay Field training officer (FTO) pay shall be paid at the effective rate of 4.5% of Police Officer Pay Step 10 pay per month to each Officer assigned in the FTO program, as selected according to criteria ...",Section 3,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,grounded,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_205815_texas_ohio_scaleup_live,tx_austin_police_2024,TX,Austin,police,police,premium_pay_differentials,present,ten (10) slots (APO through AP9) for the ASSOCIATION to direct funds to up to ten (10) accounts for premiums associated with ASSOCIATION approved entities,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_205815/gabriel_save_dir/tx_austin_police_2024/coded_passages.csv,parsed,grounded,
