run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
pa_2026-07-15_104359,PA,Scranton,pa_scranton,police,FOP (Fraternal Order of Police) / E.B. Jermyn Lodge No. 2,,COLLECTIVE BARGAINING AGREEMENT (exp.-2021-Police-CBA),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Exp.-2021-Police-CBA.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104359,PA,Scranton,pa_scranton,fire,IAFF Local Union 60,,COLLECTIVE BARGAINING AGREEMENT between THE CITY OF SCRANTON and LOCAL UNION NO. 60 (IAFF Local Union 60),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/IAFFLocalUnion6022-2424CBA.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104359,PA,Scranton,pa_scranton,fire,IAFF Local 60,,Firefighters Union Collective Bargaining Agreement – exp. 2021,,https://scrantonpa.gov/download/firefighters-union-collective-bargaining-agreement-exp-2021/,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104359,PA,Scranton,pa_scranton,non_safety,Clerical Union (not specified in retrieved snippet),,COLLECTIVE BARGAINING AGREEMENT (Clerical Union Agreement 01-2021–12-2023),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Clerical_Union_Agreement_01_2021__12_2023.pdf,,city,cba,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104359,PA,Scranton,pa_scranton,non_safety,"Lodge No. 2305, International Association of Machinists and Aerospace Workers (IAM/AFL-CIO)",,DPW Workers Union Collective Bargaining Agreement – exp. 2021,,https://scrantonpa.gov/download/dpw-workers-union-collective-bargaining-agreement-exp-2021/,,city,cba,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_scranton,unverified,raw_model_output
pa_2026-07-15_104359,PA,York,pa_york,police,Fraternal Order of Police (White Rose Lodge No. 15),,"Agreement Between White Rose Lodge No. 15, Fraternal Order of Police and City of York, Pennsylvania for the Period January 1, 2019 Through December 31, 2022",,https://www.yorkcity.org/wp-content/uploads/2020/10/FOP-2019-2022-Union-Agreement.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_york,unverified,raw_model_output
pa_2026-07-15_104359,PA,York,pa_york,police,Fraternal Order of Police (FOP),,FOP 2015-2018 Contract Final Draft (12-16-2014),,https://www.yorkcity.org/user-files/file/City%20Council/BillsResolutions/2014Resolutions/FOP-2015-2018-CONTRACT%20FINAL-DRAFT%2812-16-2014%29.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_york,unverified,raw_model_output
pa_2026-07-15_104359,PA,York,pa_york,fire,International Association of Firefighters (IAFF) Local Union #627,,"Collective Bargaining Agreement by and between Local Union #627 of the International Association of Firefighters, AFL-CIO and the City of York (January 1, 2023 to December 31, 2027)",,https://www.yorkcity.org/wp-content/uploads/2022/11/IAFF-Union-Agreement-2023-2027.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_york,unverified,raw_model_output
pa_2026-07-15_104359,PA,York,pa_york,fire,International Association of Firefighters (IAFF),,IAFF 2018-2022 Collective Bargaining Agreement (Revised),,https://www.yorkcity.org/wp-content/uploads/2017/11/IAFF-2018-2022-Collective-Bargaining-Agreement-Revised.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_york,unverified,raw_model_output
pa_2026-07-15_104359,PA,York,pa_york,non_safety,York Public Employees’ Association (AFSCME/AFL-CIO),,"York City AFSCME/AFL-CIO Collective Bargaining Agreement (Effective January 1, 2022 through December 31, 2024)",,https://www.yorkcity.org/wp-content/uploads/2022/07/YORK-CITY_AFSCME-FINAL-2022-2024-CONTRACT-SIGNED-BY-AFSCME-ONLY105200040.1.pdf,,city,cba,high,60,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_micro_test_n2/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_104359_pa_york,unverified,raw_model_output
