tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,expected_units_to_search,verification_notes,recommended_scout_status,source_priority_file,source_priority_commit,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
1,1,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,1,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_209170,209170,OK,Oklahoma City,CITY OF OKLAHOMA CITY,municipal,place,702767,4,yes,Oklahoma County (40109; primary); Canadian County (40017); Cleveland County (40027); Pottawatomie County (40125),78.002,Tier 1,low,27.208,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 5 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OKLAHOMA CITY (Census government ID 209170; locked municipality ID cog_2025_209170). County context: Oklahoma County (40109; primary); Canadian County (40017); Cleveland County (40027); Pottawatomie County (40125). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
2,2,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,2,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_207536,207536,AZ,Phoenix,CITY OF PHOENIX,municipal,place,1650070,1,no,Maricopa County (04013; primary),77.973,Tier 1,low,28.179,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 100.0; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PHOENIX (Census government ID 207536; locked municipality ID cog_2025_207536). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
3,3,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,3,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,or_portland,211254,OR,Portland,CITY OF PORTLAND,municipal,place,630498,3,yes,Multnomah County (41051; primary); Clackamas County (41005); Washington County (41067),77.877,Tier 1,low,27.083,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORTLAND (Census government ID 211254; locked municipality ID or_portland). County context: Multnomah County (41051; primary); Clackamas County (41005); Washington County (41067). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
4,4,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,4,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_136562,136562,WI,Milwaukee,CITY OF MILWAUKEE,municipal,place,561385,3,yes,Milwaukee County (55079; primary); Washington County (55131); Waukesha County (55133),77.745,Tier 1,low,26.951,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MILWAUKEE (Census government ID 136562; locked municipality ID cog_2025_136562). County context: Milwaukee County (55079; primary); Washington County (55131); Waukesha County (55133). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
5,5,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,5,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194678,194678,GA,Atlanta,CITY OF ATLANTA,municipal,place,510823,2,yes,Fulton County (13121; primary); DeKalb County (13089),77.636,Tier 1,low,26.842,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ATLANTA (Census government ID 194678; locked municipality ID cog_2025_194678). County context: Fulton County (13121; primary); DeKalb County (13089). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
6,6,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,6,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_186236,186236,MO,Kansas City,CITY OF KANSAS CITY,municipal,place,510704,4,yes,Jackson County (29095; primary); Cass County (29037); Clay County (29047); Platte County (29165),77.636,Tier 1,low,26.841,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 5 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KANSAS CITY (Census government ID 186236; locked municipality ID cog_2025_186236). County context: Jackson County (29095; primary); Cass County (29037); Clay County (29047); Platte County (29165). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
7,7,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,7,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_171305,171305,NC,Raleigh,CITY OF RALEIGH,municipal,place,482295,2,yes,Wake County (37183; primary); Durham County (37063),77.570,Tier 1,low,26.775,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RALEIGH (Census government ID 171305; locked municipality ID cog_2025_171305). County context: Wake County (37183; primary); Durham County (37063). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
8,8,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,8,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_183701,183701,HI,Honolulu,CITY AND COUNTY OF HONOLULU,municipal,place,989408,1,no,Honolulu County (15003; primary),77.393,Tier 1,low,27.599,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 100.0; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY AND COUNTY OF HONOLULU (Census government ID 183701; locked municipality ID cog_2025_183701). County context: Honolulu County (15003; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
9,9,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,9,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_101942,101942,FL,Jacksonville,CITY OF JACKSONVILLE,municipal,place,985843,1,no,Duval County (12031; primary),77.389,Tier 1,low,27.594,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 100.0; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF JACKSONVILLE (Census government ID 101942; locked municipality ID cog_2025_101942). County context: Duval County (12031; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
10,10,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_1,10,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_212090,212090,OK,Tulsa,CITY OF TULSA,municipal,place,411894,4,yes,Tulsa County (40143; primary); Osage County (40113); Rogers County (40131); Wagoner County (40145),77.389,Tier 1,low,26.595,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 15.6/20; 5 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TULSA (Census government ID 212090; locked municipality ID cog_2025_212090). County context: Tulsa County (40143; primary); Osage County (40113); Rogers County (40131); Wagoner County (40145). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_1,CROSS_STATE_TIER1,1,50,rank_sliced_contiguous
