run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
pa_2026-07-15_110146,PA,Scranton,pa_scranton,police,"Fraternal Order of Police (FOP), E.B. Jermyn Lodge No. 2",,Exp.-2021-Police-CBA (Collective Bargaining Agreement),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Exp.-2021-Police-CBA.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110146,PA,Scranton,pa_scranton,fire,International Association of Fire Fighters (IAFF) Local Union 60,,Fire 1.1.22 through 12.31.26 CBA – City & IAFF Local Union 60 (fully executed),,https://scrantonpa.gov/document/fire-1-1-22-through-12-31-26-cba-city-iaff-local-union-60-fully-executed/,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110146,PA,Scranton,pa_scranton,fire,International Association of Fire Fighters (IAFF) Local Union 60,,IAFF Local Union 60 CBA (collective bargaining agreement) (22-24),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/IAFFLocalUnion6022-2424CBA.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110146,PA,Scranton,pa_scranton,non_safety,"International Association of Machinists and Aerospace Workers (IAM&AW), Lodge No. 2462",,Clerical_Union_Agreement_01_2021__12_2023 (Collective Bargaining Agreement),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Clerical_Union_Agreement_01_2021__12_2023.pdf,,city,cba,high,60,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110146,PA,Scranton,pa_scranton,non_safety,Lodge No. 2305 of the International Association of Machinists and Aerospace Workers (IAM&AW) (DPW bargaining unit),,Exp.-2021-DPW-CBA (Collective Bargaining Agreement),,https://www.scrantonpa.gov/docs/collectivebargainingagreements/Exp.-2021-DPW-CBA.pdf,,city,cba,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_scranton,unverified,raw_model_output
pa_2026-07-15_110146,PA,Lancaster,pa_lancaster,fire,"International Association of Fire Fighters (IAFF), Local Union No. 319",,"International Association of Fire Fighters, Local Union No. 319 v. City of Lancaster — Final Order (PF-C-21-79-E)",,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2023/documents/city-of-lancaster-pf-c-21-79-e.pdf,,state_labor_board,context_only,low,43,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_lancaster,unverified,raw_model_output
pa_2026-07-15_110146,PA,Lancaster,pa_lancaster,fire,"International Association of Fire Fighters (IAFF), Local Union 319",,"International Association of Fire Fighters, Local Union 319 v. City of Lancaster — Proposed Decision and Order (PF-C-18-43-E)",,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/proposed/2019/documents/city-of-lancaster-pf-c-18-43-e.pdf,,state_labor_board,context_only,low,43,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_lancaster,unverified,raw_model_output
pa_2026-07-15_110146,PA,York,pa_york,police,White Rose Lodge #15 Fraternal Order of Police (FOP),,FOP Bargaining Agreement 2024-2026,,https://www.yorkcity.org/wp-content/uploads/2025/01/FOP-Bargaining-Agreement-2024-2026.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_york,unverified,raw_model_output
pa_2026-07-15_110146,PA,York,pa_york,fire,"International Association of Fire Fighters (IAFF), Local Union No. 627",,"Collective Bargaining Agreement (2018-2022) - York City Firefighters (IAFF, Local 627)",,https://www.yorkcity.org/wp-content/uploads/2017/11/IAFF-2018-2022-Collective-Bargaining-Agreement-Revised.pdf,,city,cba,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_york,unverified,raw_model_output
pa_2026-07-15_110146,PA,York,pa_york,fire,"International Association of Fire Fighters (IAFF), Local Union No. 627",,"Collective Bargaining Agreement (2023-2027) - York City Firefighters (IAFF, Local 627)",,https://www.yorkcity.org/wp-content/uploads/2022/11/IAFF-Union-Agreement-2023-2027.pdf,,city,cba,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_matrix_cell1_min_n1_s10/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_110146_pa_york,unverified,raw_model_output
