run_id,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,confidence,caveat,raw_output_ref,parse_status,source_grounding_status,notes
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,peer_comparator_wage_comparability,not_found,,,not_applicable,,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,interest_arbitration_or_formal_impasse_backstop,not_found,,,not_applicable,,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,grievance_or_contract_interpretation_arbitration,present,"(b) With respect to the application, interpretation and enforcement of the provisions of this Agreement the decision of the arbitrator shall be final and binding on the parties to this Agreement.",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,grounded,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,grievance_or_contract_interpretation_arbitration,present,(c) The arbitrator's authority shall be limited to the interpretation and application of the terms of this Agreement...and shall have no...authority to establish provisions of a new agreement or variations of the present Agreement...,,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,grounded,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,staffing_shortage_recruitment_retention,not_found,,,not_applicable,,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,minimum_staffing_or_continuous_coverage,not_found,,,not_applicable,,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,overtime_callback_holdover_mandatory_extra_work,present,"FFs not regularly scheduled but pre-scheduled for overtime, called in on overtime or held over on overtime on a City Recognized Holiday shall receive time and one half for each hour of work performed...",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,grounded,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,overtime_callback_holdover_mandatory_extra_work,present,"FFs not regularly scheduled, but pre-scheduled for overtime, called in on overtime or held over on",,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,grounded,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,classification_reclassification_or_grade_structure,not_found,,,not_applicable,,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,not_applicable,
2026-07-09_120200_full_codebook_live,tx_houston_fire_2024,TX,Houston,fire,fire,training_certification_credential_premiums,present,"The Parties agree that Article 17, Section 9, entitled EMT Suppression/EMT Administration Assignment Pay, will only be paid to Fire Fighters ('FFs') holding a current valid State of Texas EMT certification and serving on an EMS unit (basic unit, medic unit and squads),",Article 17,not_applicable,gabriel.codify()'s native output has no confidence/caveat field; not_applicable is reported honestly rather than inventing a value.,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,parsed,grounded,
