worker_id,future_live_queue_id,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,priority_rank,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run
worker_3,COORD-SERIAL150-2026-07-21,TX,Dallas,cog_2025_187649,187649,CITY OF DALLAS,municipal,place,1302868,5,yes,Collin County [48085; county; government-units-primary=no; basis=2020_place_by_county] | Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county] | Kaufman County [48257; county; government-units-primary=no; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county],1,manifest_institutional_regime_contrast,"Manifest priority 34 and population-ranked high-value Texas municipal employer (1,302,868; batch rank 1); selected for the institutional safety-versus-ordinary-civilian wage-setting contrast.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF DALLAS (Census government ID 187649). County context: Collin County [48085; county; government-units-primary=no; basis=2020_place_by_county] | Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county] | Kaufman County [48257; county; government-units-primary=no; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Fort Worth,cog_2025_176375,176375,CITY OF FORT WORTH,municipal,place,978468,5,yes,Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county] | Johnson County [48251; county; government-units-primary=no; basis=2020_place_by_county] | Parker County [48367; county; government-units-primary=no; basis=2020_place_by_county] | Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county] | Wise County [48497; county; government-units-primary=no; basis=2020_place_by_county],2,manifest_institutional_regime_contrast,"Manifest priority 35 and population-ranked high-value Texas municipal employer (978,468; batch rank 2); selected for the institutional safety-versus-ordinary-civilian wage-setting contrast.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF FORT WORTH (Census government ID 176375). County context: Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county] | Johnson County [48251; county; government-units-primary=no; basis=2020_place_by_county] | Parker County [48367; county; government-units-primary=no; basis=2020_place_by_county] | Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county] | Wise County [48497; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,El Paso,cog_2025_176118,176118,CITY OF EL PASO,municipal,place,678958,1,no,El Paso County [48141; county; government-units-primary=yes; basis=2020_place_by_county],3,manifest_institutional_regime_contrast,"Manifest priority 36 and population-ranked high-value Texas municipal employer (678,958; batch rank 3); selected for the institutional safety-versus-ordinary-civilian wage-setting contrast.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF EL PASO (Census government ID 176118). County context: El Paso County [48141; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Arlington,cog_2025_194811,194811,CITY OF ARLINGTON,municipal,place,398431,1,no,Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county],4,manifest_institutional_regime_contrast,"Manifest priority 37 and population-ranked high-value Texas municipal employer (398,431; batch rank 4); selected for the institutional safety-versus-ordinary-civilian wage-setting contrast.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF ARLINGTON (Census government ID 194811). County context: Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Corpus Christi,cog_2025_176325,176325,CITY OF CORPUS CHRISTI,municipal,place,316595,4,yes,Aransas County [48007; county; government-units-primary=no; basis=2020_place_by_county] | Kleberg County [48273; county; government-units-primary=no; basis=2020_place_by_county] | Nueces County [48355; county; government-units-primary=yes; basis=2020_place_by_county] | San Patricio County [48409; county; government-units-primary=no; basis=2020_place_by_county],5,manifest_institutional_regime_contrast,"Manifest priority 38 and population-ranked high-value Texas municipal employer (316,595; batch rank 5); selected for the institutional safety-versus-ordinary-civilian wage-setting contrast.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF CORPUS CHRISTI (Census government ID 176325). County context: Aransas County [48007; county; government-units-primary=no; basis=2020_place_by_county] | Kleberg County [48273; county; government-units-primary=no; basis=2020_place_by_county] | Nueces County [48355; county; government-units-primary=yes; basis=2020_place_by_county] | San Patricio County [48409; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Plano,cog_2025_176053,176053,CITY OF PLANO,municipal,place,290190,2,yes,Collin County [48085; county; government-units-primary=yes; basis=2020_place_by_county] | Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county],6,large_municipal_employer_anchor,"Population-ranked high-value Texas municipal employer (290,190; batch rank 6) extending the five untouched manifest anchors into a broad large-employer contrast set.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF PLANO (Census government ID 176053). County context: Collin County [48085; county; government-units-primary=yes; basis=2020_place_by_county] | Denton County [48121; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Lubbock,cog_2025_212233,212233,CITY OF LUBBOCK,municipal,place,266878,1,no,Lubbock County [48303; county; government-units-primary=yes; basis=2020_place_by_county],7,large_municipal_employer_anchor,"Population-ranked high-value Texas municipal employer (266,878; batch rank 7) extending the five untouched manifest anchors into a broad large-employer contrast set.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF LUBBOCK (Census government ID 212233). County context: Lubbock County [48303; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Laredo,cog_2025_135293,135293,CITY OF LAREDO,municipal,place,257602,1,no,Webb County [48479; county; government-units-primary=yes; basis=2020_place_by_county],8,large_municipal_employer_anchor,"Population-ranked high-value Texas municipal employer (257,602; batch rank 8) extending the five untouched manifest anchors into a broad large-employer contrast set.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF LAREDO (Census government ID 135293). County context: Webb County [48479; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Irving,cog_2025_176079,176079,CITY OF IRVING,municipal,place,254373,1,no,Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county],9,large_municipal_employer_anchor,"Population-ranked high-value Texas municipal employer (254,373; batch rank 9) extending the five untouched manifest anchors into a broad large-employer contrast set.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF IRVING (Census government ID 176079). County context: Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-2026-07-21,TX,Garland,cog_2025_212231,212231,CITY OF GARLAND,municipal,place,243470,3,yes,Collin County [48085; county; government-units-primary=no; basis=2020_place_by_county] | Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county],10,large_municipal_employer_anchor,"Population-ranked high-value Texas municipal employer (243,470; batch rank 10) extending the five untouched manifest anchors into a broad large-employer contrast set.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; if no ordinary non-safety CBA exists, identify the authoritative civilian wage-setting pathway","Scout-stage only. Target exactly CITY OF GARLAND (Census government ID 212231). County context: Collin County [48085; county; government-units-primary=no; basis=2020_place_by_county] | Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_worker_prep_dry_run_only,no,not_scouted
