worker_id,future_live_queue_id,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,priority_rank,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Cicero,cog_2025_162237,162237,TOWN OF CICERO,municipal,place,81004,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],1,largest_remaining_place_employer,"Population-ranked eligible town employer (81,004; batch rank 1) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF CICERO (Census government ID 162237; internal municipality ID cog_2025_162237). County context: Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Bartlett,cog_2025_102592,102592,VILLAGE OF BARTLETT,municipal,place,39992,3,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county] | Kane County [17089; county; government-units-primary=no; basis=2020_place_by_county],2,largest_remaining_place_employer,"Population-ranked eligible village employer (39,992; batch rank 2) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF BARTLETT (Census government ID 102592; internal municipality ID cog_2025_102592). County context: Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county] | Kane County [17089; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Carol Stream,cog_2025_207793,207793,VILLAGE OF CAROL STREAM,municipal,place,38966,1,no,DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county],3,largest_remaining_place_employer,"Population-ranked eligible village employer (38,966; batch rank 3) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF CAROL STREAM (Census government ID 207793; internal municipality ID cog_2025_207793). County context: DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Hanover Park,cog_2025_162274,162274,VILLAGE OF HANOVER PARK,municipal,place,36165,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county],4,largest_remaining_place_employer,"Population-ranked eligible village employer (36,165; batch rank 4) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF HANOVER PARK (Census government ID 162274; internal municipality ID cog_2025_162274). County context: Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Addison,cog_2025_194691,194691,VILLAGE OF ADDISON,municipal,place,35167,1,no,DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county],5,largest_remaining_place_employer,"Population-ranked eligible village employer (35,167; batch rank 5) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF ADDISON (Census government ID 194691; internal municipality ID cog_2025_194691). County context: DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Woodridge,cog_2025_102670,102670,VILLAGE OF WOODRIDGE,municipal,place,33566,3,yes,Cook County [17031; county; government-units-primary=no; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=no; basis=2020_place_by_county],6,largest_remaining_place_employer,"Population-ranked eligible village employer (33,566; batch rank 6) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF WOODRIDGE (Census government ID 102670; internal municipality ID cog_2025_102670). County context: Cook County [17031; county; government-units-primary=no; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Glendale Heights,cog_2025_162304,162304,VILLAGE OF GLENDALE HEIGHTS,municipal,place,32409,1,no,DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county],7,largest_remaining_place_employer,"Population-ranked eligible village employer (32,409; batch rank 7) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF GLENDALE HEIGHTS (Census government ID 162304; internal municipality ID cog_2025_162304). County context: DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Gurnee,cog_2025_162428,162428,VILLAGE OF GURNEE,municipal,place,30193,1,no,Lake County [17097; county; government-units-primary=yes; basis=2020_place_by_county],8,largest_remaining_place_employer,"Population-ranked eligible village employer (30,193; batch rank 8) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF GURNEE (Census government ID 162428; internal municipality ID cog_2025_162428). County context: Lake County [17097; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Algonquin,cog_2025_102755,102755,VILLAGE OF ALGONQUIN,municipal,place,30134,2,yes,Kane County [17089; county; government-units-primary=no; basis=2020_place_by_county] | McHenry County [17111; county; government-units-primary=yes; basis=2020_place_by_county],9,largest_remaining_place_employer,"Population-ranked eligible village employer (30,134; batch rank 9) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF ALGONQUIN (Census government ID 102755; internal municipality ID cog_2025_102755). County context: Kane County [17089; county; government-units-primary=no; basis=2020_place_by_county] | McHenry County [17111; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_3,COORD-SERIAL150-WAVE2-2026-07-22,IL,Niles,cog_2025_194700,194700,VILLAGE OF NILES,municipal,place,29513,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],10,largest_remaining_place_employer,"Population-ranked eligible village employer (29,513; batch rank 10) for high-yield Illinois municipal labor-relations expansion, after excluding 74 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF NILES (Census government ID 194700; internal municipality ID cog_2025_194700). County context: Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
