run_id,state,municipality,municipality_id,unit_type,union_name,employer,document_title,contract_years,source_url,source_owner,source_owner_type,document_type,triad_value,provenance_score,likely_ingest_priority,why_relevant,confidence,raw_response_ref,verification_status,promotion_status
pa_2026-07-15_114435,PA,Philadelphia,pa_philadelphia,police,Fraternal Order of Police (FOP),,"Fraternal Order of Police Contract Award: July 1, 2021 – June 30, 2024",,https://www.phila.gov/media/20210913125918/FOP-Award-Executed-9-14-21.pdf,,city,arbitration_award,high,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_philadelphia,unverified,raw_model_output
pa_2026-07-15_114435,PA,Philadelphia,pa_philadelphia,police,Fraternal Order of Police (FOP),,Civilianization Interest Arbitration Award (11/15/22),,https://www.phila.gov/media/20221114174031/Civilianization-Interest-Arbitration-Award-11.15.22.pdf,,city,arbitration_award,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_philadelphia,unverified,raw_model_output
pa_2026-07-15_114435,PA,Philadelphia,pa_philadelphia,fire,International Association of Fire Fighters (IAFF) Local 22,,"Interest Arbitration Award, City of Philadelphia and International Association of Fire Fighters Local 22",,https://www.phila.gov/media/20180517092629/Signed-2017-2020-Local-22-Award.pdf,,city,arbitration_award,high,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_philadelphia,unverified,raw_model_output
pa_2026-07-15_114435,PA,Philadelphia,pa_philadelphia,non_safety,AFSCME District Council 33 (DC 33) (Local 159 and Local 1637),,"Interest Arbitration Award, City and AFSCME DC 33, Local 159, Local 1637",,https://www.phila.gov/media/20220812141851/City-PDP-Local-159-Act-195-Interim-Award-2022.pdf,,city,arbitration_award,high,60,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_philadelphia,unverified,raw_model_output
pa_2026-07-15_114435,PA,Pittsburgh,pa_pittsburgh,police,Fraternal Order of Police Lodge No. 1 (Fort Pitt Lodge No. 1),,Resolution ratifying the 2023-2025 Fraternal Order of Police Lodge No. 1 Collective Bargaining Agreement (Cover Letter),,https://pittsburgh.legistar.com/View.ashx?GUID=BBE02573-DE4C-473C-AB45-E1D37F2D7730&ID=11813624&M=F,,city,context_only,medium,18,low,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_pittsburgh,unverified,raw_model_output
pa_2026-07-15_114435,PA,Pittsburgh,pa_pittsburgh,police,Fraternal Order of Police Lodge No. 1 (Fort Pitt Lodge No. 1),,"2023-2025 Contract Ratification (Police CBA) - Pittsburgh, PA",,https://apps.pittsburghpa.gov/redtail/images/20764_2023_2025_CONTRACT_RATIFICATION_.pdf,,third_party,cba,medium,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_pittsburgh,unverified,raw_model_output
pa_2026-07-15_114435,PA,Pittsburgh,pa_pittsburgh,fire,International Association of Fire Fighters (IAFF) Local 1,,"Resolution ratifying the 2024-2028 International Association of Fire Fighters, Local 1 Collective Bargaining Agreement (Cover Letter)",,https://pittsburgh.legistar.com/View.ashx?GUID=60384581-9642-40AF-A8AD-1B0CF32A0DC6&ID=12584975&M=F,,city,context_only,medium,18,low,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_pittsburgh,unverified,raw_model_output
pa_2026-07-15_114435,PA,Allentown,pa_allentown,police,Fraternal Order of Police (FOP) — Queen City Lodge No. 10,,FRATERNAL ORDER OF POLICE - QUEEN CITY LODGE NO. 10 — JANUARY TO DECEMBER 2026 WAGE SCHEDULE,,https://www.allentownpa.gov/Portals/0/files/Departments/Finance/Budget2026/Final/9400%20Appendix%202026%20Final%20Book%20-%20Amended.pdf,,city,pay_plan,medium,53,medium,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_allentown,unverified,raw_model_output
pa_2026-07-15_114435,PA,Allentown,pa_allentown,fire,International Association of Fire Fighters (IAFF) — Local No. 302,,"AGREEMENT — INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS, LOCAL NO. 302 (CBA) (2021-2025)",,https://allentownpa.legistar.com/View.ashx?GUID=94BCB643-554B-4F45-A24B-15382AB4A873&ID=12153833&M=F,,city,cba,medium,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_allentown,unverified,raw_model_output
pa_2026-07-15_114435,PA,Allentown,pa_allentown,fire,International Association of Fire Fighters (IAFF) — Local 302,,Interest arbitration award dispute involving the City of Allentown and IAFF Local 302 (Act 111) (case context),,https://caselaw.findlaw.com/court/pa-commonwealth-court/1710047.html,,third_party,context_only,medium,0,low,,low,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_allentown,unverified,raw_model_output
pa_2026-07-15_114435,PA,Erie,pa_erie,police,"Haas Memorial Lodge #7, Fraternal Order of Police (FOP)",,"City of Erie v. Haas Memorial Lodge #7, et al. (Majority Opinion) (Arbitration Award Related to FOP Police Bargaining Unit)",,https://law.justia.com/cases/pennsylvania/commonwealth-court/2002/1318cd02-11-1-02.html,,third_party,arbitration_award,high,18,low,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,unverified,raw_model_output
pa_2026-07-15_114435,PA,Erie,pa_erie,police,"Fraternal Order of Police, Lodge 7",,City of Erie v. Fraternal Order of Police Lodge 7 (2009) (Grievance Arbitration Award; PLSDO Reinstatement),,https://caselaw.findlaw.com/court/pa-commonwealth-court/1457565.html,,third_party,arbitration_award,high,18,low,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,unverified,raw_model_output
pa_2026-07-15_114435,PA,Erie,pa_erie,fire,"International Association of Firefighters, Local 293 (IAFF)",,City of Erie v. International Association of Firefighters Local 293 (Majority Opinion) (Arbitration Award; Firefighter Pension DROP),,https://law.justia.com/cases/pennsylvania/commonwealth-court/2003/974cd03-11-20-03.html,,third_party,arbitration_award,high,18,low,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,unverified,raw_model_output
pa_2026-07-15_114435,PA,Erie,pa_erie,fire,"International Association of Firefighters, Local 293 (IAFF)",,"City of Erie v. Int'l A. of Firefighters, Local 293 (1987) (Arbitration Grievance Arbitrability / Related Proceeding)",,https://law.justia.com/cases/pennsylvania/commonwealth-court/1987/104-pa-commw-394-0.html,,third_party,arbitration_award,high,18,low,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,unverified,raw_model_output
pa_2026-07-15_114435,PA,Erie,pa_erie,non_safety,General Teamsters Local Union No. 397,,City of Erie v. General Teamsters Local Union No. 397 (K. Kirsch) (Majority Opinion) (Arbitration Award Vacatur/Review),,https://law.justia.com/cases/pennsylvania/commonwealth-court/2019/150-c-d-2018.html,,third_party,arbitration_award,high,25,low,,medium,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,unverified,raw_model_output
pa_2026-07-15_114435,PA,Reading,pa_reading,police,"Fraternal Order of Police, Lodge #9",,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF READING, PENNSYLVANIA AND THE FRATERNAL ORDER OF POLICE, LODGE #9 (Effective January 1, 2021 through December 31, 2022)",,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,,city,cba,medium,53,medium,,high,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_reading,unverified,raw_model_output
