readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag
B4X2500RDY-20260730-64168d50d2a64683e8b2,readiness_lane_001,23,pdf,pdf,B4X2500SRD-20260730-aadb9ffb13a5dd1d4051,B4X2500V-20260730-04471,B4X2500LIVE-20260729-001854,B4X2500-20260729-01741,GA,South,Poulan,Ch. 15 - Personnel (City of Poulan Code of Ordinances; updated as of Dec 2011),https://www.cityofpoulan.com/uploads/7/2/2/1/7221585/ch._15_-_personnel.pdf,https://cityofpoulan.com/uploads/7/2/2/1/7221585/ch._15_-_personnel.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-aadb9ffb13a5dd1d4051.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-aadb9ffb13a5dd1d4051.pdf,sha256:53831b2cf52208f2ee3ccdda66400b5515ac6c6d59a95621cd47ed585836baa3,locally_available,local_only_not_replicated,local_research_workspace,23586077,53831b2cf52208f2ee3ccdda66400b5515ac6c6d59a95621cd47ed585836baa3,23586077,53831b2cf52208f2ee3ccdda66400b5515ac6c6d59a95621cd47ed585836baa3,integrity_pass,application/pdf,46,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:05Z,false,false
B4X2500RDY-20260730-42d928cc47f2977fc7f8,readiness_lane_001,110,pdf,pdf,B4X2500SRD-20260730-6672190a382cbfbf494d,B4X2500V-20260730-00617,B4X2500LIVE-20260729-000580,B4X2500-20260729-00498,MN,Midwest,Wayzata,"Labor Agreement Between the City of Wayzata and Law Enforcement Labor Services, Inc., Local No. 522 (January 1, 2023 – December 31, 2024)",https://www.wayzata.org/AgendaCenter/ViewFile/Agenda/_02072023-1337,https://wayzata.org/AgendaCenter/ViewFile/Agenda/_02072023-1337,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-6672190a382cbfbf494d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-6672190a382cbfbf494d.pdf,sha256:41ffe076f9ffedd9e35c2b9392adc7d7d4f102fac7ad5b0dcd3f1963f25e4c28,locally_available,local_only_not_replicated,local_research_workspace,27995247,41ffe076f9ffedd9e35c2b9392adc7d7d4f102fac7ad5b0dcd3f1963f25e4c28,27995247,41ffe076f9ffedd9e35c2b9392adc7d7d4f102fac7ad5b0dcd3f1963f25e4c28,integrity_pass,application/pdf,165,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:07Z,false,false
B4X2500RDY-20260730-79a0c447aff085669822,readiness_lane_001,114,pdf,pdf,B4X2500SRD-20260730-aaad0d61571d8c436fc0,B4X2500V-20260730-00322,B4X2500LIVE-20260729-000305,B4X2500-20260729-00239,IN,Midwest,Veedersburg,Municipal Codes (includes Salary Ordinance #04-2018 fixing salaries of officials and employees of the Town of Veedersburg),https://www.veedersburg.in.gov/wp-content/uploads/2020/04/Municipal-Codes.pdf,https://veedersburg.in.gov/wp-content/uploads/2020/04/Municipal-Codes.pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-aaad0d61571d8c436fc0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-aaad0d61571d8c436fc0.pdf,sha256:8a5480935dfacde281225e5b777dd71bc6314033ea744824bee09d8840e96d7f,locally_available,local_only_not_replicated,local_research_workspace,2497993,8a5480935dfacde281225e5b777dd71bc6314033ea744824bee09d8840e96d7f,2497993,8a5480935dfacde281225e5b777dd71bc6314033ea744824bee09d8840e96d7f,integrity_pass,application/pdf,846,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:07Z,false,false
B4X2500RDY-20260730-e6400f820bb989be8608,readiness_lane_001,118,pdf,pdf,B4X2500SRD-20260730-1e0cf2020720ab903c04,B4X2500V-20260730-00174,B4X2500LIVE-20260729-000002,B4X2500-20260729-00001,IA,Midwest,Albert City,"City of Albert City, Iowa — 2023 Municipal Code of Ordinances (may include compensation/wage-related ordinances)",https://cdn3.creativecirclemedia.com/storm/files/20240613-113100-68d-2023-05-17.pdf,https://cdn3.creativecirclemedia.com/storm/files/20240613-113100-68d-2023-05-17.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-1e0cf2020720ab903c04.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-1e0cf2020720ab903c04.pdf,sha256:71bf4bd3a8542043e4c3176d92fc18c189cde1c943604f583ac3d3888fe43fb5,locally_available,local_only_not_replicated,local_research_workspace,36002362,71bf4bd3a8542043e4c3176d92fc18c189cde1c943604f583ac3d3888fe43fb5,36002362,71bf4bd3a8542043e4c3176d92fc18c189cde1c943604f583ac3d3888fe43fb5,integrity_pass,application/pdf,20,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:07Z,false,false
B4X2500RDY-20260730-929342d9960c95acb9ef,readiness_lane_001,387,pdf,pdf,B4X2500SRD-20260730-0ff01e564a307971fc69,B4X2500V-20260730-00759,B4X2500LIVE-20260729-002013,B4X2500-20260729-01969,NC,South,Landis,Landis Police Department policy manual (contractual agreements requirement; fee-based law enforcement services policy),https://townoflandisnc.gov/wp-content/uploads/2024/09/September-Policy.pdf,https://townoflandisnc.gov/wp-content/uploads/2024/09/September-Policy.pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-0ff01e564a307971fc69.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-0ff01e564a307971fc69.pdf,sha256:c324828307e8ed60bf098bc6576e2a2328905327aa79b3ad87fbdd85e5da3b77,locally_available,local_only_not_replicated,local_research_workspace,5512076,c324828307e8ed60bf098bc6576e2a2328905327aa79b3ad87fbdd85e5da3b77,5512076,c324828307e8ed60bf098bc6576e2a2328905327aa79b3ad87fbdd85e5da3b77,integrity_pass,application/pdf,585,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:13Z,false,false
B4X2500RDY-20260730-dff4b3a0ea1e7b47be42,readiness_lane_001,402,pdf,pdf,B4X2500SRD-20260730-5d5a43d18fdaf5c1d5b1,B4X2500V-20260730-03071,B4X2500LIVE-20260729-000008,B4X2500-20260729-00010,IA,Midwest,Charter Oak,Ordinance 196-23: Amending provisions pertaining to Mayor compensation (salary/meeting pay),https://delta.creativecirclecdn.com/movalley/files/20230815-131217-8.17.23%20MP.pdf,https://delta.creativecirclecdn.com/movalley/files/20230815-131217-8.17.23%20MP.pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-5d5a43d18fdaf5c1d5b1.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-5d5a43d18fdaf5c1d5b1.pdf,sha256:79dafca8cab711c43a0e0da2485c7b780a3b22452247340a499d1a525639c6a3,locally_available,local_only_not_replicated,local_research_workspace,32990659,79dafca8cab711c43a0e0da2485c7b780a3b22452247340a499d1a525639c6a3,32990659,79dafca8cab711c43a0e0da2485c7b780a3b22452247340a499d1a525639c6a3,integrity_pass,application/pdf,13,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:13Z,false,false
B4X2500RDY-20260730-0f47e17eb9b4c9639a9e,readiness_lane_001,414,pdf,pdf,B4X2500SRD-20260730-4190862b54324a735a6f,B4X2500V-20260730-01014,B4X2500LIVE-20260729-008963,B4X2500-20260729-08804,NY,Northeast,Malta,Collective Bargaining Agreement (Highway Department) - Teamsters Local 294 and Town of Malta,https://www.townofmaltany.gov/ArchiveCenter/ViewFile/Item/84,https://townofmaltany.gov/ArchiveCenter/ViewFile/Item/84,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-4190862b54324a735a6f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-4190862b54324a735a6f.pdf,sha256:75af845d49a60007c1a55bffb3c94cedfaf33b92a4f7309f396658b3a2835887,locally_available,local_only_not_replicated,local_research_workspace,24563610,75af845d49a60007c1a55bffb3c94cedfaf33b92a4f7309f396658b3a2835887,24563610,75af845d49a60007c1a55bffb3c94cedfaf33b92a4f7309f396658b3a2835887,integrity_pass,application/pdf,58,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:13Z,false,false
B4X2500RDY-20260730-c954a2c8e721f1daaf44,readiness_lane_001,544,pdf,pdf,B4X2500SRD-20260730-e32d369371fb3a7f591f,B4X2500V-20260730-05090,B4X2500LIVE-20260729-000755,B4X2500-20260729-00751,NE,Midwest,Winside,Village of Winside board proceedings (new hire wage offer mentioned),https://zeta.creativecirclecdn.com/wayne/files/20260429-135837-06b-WH%204-30-26.pdf,https://zeta.creativecirclecdn.com/wayne/files/20260429-135837-06b-WH%204-30-26.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-e32d369371fb3a7f591f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-e32d369371fb3a7f591f.pdf,sha256:bdb9ad65a529cb3b6d073b6fa0c962d0a9bd77742c1cf3fb502a73938fca9c5f,locally_available,local_only_not_replicated,local_research_workspace,23409732,bdb9ad65a529cb3b6d073b6fa0c962d0a9bd77742c1cf3fb502a73938fca9c5f,23409732,bdb9ad65a529cb3b6d073b6fa0c962d0a9bd77742c1cf3fb502a73938fca9c5f,integrity_pass,application/pdf,20,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:16Z,false,false
B4X2500RDY-20260730-6367f2ddbba33a198ee3,readiness_lane_001,606,pdf,pdf,B4X2500SRD-20260730-0826e8b234ab526371a8,B4X2500V-20260730-00071,B4X2500LIVE-20260729-009263,B4X2500-20260729-09147,FL,South,Cedar Key,Resolution No. 497 — Holiday Pay and Compensatory Time for Full-Time Police Officers (City Commission Agenda Item; Meeting Date: 03/17/2026),https://cityofcedarkey.org/wp-content/uploads/03-17-2026-Commission-Meeting-Agenda-and-Packet-Approved-1.pdf,https://cityofcedarkey.org/wp-content/uploads/03-17-2026-Commission-Meeting-Agenda-and-Packet-Approved-1.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-0826e8b234ab526371a8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-0826e8b234ab526371a8.pdf,sha256:7ca85982c6d4b9c38f2d9d594855c9bd6a69077741a616e3e817bd87ec629a32,locally_available,local_only_not_replicated,local_research_workspace,45460112,7ca85982c6d4b9c38f2d9d594855c9bd6a69077741a616e3e817bd87ec629a32,45460112,7ca85982c6d4b9c38f2d9d594855c9bd6a69077741a616e3e817bd87ec629a32,integrity_pass,application/pdf,64,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:17Z,false,false
B4X2500RDY-20260730-fda678fba22a02656f4e,readiness_lane_001,611,pdf,pdf,B4X2500SRD-20260730-ba66aae24d18c127c649,B4X2500V-20260730-05407,B4X2500LIVE-20260729-003272,B4X2500-20260729-03276,OH,Midwest,Hamilton,FOP/OLCI Police Officers (Lieutenants/Sergeants) Contract (Jan. 2022 - Dec. 2023),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1441.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1441.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-ba66aae24d18c127c649.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-ba66aae24d18c127c649.pdf,sha256:252d00ce9164fc0dcb79e615f24788eca367ebf7c49a2c5629b3b836865ba7d7,locally_available,local_only_not_replicated,local_research_workspace,30408829,252d00ce9164fc0dcb79e615f24788eca367ebf7c49a2c5629b3b836865ba7d7,30408829,252d00ce9164fc0dcb79e615f24788eca367ebf7c49a2c5629b3b836865ba7d7,integrity_pass,application/pdf,40,false,false,unknown,0,0,,not_probed,unknown,true,not_applicable,,,,not_applicable,not_applicable,oversized_defer,pdf_exceeds_20mib_or_500_page_text_pass_limit,2026-07-30T14:28:17Z,false,false
