verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BCV-20260728-00001,B4XPAR-20260727-000634,broad_4x1000_deduped,verify_lane_001,1,ME,Northeast,Limerick,York County (23031; primary),Employment Agreement Between The Town of Limerick and Fire Chief,https://0201.nccdn.net/1_2/000/000/117/c87/fireichief_employmentagreement_2026_01_01.pdf,https://0201.nccdn.net/1_2/000/000/117/c87/fireichief_employmentagreement_2026_01_01.pdf,0201.nccdn.net,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,,verified_reachable,200,0,https://0201.nccdn.net/1_2/000/000/117/c87/fireichief_employmentagreement_2026_01_01.pdf,application/pdf,2287395,,1,2026-07-28T13:59:53Z,2026-07-28T13:59:55Z,worker_verify_lane_001,verify_lane_001-checkpoint-00149,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00002,B4XPAR-20260727-001864,broad_4x1000_deduped,verify_lane_001,2,KS,Midwest,Council Grove,Morris County (20127; primary),City Council meeting packet PDF (May 5; Agenda/Appropriations/Minutes attachments—unreadable due to unsafe redirect),https://1275a347-08b5-49ef-b3e1-1e8ed6d0f1a3.filesusr.com/ugd/34b692_ce1d88398d2240f18dcff75c42f3f263.pdf,https://1275a347-08b5-49ef-b3e1-1e8ed6d0f1a3.filesusr.com/ugd/34b692_ce1d88398d2240f18dcff75c42f3f263.pdf,1275a347-08b5-49ef-b3e1-1e8ed6d0f1a3.filesusr.com,agenda_packet_or_minutes,blocked_or_unreadable,pending_combined_review,,false,,verified_reachable,200,0,https://1275a347-08b5-49ef-b3e1-1e8ed6d0f1a3.filesusr.com/ugd/34b692_ce1d88398d2240f18dcff75c42f3f263.pdf,application/pdf,4342823,,1,2026-07-28T14:03:54Z,2026-07-28T14:03:55Z,worker_verify_lane_001,verify_lane_001-checkpoint-00413,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00003,TS4L-024fc5d3c6ab2c98ccc0,targeted_prior_unrouted,verify_lane_001,3,CA,West,Montebello,,"CSEA Contract (2016-2019) (Benefits, Salary, Types of Leaves) — Montebello Unified School District",https://4.files.edl.io/7071/06/29/21/175938-5055ece8-cf13-4f3d-a818-ed35f4395efd.pdf,https://4.files.edl.io/7071/06/29/21/175938-5055ece8-cf13-4f3d-a818-ed35f4395efd.pdf,4.files.edl.io,collective_bargaining_agreement_or_moa_or_wage_schedule,collective_bargaining_agreement_or_moa_or_wage_schedule,verification_ready_medium,non_safety_constraint_signal,false,,verified_reachable,200,0,https://4.files.edl.io/7071/06/29/21/175938-5055ece8-cf13-4f3d-a818-ed35f4395efd.pdf,application/pdf,3160827,,1,2026-07-28T14:24:39Z,2026-07-28T14:24:42Z,worker_verify_lane_001,verify_lane_001-checkpoint-01803,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00004,B4XPAR-20260727-000117,broad_4x1000_deduped,verify_lane_001,4,IN,Midwest,Garrett,DeKalb County (18033; primary),"Council Agenda January 20, 2026 (includes: Ordinance amending Wage Ordinance 2025-09 POL/FIRE)",https://81b0a71b-a7a1-414b-af62-5cf86951dfc5.filesusr.com/ugd/8607a3_6e28a1b781af4e168287593cb47cca74.pdf,https://81b0a71b-a7a1-414b-af62-5cf86951dfc5.filesusr.com/ugd/8607a3_6e28a1b781af4e168287593cb47cca74.pdf,81b0a71b-a7a1-414b-af62-5cf86951dfc5.filesusr.com,wage_schedule,agenda_cover_sheet,pending_combined_review,,false,,verified_reachable,200,0,https://81b0a71b-a7a1-414b-af62-5cf86951dfc5.filesusr.com/ugd/8607a3_6e28a1b781af4e168287593cb47cca74.pdf,application/pdf,128208,,1,2026-07-28T13:58:10Z,2026-07-28T13:58:15Z,worker_verify_lane_001,verify_lane_001-checkpoint-00032,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00005,B4XPAR-20260727-002975,broad_4x1000_deduped,verify_lane_001,5,SC,South,Abbeville,Abbeville County (45001; primary),"Regular City Council Meeting, January 14, 2026 (Minutes) — Executive session includes “negotiations incident to proposed contractual arrangements”",https://www.abbevillecitysc.com/AgendaCenter/ViewFile/Minutes/_01142026-203,https://abbevillecitysc.com/AgendaCenter/ViewFile/Minutes/_01142026-203,abbevillecitysc.com,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,non_safety_constraint_signal,false,,verified_reachable,200,0,https://abbevillecitysc.com/AgendaCenter/ViewFile/Minutes/_01142026-203,application/pdf,191438,,1,2026-07-28T14:07:28Z,2026-07-28T14:07:31Z,worker_verify_lane_001,verify_lane_001-checkpoint-00659,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00006,TS4L-40cd74980ac81778403f,targeted_prior_unrouted,verify_lane_001,6,NJ,Northeast,Aberdeen,,"Ordinance No. 9-2016 (PDF) — fixing the salaries and wages and fringe benefits (retroactive to Jan 1, 2016)",https://aberdeennj.org/DocumentCenter/View/409/009-2016-PDF,https://aberdeennj.org/DocumentCenter/View/409/009-2016-PDF,aberdeennj.org,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,verification_ready_low,fiscal_constraint_signal,false,,unavailable_404_410,404,0,https://aberdeennj.org/DocumentCenter/View/409/009-2016-PDF,text/html,76577,,1,2026-07-28T14:29:08Z,2026-07-28T14:29:09Z,worker_verify_lane_001,verify_lane_001-checkpoint-02112,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00007,B4XPAR-20260727-003085,broad_4x1000_deduped,verify_lane_001,7,VA,South,Abingdon,Washington County (51191; primary),"Town of Abingdon, VA – Personnel Manual (Revised September 2024) (Section 6: Employee Compensation / holiday pay and overtime references; Section 5: Employee Compensation categories)",https://abingdon-va.gov/wp-content/uploads/2024/11/11.4.2024-Personnel-Manual.pdf,https://abingdon-va.gov/wp-content/uploads/2024/11/11.4.2024-Personnel-Manual.pdf,abingdon-va.gov,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,,unavailable_404_410,404,1,https://abingdon-va.gov/wp-content/uploads/2024/11/11.4.2024-Personnel-Manual.pdf,text/html,245638,,1,2026-07-28T14:08:06Z,2026-07-28T14:08:12Z,worker_verify_lane_001,verify_lane_001-checkpoint-00693,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00008,B4XPAR-20260727-004243,broad_4x1000_deduped,verify_lane_001,8,NJ,Northeast,Absecon,Atlantic County (34001; primary),Ordinance 01-2022: An Ordinance Establishing Salary Ranges,https://www.abseconnj.gov/index.php/resident/community-resources/documents-and-forms/city-council/new-ordinances/696-ord-01-22-final/file,https://abseconnj.gov/index.php/resident/community-resources/documents-and-forms/city-council/new-ordinances/696-ord-01-22-final/file,abseconnj.gov,wage_schedule,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,verified_reachable,200,0,https://abseconnj.gov/index.php/resident/community-resources/documents-and-forms/city-council/new-ordinances/696-ord-01-22-final/file,application/pdf,274457,,1,2026-07-28T14:11:43Z,2026-07-28T14:11:46Z,worker_verify_lane_001,verify_lane_001-checkpoint-00948,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00009,B4XPAR-20260727-004060,broad_4x1000_deduped,verify_lane_001,9,CT,Northeast,New Milford,Western Connecticut Planning Region (09190; primary),Collective Bargaining Agreement (UPSEU/COPS Unit 47) — New Milford Police Officers,https://www.acluct.org/app/uploads/2020/06/new_milford_cba_6-22.pdf,https://acluct.org/app/uploads/2020/06/new_milford_cba_6-22.pdf,acluct.org,cba,cba,pending_combined_review,non_safety_constraint_signal,false,,verified_reachable,200,0,https://acluct.org/app/uploads/2020/06/new_milford_cba_6-22.pdf,application/pdf,2741766,,1,2026-07-28T14:11:12Z,2026-07-28T14:11:13Z,worker_verify_lane_001,verify_lane_001-checkpoint-00906,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00010,B4XPAR-20260727-000535,broad_4x1000_deduped,verify_lane_001,10,CT,Northeast,Wolcott,Naugatuck Valley Planning Region (09140; primary),"Agreement Between the Town of Wolcott, Connecticut and I.B.P.O. Local 332 (Wolcott Police Department), 2017 - 2021",https://www.acluct.org/app/uploads/2020/06/wolcot_cba_6-21.pdf,https://acluct.org/app/uploads/2020/06/wolcot_cba_6-21.pdf,acluct.org,cba,cba,pending_combined_review,,false,,verified_reachable,200,0,https://acluct.org/app/uploads/2020/06/wolcot_cba_6-21.pdf,application/pdf,935389,,1,2026-07-28T13:59:35Z,2026-07-28T13:59:35Z,worker_verify_lane_001,verify_lane_001-checkpoint-00124,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
