verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BCV-20260728-00047,BSSC-20260727-00669,broad_490_preserved_review_queue,verify_lane_001,47,NC,South,Garner,,Town of Garner Town Council Meeting Agenda Form: Personnel Policy Amendment - Starting Salaries (2010.4),https://apps.garnernc.gov/TownCouncil/10-03-2022.pdf,https://apps.garnernc.gov/TownCouncil/10-03-2022.pdf,apps.garnernc.gov,budget_or_pay_plan,agenda_cover_sheet,low_candidate,non_safety_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T14:23:15Z,2026-07-28T14:23:30Z,worker_verify_lane_001,verify_lane_001-checkpoint-01709,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00210,TS4L-9f6b3796555798760f25,targeted_prior_unrouted,verify_lane_001,210,CT,Northeast,Southington,,Connecticut General Assembly (OFA Report) — Summary of Recent Municipal Binding Arbitration Awards (includes Town of Southington / Law Enforcement Alliance of Southington),https://www.cga.ct.gov/2011/ofarpt/2011OFA-0480.htm,https://cga.ct.gov/2011/ofarpt/2011OFA-0480.htm,cga.ct.gov,cba_or_arbitration_award_or_factfinding_or_impasse_record,cba_or_arbitration_award_or_factfinding_or_impasse_record,verification_ready_low,strike_or_no_strike_constraint,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T14:29:22Z,2026-07-28T14:29:25Z,worker_verify_lane_001,verify_lane_001-checkpoint-02126,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00215,B4XPAR-20260727-001745,broad_4x1000_deduped,verify_lane_001,215,IL,Midwest,Chatham,Sangamon County (17167; primary),"Resolution No. 4-21 Approving a Collective Bargaining Agreement Between the Village of Chatham and the Fraternal Order of Police, Unit 821 (Illinois FOP Labor Council) (PDF attachment)",https://chathamil.gov/files/manual/2302/Res%2029-21%20Approving%20a%20Collective%20Bargaining%20Agreement%20Between%20the%20Village%20of%20Chatham%20and%20the%20Fraternal%20Order%20of%20Police%20Unit%20821.pdf,https://chathamil.gov/files/manual/2302/Res%2029-21%20Approving%20a%20Collective%20Bargaining%20Agreement%20Between%20the%20Village%20of%20Chatham%20and%20the%20Fraternal%20Order%20of%20Police%20Unit%20821.pdf,chathamil.gov,cba,memorandum_or_settlement,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T14:03:38Z,2026-07-28T14:03:47Z,worker_verify_lane_001,verify_lane_001-checkpoint-00394,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00242,B4XPAR-20260727-000661,broad_4x1000_deduped,verify_lane_001,242,NH,Northeast,Durham,Strafford County (33017; primary),"Durham Town Council packet (includes attached collective bargaining agreement language) — DPMMA contract ratification for January 1, 2026 through December 31, 2029",https://www.ci.durham.nh.us/sites/default/files/fileattachments/town_council/meeting/packets/73429/020226-compressed.pdf,https://ci.durham.nh.us/sites/default/files/fileattachments/town_council/meeting/packets/73429/020226-compressed.pdf,ci.durham.nh.us,cba,cba,pending_combined_review,non_safety_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T14:00:00Z,2026-07-28T14:00:01Z,worker_verify_lane_001,verify_lane_001-checkpoint-00158,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00277,B4XPAR-20260727-002114,broad_4x1000_deduped,verify_lane_001,277,SD,Midwest,Aurora,Brookings County (46011; primary),City of Aurora Resolution 23-03: Salaries (for 2023),https://cityofaurorasd.com/pdf/resolutions/Resolution_23-03_Salaries.pdf,https://cityofaurorasd.com/pdf/resolutions/Resolution_23-03_Salaries.pdf,cityofaurorasd.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T14:04:40Z,2026-07-28T14:04:43Z,worker_verify_lane_001,verify_lane_001-checkpoint-00469,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00353,B4XPAR-20260727-005509,broad_4x1000_deduped,verify_lane_001,353,MN,Midwest,Grand Rapids,Itasca County (27061; primary),"City Council Agenda (Apr 27, 2015) — Memorandum of Understanding (Law Enforcement Labor Services, Inc., Local 239) for Police Department Patrol Officer Bargaining Unit",https://cityofgrandrapidsmn.com/sites/default/files/fileattachments/city_council/meeting/6751/citycouncil_agenda_2015-04-27_0.pdf,https://cityofgrandrapidsmn.com/sites/default/files/fileattachments/city_council/meeting/6751/citycouncil_agenda_2015-04-27_0.pdf,cityofgrandrapidsmn.com,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T14:16:05Z,2026-07-28T14:16:06Z,worker_verify_lane_001,verify_lane_001-checkpoint-01234,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00367,B4XPAR-20260727-001901,broad_4x1000_deduped,verify_lane_001,367,MI,Midwest,Hillsdale,Hillsdale County (26059; primary),"City Council budget resolutions: non-union, non-contractual employees wage/salary schedule increase (effective July 1, 2016)",https://www.cityofhillsdale.org/sites/default/files/fileattachments/mayor_and_city_council/meeting/packets/4271/06-06-2016_council_packet.pdf,https://cityofhillsdale.org/sites/default/files/fileattachments/mayor_and_city_council/meeting/packets/4271/06-06-2016_council_packet.pdf,cityofhillsdale.org,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T14:04:00Z,2026-07-28T14:04:03Z,worker_verify_lane_001,verify_lane_001-checkpoint-00420,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00401,BSSC-20260727-00429,broad_490_preserved_review_queue,verify_lane_001,401,LA,South,Mandeville,,"Ordinances listing (including Personnel Policies updates) - Mandeville, LA",https://www.cityofmandeville.com/ordinances,https://cityofmandeville.com/ordinances,cityofmandeville.com,personnel_policy,index_page,low_candidate,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T14:22:36Z,2026-07-28T14:22:37Z,worker_verify_lane_001,verify_lane_001-checkpoint-01667,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00414,B4XPAR-20260727-000925,broad_4x1000_deduped,verify_lane_001,414,AR,South,Morrilton,Conway County (05029; primary),Morrilton City Council — Agendas and Meetings (Agendas + Minutes archive),https://cityofmorrilton.com/city-council/,https://cityofmorrilton.com/city-council,cityofmorrilton.com,agenda_packet_or_minutes,index_page,pending_combined_review,,false,,timeout,,,,not_reported,not_reported,ReadTimeout,2,2026-07-28T14:00:50Z,2026-07-28T14:01:07Z,worker_verify_lane_001,verify_lane_001-checkpoint-00224,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-00433,B4XPAR-20260727-003678,broad_4x1000_deduped,verify_lane_001,433,KS,Midwest,Paola,Miami County (20121; primary),Employee Manual (05-14-2025): Chapter 4 Classification and Compensation references the City's Position Classification Pay Plan (“Pay Plan”),https://cityofpaola.com/DocumentCenter/View/126/Employee-Manual-05-14-2025?bidId=,https://cityofpaola.com/DocumentCenter/View/126/Employee-Manual-05-14-2025,cityofpaola.com,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T14:10:03Z,2026-07-28T14:10:06Z,worker_verify_lane_001,verify_lane_001-checkpoint-00820,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
