candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes,canonical_locator_hash,source_specificity_score,mechanism_relevance_score,same_city_match_value_score,overlapping_cycle_value_score,unit_clarity_score,source_family_strength_score,duplicate_risk_score,prior_seen_score,verification_feasibility_score,claim_gap_contribution_score,candidate_quality_score,candidate_quality_label,verification_priority_tier,score_reason_codes,review_duplicate_status,review_disposition,verification_queue_rank
TS4L-18553362102cb656135e,lane_3,TS4-3-51093c1e5316ef60,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-decatur-fy2023-budget-report_0.pdf,City of Decatur FY2023-2024 Budget Report (Adopted) (PDF),Decatur,GA,non_safety_municipal_units,non_safety_municipal_units,,Adopted 2023-2024 (FY2023),2023-07-01,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_city_match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Decatur GA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget report lead for Decatur, GA covering the latter part of the 2014-2024 target window; potential source for budget/pay plan mechanisms, including equity/parity-oriented pay actions and fiscal-constraint signals affecting non-safety municipal units.",049c701a6642bd90737a,15,15,10,15,5,7,5,5,5,5,87,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,239
TS4L-74a131ec80077425474a,lane_3,TS4-3-3bb2a48f5d9d4824,https://alamotexas.org/wp-content/uploads/2019/02/CITY-OF-ALAMO-GFOA-BUDGET-FY-2018-2019.pdf,CITY OF ALAMO GFOA BUDGET FY 2018-2019 (PDF),Alamo,TX,non_safety_municipal_units,Municipal employees (non-safety/general city workforce; pay and compensation details may be included in budget documents),,FY 2018-2019 budget document,2018-10-01,2019-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_municipality_match_uncertain_but_city_of_alamo_domain,overlaps_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Alamo TX non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget document lead for locating explicit compensation/pay plan mechanisms, parity/equity language, and any fiscal constraint signals tied to non-safety staffing costs.",b3101b86ec9d6e3463c8,15,15,10,15,5,7,5,5,5,5,87,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,255
TS4L-aa8fb6ead6383dc0cef8,lane_3,TS4-3-3050474e090d14a9,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-buford-fy2015-budget-report.pdf,FINAL CITY OF BUFORD BUDGET SUMMARY Fiscal Year 2015 — TED (UGA CVIOG Local Government Financial Documents),Buford,GA,non_safety_municipal_units,non_safety_municipal_units,,Fiscal Year 2015,2015-07-01,2016-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_city_match_unknown,overlap_expected_with_2014-2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Buford GA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget report lead; may include pay increase amounts/percentage, pay plan parameters, or explicit compensation mechanisms that align with fiscal-constraint and internal equity/parity signals.",24ad51685ca0bead27ab,15,15,10,15,5,7,5,5,5,5,87,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,268
TS4L-2715aca0a278e66b3f71,lane_3,TS4-3-32915ba339a472ec,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual%20Reports/2022%20ATR%20Final%20Web%20Version%20condensed.pdf,Town of Foxborough Annual Report 2022 (includes Annual Town Meeting articles funding cost items for collective bargaining contracts),Foxborough,MA,non_safety_municipal_units,Highway/Water (DPW employees),"Foxborough Highway and Water Employees Union, AFSCME","Contract dated July 1, 2022 to June 30, 2023 (referenced in Annual Town Meeting articles)",2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_city,overlapping_2014_2024_window_expected,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Foxborough MA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Annual municipal publication that includes town meeting actions to fund “cost items” for AFSCME DPW unit bargaining agreement with explicit contract dates (July 1–June 30); lead for fiscal-constraint/budget-pay-plan linkage around non-safety compensation.,807b15e297a334c44286,15,9,10,15,10,7,5,5,5,5,86,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,297
TS4L-3270afcc5062555c26c7,lane_3,TS4-3-05e89bbd33133170,https://www.westmilford.org/FCpdf/TeamstersLocal%20560%20Contract%202015-2019.pdf,Township of West Milford — Teamsters Local 560 Contract 2015-2019,West Milford,NJ,non_safety_municipal_units,Municipal employees in Teamsters bargaining unit (exact job classifications to be identified in source),Teamsters Local 560,2015-2019,2015-01-01,2019-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_municipality,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",West Milford NJ non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Municipal Teamsters CBA hosted by West Milford; use to identify explicit compensation mechanism language and any parity/equity/gap-narrowing or fiscal-constraint signaling clauses (to be checked in-source).,41e90c041ffb126228bf,15,9,10,15,10,7,5,5,5,5,86,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,300
TS4L-d14c633055da94d6b8eb,lane_3,TS4-3-4a182745261b13e7,https://www.pinole.gov/wp-content/uploads/2024/07/Pinole_Local_1_MOU_2023-2025_FINAL.doc-2.pdf,Pinole Local 1 MOU 2023-2025 Final (AFSCME Public Employees Union – Local One),Pinole,CA,non_safety_municipal_units,Municipal employees represented by AFSCME Public Employees Union – Local One (non-safety bargaining unit),AFSCME Public Employees Union – Local One (Local 1),"July 1, 2023 to June 30, 2025",2014-07-01,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_city,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Pinole CA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"High-specificity lead: successor MOU for a non-safety municipal bargaining unit; includes explicit compensation-related mechanisms (e.g., CalPERS contribution sharing language and other allowances/compensation provisions) relevant to fiscal-constraint signaling and parity/equity pay mechanics.",fc88675e547800568304,15,9,10,15,10,7,5,5,5,5,86,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,327
TS4L-1754b099f86a20640600,lane_3,TS4-3-1cbddfe985bcf76a,https://www.albanyca.gov/files/assets/city/v/2/finance/documents/budget-financial-reports/operating-budget-fy-202122.pdf,Operating Budget FY 2021-22 & 2022-23 (PDF) — includes bargaining unit changes summary including SEIU term 2018-2021,Albany,CA,non_safety_municipal_units,General employees (SEIU Local 1021) referenced in budget’s bargaining unit changes section,"Service Employees International Union, Local 1021 (SEIU) (referenced term; “Bargaining Unit Changes for Fiscal Years 2021-22/2022-23” section)","Referenced SEIU term: October 1, 2018 – September 30, 2021 (within broader FY 2021-22 & 2022-23 operating budget document)",2018-10-01,2021-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_2014_2024_target_window_via_referenced_SEIU_term,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Albany CA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget-based pay-plan lead: City operating budget document includes a summary compilation of upcoming bargaining unit compensation changes (e.g., salary schedule changes/steps) and explicitly references SEIU’s contract term within the 2014-2024 window.",7d24c7db1f07ab2e8be0,15,12,6,15,10,7,5,5,5,5,85,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,346
TS4L-a6c8b3af906fe6a309e4,lane_3,TS4-3-234e9925ca94e53c,https://ecode360.com/MO0967/document/596019097.pdf,"Town of Montgomery, NY (ecode360) — Public Hearing for Introductory Local Law #1 of 2021; “Local Law adjusting the salaries and benefits” (Town Board/Deputy Supervisor) (minutes with rationale)",Montgomery,NY,non_safety_municipal_units,"elected officials (Town Board members and Deputy Supervisor; non-safety municipal compensation, not employee bargaining units)",,Local-law/adjustment action described for Local Law #1 of 2021 (effective timing not confirmed from lead snippet),2021-01-01 (inferred,2021-12-31 (inferred,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,"same_municipality_name_match: yes (Town of Montgomery, NY)",overlap_confirmed_likely (2021 within 2014–2024 target window),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Montgomery NY non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead only: minutes snippet explicitly frames a compensation/benefits adjustment local law, including stated intent and compensation structure rationale. Candidate for parity/equity/fiscal-constraint discovery, but this lead is not itself a budget/pay plan for non-safety employee units.",94459a0a5396ef61ea5b,15,15,10,15,5,7,5,5,3,5,85,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,389
TS4L-dbc0d88f9ffdbccc34d9,lane_3,TS4-3-1408b14bd3e58e90,https://www.wiltonct.org/sites/g/files/vyhlif10026/f/uploads/board_of_ed_upseu_july_1_2022-june_30_2026.pdf,"Collective Bargaining Agreement between Wilton Board of Education and UPSEU — July 1, 2022 to June 30, 2026",Wilton,CT,non_safety_municipal_units,Secretarial/clerical/campus supervisory/paraprofessional support staff (school staff),"United Public Service Employees Union (UPSEU) — Wilton Board of Education Secretaries, Clerks and Aides Unit","July 1, 2022 to June 30, 2026",2022-07-01,2026-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Wilton CT non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Collective bargaining agreement document for a non-safety municipal education support unit; expected to include explicit compensation/payment schedule mechanisms relevant to parity/equity and budget-linked fiscal constraint signaling.,2560ae6235c9e1efff87,15,12,6,15,10,7,5,5,5,5,85,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,409
TS4L-0c3b9a4c35c94ddc46ea,lane_3,TS4-3-47f4950cd04d133e,https://manorborough.com/wp-content/uploads/2024/06/COUNCIL-BUSINESS-MTG-05-15-2024.pdf,COUNCIL BUSINESS MTG 05-15-2024.pdf — Teamsters negotiating new public works contract,Manor,PA,non_safety_municipal_units,public works (non-safety),Teamsters (Local not stated in snippet),2014-2024 target window,,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,exact_municipality_match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Manor PA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Council packet/report notes a meeting with the Teamsters to negotiate a new public works contract (non-safety). Lead to find the successor CBA or any negotiation/pay terms used in the Borough’s fiscal constraint/budget pay-plan context.,8ec53e5e2eb16cdb320f,15,9,10,15,10,7,5,5,3,5,84,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|plausible_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,426
