candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes,canonical_locator_hash,source_specificity_score,mechanism_relevance_score,same_city_match_value_score,overlapping_cycle_value_score,unit_clarity_score,source_family_strength_score,duplicate_risk_score,prior_seen_score,verification_feasibility_score,claim_gap_contribution_score,candidate_quality_score,candidate_quality_label,verification_priority_tier,score_reason_codes,review_duplicate_status,review_disposition,verification_queue_rank
TS4L-47593eb5155a70b41ae6,lane_2,TS4-2-3282ecb3374a1d34,https://elkhartindiana.org/wp-content/uploads/AGENDA-AND-PACKET-FOR-SEPT-9-2024-COUNCIL-MEETING.pdf,"Agenda and Packet for September 9, 2024 Council Meeting (City of Elkhart, IN) — Collective Bargaining Agreement resolution packet (firefighters)",Elkhart,IN,safety_and_non_safety_bargaining_units,fire protection (firefighters),"International Association of Firefighters, Local 338 (referenced in related Elkhart council CBA approval listings)","Collective Bargaining Agreement from January 1, 2024 through December 31, 2027",2024-01-01,2027-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,same_city_match,overlaps_2014_2024_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Elkhart IN safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for firefighter CBA exhibit text to identify any strike/no-strike constraint and related bargaining impasse/arbitration/factfinding references within the contract.,9c3faeeea10230ab259b,15,15,10,15,10,10,5,5,5,5,95,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,84
TS4L-cb6da7be5f0f4c76d347,lane_2,TS4-2-2cb8fff963509791,https://www.teanecknj.gov/media/mplo0nmf/pba-contract-2022-2026.pdf,PBA Contract 2022-2026 (Teaneck Township),Teaneck,NJ,safety_and_non_safety_bargaining_units,Police (PBA),Teaneck Police Benevolent Association (PBA),2022-2026,2022-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,same_municipality_teaneck_match,overlaps_target_window_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Teaneck NJ safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,CBA PDF lead for police safety unit; check for any strike/no-strike provisions and whether the contract documents reference negotiation impasse steps (mediation/factfinding/arbitration).,8c6df398018c0979f295,15,15,10,15,10,10,5,5,5,5,95,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,88
TS4L-de7d0acb38e5d01dfd99,lane_2,TS4-2-3282ecb3374a1d34,https://elkhartindiana.org/wp-content/uploads/AGENDA-AND-PACKET-FOR-MARCH-72022-COUNCIL-MEETING.pdf,"Agenda and Packet for March 7, 2022 Council Meeting (City of Elkhart, IN) — Collective Bargaining Agreement resolution packet",Elkhart,IN,safety_and_non_safety_bargaining_units,law enforcement (police) — FOP Labor Council (sworn law enforcement),"Indiana Fraternal Order of Police Labor Council, Inc. (Lodge No. 52 referenced in related materials)","Collective Bargaining Agreement covering January 1, 2021 through December 31, 2024",2021-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,same_city_match,overlaps_2014_2024_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Elkhart IN safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead to scan for strike/no-strike language and impasse/interest-arbitration/factfinding provisions within the CBA exhibit attached to the council resolution packet.,4c4f5bca4e72c7dd2c0b,15,15,10,15,10,10,5,5,5,5,95,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,89
TS4L-e47ebd99040a813416e9,lane_2,TS4-2-1cdf618a0bea78f1,https://www.merrimacknh.gov/sites/g/files/vyhlif3456/f/uploads/iaff_signed_cba_2023_to_26_toc.pdf,"IAFF Local 2904 Collective Bargaining Agreement with the Town of Merrimack, NH (2023–2026) — TOC PDF",Merrimack,NH,safety_and_non_safety_bargaining_units,Firefighters / Firefighter-Paramedic,IAFF Local 2904,2023 to 2026 (expires June 2026 per related CBA set),2023-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"exact_city_match (Merrimack, NH)",overlaps_expected_window (overlaps 2023–2024 of 2014–2024 window),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Merrimack NH safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead for safety-unit strike/no-strike-related provisions potentially included in the CBA text (e.g., impasse/mediation/arbitration/strike language).",048ab0201682f5a66dff,15,15,10,15,10,10,5,5,5,5,95,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,90
TS4L-1abec87e5e40f790ad74,lane_2,TS4-2-edc915c120ce8ac4,https://www.amherst.ny.us/pdf/humanresources/260427_contract_cfaoa.pdf,Town of Amherst Collective Bargaining Agreement — Central Alarm Office Association (PDF),Amherst,NY,safety_and_non_safety_bargaining_units,Public safety (alarm/communications unit),Central Alarm Office Association,2014-2024 (exact dates not determined from search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"Amherst, NY (same municipality inferred from domain/source)",Potential overlap with 2014-2024 target window (exact overlap dates not confirmed),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Amherst NY safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: CBA PDF hosted by Town of Amherst Human Resources; snippet includes impasse procedure references—useful as a starting point for locating the associated impasse/factfinding/arbitration record(s) and strike/no-strike constraint language.,990ad7a07bdc018a51e7,15,15,10,15,10,10,5,5,3,5,93,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,91
TS4L-0c03013d44e4063f6dc0,lane_2,TS4-2-42590cb7e0b9518b,https://www.hamilton-township.org/media/meetings/6-7-23%20Trustee%20Meeting%20Minutes%20Final.pdf,Hamilton Township Trustee Meeting Minutes (includes approval motion for 2024–2026 Collective Bargaining Agreement with IAFF Local 4055),Hamilton,NJ,safety_and_non_safety_bargaining_units,Firefighters / fire safety employees,IAFF Local 4055,"Collective Bargaining Agreement approved for 2024–2026 (referenced as effective starting June 27, 2023 in the minutes, with CBA term beginning in 2024 per motion language)",2024-01-01 (term-yea,2026-12-31 (term-yea,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"Exact same municipality match (Hamilton Township, NJ)",Overlaps target window (2014–2024) via 2024 portion of a 2024–2026 CBA,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Hamilton NJ safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,High-specificity municipal record lead to the fire union CBA approval; useful for locating embedded no-strike/interest-arbitration references or successor agreement history around 2023–2024 bargaining/impasse steps.,0d6945bf9e5c7aa7e3b9,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,94
TS4L-3f208a626ed634fbcc78,lane_2,TS4-2-42590cb7e0b9518b,https://www.njcourts.gov/system/files/court-opinions/2024/a3351-22.pdf,"TOWNSHIP OF HAMILTON v. PBA LOCAL 66 AND PBA LOCAL 66A (Appellate Division opinion; references November 8, 2022 arbitrator's award; CNAs cover Jan 1, 2020–Dec 31, 2024)",Hamilton,NJ,safety_and_non_safety_bargaining_units,Police officers / superior officers,PBA Local 66 and PBA Local 66A (Superior Officers Association),"January 1, 2020–December 31, 2024 (CNAs); arbitration award referenced as dated November 8, 2022",2020-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"Exact same municipality match (Hamilton Township, NJ)",Overlaps target window (2014–2024) via 2020–2024 CNA and 2022 arbitration award,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Hamilton NJ safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead to arbitration context and bargaining-unit cycle for Hamilton Township police-related units; should help locate/identify the arbitrator award and any related impasse/no-strike/factfinding materials.,11dee63c0d320f9e9ca2,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,98
TS4L-47bc35df77cb459f9100,lane_2,TS4-2-4ec45d97b7e4fc12,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1311.pdf,"Collective Bargaining Agreement (Clearcreek Township & Clearcreek Professional Firefighters Local 4207), Contract 2021, 2022 and 2023 (SERB/mediation contract PDF: 20-MED-10-1311)",Clear Creek,OH,safety_and_non_safety_bargaining_units,Firefighters / Fire & EMS (Local 4207),Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,same_city_found_in_document,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Clear Creek OH safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Public contract document lead for Clearcreek Township professional firefighters bargaining unit. No strike/no-strike/impasse findings are made here; lead only.,a59c02406b6b5595a37d,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,99
TS4L-5c74288cf14e904abce0,lane_2,TS4-2-1cdf618a0bea78f1,https://www.merrimacknh.gov/sites/g/files/vyhlif3456/f/uploads/nepba_12_signed_cba_2024-27_toc.pdf,"NEPBA Local 12 Signed CBA with the Town of Merrimack, NH (2024–2027) — TOC PDF",Merrimack,NH,safety_and_non_safety_bargaining_units,Police Officers / Police dispatch/police support classifications may be related but unit here is Local 12,NEPBA Local 12,2024–2027,2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"exact_city_match (Merrimack, NH)",overlaps_expected_window (overlaps 2024 of 2014–2024 window),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Merrimack NH safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for safety-unit strike/no-strike constraint discovery during 2024; CBA documents typically include mediation/fact-finding/arbitration/strike-related language sections.,543830f8aee49735ff7f,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,100
TS4L-673755d127f8099a5879,lane_2,TS4-2-59e69232d82b7ad8,https://www.cheltenhamtownship.org/files/documents/BoardofCommissionersAgenda10-26-22050222102422PM1740.pdf,Cheltenham Township Board of Commissioners agenda packet (includes Cheltenham Township Police Association settlement agreement),Cheltenham,PA,safety_and_non_safety_bargaining_units,police (Cheltenham Township Police Association),Cheltenham Township Police Association (Police bargaining unit),Settlement agreement references arbitration framework; effective dates for the agreement appear within the PDF (within 2014-2024 window for this packet’s publication),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"same city (Cheltenham Township, Cheltenham, PA)",likely overlaps 2014-2024 (packet published within that window),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Cheltenham PA safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Agenda packet contains a settlement agreement that references the Binding Arbitration Act (Act 111 context). Intended as a lead to locate the specific agreement terms and any strike/no-strike or impasse/award-related references.,f0e84a4b7f28402405a0,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,102
TS4L-89794d2bc0f628b20b24,lane_2,TS4-2-7a91a5514d8281b6,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-03-0333.pdf,Collective Bargaining Agreement — City of Franklin & Franklin Law Enforcement Association (FLEA) (SERB Mediation/Contract document),Franklin,OH,safety_and_non_safety_bargaining_units,Public safety (law enforcement),Franklin Law Enforcement Association (FLEA),2017-2020 (per document heading),2017-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,same_city,overlapping_with_2014_2024_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Franklin OH safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead focused on safety bargaining-unit terms (incl. any no-strike/no-lockout language) and negotiation/impasse-related language patterns in a Franklin, OH police-related public sector CBA.",b4ac8b0b44fba1ff9f86,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,104
TS4L-8ca26093a8dfbb2e7d77,lane_2,TS4-2-79a37784c1562768,https://www.stcharlesil.gov/files/assets/city/v/2/docs/hr/cbas/iaff-cba2024-2027-finalsigned.pdf,"Agreement between the City of St. Charles, Illinois and IAFF (CBA) — Firefighters 5/1/24 to 4/30/27",St. Charles,IL,safety_and_non_safety_bargaining_units,Firefighters (IAFF),IAFF (Firefighters),5/1/24 to 4/30/27,2024-05-01,2027-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,"Exact city match (St. Charles, IL) by document title/host domain",Overlaps target window (includes years 2024),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",St. Charles IL safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Publicly hosted CBA PDF for a safety bargaining unit; potential place to locate strike/no-strike and impasse/arbitration/factfinding language (not evaluated here).,265aa5441daf72d5c6cd,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,105
TS4L-8d78df820cc0f61cfda2,lane_2,TS4-2-9bc820083888478e,https://www.hempfieldsd.org/cms/lib/PA01000122/Centricity/Domain/4/HEA%20CBA%202019-2024.pdf,HEA CBA 2019-2024 (Collective Bargaining Agreement) — Hempfield School District,Hempfield,PA,safety_and_non_safety_bargaining_units,Teachers / certified instructional staff (HEA),Hempfield Education Association (HEA),2019-2024 (collective bargaining agreement),2019,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,,Exact city/municipality match indicated by source name (Hempfield Area/School District; PDF hosted by Hempfield School District site).,Overlaps target window (2014-2024).,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for strike/no-strike, impasse, arbitration, factfinding, and bargaining-power discovery.",Hempfield PA safety_and_non_safety_bargaining_units 2014-2024 target window strike or no strike constraint cba or arbitration award or factfinding or impasse record,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Public CBA PDF lead for strike/no-strike language, bargaining-unit procedures, and impasse/arbitration provisions within 2014-2024.",7decbc26be68b0faf5e9,15,12,10,15,10,10,5,5,5,5,92,verification_ready_high,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,106
