source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written,final_access_url_sanitized,http_status_code,redirect_count,content_length_header,response_metadata_path,content_sample_path,error_type,transport_exception_type,error_message_sanitized,source_review_pilot_id,source_review_merge_id,source_review_merged_at
sr_0ff1dac200e72f30d16d4dd5,TRI-d186ba50cd7dcf77133f,NSCQ-OH-20260720-0191,VER-8729c70753ed38d3e9b8,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,"Agreement Between the City of Athens, Ohio and the Fraternal Order of Police, Ohio Labor Council (Patrol Officers, Communication Officers, Lieutenants) — Case Nos. 11-MED-09-1157, 11-MED-09-1158, 11-MED-09-1159-0",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,police,,yes,likely_official,URL-36a406beca8431c44ceb,1,canonical_representative,1,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0001_sr_0ff1dac200e72f30d16d4dd5.pdf,3e59bc085962793e96505ba191f8d4983583a6bfc888edb4ef48a172d6dbd285,1596461,application/pdf,unknown,unknown,official_state_repository,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,200,0,1596461,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0001_sr_0ff1dac200e72f30d16d4dd5.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_39e6c969a752873791a0e3e3,TRI-afa0734aeb8a200bbcae,NSCQ-CA-20260720-0001,VER-52c8fc3ebb2533edfc3f,ca_los_angeles,161174,CA,Los Angeles,CITY OF LOS ANGELES,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,"Memorandum of Understanding No. 25 (Police Officers, Captain and Above Representation Unit) (MOU25-24)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-3cce37c6c5a94145262b,1,canonical_representative,2,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0002_sr_39e6c969a752873791a0e3e3.pdf,23e3832395c14abd7f1f5b358772293540b5ea17e0accda40caad9ed2de4113c,1608505,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://cao.lacity.gov/content/MOUs/MOU25-24.pdf,200,0,1608505,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0002_sr_39e6c969a752873791a0e3e3.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_7e41a1d6e50a22965a39aef1,TRI-9c4650c2c0ea023f74ff,NSCQ-IL-20260720-0116,VER-85c7f44e0c0297004095,cog_2025_102649,102649,IL,DeKalb,CITY OF DE KALB,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,"FOP Contract from July 1, 2016 to December 31, 2019",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-652b4b6002b5a8c3c231,1,canonical_representative,3,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0003_sr_7e41a1d6e50a22965a39aef1.pdf,9e49212eb471a96145791a07e0b53ce58f6ac1bf10274cd55136664a469fc410,525803,application/pdf,unknown,unknown,uncertain,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,200,0,525803,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0003_sr_7e41a1d6e50a22965a39aef1.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_a5c1d08d331fb46a292d657e,TRI-3fa01dba66bf76ee435f,NSCQ-FL-20260720-0217,VER-27e70771d450a4c19a65,cog_2025_101922,101922,FL,Cocoa,CITY OF COCOA,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY19-21pdf,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,PBA Rank and File (City of Cocoa & CFPBA) FY19-21,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-92cbfc294eb2ac639e8a,1,canonical_representative,4,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0004_sr_a5c1d08d331fb46a292d657e.pdf,d6a5fe7e9dab092add24bef3459e1a7a4c0366db34d884efb98c65389c1e2ece,592690,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,200,0,592690,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0004_sr_a5c1d08d331fb46a292d657e.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_2bda8dc79b8ae343c4f650f7,TRI-10d596d81a4a4faf9206,NSCQ-MI-20260720-0039,VER-13683bb6c70d21c20797,cog_2025_106350,106350,MI,Wyoming,CITY OF WYOMING,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Police%20Command%20Contract.pdf,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Police%20Command%20Contract.pdf,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Police%20Command%20Contract.pdf,Employment Contract Between Police Officers Labor Council Wyoming Command Division and City of Wyoming,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-70c60214c7a505394a94,1,canonical_representative,5,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf,1d48488224105c867c69481d26310bc581fae16150191b15df0c16bb94183fcc,368681,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Police%20Command%20Contract.pdf,200,0,368681,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0005_sr_2bda8dc79b8ae343c4f650f7.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_cc959f8b1b5b90fadbebff23,TRI-24747d2850ad20484387,NSCQ-WA-20260720-0078,VER-e6e5c7b6145e033ff3a0,cog_2025_114615,114615,WA,Longview,CITY OF LONGVIEW,https://www.mylongview.com/DocumentCenter/View/190/Police-Guild-2017-to-2018-PDF?bidId=,https://www.mylongview.com/DocumentCenter/View/190/Police-Guild-2017-to-2018-PDF?bidId=,https://www.mylongview.com/DocumentCenter/View/190/Police-Guild-2017-to-2018-PDF?bidId=,City of Longview & Longview Police Guild - 2017-2018 Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-4d5a34086be5c41a413f,1,canonical_representative,6,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0006_sr_cc959f8b1b5b90fadbebff23.pdf,13d3b21c5912d74b8971b72ac167a34d70dcecdac6d7ceedfbc069e825ee1ffa,563339,application/pdf,unknown,unknown,uncertain,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:34Z,1,1,1,0,0,0,1,https://www.mylongview.com/DocumentCenter/View/190/Police-Guild-2017-to-2018-PDF?bidId=,200,0,563339,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0006_sr_cc959f8b1b5b90fadbebff23.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_c2e5f61da03c4c01980b0359,TRI-c42ac9dd875915451876,NSCQ-MA-20260720-0095,VER-c5cfebd4dde95f4a9b17,cog_2025_106052,106052,MA,Beverly,CITY OF BEVERLY,https://www.beverlyma.gov/DocumentCenter/View/5489,https://www.beverlyma.gov/DocumentCenter/View/5489/POLICE-EXECUTED-BPBA-FY2224-CBA?bidId=,https://www.beverlyma.gov/DocumentCenter/View/5489/POLICE-EXECUTED-BPBA-FY2224-CBA?bidId=,Agreement between the City of Beverly and the Beverly Police Benevolent Association (BPBA),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-cc194a6307f1ceebaa7f,1,canonical_representative,7,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0007_sr_c2e5f61da03c4c01980b0359.pdf,0b87a01bc959a5539f6fdfd7eb194fda44d7f451f839a14ba89890fe74b53125,2324839,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:35Z,1,1,1,0,0,0,1,https://www.beverlyma.gov/DocumentCenter/View/5489/POLICE-EXECUTED-BPBA-FY2224-CBA?bidId=,200,0,2324839,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0007_sr_c2e5f61da03c4c01980b0359.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_31a872cb1fa683fbcf6b3fcd,TRI-73ddbb2b54abb2611dc2,NSCQ-OR-20260720-0079,VER-15958f8169a5876beee9,cog_2025_111601,111601,OR,Ashland,CITY OF ASHLAND,https://www.ashlandoregon.gov/DocumentCenter/View/1600,https://www.ashlandoregon.gov/DocumentCenter/View/1600/2023-2026-APA-Bargaining-Agreement-PDF?bidId=,https://www.ashlandoregon.gov/DocumentCenter/View/1600/2023-2026-APA-Bargaining-Agreement-PDF?bidId=,Agreement between the City of Ashland and Ashland Police Association (CBA 2023-2026),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-b404eabf7cf497f983a7,1,canonical_representative,8,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0008_sr_31a872cb1fa683fbcf6b3fcd.pdf,804a14c57ef9f42f2ef4b4292884a34b01db12e87620135a69f5f185e41fbf03,623769,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:35Z,1,1,1,0,0,0,1,https://www.ashlandoregon.gov/DocumentCenter/View/1600/2023-2026-APA-Bargaining-Agreement-PDF?bidId=,200,0,623769,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0008_sr_31a872cb1fa683fbcf6b3fcd.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_e3384347286b4277ad2777fa,TRI-d0a0d87111e643fa9b0a,NSCQ-WI-20260720-0048,VER-7946fd77140f10a41e5a,cog_2025_115121,115121,WI,Brookfield,CITY OF BROOKFIELD,https://www.ci.brookfield.wi.us/DocumentCenter/View/21338,https://www.ci.brookfield.wi.us/DocumentCenter/View/21338/SIGNED-BPPA-JAN-2023---DEC-2026?bidId=,https://www.ci.brookfield.wi.us/DocumentCenter/View/21338/SIGNED-BPPA-JAN-2023---DEC-2026?bidId=,Collective Bargaining Agreement Between City of Brookfield and the Brookfield Professional Police Association,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-8d7d7cfd6502c1918ed6,1,canonical_representative,9,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0009_sr_e3384347286b4277ad2777fa.pdf,a9e017d74dfc1ad6dc0a576848ccfe2985f568dcdfe8f7045748381bad6d64b2,1613722,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:36Z,1,1,1,0,0,0,1,https://www.ci.brookfield.wi.us/DocumentCenter/View/21338/SIGNED-BPPA-JAN-2023---DEC-2026?bidId=,200,0,1613722,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0009_sr_e3384347286b4277ad2777fa.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
sr_b9a2055dbdd4fd2994034acd,TRI-2e1bb542dc45e90d2937,NSCQ-MN-20260720-0012,VER-b133c9d2b1567249e68a,cog_2025_106897,106897,MN,Duluth,CITY OF DULUTH,https://duluthmn.gov/media/bngnalqr/2024-2026-police-lels-538.pdf,https://duluthmn.gov/media/bngnalqr/2024-2026-police-lels-538.pdf,https://duluthmn.gov/media/bngnalqr/2024-2026-police-lels-538.pdf,2024-2026 Police (LELS 538) Collective Bargaining Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-9d9dca7c7f60236ba619,1,canonical_representative,10,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf,3fe5d44544604670c1255839f66fc33d79c18ac25cd4e9b2acba9918fc5b72b6,1195164,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T19:36:36Z,1,1,1,0,0,0,1,https://duluthmn.gov/media/bngnalqr/2024-2026-police-lels-538.pdf,200,0,1195164,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/metadata/0010_sr_b9a2055dbdd4fd2994034acd.json,,,,,SOURCE-REVIEW-PILOT1-150-2026-07-24,SOURCE-REVIEW-PILOT1-HTTPX-MERGE-2026-07-24,2026-07-24T20:14:24Z
