lane_id,shard_id,worker_id,shard_sequence,scout_target_id,municipality_id,municipality,state,region,parse_status,success_status,failure_type,attempt_count,candidate_count,target_input_sha256,target_output_dir,input_tokens,reasoning_tokens,output_tokens,total_tokens,response_id_present
scout_lane_003,broad_4x2500_shard_003,worker_003,1,B4X2500-20260729-05001,cog_2025_126687,Akron,IA,Midwest,parseable,completed_parseable,,1,0,633c23ccebf81672326d5bd186ffddb718afa6e877d3817b7da2a2ee1004976b,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0001_B4X2500-20260729-05001/run,26450,749,779,27229,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,2,B4X2500-20260729-05002,cog_2025_164596,Allerton,IA,Midwest,parseable,completed_parseable,,1,4,aecead77212bdf8d531715910ef8f65c9c35c7f2ba0bd350563bd560ce062707,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0002_B4X2500-20260729-05002/run,20944,694,2003,22947,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,3,B4X2500-20260729-05003,cog_2025_164312,Aplington,IA,Midwest,parseable,completed_parseable,,1,2,1fa7b410582613df0dde442733f04bd64b29d59574b120a45c0560a7132b54c7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0003_B4X2500-20260729-05003/run,25675,1004,1709,27384,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,4,B4X2500-20260729-05004,cog_2025_201757,Arnolds Park,IA,Midwest,parseable,completed_parseable,,1,2,ca1411d51f0dea3b0cf7aa70bac53107422cbb0ffc6a8b571cdd34b5ed507fea,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0004_B4X2500-20260729-05004/run,26292,946,1640,27932,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,5,B4X2500-20260729-05005,cog_2025_138249,Badger,IA,Midwest,parseable,completed_parseable,,1,0,91a82f4e7c454236ed4baa72a72356bb2477054f08054cebcab9393d472144e3,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0005_B4X2500-20260729-05005/run,21096,690,720,21816,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,6,B4X2500-20260729-05006,cog_2025_164464,Bancroft,IA,Midwest,parseable,completed_parseable,,1,0,f4b62678b681c264ea44631eee80b81e256a51f0a650e342977505bd6f8dcb92,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0006_B4X2500-20260729-05006/run,23957,955,987,24944,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,7,B4X2500-20260729-05007,cog_2025_164290,Belle Plaine,IA,Midwest,parseable,completed_parseable,,1,2,1f925cb7f13a96e96f31dd91b928235fbac97f63162a753d8b778040f1bcaa55,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0007_B4X2500-20260729-05007/run,28763,1096,1883,30646,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,8,B4X2500-20260729-05008,cog_2025_164605,Buffalo Center,IA,Midwest,parseable,completed_parseable,,1,1,7577e7994b9f63aa986b060bb7be948416c68d228b92ccd023008e174221b9a9,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0008_B4X2500-20260729-05008/run,20206,830,1264,21470,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,9,B4X2500-20260729-05009,cog_2025_185408,Carson,IA,Midwest,parseable,completed_parseable,,1,0,dced432cbdf55e7a8a07312d070bb04201a9dfed4100793a5c2f7ff502b96e48,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0009_B4X2500-20260729-05009/run,31946,1677,1708,33654,yes
scout_lane_003,broad_4x2500_shard_003,worker_003,10,B4X2500-20260729-05010,cog_2025_104427,Coggon,IA,Midwest,parseable,completed_parseable,,1,4,aff9f186e90ed10fe80f671c5817568ab1586eccab0fac6766206212b0fd0a58,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/targets/0010_B4X2500-20260729-05010/run,31925,1072,2729,34654,yes
