scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500LIVE-20260729-000001,B4X2500-20260729-05002,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Allerton,Wayne County (19185; primary),unclear,unclear,,unclear,Town of Allerton City Council — Agendas & Minutes (index),https://www.townofallerton.org/city-council,townofallerton.org,https://townofallerton.org/city-council,agenda_packet_or_minutes,index_page,high,,Provides the municipal meeting document locations where labor/policy items would typically appear for city employees.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000002,B4X2500-20260729-05002,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Allerton,Wayne County (19185; primary),unclear,unclear,,unclear,JAN 8 MINUTES 2026 (attachment; labor items not confirmed),https://docs.google.com/document/d/1dV0aAQh284wfUgt2FKbJtnpG9_HGODODAEb7ABX5kQ0/edit?usp=sharing,docs.google.com,https://docs.google.com/document/d/1dV0aAQh284wfUgt2FKbJtnpG9_HGODODAEb7ABX5kQ0/edit,agenda_packet_or_minutes,meeting_minutes,high,,Municipal minutes are a common place to approve or document labor pay policies and related agenda items.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000003,B4X2500-20260729-05002,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Allerton,Wayne County (19185; primary),unclear,unclear,,unclear,6.09.26minutes (attachment; labor items not confirmed),https://docs.google.com/document/d/1m466DCv-fa6FtRYu_baLjUr5vP9FeBMLFW5tAMPBLXw/edit?tab=t.0,docs.google.com,https://docs.google.com/document/d/1m466DCv-fa6FtRYu_baLjUr5vP9FeBMLFW5tAMPBLXw/edit,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Municipal minutes could contain wage/pay policy approvals affecting non-safety/general employees.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000004,B4X2500-20260729-05002,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Allerton,Wayne County (19185; primary),unclear,unclear,,unclear,6.17.26 SPECIAL MTG MINS (attachment; labor items not confirmed),https://docs.google.com/document/d/1aTdev3XiHWjquEuLyjGUnPpVfZnBWKQnFDpLUBiJ2V4/edit?tab=t.0,docs.google.com,https://docs.google.com/document/d/1aTdev3XiHWjquEuLyjGUnPpVfZnBWKQnFDpLUBiJ2V4/edit,agenda_packet_or_minutes,meeting_minutes,high,,Special sessions often address labor/pay policy items.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000005,B4X2500-20260729-05003,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Aplington,Butler County (19023; primary),unknown,unknown,,unclear,"Regular Meeting of the Aplington City Council — May 14, 2025 (minutes)",https://m.aplingtonia.com/images/5-14-25_REGULAR_MEETING.pdf,m.aplingtonia.com,https://m.aplingtonia.com/images/5-14-25_REGULAR_MEETING.pdf,agenda_packet_or_minutes,meeting_minutes,high,,Indicates the city posts agenda/minutes PDFs and may include labor-related wage/compensation items in other meetings or attachments.,budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000006,B4X2500-20260729-05003,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Aplington,Butler County (19023; primary),unknown,unknown,,unclear,"Regular Meeting of the Aplington City Council — October 9, 2024 (minutes)",https://m.aplingtonia.com/images/2024_City_Council_Meeting_Minutes/10-09-24_Reg_minutes.pdf,m.aplingtonia.com,https://m.aplingtonia.com/images/2024_City_Council_Meeting_Minutes/10-09-24_Reg_minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint;non_safety_constraint_signal,Provides an official Aplington City Council minutes PDF landing point for further targeted inspection of attachments/agenda items that may include wage/compensation policy.,budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000007,B4X2500-20260729-05004,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Arnolds Park,Dickinson County (19059; primary),non_safety,non_safety,Arnolds Park City Employees (as listed in bargaining-units roster; union name not shown in row text),unclear,Bargaining Units (Arnolds Park City Employees listed),https://eab.iowa.gov/media/162/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/162/download,cba,index_page,high,non_safety_constraint_signal,"Identifies the city’s relevant bargaining unit name for non-safety/ordinary municipal employees, which can be used to locate any associated CBA/wage plan elsewhere.",civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000008,B4X2500-20260729-05004,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Arnolds Park,Dickinson County (19059; primary),unclear,unclear,,unclear,Minutes/Agendas (archives likely include labor/pay items attached to council packets),https://arnoldsparkcity.com/government/minutesagendas/,arnoldsparkcity.com,https://arnoldsparkcity.com/government/minutesagendas,agenda_packet_or_minutes,agenda_cover_sheet,high,,City council packets frequently attach wage-related ordinances/policies or approval items relevant to municipal employee compensation.,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000009,B4X2500-20260729-05007,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Belle Plaine,Benton County (19011; primary),non_safety,non_safety,,unclear,"Council Minutes (June 4, 2025) — Resolution #25-06-02 approving FY26 wages for city employees",https://belleplaineiowa.gov/vertical/sites/%7BF37ABF16-F9F0-4833-BC4B-02A515708CC9%7D/uploads/Council_Minutes_June_4_2025.pdf,belleplaineiowa.gov,https://belleplaineiowa.gov/vertical/sites/%7BF37ABF16-F9F0-4833-BC4B-02A515708CC9%7D/uploads/Council_Minutes_June_4_2025.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Provides a city official reference indicating FY26 wages were approved for city employees; may contain non-safety wage rates if Resolution #25-06-02 is retrieved.,agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000010,B4X2500-20260729-05007,scout_lane_003,broad_4x2500_shard_003,worker_003,IA,Midwest,Belle Plaine,Benton County (19011; primary),non_safety,non_safety,,unclear,"Council Agenda (June 4, 2025) — Item: Resolution #25-06-02 approving FY26 wages for city employees",https://belleplaineiowa.gov/vertical/sites/%7BF37ABF16-F9F0-4833-BC4B-02A515708CC9%7D/uploads/REV_Council_Agenda_June_4_2025.pdf,belleplaineiowa.gov,https://belleplaineiowa.gov/vertical/sites/%7BF37ABF16-F9F0-4833-BC4B-02A515708CC9%7D/uploads/REV_Council_Agenda_June_4_2025.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,Points to a specific city action/number likely containing FY26 non-safety wage information for city employees.,agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
