whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-f13f395a358b17df50112f6f,rated_span,combined_broad,WCRS-335bf8bf92b2e1c89d0e1078,Plymouth,OH,Midwest,agenda_packet_or_minutes,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-9fb55ae3bc38239c0220,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-1c712a9c4025eef9e46f0641,rated_span,combined_broad,WCRS-ae15a36f5a161a895bc31900,Marshfield,WI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,retroactivity_implementation,,,CBSRD-20260728-2ea9498615821e734b8b,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-abe3934f91bd304de7c20f5d,rated_span,combined_broad,WCRS-441dd1ec9f5b112c26d5278d,Plymouth charter,MI,Midwest,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,remains_unclear,non_base_compensation,repair_needed,quant_needs_normalization,cola_cpi_indexing,,,CBSRD-20260728-8a8922c53a27565a180d,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-bb27189e5412cbaeb37a56ff,rated_span,combined_broad,WCRS-aa3092d7ab32e40be4cc4af5,Sebastopol,CA,West,mou_or_memorandum,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-40fc67fab39e751fda34,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-48e919010d4a82cfb3874b7b,rated_span,combined_broad,WCRS-05828fe0654525ac79befbcd,Duxbury,MA,Northeast,compensation_study,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-8f473780981d45048240,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-03c9af1993fb5f319474722b,rated_span,combined_broad,WCRS-560b1a409c96af4d9a3aab0c,Morton,IL,Midwest,budget_or_pay_plan,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-a9e2c820bace0259e8e5,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-cf23362c537d5efdcbe5d3e4,rated_span,combined_broad,WCRS-7b4319b8ead06027b95dfd66,Brighton,MI,Midwest,agenda_packet_or_minutes,,remains_unclear,non_base_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-6ba317e8826f0d74db1e,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-ff6c6fc95ca76de5d62013a3,rated_span,combined_broad,WCRS-0e2103022167dd632cfac35c,Scarborough,ME,Northeast,wage_schedule,,remains_unclear,non_base_compensation,repair_needed,quant_needs_normalization,non_base_compensation,,,CBSRD-20260728-b31ecadaed9893e880d3,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-f6a84b5c13e38ed1c38968cf,rated_span,combined_broad,WCRS-e6cd3bfe60217f5f8139a045,Union,KY,South,budget_or_pay_plan,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,unknown_or_needs_review,,,CBSRD-20260728-e20355f7e21836ebd939,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-39d0a5f52a39cee362912520,rated_span,combined_broad,WCRS-162224d8a3ffe5d378790dde,East Lyme,CT,Northeast,cba,,remains_unclear,quantitative_compensation,repair_needed,quant_needs_normalization,base_wage_direct_value,,,CBSRD-20260728-c9af5cf159492de00f56,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
