whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-0bc65730d3324ad6be234ce6,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-a5b74d69ec76586c1945b803,Augusta,MO,Midwest,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2022,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-004c72492f5829efbcca89c7,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-b9c72d65025ad4068192d74a,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-052be3c8e276f4d030b70a58,New Baltimore,NY,Northeast,other_local_government_pay_policy,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2026,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0556e6f6915aab8177c5be33,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-ed63f30f91051a8349237996,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-d77a938171681bd663f67346,Nottingham,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2021–2023,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-066010b010d55248a6969c20,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-ece8c782ec9f0afb87bf1692,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-63dea062a1826596a19db5f2,Heidelberg,MN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2021,annual_salary,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-071f48f40bcbac4f31777df9,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-c7fed44c5efcd0eced60f6a8,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-8560ec9996b40952cf389c25,Preston,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2024,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0ad4851a8e3ad9d2baf2e071,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-16abd53367a873c8e4b564a5,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-73441a7df00362439178edde,Lone Star,TX,South,agenda_packet_or_minutes,non_cba_or_unresolved_hint,police_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2022,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0e695558e78e92cfe75e64c7,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-521d1aaa27b85dda1e88aa3e,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-9ab724e117956bbb3571e204,Calumet,MI,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2024,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0eac8228a925cd91a3a6662d,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-7ee1c249d4b5c0e39e6ea8aa,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-18057f3cbc8c3763265a0ba8,Nottingham,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2024,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0fc6684fee9bd9bfd827e806,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-b1db8ced8384f0282e0222de,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-dd32a3dfd00197991c54a9ca,Trade Lake,WI,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2022,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-11eb4ba06e382cf6101b241d,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-61643c9d39c131cd79d75ee8,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-3e77f64bc3ce467e099d3de1,Forest View,IL,Midwest,salary_ordinance,non_cba_or_unresolved_hint,non_safety_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2025,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-169e8aeaec7b127401b0db63,"[""no_cross_basis_conversion_performed""]",true,true
WCCR-916bf7997bf4c60d953ec471,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-446c435170494a80d035a977,Ford Heights,IL,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,same_side_evidence,claim_ready,same_side_claim_ready,,2008–2011,hourly,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-18bb74382c069891ee358b76,"[""no_cross_basis_conversion_performed""]",true,true
