whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-9694865ecc710870cf620e6a,rated_span,initial_4726_source_pipeline,WCRS-5de6b1e59b18a2e8ffb42534,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,non_base_compensation,,,lobs_002c1605061ebac04849affa,"[""not_clear_side_anchor""]",true,true
WCCR-173f15b4b9d51566245e94cc,rated_span,initial_4726_source_pipeline,WCRS-5c38c6fae4818232f9d9019c,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,retroactivity_implementation,,,lobs_0061e768a4924ce0613c5725,"[""not_clear_side_anchor""]",true,true
WCCR-2f93f4585cbbb0d46b81a9f7,rated_span,initial_4726_source_pipeline,WCRS-2e3620688d8e92cd1b2d8ed8,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,provisional_causal_candidate,retroactivity_implementation,,,lobs_00dcd4d701faa49826d0585f,"[""not_clear_side_anchor""]",true,true
WCCR-0b9d6072e7311f63ff71c7e0,rated_span,initial_4726_source_pipeline,WCRS-d3cbd24e767ad4813c973226,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,retroactivity_implementation,,,lobs_01c6e8860b466aa692232fb9,"[""not_clear_side_anchor""]",true,true
WCCR-8b26494b74451686ba8f3a2c,rated_span,initial_4726_source_pipeline,WCRS-bf10fe13bec34ea881efdf04,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,provisional_causal_candidate,retroactivity_implementation,,,lobs_01cf4dde9a822739e8c3a74b,"[""not_clear_side_anchor""]",true,true
WCCR-0e3451d82420c142d0d66ccb,rated_span,initial_4726_source_pipeline,WCRS-d079ea8dfee64ec30af7432e,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,retroactivity_implementation,,,lobs_01d00a56e42bc6a4aef8fda3,"[""not_clear_side_anchor""]",true,true
WCCR-2d685cc5bba417f1aa381847,rated_span,initial_4726_source_pipeline,WCRS-8fc10ef3bd85209f0df1240b,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,provisional_causal_candidate,cola_cpi_indexing,,,lobs_01fde53ca68eab05b472dac3,"[""not_clear_side_anchor""]",true,true
WCCR-2c13eb1bf57e73d62a30c4e0,rated_span,initial_4726_source_pipeline,WCRS-0cebba8169a538953f3cf234,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,retroactivity_implementation,,,lobs_0225ab3abe275717ae62b033,"[""not_clear_side_anchor""]",true,true
WCCR-f5a7f673c6587736f2990870,rated_span,initial_4726_source_pipeline,WCRS-424b4c62c1ab12264f855502,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,cola_cpi_indexing,,,lobs_0243e0cd2d60f9c9fd4c0959,"[""not_clear_side_anchor""]",true,true
WCCR-d602d6a78957e925b2b5b3f8,rated_span,initial_4726_source_pipeline,WCRS-07c1e6eb87e485eec1afdaa2,,,,,,remains_unclear,qualitative_mechanism,claim_ready,not_claim_ready,weak_or_no_claim_support,,,lobs_028611b71918af6461eeb646,"[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-1c6fc876aa141cbae2150817,rated_span,initial_4726_source_pipeline,WCRS-106f9578110df1d61b86eb2d,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,base_wage_direct_value,,,lobs_02a7433f56918e8ac6df6a76,"[""not_clear_side_anchor""]",true,true
WCCR-1f398fbb12d7259980236a3d,rated_span,initial_4726_source_pipeline,WCRS-c3e3f2931c59ee924d119096,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,context_only,cola_cpi_indexing,,,lobs_02cf16b14ae780a5964de0af,"[""not_clear_side_anchor""]",true,true
WCCR-105e6ecd7639946f904c5c18,rated_span,initial_4726_source_pipeline,WCRS-aad9d07db11967cabac16f4d,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,base_wage_direct_value,,,lobs_04a9b383f777af3239a206b5,"[""not_clear_side_anchor""]",true,true
WCCR-d3e828751b703741b29201dd,rated_span,initial_4726_source_pipeline,WCRS-087aa4c21995abc64fbf83e3,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,cola_cpi_indexing,,,lobs_04af2e69e65f168d8a41a8b4,"[""not_clear_side_anchor""]",true,true
WCCR-0d86105d63c5f37b4d6a81b1,rated_span,initial_4726_source_pipeline,WCRS-57ef64e193b2c9712ab4d4bd,,,,,,remains_unclear,qualitative_mechanism,claim_ready,not_claim_ready,weak_or_no_claim_support,,,lobs_04f9eb5b8890fe6d4dc6eeb3,"[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-992884be82e3130dc365a2ad,rated_span,initial_4726_source_pipeline,WCRS-9aa02622ad64049b89463d00,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,non_base_compensation,,,lobs_05ed2d217cf3eb2015ec8da8,"[""not_clear_side_anchor""]",true,true
WCCR-306063f2a88d074d02741c87,rated_span,initial_4726_source_pipeline,WCRS-ecbd86b00a97342ec6cec35e,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,collective_bargaining,,,lobs_05f168b6592855b18784b552,"[""not_clear_side_anchor""]",true,true
WCCR-4de46317c69d65f50077ea9e,rated_span,initial_4726_source_pipeline,WCRS-65f353c7117c8c84d803c5dc,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,base_wage_direct_value,,,lobs_05f932347077c338d0432940,"[""not_clear_side_anchor""]",true,true
WCCR-11c5bf447461d67d0fcb1add,rated_span,initial_4726_source_pipeline,WCRS-2b6fd2e7bd02d1d494ece7ec,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,documentary_mechanism_claim,collective_bargaining,,,lobs_07823ba1699c5a20b69eac86,"[""not_clear_side_anchor""]",true,true
WCCR-370de91d604193da044d91f1,rated_span,initial_4726_source_pipeline,WCRS-16f73bd7d53e4a69872bb35a,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,cola_cpi_indexing,,,lobs_07e6da7b57d0082cf5ef0fb1,"[""not_clear_side_anchor""]",true,true
WCCR-8460c708546423eba402e2be,rated_span,initial_4726_source_pipeline,WCRS-1c9c518043c463a5b7b7b6c6,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,cola_cpi_indexing,,,lobs_080a5c596af4aded2e2024bb,"[""not_clear_side_anchor""]",true,true
WCCR-d577c14784214e068b9313c2,rated_span,initial_4726_source_pipeline,WCRS-7b9fc4ef683af2a25ee69ce4,,,,,,remains_unclear,qualitative_mechanism,mechanism_only,direct_text_claim,non_base_compensation,,,lobs_08b2db187a40195c1ea6dc7a,"[""not_clear_side_anchor""]",true,true
WCCR-aa92f24c78f5c7449d933873,rated_span,initial_4726_source_pipeline,WCRS-83fe1aea553f0f1f1ea0d299,,,,,,remains_unclear,qualitative_mechanism,claim_ready,not_claim_ready,weak_or_no_claim_support,,,lobs_08ba3bf246af07a17259fec9,"[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
