whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-17b47a5dddddee4626922569,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-33fab94c98dce7ee5063ec8b,New Hartford,MN,Midwest,,,fire_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2023,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""original\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-05289\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINU…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-0c416a3d6504d3f6bddda96a,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-2b801666a2e1985222f582f8,Salem,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2025,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf?index=true\"", \""scout_target_id\"": \""BRM5-20260731-07161\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/u…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-3c85bd1d5371462e8dd79a35,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-39a680cebef359daa9fb86ea,New Hartford,MN,Midwest,,,fire_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2023,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""original\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-05289\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINU…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-b4c1578c1554877b93e4a7e6,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-b546c99f21f2b128da799c5c,Oakland,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2021,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07107-01\"", \""final\"": \""https://oaklandborough.com/document/meeting-minutes-february-8th-2021\"", \""original\"": \""https://oaklandborough.com/document/meeting-minutes-february-8th-2021/\"", \""scout_target_id\"": \""BRM5-20260731-07107\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07107-01\"", \""final\"": \""https://oaklandborough.com/document/meeting-minutes-february-8th-2021\"", \""original\"": \""https://oaklandborough.com/document/meeting-minutes-february-8th-…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-38f85079f2ad4719624a1b86,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-48853904443980bb9d4e8c2e,Salem,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2025,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf?index=true\"", \""scout_target_id\"": \""BRM5-20260731-07161\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/u…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-c43ad9878596dc4057f62009,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-832c7fed58e5fc59cde3f773,Salem,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2025,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf?index=true\"", \""scout_target_id\"": \""BRM5-20260731-07161\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07161-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/u…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-23b100f0def3f29088d0aa22,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-9904217f1ba65ef44df277f2,New Sewickley,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2023,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14579-02\"", \""final\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""original\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14579\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14579-02\"", \""final\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""original\"": \""https://newsewickley.com…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-d15d7b675a87625f98b08abf,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-da595085d1586fdb6ae6ada8,New Sewickley,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2023,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14579-02\"", \""final\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""original\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14579\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14579-02\"", \""final\"": \""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf\"", \""original\"": \""https://newsewickley.com…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-c181add4f10ad905cce25e50,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-ae9d884b9805f7def150c547,Wilkins,PA,Northeast,,,police_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2025,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18471-01\"", \""final\"": \""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf\"", \""original\"": \""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010\"", \""scout_target_id\"": \""BRM5-20260731-18471\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18471-01\"", \""final\"": \""https://cms2.revize.com/revize/wilkins/Board%20…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
WCCR-5cba22a2b1890584c1dc6297,local_comparison,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMLOCALQA-b7d82de20c17978706b4b3aa,New Hartford,MN,Midwest,,,fire_direct,local_comparison,supporting_example_ready,local_supporting_example_ready,,2023,hourly,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""original\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-05289\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05289-01\"", \""final\"": \""https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINU…","[""generic_role_comparability_requires_candidate_level_manual_validation"",""not_a_final_wage_gap_claim"",""provisional_internal_candidate"",""requires_local_comparison_qa""]",true,true
