whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-4e38dd449b4732a698602542,rated_span,combined_broad,WCRS-fa17cbfeaa96a5dca3790a27,Kendallville,IN,Midwest,salary_ordinance,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-e7ced06e7e0acd1314d5,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-c59ad982a00d43099135757c,rated_span,combined_broad,WCRS-a6c12169c31e61f703c62274,Merrimack,NH,Northeast,cba,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-c235f745761812712b13,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-6678fe08f62ffc68cbfb97ba,rated_span,combined_broad,WCRS-c7cdfc844d946ebf6b5a3406,Bloom,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-6918b722e9e8ba5c618e,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-bb373411a624cb9688790eed,rated_span,combined_broad,WCRS-5b871e1ad4f0e1ad3f58d7c6,New Castle,IN,Midwest,other_local_government_pay_policy,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-5d52a799337ea547d7f9,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-c5ab00ae66b31f4cffd233aa,rated_span,combined_broad,WCRS-f5e7bedb486991e14dfc13b1,Thornton,IL,Midwest,mou_or_memorandum,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-d6ba0ab698e2c7518ee6,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-7eb7f794c7d4cd8480b78266,rated_span,combined_broad,WCRS-d64aa8ed3b08c137f803e7d9,Mount Vernon,IL,Midwest,cba,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-373095e52c78d86d2b26,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-8b3635b9019249cf3e41a59f,rated_span,combined_broad,WCRS-501367f04b74ab6d1bb2de3c,Myrtle Creek,OR,West,wage_schedule,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-0df2662c47f5f9dbea04,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-78e421767c5baa3ff71881b3,rated_span,combined_broad,WCRS-21cdf79d6bed564adc7e8326,Oakley,KS,Midwest,agenda_packet_or_minutes,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-1aa0f22af04c17b428c1,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-84d2d81c6e002addbef06f95,rated_span,combined_broad,WCRS-d7c5b057bc232e84e4604db1,Chincoteague,VA,South,agenda_packet_or_minutes,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,safety_advantage_signal,,,CBSRD-20260728-302f70ae96c22f53693b,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-192236c8182daee7d245c08b,rated_span,combined_broad,WCRS-1d87b9a9eaf83e22f65613e8,Tomahawk,WI,Midwest,cba,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-73292acf8527793761b6,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-7b393bc2976ec4f58685d368,rated_span,combined_broad,WCRS-7b04e8117f75974469a07971,Lancaster,NY,Northeast,wage_schedule,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-330973e604af54a3aea8,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-9bda641013fea5decf38715d,rated_span,combined_broad,WCRS-99978be090a58f196eb34dde,Lake Forest,IL,Midwest,wage_schedule,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-95094740344c77424c52,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-98a589be577c59a510ad257a,rated_span,combined_broad,WCRS-d7593e4fc13ad536fe632733,Corte Madera,CA,West,wage_schedule,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-bdcb43be529877e4de0b,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-31433a775ddf0284ce163d1c,rated_span,combined_broad,WCRS-1fd6d54213433f1a14b3954f,St. Charles,MN,Midwest,wage_schedule,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-95cff774df3451d651ab,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
