whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-439176d21a8ff5e629a87698,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-f922cda61a63863016277ec0,Baraboo,WI,Midwest,multiple_or_cluster,,police_direct|safety_combined_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-000c835a28373faa0a3f6cb4,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-2d54d271e845170935cb3f75,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-68b0d0ed30c610736790b00f,Corning,NY,Northeast,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-0208eb97b8bb6736d2f64212,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-f18c8f934700b7073cce597e,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-8254a3b6d41da647d84df61d,Monroe,OH,Midwest,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,compatible_exact_basis_and_type,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-02842246744ee06f8ad0576c,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-57aeb214968bf8081682df32,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-25abe0c6139f8e421cfddfbc,Monroe,OH,Midwest,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,compatible_exact_basis_and_type,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-0b6469683f72b30552a97e72,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-611ae1ac34fca7af09d59552,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-c6556e39d148c5d6f39f9a02,Siren,WI,Midwest,multiple_or_cluster,,mixed_direct|non_safety_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-0bf6e167a2f1332e3064d762,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-89ab1b9938ab19b0cf63bf55,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-c52517d73c0470dbfdd08ad7,Warwick,PA,Northeast,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,compatible_exact_basis_and_type,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-0d96b02d8ad79ab2b6d618c4,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-d72ae24b24ebb82e5064ba12,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-26c4bef2f2e2637fb97b9018,Elyria,OH,Midwest,multiple_or_cluster,,fire_direct|police_direct|safety_combined_direct,same_side_evidence,local_context_only,same_side_context_only,,,compatible_exact_basis_and_type,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-11fadbc8d980677b411a8187,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-51482a2d7e2c454dbdd286aa,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-10909803b35df4e77775f6c1,Clay,MO,Midwest,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-134e80db4d35ecfa84c56f0a,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-3910231cac1c56c09dc71561,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-4cf8ab0c859d75315781caf7,Warwick,PA,Northeast,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-14f737821971974fe3117419,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
WCCR-b3afd87122d12d49f8d609b4,same_side,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMSAMESIDEQA-cd550dae4553ce9c3b67f896,Wadsworth,OH,Midwest,multiple_or_cluster,,fire_direct|police_direct,same_side_evidence,local_context_only,same_side_context_only,,,blocked_or_unresolved,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/all_tier_matching_results.csv#BRMMATCH-20260803-153b74fd30ffa1b85dd3047f,"[""provisional_internal_candidate_only"",""no_final_wage_gap_claim"",""no_causal_claim""]",true,true
