whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-b7b4cdbf9fd18dc959b819f0,rated_span,initial_4726_source_pipeline,WCRS-6652073dffb3fa6700c3c082,,,,,,remains_unclear,qualitative_mechanism,conditional_with_caveats,documentary_mechanism_claim,cola_cpi_indexing,,,lobs_4417d88ef83506b7d3264162,"[""not_clear_side_anchor""]",true,true
WCCR-47402a019de2d6d2232230e8,rated_span,initial_4726_source_pipeline,WCRS-06f14f71d35f2a8bfa464de5,,,,,,remains_unclear,qualitative_mechanism,conditional_with_caveats,provisional_causal_candidate,cola_cpi_indexing,,,lobs_4a6b8943d4fd820bdad42ca3,"[""not_clear_side_anchor""]",true,true
WCCR-1f0b3237d99589ff33f0bcd0,rated_span,initial_4726_source_pipeline,WCRS-dd0b7df68efeea6786b59e7b,,,,,,remains_unclear,qualitative_mechanism,conditional_with_caveats,direct_text_claim,market_recruitment_retention,,,lobs_cf3c4b054a6744fd2bcca850,"[""not_clear_side_anchor""]",true,true
WCCR-545737dcb1a0489a39a7215a,rated_span,initial_4726_source_pipeline,WCRS-67c9a103608e131a35d60961,,,,,,remains_unclear,qualitative_mechanism,conditional_with_caveats,provisional_causal_candidate,retroactivity_implementation,,,lobs_d60a4b1777c1047946a7790b,"[""not_clear_side_anchor""]",true,true
WCCR-c22783048b1a993b63a247a5,rated_span,targeted_scout_ab,WCRS-a284d6a2508e8c4196002637,Batavia,OH,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,non_safety_direct,qualitative_mechanism,conditional_with_caveats,documentary_mechanism_claim,budget_fiscal_constraint,2014-2024 window (contract year 2022–2026 referenced by file set; exact term dates not extracted here),,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-03-0304.pdf,[],true,true
WCCR-973517dae49cf5a2d95dfe3f,rated_span,targeted_scout_c,WCRS-235d1b93d7b61ec293f01a3b,Thornton,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,police_direct,qualitative_mechanism,conditional_with_caveats,direct_text_claim,budget_fiscal_constraint,"May 1, 2024 through April 30, 2026",,https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-fa222ef8389e4aaf89be85072b48d4d2/ITEM-Attachment-001-7e16b6df22a943609db13feb47d13577.pdf,[],true,true
WCCR-4e38dd449b4732a698602542,rated_span,combined_broad,WCRS-fa17cbfeaa96a5dca3790a27,Kendallville,IN,Midwest,salary_ordinance,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-e7ced06e7e0acd1314d5,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-c59ad982a00d43099135757c,rated_span,combined_broad,WCRS-a6c12169c31e61f703c62274,Merrimack,NH,Northeast,cba,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-c235f745761812712b13,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-6678fe08f62ffc68cbfb97ba,rated_span,combined_broad,WCRS-c7cdfc844d946ebf6b5a3406,Bloom,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-6918b722e9e8ba5c618e,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
WCCR-bb373411a624cb9688790eed,rated_span,combined_broad,WCRS-5b871e1ad4f0e1ad3f58d7c6,New Castle,IN,Midwest,other_local_government_pay_policy,,remains_unclear,non_base_compensation,conditional_with_caveats,directional_hint_only,non_base_compensation,,,CBSRD-20260728-5d52a799337ea547d7f9,"[""snippet_pointer_only"",""not_clear_side_anchor""]",true,true
