whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-0157057ebd196a600039f23d,rated_span,broad_state_4x2500,WCRS-7b142c952a8c1caf9d543f90,Olney,IL,Midwest,cba,cba_hint,remains_unclear,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,retroactivity_implementation,Section 2. Probationary Period. All new employees and those hired after loss of seniority shall be,,https://ibew702.org/wp-content/uploads/2020/10/City-of-Olney-2020-2023-CBA-Website.pdf,"[""snippet_pointer_only"",""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-0866e75958e250978f419925,rated_span,broad_state_4x2500,WCRS-ff87398dda7e36004e0d9d21,Flandreau,SD,Midwest,agenda_packet_or_minutes,non_cba_or_other_hint,remains_unclear,qualitative_mechanism,supporting_example_ready,directional_hint_only,market_recruitment_retention,,,https://cityofflandreau.com/vertical/sites/%7BD6DBF8C8-FF80-4C7A-AD45-1DB752642A1A%7D/uploads/11.17.25_Packet.pdf,"[""snippet_pointer_only"",""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-eb76d8fa714b2e9601f6fa74,rated_span,broad_state_4x2500,WCRS-1ba38a12cf09b77cc1b44b2a,Brimfield,OH,Midwest,cba,cba_hint,police_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,strike_no_strike_dispute_process,"NO STRIKE, NO LOCKOUT",,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0929.pdf,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-e56d62e4bc59b0b42f76cc67,rated_span,broad_state_4x2500,WCRS-575d001b3ef23805f4a7f175,Mamaroneck,NY,Northeast,mou_or_memorandum,non_cba_or_other_hint,fire_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,retroactivity_implementation,,,https://townofmamaroneckny.civicweb.net/document/17278,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-e5699bf976ce9903eed99980,rated_span,broad_state_4x2500,WCRS-7959d3346803729ea7dd1652,Ithaca,NY,Northeast,cba,cba_hint,non_safety_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,strike_no_strike_dispute_process,ARTICLE 19. - DECLARATION OF NO STRIKE POUCY,,https://townithacany.gov/wp-content/uploads/2024/01/Teamsters-final-CBA-2023-2024-signed.pdf,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-9a8b1d6fce22bcda0147a475,rated_span,broad_state_4x2500,WCRS-52f891cb29c33a920b9773d3,Harrington Park,NJ,Northeast,salary_ordinance,non_cba_or_other_hint,remains_unclear,qualitative_mechanism,supporting_example_ready,directional_hint_only,retroactivity_implementation,EFFECTIVE DATE:,,https://harringtonparknj.gov/government/ordinances/2018-3/24-728-2018-salary-ordinance/file,"[""snippet_pointer_only"",""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-9a25b2e25355a5c202314333,rated_span,broad_state_4x2500,WCRS-73a84c4374c8d5f9a0462807,Osakis,MN,Midwest,cba,cba_hint,police_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,market_recruitment_retention,,,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/6724d8fb5e3c8b02844ed1c4/1730468091872/ActiveContract%2B-%2BOsakis%2BPD%2B-%2B12-31-2024.pdf,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-5bf2ef26543c9d898f0ea282,rated_span,broad_state_4x2500,WCRS-31ce5fe1204a75d28bfbdcaa,South Glens Falls,NY,Northeast,arbitration_award,non_cba_or_other_hint,police_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,budget_fiscal_constraint,,,https://perb.ny.gov/system/files/documents/2024/03/ia92-032-award-9-10-93.pdf,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-f42aa00606366be51489145e,rated_span,broad_state_4x2500,WCRS-3eea0ea01dc9a4b1582ff820,Leoni,MI,Midwest,cba,cba_hint,fire_direct,qualitative_mechanism,supporting_example_ready,mechanism_summary_support,step_schedule_seniority,"$36,445.87 OL-£06'L£$",,https://archive.lib.msu.edu/LIR/contracts/c6560.pdf,"[""snippet_pointer_only"",""internal_boundary_only""]",true,true
WCCR-c0619bbd4393e9507c98a90e,rated_span,broad_state_4x2500,WCRS-b0d213c82431b2ba0edead80,Gates Mills,OH,Midwest,agenda_packet_or_minutes,non_cba_or_other_hint,remains_unclear,qualitative_mechanism,supporting_example_ready,directional_hint_only,retroactivity_implementation,SECTION 3. This Ordinance is hereby declared to be an emergency measure necessary for,,https://gatesmillsvillage.com/sites/default/files/agendas/Jan%2020%202026%20Council%20Agenda%20and%20Packet.pdf,"[""snippet_pointer_only"",""not_clear_side_anchor"",""internal_boundary_only""]",true,true
