whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-d221739bf0ae290e9dad789d,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-6a50c501e353de82649a,Lincoln Center,KS,Midwest,agenda_packet_or_minutes,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-096f3d2924804362e0e42d28,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-462f764253a1eca54609,Manley,NE,Midwest,agenda_packet_or_minutes,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-fe6a6832cbf2240a50fabb25,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-9b22544ad3954edb8f6b,Berlin,NJ,Northeast,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-00ac16916aaf756140d360b7,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-7e25c88d38000f0588a5,Harrington Park,NJ,Northeast,salary_ordinance,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-15d6ab80126ca0894c0ccc2a,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-d5020bc5beb3d63f5cc0,Nutley,NJ,Northeast,salary_ordinance,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-89bcddad3b1b00edfab0f367,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-bd2eb18d9cd35913507e,Brookfield,OH,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment.,true,true
WCCR-cbe2ac3dcd83baad5facd658,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-b803f7a3fb0240f78f8c,Brookfield,OH,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment.,true,true
WCCR-5a96f37531bc81b88318c49c,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-47aefec37527f18a3e06,Clinton,OH,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-bf28151da0ce1e20579d9543,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-b4fd939fc2834a332840,Jerome,OH,Midwest,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-092741a55d4fc79ff710db87,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-7b7f91f0c2c8acacf1b8,Monongahela,PA,Northeast,other_local_government_pay_policy,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-ba19f419666d154b85aab1e5,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-5bc3802b77090db943c3,Monongahela,PA,Northeast,other_local_government_pay_policy,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment.,true,true
WCCR-34dd2cdb21370378f4ea6727,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-7d0654bfa25eaf4359c6,Monongahela,PA,Northeast,other_local_government_pay_policy,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-ff886aaede70ecc480bea63d,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-7475c696dd64eb78b50d,Fletcher,VT,Northeast,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-d7eb3fb5516073ca6e31ae86,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-1378bf1e9b1f59d540a9,Vershire,VT,Northeast,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-0fc2220ed2295403824755e7,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-dc47b522c2b1bc492468,Vershire,VT,Northeast,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",true,true
WCCR-40cbb39db057e8a1bc143d1b,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHCONT-07e9c354dabfcfd51ab7,Vershire,VT,Northeast,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,hourly,,Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Unit-level comparison lacks a fully resolved named position or schedule location; excluded from dashboard default.,true,true
WCCR-d8fc7d4055344c78ddcc6fab,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-742d1a8b4b670fb85764,Ligonier,IN,Midwest,salary_ordinance,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-2eb6323d9739765beaf173e4,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-dc70d9887bb14fb2858c,Ligonier,IN,Midwest,salary_ordinance,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-a0a71b3acbb58e08ac569689,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-bb931c14114a8bcb9943,Gibson City,IL,Midwest,cba,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-a61dd774d2fc2bf2d14b1ee9,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-25bb6582bf0f0061e0dc,Augusta charter,MI,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-64c78e892e77ac5cbbbf766e,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-35244792353c5005224b,Augusta charter,MI,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-853a22e9992f7f4c6bbb26c9,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-6dc7105dc69a4d673321,Augusta charter,MI,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-52b17e8a2440d356034fdee4,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-9e591bf8cf638fff0a6e,Augusta charter,MI,Midwest,cba,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-9ff1ab3ff1ee694dddad2781,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-90a38e78155abf6685ae,Union charter,MI,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-0ee98f38eb7314609d7d95af,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-bc2f7635da38a63f23a6,Wellsville,NY,Northeast,cba,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-44c1815f15b45875e6d9c44b,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-f0a2b490cb508e8bc650,Wellsville,NY,Northeast,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-912823bde34ec18cb270c2c5,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-2d92605fecc00b9379a6,Madison,OH,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-228c717894f138062fa714c6,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-d2c74533e127d8577357,Condon,OR,West,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-d3949f9144d8ab2fca2375f7,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-28189182dc61bb11fcbe,Mountain Village,CO,West,other_local_government_pay_policy,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-e62b09499284e41ae9da7e76,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-566f8933c8633c86a533,Mountain Village,CO,West,other_local_government_pay_policy,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-e372c6a6db47729a1c0e2284,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-a79efc2fe2e552ec0beb,Mountain Village,CO,West,budget_or_pay_plan,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-76c1c7da54ec65513611f47a,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-acdee73cb77be31b3cab,Boiling Springs,NC,South,budget_or_pay_plan,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-92e7cb94b4262f3b5e84e175,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-a6d0bf13cc12879c12b6,Nimishillen,OH,Midwest,cba,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-0cac815aaa731b5404c8d0a6,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-3757bd753c974750d344,Olmsted,OH,Midwest,factfinding_report,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-21d301b0caefc51a732cd991,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-ce43e04ef804ac1ab563,Olmsted,OH,Midwest,factfinding_report,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-64e1a3481048a6c10f5723cf,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-7a8b09644291879d2dfb,East Dundee,IL,Midwest,wage_schedule,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-2a28d3ccd142582afcf4a017,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-c528637567a3c5e18877,East Dundee,IL,Midwest,wage_schedule,,,growth,supporting_example_ready,growth_continuity_validated,,,percentage,,,true,true
WCCR-c5705b34f1debb8ad8fef52d,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-da27430bf1b72ccff0f2,East Dundee,IL,Midwest,wage_schedule,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
WCCR-8f2e08be4cda6e20df9b5e4e,growth_continuity,BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31,B4X2500GROWTHSRC-ea408fdf5d43fc13e191,Tolono,IL,Midwest,agenda_packet_or_minutes,,,growth,conditional_with_caveats,growth_continuity_with_caveat,,,percentage,,,true,true
