candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes
TS4L-02335aaa610656d2497a,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://missouricitytx.civicweb.net/document/279973/Consideration%20and%20Possible%20Action%20-%20Second%20and%20.pdf?handle=4C855C7A776D4E688B1DFD7059137120,"24-284 AGENDA REQUEST — Consideration and Possible Action (Second and Final Reading): civil service pay increases (effective May 5, 2024 referenced in memo background)",Missouri City,TX,South,non_safety_comparator,non_safety_comparator,,"Effective May 5, 2024 (civil service pay changes referenced in memo)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) via May 5, 2024 effective date",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Missouri City,TX,South,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"Effective May 5, 2024 (civil service pay changes referenced in memo)",head_http_200,2026-07-27T12:58:37Z,verified_source_lead_not_downloaded,RS556-60f9708e502d87a2225c,oversized_for_this_pass,not_downloaded,200,application/pdf,,27289570,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:37:54Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=1.327; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-06fb92b2160faed373d2,lane_1,tier_c,verification_ready_medium,144,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://mccmeetings.blob.core.usgovcloudapi.net/eustisfl-pubu/MEET-Packet-9831fbedca7149c0bfd79905f857ec63.pdf,Eustis City Commission Meeting packet — Resolution Number 25-73 snippet approving IAFF Fire Lieutenant Unit contract 10/1/2024 – 9/30/2027,Eustis,FL,South,non_safety_comparator,Fire (not verified as non-safety comparator),IAFF Fire Lieutenant Unit (Local name not confirmed from snippet),10/1/2024 – 9/30/2027 (as stated in snippet),2024-10-01,2027-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Eustis, FL (Eustis City Commission meeting packet)",Direct overlap with FY 2024-2027 and matches duration through 9/30/2027,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Eustis,FL,South,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,10/1/2024 – 9/30/2027 (as stated in snippet),head_http_200,2026-07-27T12:58:09Z,verified_source_lead_not_downloaded,RS556-781159f53441489002af,oversized_for_this_pass,not_downloaded,200,application/pdf,,30230036,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:37:54Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.555; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-50c4c200206fa04faa38,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://documents.cabq.gov/budget/fy-19-approved-budget.pdf,FY-19 Approved Budget (City of Albuquerque) — includes negotiation/settlement timeline references,Albuquerque,NM,West,non_safety_comparator,Various bargaining units (references negotiations for listed CBAs),AFSCME Local 624 Transit Union; Prisoner Transport Officers (and other referenced units),"References agreements effective September 30, 2017–June 30, 2018 and other timeframes; also references Albuquerque Police Officers Association through June 30, 2020",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Matches Albuquerque (City budget document).,"Partially overlaps expected period via references that include “through June 30, 2020” (unit-specific CBA PDFs would be needed).",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Albuquerque,NM,West,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"References agreements effective September 30, 2017–June 30, 2018 and other timeframes; also references Albuquerque Police Officers Association through June 30, 2020",head_http_200,2026-07-27T12:57:46Z,verified_source_lead_not_downloaded,RS556-c490aaaf2f8c30a3b11c,oversized_for_this_pass,not_downloaded,200,application/pdf,,26623592,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:19Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=4.274; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-debb8c5b321694d43053,lane_1,tier_c,verification_ready_low,140,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://hammond.org/wp-content/uploads/2021/04/ORDINANCE2006.pdf,"CITY OF HAMMOND ORDINANCE NO. 06-4095 C.S. (PDF; includes pay increase and revision of City pay plan pay grid effective July 1, 2006)",Hammond,LA,South,non_safety_comparator,All full-time regular City employees (exempt and non-exempt),,"Fiscal Year 2006/07; pay grid effective July 1, 2006",2006-07-01,2007-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,expected_period_match_partial,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Hammond,LA,South,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"Fiscal Year 2006/07; pay grid effective July 1, 2006",head_http_200,2026-07-27T12:58:35Z,verified_source_lead_not_downloaded,RS556-2222502914db11deb4f9,oversized_for_this_pass,not_downloaded,200,application/pdf,,48477472,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:53Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.207; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-0e2d906db542f42acc78,lane_2,tier_c,verification_ready_medium,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://cms9files.revize.com/deltatwpmi/Document_Center/Township%20Board%20Agendas%20and%20Minutes/2023/September%205%2C%202023%20Agenda%20Packet.pdf,"September 5, 2023 Agenda Packet — Delta Charter Township (includes UAW tentative agreement)",Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,General municipal/technical services (non-public-safety unit),United Auto Workers Local 2256 (UAW),Tentative Agreement (08-11-2023 date appears in packet; full effective/expiration not extracted),2023-08,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match_target_municipality_found,overlap_with_2014_2024_expected_window_likely,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Tentative Agreement (08-11-2023 date appears in packet; full effective/expiration not extracted),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded,RS556-7b47beb3d2522475ae2d,oversized_for_this_pass,not_downloaded,200,application/pdf,,34040285,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:01Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.408; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-20c4b04ecd4d4e26ac43,lane_2,tier_c,verification_ready_medium,107,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.haverfordtownship.org/Document_Library_Archive/BOC_Archive_AM/2024_Board_of_Commissioners_Agendas_and_Minutes.pdf,2024 Board of Commissioners Agendas and Minutes (Haverford Township),Haverford,PA,Northeast,safety_and_non_safety_bargaining_units,Police (FOP) / civilian employees (as referenced in same materials),"Fraternal Order of Police, Delaware County Lodge 27 (on behalf of Police Officers of Haverford Township)","effective January 1, 2024 through December 31, 2024 (referenced within 2024 BOC materials)",2024-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_municipality_match,within_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Haverford,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"effective January 1, 2024 through December 31, 2024 (referenced within 2024 BOC materials)",head_http_200,2026-07-27T12:57:18Z,verified_source_lead_not_downloaded,RS556-ca5141efdbb1a374657f,oversized_for_this_pass,not_downloaded,200,application/pdf,,85428374,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:09Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.159; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-bfac53c86f9dc8c5003e,lane_2,tier_c,verification_ready_medium,108,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://cdn.downers.us/public/docs/laborContracts/PD_2024-2027.pdf,FOP and VoDG Police Officers | 2024-2027 | Village of Downers Grove (CBA PDF),Downers Grove,IL,Midwest,safety_and_non_safety_bargaining_units,Safety (Police),Police Officers (Fraternal Order of Police labor agreement with Village of Downers Grove),2024-2027,2024-01-01,2027-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Downers Grove,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2024-2027,head_http_200,2026-07-27T12:57:16Z,verified_source_lead_not_downloaded,RS556-a1070ec4f00e247723ca,oversized_for_this_pass,not_downloaded,200,application/pdf,,34909124,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.258; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-c098a5fb03079babd426,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://cms3.revize.com/revize/andersoncanew/Agenda%20Final%203-21-2023.pdf,"City Council Agenda (Anderson, SC) - March 21, 2023 PDF",Anderson,SC,South,safety_and_non_safety_bargaining_units,Public safety (police),"Police bargaining unit (e.g., Captains/Lieutenants association)",Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Anderson, SC match",Unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Anderson,SC,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),head_http_200,2026-07-27T12:57:41Z,verified_source_lead_not_downloaded,RS556-d3b33056a963eb85b4b8,oversized_for_this_pass,not_downloaded,200,application/pdf,,41508062,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.239; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-c83da0e193c5904e1112,lane_2,tier_c,verification_ready_medium,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://d3n9y02raazwpg.cloudfront.net/pvaz/f3969ef0-ca2c-11ec-bbb4-0050569183fa-c022d34e-76e1-4f3e-941e-8967ca1d0927-1655508476.pdf,"PDF meeting notice referencing PVPOA — includes ""Memorandum of Understanding for Fiscal Year 2022-23""",Prescott Valley,AZ,West,safety_and_non_safety_bargaining_units,police officers (PVPOA),Prescott Valley Police Officers Association (PVPOA),Fiscal Year 2022-23 (explicitly referenced in the snippet),2022-07-01 (inferred,2023-06-30 (inferred,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Prescott Valley,AZ,West,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Fiscal Year 2022-23 (explicitly referenced in the snippet),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded,RS556-0451aec152d457809815,oversized_for_this_pass,not_downloaded,200,application/pdf,,26835247,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:00Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.285; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-53824c01f75dc42bc56a,lane_3,tier_c,verification_ready_low,140,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://www.londonderrynh.gov/Archive.aspx?ADID=148,"Town of Londonderry, NH 2016 Annual Town Report (includes ratification articles for AFSCME Local 1801 cost items and COLA/benefit changes)",Londonderry,NH,Northeast,non_safety_municipal_units,"AFSCME Local 1801 represented municipal employees (non-safety roles; e.g., public works / town office support as described in the report context)",AFSCME Local 1801,"2016 report section detailing ratification/extension cost items across multiple FY years (e.g., FY 2017–FY 2020 shown in the report excerpt)",2017-07-01,2020-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,exact_city_match,overlaps_expected_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Londonderry,NH,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"2016 report section detailing ratification/extension cost items across multiple FY years (e.g., FY 2017–FY 2020 shown in the report excerpt)",head_http_200,2026-07-27T12:59:24Z,verified_source_lead_not_downloaded,RS556-bee8f8cda53a4885e805,oversized_for_this_pass,not_downloaded,200,application/pdf,,30962077,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:43Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=3.982; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
