retained_source_id,candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_title,municipality,state,derived_region,source_family,target_mechanism_family,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
RS556-e3d686b4033c3260e79d,TS4L-0004eda460008d8c0843,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,AFSCME Contract (Albany) 15-18 (CEA-ratified agreement PDF copy),Albany,NY,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,4140325,1e8bc69cc02db394d679c597430f41dae85b9356fcc7cdef0802e42c18118f15,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-e3d686b4033c3260e79d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-ab92837eb21349211dd9,TS4L-029313105c05da88a886,lane_1,tier_c,verification_ready_low,137,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"BEFORE THE ARBITRATOR - General Teamsters Union, Local 662 & School District of New Richmond, New Richmond, Wisconsin (WERC grievance award MA-11555, Case 50 No. 60182) (PDF)",New Richmond,WI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,146317,987657005d6e587dc14f5beb8d741ed88885312fb7eb987f52dde01b35fae717,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-ab92837eb21349211dd9.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-11e6a472fd1a34eefe9d,TS4L-0419d32500648846ffa0,lane_1,tier_c,verification_ready_medium,144,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,CONTRACT OLEAN CITY SCHOOL DISTRICT and OLEAN EDUCATIONAL SUPPORT PERSONNEL ASSOCIATION (OESPA) (pdf),Olean,NY,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,518505,1089df91abab2987f24e658877628acda812e1de9368970eae6e558f5acbf372,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-11e6a472fd1a34eefe9d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-bdda97f8abb62ab3bcd3,TS4L-043b6ad53687431e3b68,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Collective Bargaining Agreement (SERB) — City of Loveland (Effective May 5, 2020 through May 1, 2023)",Loveland,OH,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,2223220,a3aa3947df71d0cb1ef910e39c64709224f9b5adf16272b3a3621d27953b161b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-bdda97f8abb62ab3bcd3.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-02489917ab0e7e498ce4,TS4L-05dc4525a5bc3db46686,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,Collective Bargaining Agreement — Board of Education of Mount Prospect School District 57 and the Mount Prospect Educational Support Personnel Association (MPESPA) (Approved 9/19/24),Mount Prospect,IL,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1006041,a2c98b60f790a71d7950afbac538f02c90e9f7c46ef91813ab30fd71190743b7,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-02489917ab0e7e498ce4.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-efe63c962e406b1b8801,TS4L-061275e55166380a5524,lane_1,tier_c,verification_ready_medium,156,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,Lackawanna City Council meeting materials (2013 CM) — includes “Non Bargaining Unit Veto” referencing Chapter 36-19: Wage Schedule and Classification,Lackawanna,NY,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1251639,da97a92e113eef20c697455708c473e50ae4fd4164beab91d60cefb114e9ac01,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-efe63c962e406b1b8801.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-60dc5422d0888220eb80,TS4L-0bbd4602a4b08a27c19f,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Lodi, NJ — Council meeting agenda download referencing Resolution No. 25-77 entering into an Agreement with Lodi Public Works Employee Association IUJAT Local 1N",Lodi,NJ,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,115546,5ff6debfcd0b12b55d523698c69f1deefa6b30051cbbb152ee4fa773deee2156,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-60dc5422d0888220eb80.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-22bd33e84a15a9bd719e,TS4L-0cb8665dbbcc2d3fd8fb,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,Collective Bargaining Agreement (SERB) — Mount Healthy City School District and Association (effective 7/1/2021–6/30/2022),Mount Healthy,OH,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,7567545,2aeb123e600caec8273ab679d76f5d9be64acd46dcc5969128495cb21d0635f7,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-22bd33e84a15a9bd719e.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-3e896a1391d0d5ac4168,TS4L-0f354a5935bad3aee436,lane_1,tier_c,verification_ready_medium,137,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,2013-2016 Agreement by and between (Tacoma) - General (Final signed) (PDF),Tacoma,WA,West,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,4421,3c3cf32a123f39e14ef79e266c8049b9b6f06b97740a10045e96458e2f68cef5,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3e896a1391d0d5ac4168.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-259bc782293ece178105,TS4L-11df7e4f45e8553b14ae,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,Teacher’s CBA (Independent School District No. 10 of Anaconda-Deer Lodge County) — PDF,Anaconda-Deer Lodge County,MT,West,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,13094600,bb0a2571e13775c7b2a494c8b0fabb2627d2e94b62d3e317baba07e8ea0ee7f5,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-259bc782293ece178105.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-557a208ef2eb0d0712e3,TS4L-13011dee35fe595fb7b4,lane_1,tier_c,verification_ready_medium,137,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"IAFF 2251 Battalion Chiefs (Collective Bargaining Agreement) — Carson City (Effective from July 1, 2023 through June 30, 2027)",Carson,NV,West,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,570539,e74cd9c44f7716883b72bfa4c4c516ed288aa476ebbe04c92efd612300d86965,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-557a208ef2eb0d0712e3.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-9c533c22ded2f26455c2,TS4L-14b7a45e94724ad1cbbe,lane_1,tier_c,verification_ready_medium,143,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"July 1, 2011 - June 30, 2015 Administrative/Clerical Unit, Professional Unit, Primary Supervisory Unit, Higher Level Supervisory Unit",Newark,NJ,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,384914,3fa2bb7cfafda11be0d19cc0fd0544039e444d266ad3a5ade026f00fa9e71112,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-9c533c22ded2f26455c2.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-b62eede5552059640a20,TS4L-15f87c90310db48bb036,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Chester Receiver Recovery Plan (Chester, PA) — FRP/Recovery Plan PDF (includes bargaining-unit expirations and referenced union CBAs)",Chester,PA,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,2002231,8ecba4340cd0f86a0e4b940c4a9cd3e2c958ad0ca4a7db3a76c6c2ccbbd9f890,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b62eede5552059640a20.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-16d129851bc06d0d8d74,TS4L-17f61520f8305d89ab1d,lane_1,tier_c,verification_ready_medium,140,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"LONG BRANCH FEDERATION of TEACHERS (LBFT, NJ AFT) — Collective Bargaining Agreement",Long Branch,NJ,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,22521,607a1fdd2423f79ede51ade56556db3b25e35914e08f89d66e25e5a8325f10e9,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-16d129851bc06d0d8d74.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-b0aaf45e0acc2143466e,TS4L-1912acc0162402646dd3,lane_1,tier_c,verification_ready_medium,137,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,2015-2016 Collective Bargaining Agreement (Tacoma Joint Labor Committee) - Final signed (PDF),Tacoma,WA,West,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,732189,5fa5a9d3f3bbafd6c30c5cd4933b3ebec589419fea1bfe2599f109627a7593b6,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b0aaf45e0acc2143466e.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
