candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes
TS4L-4a417d1a89d21f6a4b22,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.portlandschools.org/department/human-resources/collective-bargaining-agreements,"Collective Bargaining Agreements & MOUs — Portland Public Schools (Portland, Maine)",Portland,ME,Northeast,non_safety_comparator,Educator/education staff bargaining units (non-safety comparator lead via district CBA/MOA listing),Includes PAE Contract (2025-2028) and other teacher/education units,PAE Contract listed as 2025-2028 (district bargaining calendar),2025-08-26,2028-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Portland, ME match",Overlaps expected period (2025-2027) via PAE/education contract terms,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Portland,ME,Northeast,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,PAE Contract listed as 2025-2028 (district bargaining calendar),head_http_200,2026-07-27T12:58:37Z,verified_source_lead_not_downloaded,RS556-98f30ce33c78ad409afd,weak_or_needs_review,not_downloaded,200,text/html,,99150,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:15Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=0.198; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-5bfd4b067d6dfcee9e9f,lane_1,tier_c,verification_ready_medium,144,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.ephrataschools.org/compensation,EPHRATA SCHOOL DISTRICT - Compensation (classified and certificated pay schedule links),Ephrata,PA,Northeast,non_safety_comparator,Teachers/certificated and classified staff (pay schedules indexed on compensation page),Ephrata School District salary/pay schedule set (unit name not explicitly confirmed on landing page),Contains links to collective bargaining agreements and pay schedules (individual linked documents may cover portions of 2023-2027),2023-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_match_found (Ephrata, PA)",overlaps_expected_period_uncertain (page is a hub; specific agreement dates require downstream document selection),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Ephrata,PA,Northeast,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,Contains links to collective bargaining agreements and pay schedules (individual linked documents may cover portions of 2023-2027),head_http_200,2026-07-27T12:58:09Z,verified_source_lead_not_downloaded,RS556-a150b57baa8fab1cb1ac,weak_or_needs_review,not_downloaded,200,text/html,,393410,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:19Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=0.622; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-9e67053eeba050f45330,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmadison.com/human-resources/documents/contracts/Local251IATSE-2017.pdf,Local 251 IATSE Agreement (City of Madison) — 2017,Madison,WI,Midwest,non_safety_comparator,Theatrical stage employees / allied crafts (IATSE),"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, Its Territories and Canada (Local 251)","January 1, 2017 to December 31, 2017",2017-01-01,2017-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Madison WI match (City of Madison documents),Overlaps expected period 2016-2017 (2017 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Madison,WI,Midwest,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"January 1, 2017 to December 31, 2017",head_http_200,2026-07-27T12:58:35Z,verified_source_lead_not_downloaded,RS556-279a28e66051b7d23619,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:41Z,"get_http_403; attempts=1; elapsed_seconds=2.813; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-d0e2e662bbf9ec13840d,lane_1,tier_c,verification_ready_medium,152,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/03/ia2009-023-award-11-29-11.pdf,PERB interest arbitration award (City of Peekskill) referencing Local 456 wage schedule for 2006–2010 (includes 2009–2010 years),Peekskill,NY,Northeast,non_safety_comparator,"White-collar and blue-collar employees (Local 456, International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America)",Local 456 (IBT) — Warehousemen and Helpers of America (White Collar employees) / Local 456 (agent for Blue Collar employees),"Includes January 1, 2006 through December 31, 2009 (and indicates agreement running to 2010); relevant overlap with 2009–2010 target years",2006-01-01,2010-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Peekskill,NY,Northeast,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"Includes January 1, 2006 through December 31, 2009 (and indicates agreement running to 2010); relevant overlap with 2009–2010 target years",head_http_200,2026-07-27T12:57:42Z,verified_source_lead_not_downloaded,RS556-6710695524da1683ac53,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:51Z,"get_http_403; attempts=1; elapsed_seconds=0.152; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-d90e2792e91d32bc60bf,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://memphistn.gov/labor-relations/,City of Memphis HR Compliance — Labor Relations (lists 2022-2025 MOU; shows AFSCME/CWA/IAFF/IAMAW/IUOE/MPA/Crafts/IBEW groupings),Memphis,TN,South,non_safety_comparator,Multiple represented municipal bargaining groupings (AFSCME includes non-public-safety-like clerical/admin group examples in page text such as Office Support Clerk),AFSCME (and other listed associations); 2022-2025 MOU set referenced on page,"2022-2025 (page indicates 2022-2025 MOU availability; target window: July 1, 2022 through June 30, 2025)",2022-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (City of Memphis, TN)",overlaps requested period (explicitly references 2022-2025 MOU),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Memphis,TN,South,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"2022-2025 (page indicates 2022-2025 MOU availability; target window: July 1, 2022 through June 30, 2025)",head_http_200,2026-07-27T12:58:34Z,verified_source_lead_not_downloaded,RS556-9cb089ee89586a1e54ac,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:51Z,"get_http_403; attempts=1; elapsed_seconds=0.292; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-ea453e3b901a36e1d9a2,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmadison.com/human-resources/documents/contracts/Local251IATSE-2016.pdf,Local 251 IATSE Agreement (City of Madison) — 2016,Madison,WI,Midwest,non_safety_comparator,Theatrical stage employees / allied crafts (IATSE),"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, Its Territories and Canada (Local 251)","January 1, 2016 to December 31, 2016",2016-01-01,2016-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Madison WI match (City of Madison documents),Overlaps expected period 2016-2017 (2016 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Madison,WI,Midwest,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"January 1, 2016 to December 31, 2016",head_http_200,2026-07-27T12:58:37Z,verified_source_lead_not_downloaded,RS556-cacb5150a1532b51a1a7,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:53Z,"get_http_403; attempts=1; elapsed_seconds=0.283; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-fb7736f912edb9cc496c,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmadison.com/human-resources/documents/contracts/Local695-2018.pdf,Teamsters Local 695 Agreement (City of Madison / Madison Metro Transit) — 2014 to 2018,Madison,WI,Midwest,non_safety_comparator,Transit division employees covered by Teamsters Local 695,Teamsters Union Local No. 695 (affiliated with the International Brotherhood of Teamsters),"March 10, 2014 to December 31, 2018",2014-03-10,2018-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Madison WI match (City of Madison / Madison Metro Transit documents),Overlaps expected period 2016-2017 (within multi-year contract covering 2016 and 2017),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Madison,WI,Midwest,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"March 10, 2014 to December 31, 2018",head_http_200,2026-07-27T12:59:02Z,verified_source_lead_not_downloaded,RS556-63d4d66811d69541e5cd,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:00Z,"get_http_403; attempts=1; elapsed_seconds=0.275; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-fdf9e4ad66a3d7434f3d,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mosba.org/documents/collective-bargaining-agreements/collective-bargaining-agreements-2023/belton/525264,Documents | Missouri School Boards' Association — Belton Support Personnel (NEA) 2024-2025,Belton,MO,Midwest,non_safety_comparator,Education Support Personnel (NEA unit),Belton Support Personnel (NEA),2024-2025,2024,2025,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,overlaps_2024_2027,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Belton,MO,Midwest,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,2024-2025,head_http_200,2026-07-27T12:59:02Z,verified_source_lead_not_downloaded,RS556-0b81d331f7a8616a2dd1,weak_or_needs_review,not_downloaded,200,text/html,,1385875,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:00Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=2.811; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-036c80a89a84330e1c9c,lane_2,tier_c,verification_ready_low,107,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://insideinvestigator.org/vernon-arbitration-decision-goes-to-court-after-police-union-won-nearly-everything/,Vernon arbitration decision goes to court after police union won nearly everything (Inside Investigator),Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,Vernon police union,,2014-2024 (article references a Connecticut statutory arbitration dispute; exact award/contract dates not captured in the search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 (article references a Connecticut statutory arbitration dispute; exact award/contract dates not captured in the search snippet),head_http_200,2026-07-27T12:57:18Z,verified_source_lead_not_downloaded,RS556-90e81328301665c0ad77,weak_or_needs_review,not_downloaded,200,text/html,,312790,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:00Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=4.189; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-08a2ba0e867ca7220a48,lane_2,tier_c,verification_ready_medium,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/03/ia2017-009-award-9-9-20.pdf,PERB Opinion and Award PDF (IA2017-009; City of Newburgh and its PBA),Newburgh,NY,Northeast,safety_and_non_safety_bargaining_units,public safety (police),PBA (Newburgh),2019-2023 (award PDF dated 9/9/20; case number IA2017-009),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,within_expected_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Newburgh,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2019-2023 (award PDF dated 9/9/20; case number IA2017-009),head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded,RS556-e4ee2b0673a5b631dfa1,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:01Z,"get_http_403; attempts=1; elapsed_seconds=0.103; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
