span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SRCSPAN321-19e2ab8c4618baeb0387,TXT321-19e2ab8c4618baeb0387,RS429-42f9f73c43a825c2cf74,TS4L-634d30d6b1140190fbca,lane_1,tier_b,verification_ready_medium,https://texascitytx.gov/1107/Salary-Benefits,"Salary & Benefits | Texas City, TX",Texas City,TX,non_safety_comparator,non_safety_comparator,,"October 1, 2024 through September 30, 2026",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-19e2ab8c4618baeb0387.txt,abfaf312f1f66d70d2b52a05585f2457526ad3146947e7c139d250ba416acaa8,d2e8aa0fab06fbc44b2ef1ceb6bb6bbf718c5a64342645d53bc2b8a695bd2bb9,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,non_safety_constraint_signal,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-2e5f1734ccdde1566a5e,TXT321-2e5f1734ccdde1566a5e,RS429-4b5a7f6a77b9e64deec8,TS4L-4e617afe327acb786e49,lane_1,tier_b,verification_ready_medium,https://cityoflakewood.us/human-resources/collective-bargaining-agreements/,Collective Bargaining Agreements (City of Lakewood) — listing page for CBA/MOAs and salary schedules,Lakewood,WA,non_safety_comparator,City of Lakewood employee bargaining groups and salary schedules (AFSCME primary comparator family),AFSCME (Council 2 AFSCME AFL-CIO Local 1938) — plus other Lakewood bargaining groups listed on page,Page lists multiple contract periods; includes AFSCME 2024-2027 and AFSCME 2022-2023,2022-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-2e5f1734ccdde1566a5e.txt,40649644cf8ae946f3167c54f10eeb4d29ff885e68aae1ae39c1f0e43d1de386,bb0d696cd76c875891707ef9dda598bac7ac5bac15f4092f077b1c73fecf2c85,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"AR ZH-CN EN TL FR DE HAW IT JA KM KO LT PL RU SM SO ES TH UK VI
Close
Government
Close
Lakewood City Council
Council Agenda Packets and Meeting Schedule
Boards & Commissions
Proclamations
Executive
Lakewood Municipal Code
Local Legislators
Biennial Budget
City Manager’s Weekly Bulletin
Government Relations
Close
Departments
Close
Municipal Court
City Clerk
Human Services
Legal
City Manager
Communications
Parks and Recreation
Planning and Public Works
Police
South Sound Military and Communities Partnership (SSMCP)
Human Resources & Risk Management
Finance
Close
Residents
Close
Explore
About Lakewood
The People of Lakewood
History
Events
Activities
Senior Activity Center
Parks
Engage
News
Social Me",75,780,651ced017bddfa136d233e9cf098f84f08b95995896aa3ffb40ee01df5d4fb1d,"Collective Bargaining Agreements - City of Lakewood
Menu
Language
Close
AM ","dia
Resources
Report Issues
MyLakewood311
Emergency
West Pierce Emergency Management Coalition
Police
Fire
Schools
Clover Park School District (K-12)
Steilacoom",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-9f670e784eb92b1bf1e6,TXT321-9f670e784eb92b1bf1e6,RS429-aac3c9de207685eee8ab,TS4L-1818beaf93ad4bcb2fb2,lane_1,tier_b,verification_ready_medium,https://www.portageea.com/,Portage EA (Portage Public Schools) — 2024-27 Collective Bargaining Agreement (CBA) (searchable),Portage,MI,non_safety_comparator,non_safety_comparator,Portage Education Association (Portage EA),"2024-27 collective bargaining agreement (includes effective period covering July 1, 2024 through June 30, 2027 — likely)",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-9f670e784eb92b1bf1e6.txt,80c93e0ab984c140e675865e5ef5dd35015b6e242327ed2d70858d0a20053d74,4d703c69ec6502d94c12c664099e4d9a781765d5afcf1ac83c45bd96fe428bc4,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,non_safety_constraint_signal,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-5b5b3713ac8010dee4fb,TXT321-5b5b3713ac8010dee4fb,RS429-bd91661f97190f96dbd0,TS4L-d9128eebf89021e76894,lane_1,tier_b,verification_ready_medium,https://www.cityofutica.com/newsroom/press-releases/contract-agreement-between-city-and-csea-union,CONTRACT AGREEMENT BETWEEN CITY AND CSEA UNION (City of Utica press release page),Utica,NY,non_safety_comparator,CSEA represented municipal employees (non-safety comparator unit context implied by CSEA bargaining),CSEA (Civil Service Employees Association) union (City of Utica negotiations referenced),Four-year agreement retroactive back to 2014 (press release; unit wage/schedule not extracted here),2014-01-01,2018-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-5b5b3713ac8010dee4fb.txt,b8861f0d28a3186069adf946dd2f2bdc7fa8f54a413e5b2201c83398a233d650,7ec96681c768b7d3f890a94dc5fe7ff42886c2ae6e949720126446965c7f5097,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"nd Policies
Committee Membership
Government
Mayor's Office
Newsroom
Board of Ethics
City Clerk's Office
Duties
Frequently Asked Questions
Forms
Utica City Code
Common Council
Council District Map
Agendas and Recaps
Common Council Members
Comptroller
Budget Information
Frequently Asked Questions
Board of Contract And Supply
Frequently Asked Questions
Public Bids
Corporation Counsel
Frequently Asked Questions
Notice of Claim Information Sheet
Estimate And Apportionment
Newsroom
How Do I....?
Trash Disposal
Street Cleaning
Public Works
Emergency Services
Animal Control
Laws and Ordinances
Contact
View and Pay Tax Online Guide
Utica 311 User Guide
Maps
Road Assessments
GIS Maps
Site Map
Coronavirus
Ho",2697,3403,8cbb89ccc2281c4f15c1d77c8a87c11b4cc4a3851b09ff5e469c3c2d4a67f14a,"tificates
Death Certificates
Genealogical Services
Youth Bureau
Facilities
Services & Programs
Links
Utica Civic Development Corp
Schedule and Minutes
Reports a","me
> Newsroom
MAYOR PALMIERI ANNOUNCES CONTRACT AGREEMENT BETWEEN CITY AND CSEA UNION
Mayor Robert Palmieri today announced an agreement has been reached with t",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-b82f98cd524908f6d379,TXT321-b82f98cd524908f6d379,RS429-c107759240c483b0843d,TS4L-9a09c3613e16d8a97593,lane_1,tier_a,verification_ready_high,https://www.somervillema.gov/news/somerville-municipal-employees-association-vote-approve-new-contract,"City of Somerville news: SMEA vote to approve new contract (six-year term for SMEA Units A, B, and D)",Somerville,MA,non_safety_comparator,SMEA covered employees (non-public safety units described in related Mass.gov materials),"Somerville Municipal Employees Association (SMEA) Units A, B, and D","Retroactive to July 1, 2010 – June 30, 2013; and extending through June 30, 2016 (two agreements per unit)",2012-01-01,2015-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-b82f98cd524908f6d379.txt,344d8357224785b2a97f800546381d2349ded9a4977fb78cd50d70849e12a44c,d652309bed10eab2eedbc944ebfde55d2233001aeff543e94ab17f2a95d24f1c,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"e they were eager to see this contract ratified.""
For each unit of the union, A, B and D, two agreements were reached, one retroactively covering the time period from July 1, 2010 through June 30 2013, with the second agreement extending through the fiscal year ending June 30, 2016. The agreement also reforms overtime pay and health insurance matters, gives snow removal crews a guaranteed six hour rest within a 24-hour period during snow emergencies, and allows for annual wage increases. The contract also implements routine labor management communication meetings to improve city-wide labor efficiencies. The new agreement also settles the majority of pending legal action between the SMEA and the Ci",3589,4295,eec8f09babcb577b13cf3957b2e01c40b1ca02dc8ca38e1248bea1eeea49281f,uring these negotiations and look forward to working together in the future. I would also thank the Aldermen for their support during the negotiations. I realiz,"ty of Somerville.
""The City hopes that with the conclusion of these negotiations and the establishment of regular labor-management committee meetings we can, to",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-15db486b2c16d7f9f971,TXT321-15db486b2c16d7f9f971,RS429-fa1350e8a8b491812090,TS4L-7cb2b2f8fe0ac98787d7,lane_1,tier_b,verification_ready_medium,https://eastcentralreporter.com/city-of-mattoon-city-council-met-aug-6,City of Mattoon City Council met Aug. 6 (includes Special Ordinance No. 2024-1917 ratifying AFSCME Council 31 Local 3821 contract renewal),Mattoon,IL,non_safety_comparator,Municipal employees represented by AFSCME Council 31 Local 3821 (non-safety bargaining unit lead),"AFSCME, AFL-CIO, Council 31, Local 3821","Two-year contract renewal dated Aug. 6, 2024 (successor renewal referenced in ordinance text)",2024-08-06,2026-08-05,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-15db486b2c16d7f9f971.txt,787809b095059de7c600fbec3a6fda72060e841d075274b447eb0bd28dc8940b,392d04a9e8c1bfda44060ae3d8c7783a1b2ef4ba339f8b6d2ad6e54782a5ea6f,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"NAGERIAL AND NON-UNION NON-MANAGERIAL EMPLOYEES OF THE MUNICIPALITY
WHEREAS, a ratified agreement with three of the collective bargaining agreements which represents employees of the municipality has provided a four percent (4%) pay increase for the fiscal year beginning May 1, 2024 and ending April 30, 2025; and
WHEREAS, the time is now appropriate to also establish rates of pay for the managerial employees and the non-managerial employees not represented by a collective bargaining agreement effective with the fiscal year that begins May 1, 2024.
NOW, THEREFORE, BE IT ORDAINED by the City Council of the City of Mattoon as follows:
Section 1. Non-Managerial, Non-Confidential & FLSA Exempt Employee",19604,20310,a08436a7c32cb6c4d57dcbcf0be528d290acf78abc2bbc8dd7c4a03b5a2e6a20,"ior to May 1, 2014 to $58,016.66.
CITY OF MATTOON, ILLINOIS
SPECIAL ORDINANCE NO. 2024-1918
AN ORDINANCE ESTABLISHING THE 2024-2025 COMPENSATION PLAN FOR THE MA",s shall be compensated in accordance with the schedule attached to this ordinance and marked Appendix A. Employees assigned to positions identified on the Sched,NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-4a0996a08e2e9b76f0af,TXT321-4a0996a08e2e9b76f0af,RS429-0de376da29a6a149d065,TS4L-42f6787a71e8b19c8dea,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/agencies/dli/programs-services/labor-management-relations/pennsylvania-labor-relations-board/plrb-final-orders/2018-plrb-final-orders,"2018 PLRB Final Orders — Department of Labor and Industry (includes Warminster Township Police Benevolent Association v. Warminster Township, PF-U-17-80-E)",Warminster,PA,safety_and_non_safety_bargaining_units,police,Warminster Township Police Benevolent Association (linked to PF-U-17-80-E final order listing),2018 (final orders page listing; PF-U-17-80-E listed under October 2018),2018,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-4a0996a08e2e9b76f0af.txt,816cb0071ecd7697f609b20c91adc6f313be0abe410e0bfacf7d8c2bcbcf078d,74ae9a7ef61a58f2b8c9e458698d3619c30448232cc9c1084621733a510a7fc2,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,strike_or_no_strike_constraint,"mpensation Office of Adjudication (WCOA)
WCAIS
Workers' Compensation Claim
SWIF District Offices
Workers' Compensation Insurance
Health Care Services Review
State Workers' Insurance Fund
Workers' Compensation Appeals Board
Labor Management Relations
Mediation
General Safety
Pennsylvania Labor Relations Board
Industrial Board
Fee Schedules
Bureau of Occupational and Industrial Safety
Labor Law Compliance
Disability and Vocational Rehabilitation
Blindness and Visual Services
ODHH
Vocational Rehabilitation
Employment
CTI at HGAC
Workplace & Public Safety
Tier II (PATTS) System
Make a Payment
EPCRA FAQs
Resources
Claimants, Workers, & Job Seekers
Unemployment - Claimants
Workers' Compensation Insurance S",1372,2081,c3e766cb507affeac344bf20efdd4943ceae3e8a5d9b0688c86f82e3cc462c27,"eral Programs
For Employers
UC Benefit Appeals
Unemployment Compensation FAQs
UC Benefit Secure Chat Registration
Workers' Compensation
Publications
Workers' Co","earch Form
OVR Resources
Workforce Development
Social Security for Public Employees
For Employers and Educators
OVR Resources
Mandatory Postings
Labor Managemen",STRIKE_OR_NO_STRIKE_CONSTRAINT_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-e5a09817b54af75cb78b,TXT321-e5a09817b54af75cb78b,RS429-17597244d8818866a1cf,TS4L-7f9a97ae93a8819b039b,lane_2,tier_b,verification_ready_medium,https://levittownnow.com/2014/07/22/exclusive-officials-working-to-fix-bristol-twp-police-manpower-issues-keep-up-drug-investigations/,"Officials Working to Fix Bristol Twp. Police Manpower Issues (Jul. 22, 2014) — references arbitration case with the township",Bristol,PA,safety_and_non_safety_bargaining_units,police (Act 111 / public safety),Bristol Township police collective bargaining unit (referenced via arbitration case context),2014 (article referencing arbitration outcome affecting police contract terms/costs),2014,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-e5a09817b54af75cb78b.txt,c37ffa70fcb6abaf2c69b105883f55c1d96608f0e851061991672a43229dffa0,57f1cb6b39e1d4d7528635dd7694061c50bd143d3ed040f547d60e88c8edc7a0,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,strike_or_no_strike_constraint,"e at least a dozen more officers.
Township Manager Bill McCauley told LevittownNow.com recently that due to the lack available funds hiring new officers for the department hasn’t come as of yet.
The township manager said since the department won its arbitration case with the township,which included across the board raises and no health insurance contributions, the township doesn’t have the money to hire more cops. McCauley said the fact is the township is now operating with a $80 million dollar unfunded debt, which he blamed on employee costs.
Advertisements
Law enforcement sources disagreed with McCauley’s explanation and said: “We tried to negotiate with him and he wanted no part of it at all, so we",2682,3392,08b703473cba25f238f2fa26181f7ca5c51143891623731deb4192815dc6765c,"ave shrunk and the perception is that drug-related crime has grown.
Advertisements
The department currently has between 55 and 60 sworn officers but used to hav"," had to bring in a labor arbitrator.  The union was more than willing to work with the township on a deal.”
Members of the public that LevittownNow.com has talk",STRIKE_OR_NO_STRIKE_CONSTRAINT_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-fd1f5a21e81c0424e1e9,TXT321-fd1f5a21e81c0424e1e9,RS429-27133b970795bfafcbc5,TS4L-c84e3f49a00a59d530a7,lane_2,tier_b,verification_ready_high,https://magnawaterut.gov/archived-documents,Archived Documents — Magna Water District (includes board agendas/minutes & other posted materials),Magna metro,UT,safety_and_non_safety_bargaining_units,Magna Water District workforce (union and/or collective bargaining references likely embedded across archived board materials),Not specified on landing page,2014-2024 (archive scope spans multiple years; specific contract periods not confirmed from landing page lead),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-fd1f5a21e81c0424e1e9.txt,60210a07e6d0021b57d9eaa8a6063c126a8a4ff6f82868480faccbc944916424,e77605bd7e0195d1a785050cded256c9e873467a68d2b06e8ec3543e9383d6fa,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,strike_or_no_strike_constraint,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-eca95b4e0562879ffe26,TXT321-eca95b4e0562879ffe26,RS429-522519045e4759655715,TS4L-2b475cdfc6b0388a2571,lane_2,tier_b,verification_ready_medium,https://um-twp-bos-meeting.castos.com/episodes/bos-meeting-june-8-2023,"Upper Merion Board of Supervisors Meetings - BOS Meeting (June 8, 2023) (show notes reference Police CBA MOU 2023-2027)",Upper Merion,PA,safety_and_non_safety_bargaining_units,Police (Act 111-style bargaining context; unit referenced as “Police” in CBA MOU),Police of Upper Merion Township (referenced),Amending current Collective Bargaining Agreement for contract years 2023 through 2027 (term referenced in agenda/item),2023,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-eca95b4e0562879ffe26.txt,7920f84453e3ac92f9c311e9ac8266dd2c58322b93f99c449275e39fd4f2b3ad,1a0cd0f7bedaa53d8bc6fe7e19aa27b2ef9769254514ac522f545b60449f56a6,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,strike_or_no_strike_constraint,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
