span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SRCSPAN321-bc5dc814edcf2071b654,TXT321-bc5dc814edcf2071b654,RS429-00687c2dc8237bf7b72f,TS4L-b682e7b98c855c406ef9,lane_1,tier_b,verification_ready_medium,https://www.district65.net/fs/resource-manager/view/6e98cf5d-d65e-4e23-8ffb-9e6bca6ebb7f,Agreement between Board of Education of School District No. 65 (Evanston) and Evanston Custodial/Maintenance Association (ECMA) — School Years 2021-22 through 2025-26,Skokie,IL,non_safety_comparator,Custodial/maintenance employees,"Evanston Custodial/Maintenance Association (ECMA), IEA-NEA","School Years 2021-22, 2022-23, 2023-24, 2024-25, and 2025-26",2021-22 school year,2024-25 school year,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-bc5dc814edcf2071b654.txt,f2833462ba17e6e6618331ea5a0cae2e183a595a69dcfa89e16dfe36782f1eb3,ed814bc37d692e13e0662de87d38ddbb390d22d1669ba37cad55d16bc27ad650,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"returning employee is physically able to resume full duties. Employees
shall be permitted to return from maternity leave as soon as they are
physically able, if they choose to do so. Otherwise, employees shall return
at the commencement of the next fiscal year. Employees returning from
maternity leave shall be returned to a position comparable (“equal pay”) to
that which they held prior to the maternity leave, provided that nothing
contained herein shall be interpreted to insulate employees on maternity
leave from reductions in force.",20793,21333,9f409f6b4510b10a686585f951d8fa84732da3b1eb27c511d5bb757be918a711,"es
in writing if they desire to return after the leave is completed. This written
notification shall be accompanied by a physician’s written statement that
the ","

c.

Employees whose maternity leave exceeds six (6) months shall submit the
written notice of intention to return referred to in subparagraph b above, no
late",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-52e695953bb83e2d07dd,TXT321-52e695953bb83e2d07dd,RS429-035152075d9d3928aab9,TS4L-9d76845fdf24db968375,lane_1,tier_b,verification_ready_medium,https://www.hagerstownmd.org/ArchiveCenter/ViewFile/Item/1328,"19th Regular Session (July 25, 2017) - Approval of IBEW Local 307 Labor Contract (meeting packet text)",Hagerstown,MD,non_safety_comparator,IBEW Local 307-represented employees (occupation scope not extracted beyond union context),IBEW Local 307,"July 1, 2017 through June 30, 2022",2017-07-01,2022-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-52e695953bb83e2d07dd.txt,12f184d24f21a16d9f038c006c2183f915241a45e4ec72aa6cdceb10ee4b0fa5,c7409d4695d7b28c4b88fcde06398c27b09ba3c12959f3f7794bc6f7b8c9f1cd,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"and D. F. Munson, City Administrator Valerie Means, all City Department
Heads except Director of Utilities Michael Spiker, and City Clerk D. K. Spickler.
Opening Remarks
Mayor Bruchey mentioned the challenges the City of Hagerstown faces include the
budget and labor contracts. He has developed a set of goals that are both short and long
term.
High Level Overview of Documents
Ms. Means thanked the Mayor and City Council for meeting in this format to discuss
their goals and priorities. This time for strategic planning is of utmost importance for the
purposes of guiding future financial planning and budgeting, operating decisions and
project/program priorities. The outcome will be most beneficial to",587,1292,4243386b5724fb018efe644ef9fcab8f9d29ef35359f3665c3cf01e56fd8841d,"nference room, 14 N. Potomac Street, Hagerstown, Maryland.
Present with the Mayor were Councilmember K. B. Aleshire, P. D. Corderman, E. Keller,
L. C. Metzner, "," staff if the Mayor and
Council establish a clear, focused strategic plan that sets forth their priorities and goals in
a manner that gives direction to staff c",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-07bcf0d10677312b78d4,TXT321-07bcf0d10677312b78d4,RS429-039b02c28c27a26001dc,TS4L-7b27c18ad36f3513f1b9,lane_1,tier_b,verification_ready_medium,https://s3.amazonaws.com/scschoolfiles/4504/2012-2013_office_employees_contractpdf.pdf,"Collinsville Community Unit School District No. 10 — Agreement Between the Board of Education and Service Employees International Union, Local 316 (Office Employees) (2012-2013)",Collinsville,IL,non_safety_comparator,Office employees / secretarial and clerical support,"Service Employees International Union, Local 316 — Office Employees","Fiscal Year 2012-2013 (July 1, 2012 through June 30, 2013)",2012-07-01,2013-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-07bcf0d10677312b78d4.txt,fcd2a6b43f53b948ba40bcb607951ce44f98bc3b5a5a8fb1e115161e387e9734,78317c8f63bb02936d8a23891b398633bec33cedaa1d903eb46fd38d0cd8ea0e,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"TRICT
NO. 10
COLLINSVILLE, ILLINOIS

AGREEMENT BETWEEN THE BOARD OF EDUCATION
AND
SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 316

OFFICE EMPLOYEES

Fiscal Year
2012-2013

COLLINSVILLE COMMUNITY UNIT SCHOOL DISTRICT NO. 10
AGREEMENT BETWEEN THE BOARD OF EDUCATION
AND
SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 316
OFFICE EMPLOYEES
July 1, 2012
Through
June 30, 2013
Index

Page

RECOGNITION

1

ARTICLE I

SENIORITY
Section 1: Seniority date
Section 2: (A) Seniority lists
(B) Probationary period
Section 3: Accumulated seniority

2
2
2
2
2

ARTICLE II

LAYOFF PROCEDURE
Section 1: Layoff procedure

3
3

ARTICLE III

JOB VACANCIES
Section 1: (A) Vacan",38,694,d52844231f99d225889c423c6a7a6fbaf16c01ad26a5640eefe51cc3a60f38d7,COLLINSVILLE COMMUNITY UNIT SCHOOL DIS,"cy notices
(B) Notification during summer months
(C) Non-Union vacancies
(D) Job disturbance
Section 2: Application for vacancies posted
Section 3: Notification",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-0f066060de43dd015a09,TXT321-0f066060de43dd015a09,RS429-08d677b98576ecebb03d,TS4L-fd41859209501998826d,lane_1,tier_b,verification_ready_medium,https://palmbayfl.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=3335&ItemID=2101,"Agreement between City of Palm Bay, Florida and PA (Palm Bay Professional Fire Fighters, Local 2446) — IAFF Rank & File 10/1/2021 - 09/30/2024",Palm Bay,FL,non_safety_comparator,Fire Fighters (IAFF),"Palm Bay Professional Fire Fighters, Local 2446 (IAFF) — Rank and File Unit",10/1/2021 - 9/30/2024,2018-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0f066060de43dd015a09.txt,86c18d6f03774c2f2ed60ccd315dd75dd44d3081579c9ba33ac7410ea261f7c0,cf3d04f878e99e4af0dd49d8677c05f3f8da7e1597543187dab35849bca967da,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"The City Council has the sole authority to determine the purpose and mission of
the City and the amount of budget to be adopted by the City Council.",9450,9598,c55d56d98f250238d2d43237a9524ad79265de0bf12be55951c96e0710b34a2f,"ent reasonable rules and regulations for its
Employees not in conflict with the provisions of this Agreement.

IAFF Rank & File 10/1/2021 – 09/30/2024

2

3.2

","

3.3

Whenever it is determined by the City Manager that Civil Emergency conditions
exist, including but not limited to, riots, civil disorders, severe weather",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-74ffcbd5074794206091,TXT321-74ffcbd5074794206091,RS429-0d02559995800650d5e8,TS4L-4a4cb123a1f2ff8ccef6,lane_1,tier_b,verification_ready_medium,https://werc.wi.gov/grievance_awards/4458.pdf,"Waunakee School District, WERC MA-7073 (Houlihan, 09-10-92) – PDF",Waunakee,WI,non_safety_comparator,non_safety_comparator,,Dated 1992-09-10; related to Waunakee School District collective bargaining agreement context,1992,1992,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-74ffcbd5074794206091.txt,0556cbfeeed34c073e08c189b86f308685c2680148da3f34a3afd231559527f7,a5ff8883e41e2a98cda0b113ed6b390b30dda94e8f666e544c9b603dc5140746,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"etting. In an effort to maintain the centralized after-school
detention teachers volunteered to do it at no charge rather than have it done
in their rooms. It was made clear to the District that their willingness to do
this would last only until the budget was restored.
Time passed, and the
budget was never restored.
Staff continued to perform the work without
additional compensation for approximately a decade. According to Mr. Lucey the
staff decision to perform the work was one made in the best interest of the
system. Individuals knew they were performing work they were not required to
do and never grieved.
Lucey indicated it may have been a mistake not to
grieve.
ISSUE:
The parties stipulated t",14617,15323,57ea080b596b50691481629666820174b634c3aacfc4dc3825c57d447215710a,"y it was the universal belief of the faculty that the children are kept
under much better control in a central after-school setting than in an
individual room s","o the following issue:
Did the District violate Part V, Article A(2) (page 26)
of the collective bargaining agreement by assigning
after-school bus supervision ",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-55163f492e217a7d0a4f,TXT321-55163f492e217a7d0a4f,RS429-0fdd483045f8e4450d41,TS4L-28cea38d600b12352ef4,lane_1,tier_a,verification_ready_high,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/3754/OSD/3902360/Teacher_OEA_Contract_2022-2025.pdf,Teacher OEA Contract 2022-2025 (Onalaska Education),Onalaska,WI,non_safety_comparator,Education (teachers),OEA (teacher bargaining unit as reflected in title),2022-2025,2022,2025,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-55163f492e217a7d0a4f.txt,5989aabf36353c578d6884cba3490e843073234115d5da8e5a048562fc81dfdd,9ba405660baec149d3dc087030e6f67bbefa21979741353d24c3bce4b9e9a449,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"s-------------------------------------------------- 10
4. Contractual Terms
4.1 Salary Schedule Placement
11
4.2 Duties Beyond the Regular Work day
11
4.3 Classes Taught Before or After Regular School Hours
12
4.4 Extended Contracts
12
4.5 Classroom Budget
12
4.6 In Class Work Load
12
4.7 Professional Work Load
14
4.8 Student Discipline
14
4.9 Classroom Visitation
14
4.10 Perpetual Calendar
15
4.11 Length of Contract – Work Year
16
4.12 State-Funded Additional days
16
4.13 Workday
16
4.14 Inclement Weather
17
4.15 Assignments, Vacancies and Transfers
17
4.16 Positions for the Following Year
17
4.17 Involuntary Transfer
18
4.18 Layoff and Recall
18
4.19 Booster Tickets
21
4.20 Longevity Stipend--------------------------------------------------------------------21
5. Salary Schedules
5.1 Annual Salary Schedules
5.2 Salary Provisions
5.3 Extra-Curricular Salary base",892,1767,1692901e836aeb0c3f23efc426f5310461d07dfa5af5e5e5a5499945bc485e08,"upplemental Employee Contract
10
3.6 Teachers on Special Assignment------------------------------------------------------10
3.7 Alternative Learning Environment","

21
21
22

5.4 Salary Schedule Compliance Provisions
5.5 Insurance Benefits
5.6 Personal Property

22
22
22

6. Representation Fees
6.1 Association Dues
6.2 Fa",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-52a86f8e6add1466f100,TXT321-52a86f8e6add1466f100,RS429-10cc3df77f2a35331854,TS4L-66d5846bd673c3beeb07,lane_1,tier_b,verification_ready_medium,https://werc.wi.gov/grievance_awards/5117.pdf,"WERC Arbitration Award: City of Muskego and Muskego Area Public Employees Local 2414, AFSCME (MA-9013)",Muskego,WI,non_safety_comparator,Municipal employees (AFSCME Local 2414 described in award; specific job classes not extracted),"Muskego Area Public Employees Local 2414, AFSCME, AFL-CIO",Not extracted as full term; arbitration case MA-9013 (award date not extracted),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-52a86f8e6add1466f100.txt,7705e510bd42aeb8907857589845b20c6238ee23a2d7c0eb328ff95a6234ce25,5b0e0c1109d9ab591c384a19c4287016f89e01536411bd741674332c425b6fc1,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,non_safety_constraint_signal,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-b39b4b165665df8de027,TXT321-b39b4b165665df8de027,RS429-12a888398310e59c3de8,TS4L-e4112ce5dfe0216f7e9a,lane_1,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0143.pdf,Collective Bargaining Agreement (Middletown Teachers Association & Middletown City School District) — SERB contract PDF 20-MED-02-0143,Middletown,OH,non_safety_comparator,Teachers (certificated professional teaching staff),Middletown Teachers Association (MTA),"July 1, 2020 – June 30, 2023",2018-11-01,2021-10-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-b39b4b165665df8de027.txt,b4b6d3568ab3301d76d1ed98a6db49b4027651eaf2e60d7a4d03550676625ca5,99d3bddc806fb467b0e8304936b5ae3ba478b52dfc11b3b16790a7f8adad0e42,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"to determine matters of inherent managerial policy which include, but are not
limited to, areas of discretion or policy such as the functions and programs of the
Employer, standards of services, its overall budget, utilization of technology, and
organizational structure;",10868,11139,9f67f0a22b56769a0a1641e57dbfb8f4983ac8179ac092b4e7a2e12dfd9a21d8," Board or its Superintendent by the laws and the Constitution of the State of Ohio
including, but not limited to, their exclusive right and responsibility:
A.

","

B.

to direct, supervise, assign, reassign, schedule, evaluate, hire, discipline, suspend,
demote, discharge, reprimand, layoff, transfer, promote, or retain ",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-08ee11403679979567e7,TXT321-08ee11403679979567e7,RS429-1a3717d800a5535b108f,TS4L-b617721424fd9353ae37,lane_1,tier_b,verification_ready_medium,https://miamioh.edu/human-resources/_documents/fam-l-collective-bargaining-agreement-final-01_06_2026_508.pdf,"COLLECTIVE BARGAINING AGREEMENT (FAM-L) between MIAMI UNIVERSITY and FACULTY ALLIANCE OF MIAMI, AAUP-AFT — LIBRARIAN BARGAINING UNIT (Effective through June 30, 2026)",Miami,OH,non_safety_comparator,Librarians (FAM-L bargaining unit),"Faculty Alliance of Miami, AAUP-AFT — Librarian Bargaining Unit (FAM-L)","Effective through June 30, 2026 (start date not confirmed from lead snippet)",,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-08ee11403679979567e7.txt,0b7e05ef5773ee4bc9de7288d4fd87e5f9cc1a59f8b1f2469720e93e413ce6a8,df1d5220362e6090f82a3ff08978c8a7e37932fe5d65d230a9ba791cb7419a1c,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"Determine matters of inherent managerial policy which include, but are not
limited to areas of discretion or policy such as the functions and programsof the
public employer, standards ofservices, its overall budget, utilization of",8936,9166,f8dd4d04a54c29b27e6b92cef95c2baf3191c10fcb24b02d93cd17a2c0ca37a2,"ordance with Ohio
Revised Code Section 4117.08, the University shall reserve, retain, and possess, solely
and exclusively, the right and responsibility to:
a.

","

technology, and organizational structure;
b.

Direct, supervise, evaluate, or hire employees;

c.

Maintain and improvethe efficiency and effectiveness of Uni",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN321-c674157fde204001e71e,TXT321-c674157fde204001e71e,RS429-23604e91ded43eaad9c1,TS4L-094708a83d131ff8adf8,lane_1,tier_a,verification_ready_high,https://files.pseofwa.org/onlinecontracts/Ephrata%20CBA.pdf,COLLECTIVE BARGAINING AGREEMENT BETWEEN (Ephrata PSE / Ephrata School District #165) — PDF,Ephrata,PA,non_safety_comparator,School district support staff (classified/paraprofessional-related bargaining unit implied by PSE/Ephrata School District pairing),Ephrata PSE / Ephrata School District #165 (as named in source title/snippet),2023-2027 (document snippet indicates successor coverage including 2027; targeted timeframe intersects 2023-2027),2023-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-c674157fde204001e71e.txt,4fbd128b724abeaf8932eb3e4e50e438f8a1903b4ea7922bf9c9b49c83df421e,e1d46ee253498cb89f7ef0b91b79cbc21f875142139f95d84dd752063795995f,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"position temporarily vacated by the choice of
a permanent employee to take a temporary position under Section 1.6.1, or other cause.
Substitute employees working more than twenty (20) consecutive or (30) cumulative shifts during a
12-month period or fiscal year shall be considered substitute employees of the District. Such substitute
employee shall be paid at the probationary wage rate, shall not receive benefits, and shall not be
covered by any other terms or conditions of this Agreement.
Section 1.6.1. Rights of Substitute Employees.
A substitute employee, including one who qualifies as a regular part-time employee under
Section 1.4 or decisions of the Washington Public Employment Relations Comm",35035,35741,064c8f6491dc31de985c83f864b6c464f023b3241e74ef021bd582bab4b51fad,"oyee whose duties the substitute employee is performing, and regardless of whether the absence is
due to vacation, illness, disability, leave of any sort, or a ","ission
(PERC), or other law, shall be paid at the probationary wage rate, shall not receive benefits, and
shall not be covered by any other rights, terms or con",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
