lane_id,shard_id,worker_id,shard_sequence,scout_target_id,municipality_id,municipality,state,region,parse_status,success_status,failure_type,attempt_count,candidate_count,target_input_sha256,target_output_dir,input_tokens,reasoning_tokens,output_tokens,total_tokens,response_id_present
lane_003,broad_shard_003,worker_lane_003,1,B4X1000-20260727-2001,cog_2025_208031,Algona,IA,Midwest,parseable,completed_parseable,,1,2,a27b58eefb00482ebcab31e3275b4717b9f0701dfcd957f844be8045d99f5109,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0001_B4X1000-20260727-2001/run,31327,1372,2300,33627,yes
lane_003,broad_shard_003,worker_lane_003,2,B4X1000-20260727-2002,cog_2025_204464,Charles City,IA,Midwest,parseable,completed_parseable,,1,3,2c0a92829461f4a00f874ee35e92748d76981a82a5343827ed83e743668025a8,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0002_B4X1000-20260727-2002/run,26551,1155,2352,28903,yes
lane_003,broad_shard_003,worker_lane_003,3,B4X1000-20260727-2003,cog_2025_204460,Cherokee,IA,Midwest,parseable,completed_parseable,,1,4,55bbf33087f3b55655a1b66ad5697cd6dc5c1581ade377df244d08ce70a12b98,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0003_B4X1000-20260727-2003/run,23349,1266,2677,26026,yes
lane_003,broad_shard_003,worker_lane_003,4,B4X1000-20260727-2004,cog_2025_193325,Decorah,IA,Midwest,parseable,completed_parseable,,1,3,0117c775de4caddecbe6fbf7b179506ac418ccd4c5e8a2d061defe6f75b8d9b3,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0004_B4X1000-20260727-2004/run,25379,1184,2282,27661,yes
lane_003,broad_shard_003,worker_lane_003,5,B4X1000-20260727-2005,cog_2025_164382,Dyersville,IA,Midwest,parseable,completed_parseable,,1,2,8fdbf473ca446f9e7f09b402acd46ca26b244fd183626ff9e5c94b7d6ec9796a,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0005_B4X1000-20260727-2005/run,23809,945,1657,25466,yes
lane_003,broad_shard_003,worker_lane_003,6,B4X1000-20260727-2006,cog_2025_164398,Hampton,IA,Midwest,parseable,completed_parseable,,1,1,e67e4873c70eeed5ca6ea5b4c30b6bd29c72a8c61b39f9615abcb7c941e65b1c,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0006_B4X1000-20260727-2006/run,25638,1116,1518,27156,yes
lane_003,broad_shard_003,worker_lane_003,7,B4X1000-20260727-2007,cog_2025_185390,Humboldt,IA,Midwest,parseable,completed_parseable,,1,2,1af74db5095b25d4ac4a8f77a83cafcd8bef27b8eced9c2e9bb4762d7a55c3e2,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0007_B4X1000-20260727-2007/run,29712,963,1777,31489,yes
lane_003,broad_shard_003,worker_lane_003,8,B4X1000-20260727-2008,cog_2025_164307,Independence,IA,Midwest,parseable,completed_parseable,,1,3,893be735f8acc738cfa2eac45c32aa2cfc01b24072573f9b5a5bc1fd14e01fdb,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0008_B4X1000-20260727-2008/run,31899,1170,2591,34490,yes
lane_003,broad_shard_003,worker_lane_003,9,B4X1000-20260727-2009,cog_2025_208017,Jefferson,IA,Midwest,parseable,completed_parseable,,1,2,d75f6182c0c74852e07c3e0e9579795063f1cc0581c440244ae390c03aae3e90,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0009_B4X1000-20260727-2009/run,23548,1154,1998,25546,yes
lane_003,broad_shard_003,worker_lane_003,10,B4X1000-20260727-2010,cog_2025_164376,Milford,IA,Midwest,parseable,completed_parseable,,1,3,594cb36d71b9fd49b2df6a7d4daef47505b676a46f0460d079688aea6be73e89,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0010_B4X1000-20260727-2010/run,30736,1105,2078,32814,yes
lane_003,broad_shard_003,worker_lane_003,11,B4X1000-20260727-2011,cog_2025_190196,Oelwein,IA,Midwest,parseable,completed_parseable,,1,2,ee0ef49f5b1d374d35eaf99e819fa91db005f28035b414064da12003266000cf,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0011_B4X1000-20260727-2011/run,24963,1020,1983,26946,yes
lane_003,broad_shard_003,worker_lane_003,12,B4X1000-20260727-2012,cog_2025_164506,Onawa,IA,Midwest,parseable,completed_parseable,,1,1,7f90706bf1a18d8f11fa1a11d99055ad87239479a3abec1b814e6e6b2aa00800,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0012_B4X1000-20260727-2012/run,23360,919,1308,24668,yes
lane_003,broad_shard_003,worker_lane_003,13,B4X1000-20260727-2013,cog_2025_126674,Osage,IA,Midwest,parseable,completed_parseable,,1,2,d544228c1010abd6e06c95b98a8c00fda38a423bfbb04bd0f757bf0cbff2fb23,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0013_B4X1000-20260727-2013/run,31299,982,1700,32999,yes
lane_003,broad_shard_003,worker_lane_003,14,B4X1000-20260727-2014,cog_2025_208000,Osceola,IA,Midwest,parseable,completed_parseable,,1,1,74218b790ba666f06babe91e53b00aeeea9d99380d909ba18bf03a46f05c3e5c,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0014_B4X1000-20260727-2014/run,26903,709,1152,28055,yes
lane_003,broad_shard_003,worker_lane_003,15,B4X1000-20260727-2015,cog_2025_208037,Rock Rapids,IA,Midwest,parseable,completed_parseable,,1,2,db6ddd7634f55d46374fb5f2be1799f74d14702750b97e1588bafc82ee2c350c,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0015_B4X1000-20260727-2015/run,25571,1158,1967,27538,yes
lane_003,broad_shard_003,worker_lane_003,16,B4X1000-20260727-2016,cog_2025_190210,Rock Valley,IA,Midwest,parseable,completed_parseable,,1,1,012e76841de456d24147acd911d8538d187ddb3213a0f01d094ee10740a67e4b,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0016_B4X1000-20260727-2016/run,17562,897,1263,18825,yes
lane_003,broad_shard_003,worker_lane_003,17,B4X1000-20260727-2017,cog_2025_104497,Sergeant Bluff,IA,Midwest,parseable,completed_parseable,,1,2,8a493c2f166fd5445725f0d2f42b1f3c1e4ddcd0b71eb4f763a6336fdc9b7b07,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0017_B4X1000-20260727-2017/run,22254,1042,2048,24302,yes
lane_003,broad_shard_003,worker_lane_003,18,B4X1000-20260727-2018,cog_2025_164520,Sibley,IA,Midwest,parseable,completed_parseable,,1,0,23d384ced3d99eace45dd32277dc0d14bbe846fc46a9c780db27755b22ff5882,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0018_B4X1000-20260727-2018/run,33621,1327,1358,34979,yes
lane_003,broad_shard_003,worker_lane_003,19,B4X1000-20260727-2019,cog_2025_185412,Sioux Center,IA,Midwest,parseable,completed_parseable,,1,2,21047d8e76c2984f23e651224c460cf328c52cc5a959f14da7c3869b271c2151,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_003/targets/0019_B4X1000-20260727-2019/run,30758,1474,2230,32988,yes
