scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4XPAR-20260727-003503,B4X1000-20260727-2001,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Algona,Kossuth County (19109; primary),police,police,AFSCME Council 61 (Police and Dispatch Bargaining Unit),"July 1, 2021 through June 30, 2022 (one-year extension; 2.5% wage increase effective July 1, 2021)","City Council packet resolution approving AFSCME Council 61 Police & Dispatch bargaining unit MOU extension (2.5% wage increase effective July 1, 2021)",https://files.municipalone.com/algona-ia/CityCouncilPacket02-01-21085505012921PM1683.pdf,files.municipalone.com,https://files.municipalone.com/algona-ia/CityCouncilPacket02-01-21085505012921PM1683.pdf,mou_or_memorandum,memorandum_or_settlement,high,,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003504,B4X1000-20260727-2001,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Algona,Kossuth County (19109; primary),non_safety,non_safety,AFSCME Council 61 (Public Works Bargaining Unit),"July 1, 2021 through June 30, 2022 (one-year extension; 2.5% wage increase effective July 1, 2021)","City Council packet resolution approving AFSCME Council 61 Public Works bargaining unit MOU extension (2.5% wage increase effective July 1, 2021)",https://files.municipalone.com/algona-ia/CityCouncilPacket02-01-21085505012921PM1683.pdf,files.municipalone.com,https://files.municipalone.com/algona-ia/CityCouncilPacket02-01-21085505012921PM1683.pdf,mou_or_memorandum,memorandum_or_settlement,high,non_safety_constraint_signal,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003505,B4X1000-20260727-2002,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Charles City,Floyd County (19067; primary),non_safety,non_safety,Teamsters Local Union No. 238,"July 1, 2026 – June 30, 2027","Agreement Between the City of Charles City, Iowa and Teamsters Local Union No. 238 (Public Works)",https://www.cityofcharlescity.org/AgendaCenter/ViewFile/Item/10737?fileID=6267,cityofcharlescity.org,https://cityofcharlescity.org/AgendaCenter/ViewFile/Item/10737,cba,cba,high,non_safety_constraint_signal,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003506,B4X1000-20260727-2002,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Charles City,Floyd County (19067; primary),police,police,Teamsters Local Union No. 238 (Police unit referenced),unclear,Council resolution referencing a signed police collective bargaining agreement with Teamsters Local Union No. 238 (wages paid as set forth in CBA; police CBA signed/dated 8/16/2021),https://www.cityofcharlescity.org/AgendaCenter/ViewFile/Item/7539?fileID=4685,cityofcharlescity.org,https://cityofcharlescity.org/AgendaCenter/ViewFile/Item/7539,agenda_packet_or_minutes,agenda_cover_sheet,high,,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003507,B4X1000-20260727-2002,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Charles City,Floyd County (19067; primary),police,police,unclear (document references police/public safety officers/investigators; likely linked to city labor agreement updates),unclear,Police wage/residency/hiring bonus/residency stipend changes (effective dates) and references to attached spreadsheet pay scale (attached as agenda packet item),https://www.cityofcharlescity.org/AgendaCenter/ViewFile/Item/5689?fileID=3734,cityofcharlescity.org,https://cityofcharlescity.org/AgendaCenter/ViewFile/Item/5689,agenda_packet_or_minutes,ordinance_or_policy,high,,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003508,B4X1000-20260727-2003,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Cherokee,Cherokee County (19035; primary),police,police,Cherokee Police Association,unclear,Contract Summaries (Police) — City of Cherokee (includes Cherokee Police Association),https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,publications.iowa.gov,https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,cba,cba,high,,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003509,B4X1000-20260727-2003,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Cherokee,Cherokee County (19035; primary),police,police,Cherokee Policemen's Assn.,unclear,Election Obligations & Results (public collective bargaining) — City of Cherokee / Cherokee Policemen's Assn.,https://eab.iowa.gov/public-collective-bargaining/election-obligations-results,eab.iowa.gov,https://eab.iowa.gov/public-collective-bargaining/election-obligations-results,cba,index_page,high,,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003510,B4X1000-20260727-2003,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Cherokee,Cherokee County (19035; primary),non_safety,non_safety,,unclear,Personnel Policy (includes Wage & Salary Administration / wage compensation administration),https://cherokeeiowa.net/vertical/sites/%7BFD405F16-31C3-44DC-8AD6-6930E3743E52%7D/uploads/303_2_Personnel_Policy_2018__06262018.pdf,cherokeeiowa.net,https://cherokeeiowa.net/vertical/sites/%7BFD405F16-31C3-44DC-8AD6-6930E3743E52%7D/uploads/303_2_Personnel_Policy_2018__06262018.pdf,personnel_policy,ordinance_or_policy,high,non_safety_constraint_signal,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003511,B4X1000-20260727-2003,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Cherokee,Cherokee County (19035; primary),unclear,unclear,,unclear,City Council Minutes — includes 'Wage Authorization' entry (S. Werthman),https://cherokeeiowa.net/vertical/sites/%7BFD405F16-31C3-44DC-8AD6-6930E3743E52%7D/uploads/10-10-23_Minutes_for_publication.pdf,cherokeeiowa.net,https://cherokeeiowa.net/vertical/sites/%7BFD405F16-31C3-44DC-8AD6-6930E3743E52%7D/uploads/10-10-23_Minutes_for_publication.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003512,B4X1000-20260727-2004,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Decorah,Winneshiek County (19191; primary),non_safety,non_safety,AFSCME Iowa Council 61,unclear,City of Decorah and AFSCME Iowa Council 61 (labor agreement filing PDF) — scout lead,https://eab.iowa.gov/media/251/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/251/download,cba,index_page,high,non_safety_constraint_signal,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003513,B4X1000-20260727-2004,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Decorah,Winneshiek County (19191; primary),police,police,unclear,unclear (document is labeled 1988; operative duration years not extracted),Contract Summaries — Police units (City of Decorah listed) — 1988 OCR document (scout lead),https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,publications.iowa.gov,https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,cba,context_only,high,,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003514,B4X1000-20260727-2004,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Decorah,Winneshiek County (19191; primary),fire,fire,unclear,unclear (document is labeled 1988; operative duration years not extracted),Contract Summaries — Firefighters units (City of Decorah listed) — 1988 OCR document (scout lead),https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,publications.iowa.gov,https://publications.iowa.gov/46912/1/contract_summaries_police_firefighers_units_1988_OCR_.pdf,cba,context_only,high,,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003515,B4X1000-20260727-2005,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Dyersville,Dubuque County (19061; primary); Delaware County (19055),police,police,Teamsters Local Union No. 120,unclear,"Agenda: Dyersville City Council Meeting (Receive & File proposed collective bargaining agreement for patrol officers) — October 21, 2019",https://www.cityofdyersville.com/DocumentCenter/View/10750/October-21-2019,cityofdyersville.com,https://cityofdyersville.com/DocumentCenter/View/10750/October-21-2019,agenda_packet_or_minutes,agenda_cover_sheet,high,,civil_service_hr_personnel,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003516,B4X1000-20260727-2005,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Dyersville,Dubuque County (19061; primary); Delaware County (19055),police,police,Teamsters Local Union #120,unclear,City Council Minutes (Resolution approving Collective Bargaining Agreement with Teamsters Local Union #120),https://www.cityofdyersville.com/DocumentCenter/View/3558/City-Council-Regular-Meeting-Minutes-December-16-2013-PDF,cityofdyersville.com,https://cityofdyersville.com/DocumentCenter/View/3558/City-Council-Regular-Meeting-Minutes-December-16-2013-PDF,agenda_packet_or_minutes,meeting_minutes,high,,civil_service_hr_personnel,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003517,B4X1000-20260727-2006,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Hampton,Franklin County (19069; primary),police,police,Teamsters Local 238 (Police Department Employees),unclear,"Hampton City Council Regular Session Minutes (April 9, 2026) — Tentative Agreement between City of Hampton and Teamsters, Local 238 Police Department Employees (approval to sign final contract)",https://www.hamptonchronicle.com/sites/default/files/Hampton%20Legals%204.22.2026.pdf,hamptonchronicle.com,https://hamptonchronicle.com/sites/default/files/Hampton%20Legals%204.22.2026.pdf,agenda_packet_or_minutes,meeting_minutes,high,,compensation_classification_studies,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003518,B4X1000-20260727-2007,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Humboldt,Humboldt County (19091; primary),police,police,Teamsters Local Union #147,unclear (certification document; no CBA term found in available pages),"Amendment of Certification (City of Humboldt (Police), Teamsters Local Union #147) — Case No. 6953 / CEO 366",https://eab.iowa.gov/media/307/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/307/download,cba,index_page,high,,agenda_minutes_pay_policy,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003519,B4X1000-20260727-2007,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Humboldt,Humboldt County (19091; primary),non_safety,non_safety,,unclear (mentions a wage increase for employees not covered by a union contract; does not provide a bargaining unit wage ordinance/schedule term),"City of Humboldt, Iowa — Financial Audit FY 11–12 (wage increase mention for non-union-covered employees)",https://cms2.revize.com/revize/humboldtio/residents/city_budget_and_finances/docs/Financial_Audit_FY_11_12.pdf,cms2.revize.com,https://cms2.revize.com/revize/humboldtio/residents/city_budget_and_finances/docs/Financial_Audit_FY_11_12.pdf,unknown_or_needs_review,context_only,low,,agenda_minutes_pay_policy,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003520,B4X1000-20260727-2008,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Independence,Buchanan County (19019; primary),police,police,"Chauffeurs, Teamsters and Helpers Local 238 (International Brotherhood of Teamsters)",7/1/2024 to 6/30/2026,Agreement between City of Independence and Teamsters Local 238 (covering the Police Department) — 7/1/2024 to 6/30/2026,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-289108b36a7a430c835aa716f5442828/ITEM-Attachment-001-723536c7ecc84cf3ae1b0a31d4b4ecb7.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-289108b36a7a430c835aa716f5442828/ITEM-Attachment-001-723536c7ecc84cf3ae1b0a31d4b4ecb7.pdf,wage_schedule,cba,high,,broad_multi_source_crosscheck,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,true,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003521,B4X1000-20260727-2008,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Independence,Buchanan County (19019; primary),police,police,"Chauffeurs, Teamsters and Helpers Local 238 (International Brotherhood of Teamsters)",7/1/2026 to 6/30/2028,Police agreement — 7/1/2026 to 6/30/2028 (signed) (City of Independence Police Department / Teamsters Local 238),https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-3ca5c3a22bfa485eba428af4705ad985/ITEM-Attachment-001-e58405177aff4b67b9532a5218926ed0.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-3ca5c3a22bfa485eba428af4705ad985/ITEM-Attachment-001-e58405177aff4b67b9532a5218926ed0.pdf,wage_schedule,cba,high,,broad_multi_source_crosscheck,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,true,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003522,B4X1000-20260727-2008,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Independence,Buchanan County (19019; primary),police,police,Teamsters Local 238,"July 1, 2026 through June 30, 2028 (referenced; not the full operative CBA text)","City Council Memorandum (police agreement amendment/financial considerations) — recommends signing agreement with Teamsters Local 238 for July 1, 2026 through June 30, 2028",https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-3ca5c3a22bfa485eba428af4705ad985/ITEM-Attachment-001-0b56c434fb9445e4b6daa10e602ef10d.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-3ca5c3a22bfa485eba428af4705ad985/ITEM-Attachment-001-0b56c434fb9445e4b6daa10e602ef10d.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,,broad_multi_source_crosscheck,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003523,B4X1000-20260727-2009,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Jefferson,Greene County (19073; primary),non_safety,non_safety,,unclear,"Handbook – Vacation, Sick and Comp Policies (includes sections labeled Police Department Employees and other employees) (City of Jefferson November 2018)",https://cityofjeffersoniowa.org/wp-content/uploads/2024/01/46-Handbook-vacation-sick-and-comp-policies-included.pdf,cityofjeffersoniowa.org,https://cityofjeffersoniowa.org/wp-content/uploads/2024/01/46-Handbook-vacation-sick-and-comp-policies-included.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003524,B4X1000-20260727-2009,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Jefferson,Greene County (19073; primary),non_safety,non_safety,,unclear,Council Packet – Agenda/attachment containing RESOLUTION APPROVING EMPLOYEE SALARIES FOR CALENDAR YEAR 2022 (RESOLUTION NO. -23 …) (CAA/CCA attachment referenced in city council packet),https://cityofjeffersoniowa.org/wp-content/uploads/2023/04/CCA-4-11-23.pdf,cityofjeffersoniowa.org,https://cityofjeffersoniowa.org/wp-content/uploads/2023/04/CCA-4-11-23.pdf,wage_schedule,agenda_cover_sheet,high,non_safety_constraint_signal,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003525,B4X1000-20260727-2010,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Milford,Dickinson County (19059; primary),unclear,unclear,,unclear,"Minutes and Agendas (landing page) - City of Milford, IA",https://milford.ia.us/minutes-and-agendas/,milford.ia.us,https://milford.ia.us/minutes-and-agendas,agenda_packet_or_minutes,index_page,high,,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003526,B4X1000-20260727-2010,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Milford,Dickinson County (19059; primary),unclear,unclear,,unclear,"2025 Minutes and Agendas (landing page) - City of Milford, IA",https://milford.ia.us/minutes-and-agendas/2025-minutes-and-agendas/,milford.ia.us,https://milford.ia.us/minutes-and-agendas/2025-minutes-and-agendas,agenda_packet_or_minutes,index_page,high,,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003527,B4X1000-20260727-2010,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Milford,Dickinson County (19059; primary),unclear,unclear,,unclear,"January 12, 2026 Regular Meeting agenda (PDF) - City of Milford, IA",https://milford.ia.us/wp-content/uploads/2026/01/January-12-2026-Regular-Meeting.pdf,milford.ia.us,https://milford.ia.us/wp-content/uploads/2026/01/January-12-2026-Regular-Meeting.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,,arbitration_factfinding,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003528,B4X1000-20260727-2011,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Oelwein,Fayette County (19065; primary),non_safety,non_safety,"Chauffeurs, Teamsters and Helpers Local Union No. 238 (affiliated with the International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America)","Contract term described as July 1, 2019 to June 30, 2020 with year-to-year continuation; wage appendix shown for July 1, 2023 through June 30, 2024 (operative years partially anchored to appendix).","City of Oelwein, Iowa and Chauffeurs, Teamsters and Helpers Local Union No. 238 (Public Works) — Agreement (with Wage Schedule/Classification Appendix)",https://mccmeetingspublic.blob.core.usgovcloudapi.net/oelweinia-meet-c7d57db2ee9a49f48a1abaffe9cebfb8/ITEM-Attachment-001-74e669ca2bcf4d4f927f085cd002c136.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/oelweinia-meet-c7d57db2ee9a49f48a1abaffe9cebfb8/ITEM-Attachment-001-74e669ca2bcf4d4f927f085cd002c136.pdf,wage_schedule,cba,high,,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-003529,B4X1000-20260727-2011,lane_003,broad_shard_003,worker_lane_003,IA,Midwest,Oelwein,Fayette County (19065; primary),police,police,unclear (police unit described as transitioning from Teamsters to a collective bargaining unit),FY2026 & FY2027 (plan/effective years stated; exact start/end dates not fully stated as a full CBA term).,Oelwein — Police Department Officers Wages and Benefits Plan (as adopted/attached to a city council packet; includes officer wage step scale and signing/retention bonus terms),https://mccmeetingspublic.blob.core.usgovcloudapi.net/oelweinia-meet-33404397610d45628481e2ab0965591a/ITEM-Attachment-001-45a898e20e7f4b3db3f327f37633e942.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/oelweinia-meet-33404397610d45628481e2ab0965591a/ITEM-Attachment-001-45a898e20e7f4b3db3f327f37633e942.pdf,wage_schedule,wage_schedule_or_compensation_plan,medium,market_or_comparability_pressure,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
