target_id,municipality_id,municipality,state,region,county,government_type,population,population_band,official_website_available,expected_query_difficulty,lane_id,lane_sequence,source_family_query_family,source_corpus_routing_hint,growth_continuity_query_hint,primary_query,secondary_query,allowed_search_scope,eligible_universe_lineage,covered_union_lineage,prior_coverage_status,unscouted_selection_reason,prior_durable_exclusion_flag,prior_durable_exclusion_reason,planned_status,live_status,checkpoint_status,global_analysis_readiness
BRM5-20260731-00001,cog_2025_193321,Alleman,IA,Midwest,Polk County (19153; primary),municipal,434,under_1000,false,limited_official_site,scout_lane_001,1,cba_agreement,causal,cycle wage schedules prior current,"""Alleman"" IA collective bargaining agreement labor contract","""Alleman"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00002,cog_2025_164313,Aredale,IA,Midwest,Butler County (19023; primary),municipal,59,under_1000,false,limited_official_site,scout_lane_001,2,mou_memorandum_settlement,causal,percentage raise across the board,"""Aredale"" IA memorandum MOU settlement labor agreement","""Aredale"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00003,cog_2025_164306,Aurora,IA,Midwest,Buchanan County (19019; primary),municipal,166,under_1000,false,limited_official_site,scout_lane_001,3,wage_salary_schedule,causal_or_pay_record,COLA CPI wage increase,"""Aurora"" IA wage schedule salary schedule employee pay","""Aurora"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00004,cog_2025_204480,Ayrshire,IA,Midwest,Palo Alto County (19147; primary),municipal,129,under_1000,false,limited_official_site,scout_lane_001,4,salary_pay_ordinance,causal_or_pay_record,step schedule progression grades,"""Ayrshire"" IA salary ordinance pay ordinance compensation","""Ayrshire"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00005,cog_2025_185400,Barnes City,IA,Midwest,Mahaska County (19123; primary); Poweshiek County (19157),municipal,151,under_1000,false,limited_official_site,scout_lane_001,5,budget_pay_plan,causal_or_pay_record,retroactive wage implementation effective date,"""Barnes City"" IA municipal budget pay plan compensation","""Barnes City"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00006,cog_2025_126566,Beaver,IA,Midwest,Boone County (19015; primary),municipal,44,under_1000,false,limited_official_site,scout_lane_001,6,compensation_classification_plan,causal_or_pay_record,longevity shift specialty non-base pay,"""Beaver"" IA compensation classification plan job grades","""Beaver"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00007,cog_2025_138244,Birmingham,IA,Midwest,Van Buren County (19177; primary),municipal,372,under_1000,false,limited_official_site,scout_lane_001,7,personnel_policy,causal_or_pay_record,bargaining settlement factfinding terms,"""Birmingham"" IA personnel policy employee wages compensation","""Birmingham"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00008,cog_2025_164409,Blairsburg,IA,Midwest,Hamilton County (19079; primary),municipal,176,under_1000,false,limited_official_site,scout_lane_001,8,civil_service_hr,causal_or_pay_record,market recruitment retention pay review,"""Blairsburg"" IA civil service HR pay classification","""Blairsburg"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00009,cog_2025_164431,Bradgate,IA,Midwest,Humboldt County (19091; primary),municipal,74,under_1000,false,limited_official_site,scout_lane_001,9,agenda_minutes_packet,causal_or_pay_record,cycle wage schedules prior current,"""Bradgate"" IA council agenda minutes packet labor pay","""Bradgate"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-00010,cog_2025_126570,Brandon,IA,Midwest,Buchanan County (19019; primary),municipal,333,under_1000,false,limited_official_site,scout_lane_001,10,arbitration_factfinding_labor_relations,causal,percentage raise across the board,"""Brandon"" IA interest arbitration factfinding labor relations award","""Brandon"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
