lane_id,scout_target_id,scheduled_offset_minutes,request_started_utc,request_finished_utc,elapsed_seconds,request_attempted,request_status,candidate_count,input_tokens,output_tokens,total_tokens,response_id_hash,backend,model,retry_count,secrets_redacted,raw_prompt_saved,raw_response_saved,error_type,error_detail_redacted
lane_4,TS4-4-9942360d2eee0f0f,24,2026-07-26T21:37:44Z,2026-07-26T21:38:11Z,27.078,yes,completed,3,22011,2539,24550,8e0d2124bd105aed,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-e5aaf11a922dfabc,24,2026-07-26T21:38:11Z,2026-07-26T21:38:40Z,29.139,yes,completed,3,33561,2422,35983,2c9309413f02fd5e,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-a9841427e0b6d67e,24,2026-07-26T21:38:40Z,2026-07-26T21:39:00Z,19.985,yes,completed,3,15790,1891,17681,6e01f61bcb32900f,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-13804b3cb41d0da7,24,2026-07-26T21:39:00Z,2026-07-26T21:39:15Z,14.675,yes,completed,0,17365,597,17962,87488e703919d6aa,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-2f30ac25305710b5,24,2026-07-26T21:39:15Z,2026-07-26T21:39:46Z,31.199,yes,completed,3,21821,2146,23967,b58673d0461ef454,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-927e30949b1c553d,24,2026-07-26T21:39:46Z,2026-07-26T21:40:00Z,14.113,yes,completed,3,13360,1548,14908,dfedfdf6bb015fe4,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-24a86f84a5655ed3,24,2026-07-26T21:40:00Z,2026-07-26T21:40:23Z,22.75,yes,completed,3,18255,1744,19999,ea69cb5b915064f0,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-2d748f9e5a31b271,24,2026-07-26T21:40:23Z,2026-07-26T21:40:38Z,15.094,yes,completed,0,17575,645,18220,1664a8b44b0ed2be,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-043e5d7ca270f906,24,2026-07-26T21:40:38Z,2026-07-26T21:41:02Z,24.019,yes,completed,3,20217,1896,22113,9c2cfbe53939cccb,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-6e55a6ed1db73f64,24,2026-07-26T21:41:02Z,2026-07-26T21:41:16Z,14.119,yes,completed,3,13171,1470,14641,f7de98d0f363de3c,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-fa13c9c8bda74f3e,24,2026-07-26T21:41:16Z,2026-07-26T21:41:31Z,14.905,yes,completed,3,11585,1590,13175,567738c8d44e13ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-1fa88762556a7778,24,2026-07-26T21:41:31Z,2026-07-26T21:41:42Z,11.331,yes,completed,0,13348,394,13742,97cf36f879241192,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-a81c22764926d3b9,24,2026-07-26T21:41:42Z,2026-07-26T21:42:11Z,28.599,yes,completed,3,22351,1859,24210,f7648b7993d4e967,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-1f5f8b9b524c4809,24,2026-07-26T21:42:11Z,2026-07-26T21:42:42Z,31.115,yes,completed,3,22322,1991,24313,0db750f09143461d,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-0a22ae125cd1bcfa,24,2026-07-26T21:42:42Z,2026-07-26T21:43:11Z,29.148,yes,completed,3,26071,1979,28050,50f75035a45cc257,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-cfe7b1989aa2da6c,24,2026-07-26T21:43:11Z,2026-07-26T21:43:35Z,23.446,yes,completed,3,25590,2019,27609,c74194a699859cc2,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-9365d98d5daf0991,24,2026-07-26T21:43:35Z,2026-07-26T21:44:03Z,28.21,yes,completed,3,21778,1851,23629,62630b411cbf8482,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-928148e8aeb65181,24,2026-07-26T21:44:03Z,2026-07-26T21:44:30Z,27.366,yes,completed,3,21789,1910,23699,1a5907ed6d3267f6,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-3d648bd34686383a,24,2026-07-26T21:44:30Z,2026-07-26T21:45:03Z,33.199,yes,completed,3,24483,2233,26716,6a56667f4f636999,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-13679934a600c13e,24,2026-07-26T21:45:03Z,2026-07-26T21:45:20Z,16.273,yes,completed,3,13621,1860,15481,a89ef2440e470328,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-9e6c81f7cfb09e6b,24,2026-07-26T21:45:20Z,2026-07-26T21:45:37Z,16.783,yes,completed,3,17308,1433,18741,6a33b6d8980b2c1f,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-521d63e245b444f4,24,2026-07-26T21:45:37Z,2026-07-26T21:46:12Z,35.351,yes,completed,1,32018,2523,34541,0e2c86165b1514bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-dd2a0cd8a47907f4,24,2026-07-26T21:46:12Z,2026-07-26T21:46:31Z,19.316,yes,completed,3,17286,1685,18971,9f7b90937471cf88,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-37b6134555507948,24,2026-07-26T21:46:31Z,2026-07-26T21:46:56Z,24.317,yes,completed,3,16581,1707,18288,9bb07c18682d6b94,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-d9983b49591483a4,24,2026-07-26T21:46:56Z,2026-07-26T21:47:20Z,24.119,yes,completed,3,15540,2201,17741,66eb317fc3e5451e,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-3a7eff477fe17100,24,2026-07-26T21:47:20Z,2026-07-26T21:48:09Z,49.775,yes,completed,2,37847,3176,41023,687f0fc95a38b3e8,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-badd4fb2f8d101a6,24,2026-07-26T21:48:09Z,2026-07-26T21:48:44Z,34.415,yes,completed,3,30144,1863,32007,468575440de20f74,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-cfc7c258a1b70640,24,2026-07-26T21:48:44Z,2026-07-26T21:49:02Z,18.325,yes,completed,0,20403,891,21294,10302b0331b2c3ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-e55f7c2294ddf071,24,2026-07-26T21:49:02Z,2026-07-26T21:49:33Z,30.9,yes,completed,3,33656,3073,36729,f3e159898176ffba,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-3478828f237c9527,24,2026-07-26T21:49:33Z,2026-07-26T21:50:03Z,30.11,yes,completed,3,26077,2123,28200,3b37a0bf366a4a14,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-646a95d67358959b,24,2026-07-26T21:50:03Z,2026-07-26T21:50:21Z,17.844,yes,completed,3,15246,1578,16824,a4331adf9111c692,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-ec0226d2e3127aa4,24,2026-07-26T21:50:21Z,2026-07-26T21:50:42Z,20.973,yes,completed,3,22064,2234,24298,9b2730c9b5d2ec60,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-00e94aef915ac6e2,24,2026-07-26T21:50:42Z,2026-07-26T21:51:04Z,21.975,yes,completed,3,21812,2251,24063,598dc141c929cc66,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-ca90f048198f8d32,24,2026-07-26T21:51:04Z,2026-07-26T21:51:19Z,15.209,yes,completed,0,23653,748,24401,d10032d230e0d492,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-fa56877e6062e2fc,24,2026-07-26T21:51:19Z,2026-07-26T21:51:54Z,34.839,yes,completed,3,25891,2244,28135,f4af7256bdd304d8,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-b767c54747579660,24,2026-07-26T21:51:54Z,2026-07-26T21:52:25Z,30.738,yes,completed,3,21997,2107,24104,0d4802b524f05d79,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-f0a58c908bfd9e4e,24,2026-07-26T21:52:25Z,2026-07-26T21:52:43Z,18.192,yes,completed,3,13324,1674,14998,37447be5f221ed5b,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-9e0b2eb5d56b56da,24,2026-07-26T21:52:43Z,2026-07-26T21:52:54Z,11.189,yes,completed,3,8980,1363,10343,7e91d92a6fce2462,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-a989a995e7283401,24,2026-07-26T21:52:54Z,2026-07-26T21:53:23Z,28.537,yes,completed,3,34704,2336,37040,ceb2413e0667c74b,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-a3fba6a5396973e9,24,2026-07-26T21:53:23Z,2026-07-26T21:53:52Z,29.691,yes,completed,3,29424,2374,31798,6272514e40af17d0,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-aaa7585786d0f288,24,2026-07-26T21:53:52Z,2026-07-26T21:54:16Z,23.757,yes,completed,3,21127,2126,23253,dc8ba5bef41a59b2,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-b606b6c9a0d4aa72,24,2026-07-26T21:54:16Z,2026-07-26T21:54:26Z,10.273,yes,completed,3,8980,1312,10292,bc1af6f86da62f21,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-dd6cd58b4de19de5,24,2026-07-26T21:54:26Z,2026-07-26T21:54:51Z,24.583,yes,completed,3,21995,1951,23946,27a7658a1f2e5aef,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-d42a4552dd793002,24,2026-07-26T21:54:51Z,2026-07-26T21:55:03Z,11.436,yes,completed,2,13197,1343,14540,eafb51b607549c6f,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-3d38377fde6d0b31,24,2026-07-26T21:55:03Z,2026-07-26T21:55:30Z,27.013,yes,completed,0,25434,1152,26586,9245dd46f715a6fa,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-4d90f93faac777d3,24,2026-07-26T21:55:30Z,2026-07-26T21:55:52Z,22.173,yes,completed,3,21780,2440,24220,42b58a9c9f16a930,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-83a162cc86c63b67,24,2026-07-26T21:55:52Z,2026-07-26T21:56:19Z,27.222,yes,completed,3,25818,2619,28437,be5268b2c4174ee7,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-7d35ead904006800,24,2026-07-26T21:56:19Z,2026-07-26T21:56:49Z,29.849,yes,completed,3,22506,2409,24915,a13090dd94a89fc5,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-180dae6230153727,24,2026-07-26T21:56:49Z,2026-07-26T21:57:29Z,39.942,yes,completed,3,27053,2351,29404,be6b1f94579c55d8,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-803ad4eac2277f8f,24,2026-07-26T21:57:29Z,2026-07-26T21:57:45Z,16.161,yes,completed,3,17710,1593,19303,8f6d3e6a481844f9,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-74239eae45ce3b34,24,2026-07-26T21:57:45Z,2026-07-26T21:58:09Z,24.465,yes,completed,3,24899,1689,26588,26162fb38827d972,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-22147451b01cf215,24,2026-07-26T21:58:09Z,2026-07-26T21:58:36Z,26.238,yes,completed,3,22264,2371,24635,334297cc7b3dbe2c,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-dc1af31665c310d8,24,2026-07-26T21:58:36Z,2026-07-26T21:58:56Z,20.091,yes,completed,3,20902,1918,22820,5b7479fae93a3101,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-2714c3e218d1ac3b,24,2026-07-26T21:58:56Z,2026-07-26T21:59:30Z,33.982,yes,completed,3,26119,2100,28219,c1c757caf9633301,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-9747356e2ebf048e,24,2026-07-26T21:59:30Z,2026-07-26T21:59:56Z,25.912,yes,completed,2,22603,2629,25232,a5a6376b6b94e80a,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-1a1ca7507e201713,24,2026-07-26T21:59:56Z,2026-07-26T22:00:22Z,25.848,yes,completed,3,25459,2220,27679,fe22e72f6962162d,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_4,TS4-4-c8116a1c770eb38d,24,2026-07-26T22:00:22Z,2026-07-26T22:00:37Z,15.737,yes,completed,3,13266,1676,14942,997cbb2b14199387,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
