readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-1578b5adeb2bb43fee67,CBSRD-20260728-f6e6ce2d5c772a6139dd,CBCR-20260728-04654,B4XPAR-20260727-005073,BCV-20260728-00230,broad_4x1000_deduped,readiness_lane_004,7,MT,West,Choteau,Teton County (30099; primary),Agendas/Minutes — City of Choteau,https://www.choteaumt.org/agendasminutes,https://choteaumt.org/agendasminutes,choteaumt.org,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-f6e6ce2d5c772a6139dd.html,html,201949,ef7e1add13ac2e27c5f83216a785ed3d4acfa0c3c06dfa71c5bd08ed977a5d66,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-46f5b5dc78d939c0a5fe,CBSRD-20260728-3ffad49cba90a3ac1adc,CBCR-20260728-01404,B4XPAR-20260727-001514,BCV-20260728-00521,broad_4x1000_deduped,readiness_lane_004,11,MT,West,Clyde Park,Park County (30067; primary),Town Council Meeting Agendas & Minutes (landing page),https://clydeparkmt.net/town-council-meeting-agendas-and-minutes,https://clydeparkmt.net/town-council-meeting-agendas-and-minutes,clydeparkmt.net,agenda_packet_or_minutes,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-3ffad49cba90a3ac1adc.html,html,41378,a6e300c6e668e41251e39d0209062d5a9645978f1d13433e2b8a5854fae65dc1,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-4a3ef90da26bbc007b84,CBSRD-20260728-981496c8b8ba3f2448e8,CBCR-20260728-07034,BSSC-20260727-00644,BCV-20260728-07132,broad_490_preserved_review_queue,readiness_lane_004,13,MT,West,Cut Bank,,"City Council meeting summary (Oct. 20, 2025) noting city approval of a contract between City of Cut Bank and IUOE Local 400",https://www.cutbankpioneerpress.com/story/2025/11/05/news/cut-bank-city-council-meeting-summary-from-oct-20/3187.html,https://cutbankpioneerpress.com/story/2025/11/05/news/cut-bank-city-council-meeting-summary-from-oct-20/3187.html,cutbankpioneerpress.com,cba,context_only,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-981496c8b8ba3f2448e8.html,html,44807,59247be83266c9e89c3d8b8f63785c38ca91bac4b5d19a6634114fca8de367dc,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-0f8de6d76fa75c3a6c13,CBSRD-20260728-672b708fbbe2669b82f1,CBCR-20260728-06272,B4XPAR-20260727-006827,BCV-20260728-01901,broad_4x1000_deduped,readiness_lane_004,16,MT,West,Dutton,Teton County (30099; primary),Town of Dutton Council Meeting Minutes (index / landing page),https://townofdutton.com/council-meeting-minutes,https://townofdutton.com/council-meeting-minutes,townofdutton.com,agenda_packet_or_minutes,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-672b708fbbe2669b82f1.html,html,64418,724bf41cbe459f78262214535f0844b532cf6b4ff780aa4c719373977f8a318c,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-9937f9484c5f2c5d187a,CBSRD-20260728-683a4536c231dcd422b4,CBCR-20260728-04660,B4XPAR-20260727-005079,BCV-20260728-01905,broad_4x1000_deduped,readiness_lane_004,18,MT,West,Fairfield,Teton County (30099; primary),"Reference Documents – Fairfield, MT (includes link list such as Budget and policies)",https://www.townoffairfield.com/reference-documents,https://townoffairfield.com/reference-documents,townoffairfield.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-683a4536c231dcd422b4.html,html,205781,531253c5086d324fb73b69686ec91f9f833c7e64513ee1c0f1f8aae71bccb994,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-e09db96f17e997ad27d2,CBSRD-20260728-fb5baabc262c836d20ef,CBCR-20260728-04664,B4XPAR-20260727-005083,BCV-20260728-05260,broad_4x1000_deduped,readiness_lane_004,20,MT,West,Forsyth,Rosebud County (30087; primary),Forsyth City Council Meeting Recordings / documents hub (includes 'Council Agenda' and 'Meeting Minutes' links),https://www.forsythmt.info/,https://forsythmt.info,forsythmt.info,agenda_packet_or_minutes,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-fb5baabc262c836d20ef.html,html,574015,1218d6200536226bb0ef114106cda7497433ba435145d9e1bb0d030fd5a95d09,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-dcd0e7c4fcb5df0ffb59,CBSRD-20260728-d298d46b8be6eaece5ff,CBCR-20260728-06278,B4XPAR-20260727-006833,BCV-20260728-01907,broad_4x1000_deduped,readiness_lane_004,24,MT,West,Froid,Roosevelt County (30085; primary),Agendas (Town of Froid) - Related Documents: Meeting Agendas (PDFs by date),https://townoffroid.com/agendas,https://townoffroid.com/agendas,townoffroid.com,budget_or_pay_plan,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-d298d46b8be6eaece5ff.html,html,47146,2acf4e31b9674f7bc3cb93c251c46979802c22be4c08ff024aedffffd09545c6,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-f78cb392fdc06476c185,CBSRD-20260728-35497e12175b5f9cc7bd,CBCR-20260728-07040,BSSC-20260727-00650,BCV-20260728-07441,broad_490_preserved_review_queue,readiness_lane_004,25,MT,West,Glasgow,,City Council Meets In Regular Session (approval of a police collective bargaining agreement for 2024 to 2026; summarized wage changes),https://www.glasgowcourier.com/story/2024/10/30/news/city-council-meets-in-regular-session/15771.html,https://glasgowcourier.com/story/2024/10/30/news/city-council-meets-in-regular-session/15771.html,glasgowcourier.com,cba,context_only,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-35497e12175b5f9cc7bd.html,html,62206,5d1d12823c748467bf346eed642dfc74cae47b03276d9ca49fad72eb9ef2cfa4,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-bc36bb91c6fb5ca19830,CBSRD-20260728-f1ecb227eff1f5c65c69,CBCR-20260728-01408,B4XPAR-20260727-001518,BCV-20260728-07484,broad_4x1000_deduped,readiness_lane_004,26,MT,West,Harlowton,Wheatland County (30107; primary),Council Minutes (index/landing page for meeting minutes PDFs/DOCX),https://harlowton.municipalimpact.com/council-minutes,https://harlowton.municipalimpact.com/council-minutes,harlowton.municipalimpact.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-f1ecb227eff1f5c65c69.html,html,134245,c397c405dd6b11e9d626e3e7faa68c860e69a7460ce9954e6da8873872da4336,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
CBRDY-20260728-0914d4ac1ab03ef41957,CBSRD-20260728-f8088eaa632c0f0fa8ea,CBCR-20260728-01413,B4XPAR-20260727-001523,BCV-20260728-00400,broad_4x1000_deduped,readiness_lane_004,30,MT,West,Malta,Phillips County (30071; primary),City Council Minutes (index/landing page for past meeting documents),https://www.cityofmalta.com/city-council-minutes,https://cityofmalta.com/city-council-minutes,cityofmalta.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-f8088eaa632c0f0fa8ea.html,html,312359,1c1667251987f14acc163d0c69729e06925c2877e121751e1ff169e9cdd48600,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,text_ready,not_applicable,html_text_later,bounded_html_structure_has_usable_visible_text
