readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-05e6abc66ea637bfe70a,CBSRD-20260728-ee1cab4c7df8a5549cf7,CBCR-20260728-04653,B4XPAR-20260727-005072,BCV-20260728-02167,broad_4x1000_deduped,readiness_lane_004,1,MT,West,Alberton,Mineral County (30061; primary),"Council Meeting Minutes (March 4, 2025)",https://www.albertonmontana.com/Minutes_March_2025_Town_Council_Alberton_MT.pdf,https://albertonmontana.com/Minutes_March_2025_Town_Council_Alberton_MT.pdf,albertonmontana.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-ee1cab4c7df8a5549cf7.pdf,pdf,56975,a018984b0775a220e7b9c7b9e95096e75d4c434f7ab79f0ac243c8200b849678,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,3,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-6d6f8e60183e6a315770,CBSRD-20260728-03e3df04eb1008408862,CBCR-20260728-04651,B4XPAR-20260727-005070,BCV-20260728-04310,broad_4x1000_deduped,readiness_lane_004,2,MT,West,Alberton,Mineral County (30061; primary),"Title 2 — Administration and Personnel (Ch. 2-1 Qualifications, Duties and Salaries; Ch. 2-2 Compensation of the Mayor and Aldermen)",https://www.albertonmontana.com/Title_2_Administration_and_Personnel_Ordinance_Alberton_MT.pdf,https://albertonmontana.com/Title_2_Administration_and_Personnel_Ordinance_Alberton_MT.pdf,albertonmontana.com,other_local_government_pay_policy,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-03e3df04eb1008408862.pdf,pdf,110339,6e8e59760092f5ec17b0ce1d046f25cb432ca8e55af11de725e6f4fc4f176a4f,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,10,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-2d64793c9b3f4248ebbe,CBSRD-20260728-4c346da8b671a598622b,CBCR-20260728-01398,B4XPAR-20260727-001508,BCV-20260728-02284,broad_4x1000_deduped,readiness_lane_004,4,MT,West,Bridger,Carbon County (30009; primary),Resolution No. 252 — A Resolution to Re-establish the Base Wage Pay Scale and Annual Raise Schedule for the Library Employees of the Town of Bridger,https://www.bridger-mt.com/cmsuserfiles/2022_09_06_Council_Packet.pdf,https://bridger-mt.com/cmsuserfiles/2022_09_06_Council_Packet.pdf,bridger-mt.com,other_local_government_pay_policy,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-4c346da8b671a598622b.pdf,pdf,3917078,a555503d171006a134c7498bad2ebaa3d5b1d61c859861b8b88cc756250a49b1,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,59,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-258012dc28c96a3e2854,CBSRD-20260728-b2eb3e7356b1ac3367bc,CBCR-20260728-03063,B4XPAR-20260727-003325,BCV-20260728-02364,broad_4x1000_deduped,readiness_lane_004,5,MT,West,Chester,Liberty County (30051; primary),Regular Meeting (Town of Chester Council) — Approval discussion: Resolution #09-2026 to adopt New Wage Matrix and revise Employee Handbook to reflect matrix,https://chester-montana.com/wp-content/uploads/2026/03/February-12-2026-Regular-Meeting.pdf,https://chester-montana.com/wp-content/uploads/2026/03/February-12-2026-Regular-Meeting.pdf,chester-montana.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-b2eb3e7356b1ac3367bc.pdf,pdf,149810,f72d1405c21674ed897c872fe31fc25bea11e29a83e09cc4506990f77b4e1d54,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,3,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-ded36351ca16678a117f,CBSRD-20260728-b2f0c348b8cd24a77004,CBCR-20260728-03064,B4XPAR-20260727-003326,BCV-20260728-06651,broad_4x1000_deduped,readiness_lane_004,6,MT,West,Chester,Liberty County (30051; primary),Regular Council Meeting — Agenda item: 2nd reading of Resolution #09-2026 to set the hourly wage of all Public Works Department employees,https://chester-montana.com/wp-content/uploads/2026/07/July-8-2026.pdf,https://chester-montana.com/wp-content/uploads/2026/07/July-8-2026.pdf,chester-montana.com,agenda_packet_or_minutes,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-b2f0c348b8cd24a77004.pdf,pdf,130019,1fdbf4e30c14a340f77c6f0c8068e1a34fb17b566a4c6fefdd5a87f9dc05006a,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,1,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-4d0ad9d2e378b4cdd4af,CBSRD-20260728-047ddf7b6ca0bd073b57,CBCR-20260728-01401,B4XPAR-20260727-001511,BCV-20260728-06091,broad_4x1000_deduped,readiness_lane_004,8,MT,West,Circle,McCone County (30055; primary),"OFFICIAL MINUTES — Town of Circle Town Council Meeting (May 13, 2024) (Pool wages: lifeguards/pool manager)",https://static1.squarespace.com/static/665641997ae2f86b9982c009/t/668f1f0b67085e5e7c553188/1720655628568/May%2B13%2C%2B2024%2B%2BMinutes.pdf,https://static1.squarespace.com/static/665641997ae2f86b9982c009/t/668f1f0b67085e5e7c553188/1720655628568/May%2B13%2C%2B2024%2B%2BMinutes.pdf,static1.squarespace.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-047ddf7b6ca0bd073b57.pdf,pdf,1016034,946f5d9b9c417fbb0c5b2195e55059d15549d7874a646499b60eedd92c1a24fe,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,8,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-ce0dec9df3c2e7d0502d,CBSRD-20260728-cbb33ec271fca744af89,CBCR-20260728-01402,B4XPAR-20260727-001512,BCV-20260728-01804,broad_4x1000_deduped,readiness_lane_004,9,MT,West,Circle,McCone County (30055; primary),"OFFICIAL MINUTES — Town of Circle Monthly Council Meeting (April 10, 2023) (Pool wages for 2023 season)",https://static1.squarespace.com/static/665641997ae2f86b9982c009/t/66672278cfea843273163dd8/1718035065854/April%2B10%2C%2B2023%2BMinutes.pdf,https://static1.squarespace.com/static/665641997ae2f86b9982c009/t/66672278cfea843273163dd8/1718035065854/April%2B10%2C%2B2023%2BMinutes.pdf,static1.squarespace.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-cbb33ec271fca744af89.pdf,pdf,667195,1bfe26095c8f35840d42340dd10349f1c257e2f0671b6393f1d39d6d9c3b3b7e,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,4,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-b4dceed0ad11dbcc3cc9,CBSRD-20260728-9eb2997f9c3377331080,CBCR-20260728-01403,B4XPAR-20260727-001513,BCV-20260728-02664,broad_4x1000_deduped,readiness_lane_004,10,MT,West,Clyde Park,Park County (30067; primary),Council Action Form - Employee Wages,https://clydeparkmt.net/documents/612/Council_Action_Form_-_Employee_Wages.pdf,https://clydeparkmt.net/documents/612/Council_Action_Form_-_Employee_Wages.pdf,clydeparkmt.net,agenda_packet_or_minutes,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-9eb2997f9c3377331080.pdf,pdf,425949,99512e3d90042ac4db0a7620a144231349ec181ab53654087169f1373981a99c,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,2,false,false,not_applicable,not_applicable,ocr_later_or_defer,bounded_first_three_pages_do_not_show_usable_text_layer
CBRDY-20260728-18a1312eb5d25ae7b15e,CBSRD-20260728-a5b12d5430882f4857cb,CBCR-20260728-04657,B4XPAR-20260727-005076,BCV-20260728-00699,broad_4x1000_deduped,readiness_lane_004,12,MT,West,Culbertson,Roosevelt County (30085; primary),Town Council Minutes (Library Assistant Contract & Wage; Resolution #498 amends personnel wages for FY 2021-2022),https://culbertsonmt.com/documents/393/2021_Minutes.pdf,https://culbertsonmt.com/documents/393/2021_Minutes.pdf,culbertsonmt.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-a5b12d5430882f4857cb.pdf,pdf,1023064,45051aa825fde56a16ad94fe96da08d8527e77a45c6e128043fb8ac849e61805,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,42,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
CBRDY-20260728-9a53320f621edbbf91fe,CBSRD-20260728-86586ae2515c510e257e,CBCR-20260728-03068,B4XPAR-20260727-003330,BCV-20260728-02887,broad_4x1000_deduped,readiness_lane_004,14,MT,West,Darby,Ravalli County (30081; primary),Council Meeting Agenda (2026-02-10) — possible attachments for wage/pay policy,https://www.darbymt.net/a/wp-content/uploads/2026/02/2026-02-10-Council-Agenda.pdf,https://darbymt.net/a/wp-content/uploads/2026/02/2026-02-10-Council-Agenda.pdf,darbymt.net,agenda_packet_or_minutes,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-86586ae2515c510e257e.pdf,pdf,213492,584fabba68bb1c516a2f60e3e71993ebea97b89cb25fde0ed95038fdd788a79e,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,2,false,true,not_applicable,not_applicable,parse_text_layer_later,bounded_first_three_pages_show_machine_readable_text_layer
