readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-5e1fca27b9ccbf46ec18,CBSRD-20260728-f53b7241b6d12c6acc67,CBCR-20260728-03062,B4XPAR-20260727-003324,BCV-20260728-08234,broad_4x1000_deduped,readiness_lane_004,3,MT,West,Boulder,Jefferson County (30043; primary),Special Council Meeting Minutes (includes Resolution #2022-08: Establishing wages & salaries for City employees for FY22/23; effective pay period start date 9/3/2022),https://static1.squarespace.com/static/5f69321df81a87039c352033/t/634829a64d5ce01a4fba3598/1665673638569/SPECIAL+MEETING+MINUTES+08-29-2022.docx,https://static1.squarespace.com/static/5f69321df81a87039c352033/t/634829a64d5ce01a4fba3598/1665673638569/SPECIAL+MEETING+MINUTES+08-29-2022.docx,static1.squarespace.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-f53b7241b6d12c6acc67.docx,docx,40779,e8bd024bc42172ffb91b48e3e43ce83fba3e929f34640a820a5debb228a90a1c,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-01b5edbcd06785937428,CBSRD-20260728-ce7f0fffb8d83661ae48,CBCR-20260728-06279,B4XPAR-20260727-006834,BCV-20260728-01918,broad_4x1000_deduped,readiness_lane_004,27,MT,West,Joliet,Carbon County (30009; primary),"4/28/25 Council Meeting Agenda (Town of Joliet, MT)",https://www.townofjolietmt.net/_files/ugd/c74d8f_a35e237abde140b49a151e7b1ec626ee.docx?dn=April+28th+2025+Agenda.docx,https://townofjolietmt.net/_files/ugd/c74d8f_a35e237abde140b49a151e7b1ec626ee.docx,townofjolietmt.net,agenda_packet_or_minutes,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-ce7f0fffb8d83661ae48.docx,docx,23856,0f73ded77a9bccd9eb6855041a8a2af50565a00d7966f1fcccea084dd37f2c83,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-59df138d899dc19c4ca0,CBSRD-20260728-8791a7916d768d9ff5b0,CBCR-20260728-00275,B4XPAR-20260727-000304,BCV-20260728-06702,broad_4x1000_deduped,readiness_lane_004,123,ND,Midwest,Argusville,Cass County (38017; primary),Jan_Final_2024_Meeting_Minutes.docx (council minutes repository attachment),https://www.cityofargusville.com/vertical/sites/%7B7F42D340-F6F2-447A-8307-17EE6182BBD5%7D/uploads/Jan_Final_2024_Meeting_Minutes.docx,https://cityofargusville.com/vertical/sites/%7B7F42D340-F6F2-447A-8307-17EE6182BBD5%7D/uploads/Jan_Final_2024_Meeting_Minutes.docx,cityofargusville.com,budget_or_pay_plan,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-8791a7916d768d9ff5b0.docx,docx,35822,04f4b149b3125f99c3e1ede17f3a5bdf1ac3c60df68fb438826c65945d16fa98,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-3c27051580ca3344f90b,CBSRD-20260728-baae15087799186418e0,CBCR-20260728-01879,B4XPAR-20260727-002036,BCV-20260728-07625,broad_4x1000_deduped,readiness_lane_004,144,ND,Midwest,Leeds,Benson County (38005; primary),City Ordinances - Chapter Five (Police Department) - 1st amendment (docx on City of Leeds site),https://www.leedsnorthdakota.com/uploads/7/2/3/4/7234988/chapter_five.docx,https://leedsnorthdakota.com/uploads/7/2/3/4/7234988/chapter_five.docx,leedsnorthdakota.com,other_local_government_pay_policy,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-baae15087799186418e0.docx,docx,18759,56a09b341aad75a9e2bef394792fdf7438ad4108f60b49a63eadbb9bf8656244,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-3655700c9ce4b012ff2a,CBSRD-20260728-b12723a036e8a77f7a01,CBCR-20260728-01880,B4XPAR-20260727-002037,BCV-20260728-05482,broad_4x1000_deduped,readiness_lane_004,145,ND,Midwest,Leeds,Benson County (38005; primary),City Ordinances - Chapter Four (Fire Protection and Prevention) - 1st amendment (docx on City of Leeds site),https://www.leedsnorthdakota.com/uploads/7/2/3/4/7234988/4_city_of_leeds_-_chapter_four_-_1st_amend.docx,https://leedsnorthdakota.com/uploads/7/2/3/4/7234988/4_city_of_leeds_-_chapter_four_-_1st_amend.docx,leedsnorthdakota.com,other_local_government_pay_policy,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-b12723a036e8a77f7a01.docx,docx,22685,3b688c2ef172653d806ff03a3ba3b9817d4fec9fbfd9dd0f6e89d0e77985fdd6,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-b479ac3be7ea32c0c4e4,CBSRD-20260728-0d0447da8830d1b2f4a3,CBCR-20260728-05122,B4XPAR-20260727-005588,BCV-20260728-07846,broad_4x1000_deduped,readiness_lane_004,150,ND,Midwest,Mohall,Renville County (38075; primary),"Minutes January 13, 2025",https://mohallndak.com/vertical/sites/%7B90F573C2-0B5D-40DD-9103-E2C01E5C07E0%7D/uploads/MN_CTY_CNCL_MTG_Jan_13_2025.docx,https://mohallndak.com/vertical/sites/%7B90F573C2-0B5D-40DD-9103-E2C01E5C07E0%7D/uploads/MN_CTY_CNCL_MTG_Jan_13_2025.docx,mohallndak.com,budget_or_pay_plan,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-0d0447da8830d1b2f4a3.docx,docx,24796,419ed82dfc332f5403076bdd20ef77ee98bc4679bf81892fec3462c11f3d997b,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-09fd27d5b40c25c4d528,CBSRD-20260728-6e671940d0b848c85b8d,CBCR-20260728-05123,B4XPAR-20260727-005589,BCV-20260728-03560,broad_4x1000_deduped,readiness_lane_004,151,ND,Midwest,Mohall,Renville County (38075; primary),"Minutes August 11, 2025- Preliminary Budget",https://mohallndak.com/vertical/sites/%7B90F573C2-0B5D-40DD-9103-E2C01E5C07E0%7D/uploads/MINUTES_OF_THE_PRELIMINARY_BUDGET_AUG_11_2025.docx,https://mohallndak.com/vertical/sites/%7B90F573C2-0B5D-40DD-9103-E2C01E5C07E0%7D/uploads/MINUTES_OF_THE_PRELIMINARY_BUDGET_AUG_11_2025.docx,mohallndak.com,budget_or_pay_plan,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-6e671940d0b848c85b8d.docx,docx,14332,bc8fbe5d5bd343e770e4366d0c24eacab56045ce35a13d7cc63cd8c85058cb99,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-3257c38b2145dc322999,CBSRD-20260728-1b318d7668641fd21b9d,CBCR-20260728-03527,B4XPAR-20260727-003840,BCV-20260728-02566,broad_4x1000_deduped,readiness_lane_004,153,ND,Midwest,New Rockford,Eddy County (38027; primary),City Ordinances - Chapter 5 (Police) - City of New Rockford,https://cityofnewrockford.gov/documents/671/Chapter_5.doc,https://cityofnewrockford.gov/documents/671/Chapter_5.doc,cityofnewrockford.gov,unknown_or_needs_review,context_only,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-1b318d7668641fd21b9d.doc,doc,32256,3e96c33c3a4fe7cfd8529514f8de0f8dcdf5cd2096d8aa9bad052c2fd6238f1a,.doc,doc,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,supported_local_document_type_is_parseable_later
CBRDY-20260728-05fe1fd795fd752c4b50,CBSRD-20260728-c55a9ffa4ad8fa1989d8,CBCR-20260728-03552,B4XPAR-20260727-003866,BCV-20260728-07342,broad_4x1000_deduped,readiness_lane_004,185,NE,Midwest,Emerson,Dixon County (31051; primary); Dakota County (31043); Thurston County (31173),Local Legislation (includes municipal ordinances; operative wage/pay items unknown),https://emerson-village.nebraska.gov/sites/default/files/2025-10/Local%20Legislation.docx,https://emerson-village.nebraska.gov/sites/default/files/2025-10/Local%20Legislation.docx,emerson-village.nebraska.gov,unknown_or_needs_review,insufficient_source,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-c55a9ffa4ad8fa1989d8.docx,docx,16049738,7d5edc7bcabf5b8fd3dee87e3da716694a8d0100e88bf3269e52a3b1b3999b9b,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
CBRDY-20260728-ef30f430f5d38d949d75,CBSRD-20260728-8fb1508c90d136917d70,CBCR-20260728-05960,B4XPAR-20260727-006492,BCV-20260728-06092,broad_4x1000_deduped,readiness_lane_004,470,OK,South,Pocola,Le Flore County (40079; primary),AGENDA 01-06-2026 (Board of Trustees meeting agenda),https://static1.squarespace.com/static/635163b0e0c53f45b678aa7b/t/698509a80d710420e63bd57d/1770326440497/AGENDA+01-06-2026.docx,https://static1.squarespace.com/static/635163b0e0c53f45b678aa7b/t/698509a80d710420e63bd57d/1770326440497/AGENDA+01-06-2026.docx,static1.squarespace.com,agenda_packet_or_minutes,agenda_cover_sheet,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-8fb1508c90d136917d70.docx,docx,21399,9123c9fa5550f774fa1c8de3087f41a70827486311d1b3c4ff62326d9a1ce189,.docx,docx,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,not_applicable,text_ready,other_document_text_later,office_open_xml_container_is_locally_parseable_later
