readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag
RMRDY-20260802-3faa7a288d2dfb8471e2,readiness_lane_001,11,html,html,RMSRD-20260802-d20034bdbac2578e2e81,RMV-20260801-00310,BRM5C-BRM5-20260731-05087-02,BRM5-20260731-05087,MN,Midwest,Carlos,City of Carlos — Annual Budget (2026) — Approved Budget for 2026 (summary landing page for wage-related budget documents),https://cityofcarlos.com/annual-budget,https://cityofcarlos.com/annual-budget,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-d20034bdbac2578e2e81.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-d20034bdbac2578e2e81.html,sha256:3ef2158da445905638b4c747cda880cf54fef9a2a1826b8932e40aa1a7863c51,locally_available,local_only_not_replicated,local_research_workspace,45466,3ef2158da445905638b4c747cda880cf54fef9a2a1826b8932e40aa1a7863c51,45466,3ef2158da445905638b4c747cda880cf54fef9a2a1826b8932e40aa1a7863c51,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,4640,120,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-3dad9447a5aac73e84b0,readiness_lane_001,15,html,html,RMSRD-20260802-b623aecb8733d57bf4c0,RMV-20260801-02193,BRM5C-BRM5-20260731-02856-01,BRM5-20260731-02856,WI,Midwest,Troy,Ordinances (Town of Troy - Walworth): Chapter 8 (Personnel Management) + other town ordinance chapters,https://troywalworthwi.gov/ordinances/,https://troywalworthwi.gov/ordinances,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b623aecb8733d57bf4c0.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b623aecb8733d57bf4c0.html,sha256:27137eac96d92df9e2b1ada721b977992eda2fb207049b469b707f2a40028d15,locally_available,local_only_not_replicated,local_research_workspace,46610,27137eac96d92df9e2b1ada721b977992eda2fb207049b469b707f2a40028d15,46610,27137eac96d92df9e2b1ada721b977992eda2fb207049b469b707f2a40028d15,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,8224,133,16,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-9177835e8a47f630fb30,readiness_lane_001,24,html,html,RMSRD-20260802-990c27ca47d9ee1f8358,RMV-20260801-02391,BRM5C-BRM5-20260731-12458-01,BRM5-20260731-12458,MI,Midwest,Riverton,Riverton Township Meeting Minutes (index / landing page),https://rivertontownship.org/meeting-minutes/,https://rivertontownship.org/meeting-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-990c27ca47d9ee1f8358.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-990c27ca47d9ee1f8358.html,sha256:5ad6cfd37e9882ab7110f3023461786f7fd2d6e1eaa4b92a100ceedac9ca6fe7,locally_available,local_only_not_replicated,local_research_workspace,204235,5ad6cfd37e9882ab7110f3023461786f7fd2d6e1eaa4b92a100ceedac9ca6fe7,204235,5ad6cfd37e9882ab7110f3023461786f7fd2d6e1eaa4b92a100ceedac9ca6fe7,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1791,109,58,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-2f03ad521d52dd995037,readiness_lane_001,28,html,html,RMSRD-20260802-89d6a869a83f81964a5f,RMV-20260801-02689,BRM5C-BRM5-20260731-03185-03,BRM5-20260731-03185,PA,Northeast,Connoquenessing,Agendas & Minutes (Connoquenessing Borough) - index page,https://connoquenessingboro.com/government/minutes/,https://connoquenessingboro.com/government/minutes,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-89d6a869a83f81964a5f.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-89d6a869a83f81964a5f.html,sha256:fc0ba59d79186fa4637c253ac9e483531813007b38e2230910775d64ad45795a,locally_available,local_only_not_replicated,local_research_workspace,208065,fc0ba59d79186fa4637c253ac9e483531813007b38e2230910775d64ad45795a,208065,fc0ba59d79186fa4637c253ac9e483531813007b38e2230910775d64ad45795a,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,7328,381,47,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-008009ab76da37268b9f,readiness_lane_001,33,html,html,RMSRD-20260802-092629120f7bc0e4553e,RMV-20260801-01659,BRM5C-BRM5-20260731-16653-02,BRM5-20260731-16653,MN,Midwest,Wilma,"March 2022 (page 2) — Wages and Salaries / Board of Reorganization wage rates (general labor, clerk/treasurer, election judges, etc.)",https://www.wilmatownship.org/2022/03/page/2/,https://wilmatownship.org/2022/03/page/2,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-092629120f7bc0e4553e.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-092629120f7bc0e4553e.html,sha256:62c1837c9bdbf1c517db96b077f259868529c484e22763322b136382a7debcae,locally_available,local_only_not_replicated,local_research_workspace,78558,62c1837c9bdbf1c517db96b077f259868529c484e22763322b136382a7debcae,78558,62c1837c9bdbf1c517db96b077f259868529c484e22763322b136382a7debcae,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,11916,42,20,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-e1abc57a8d185185cfff,readiness_lane_001,34,html,html,RMSRD-20260802-f037fd87dfcb13b0d625,RMV-20260801-02103,BRM5C-BRM5-20260731-10415-02,BRM5-20260731-10415,NY,Northeast,Caroga,RESOLUTION #2018-066 to accept an adjustment regarding the pay rate of a Mechanic in the Highway contract (pay rate change),https://townofcaroga.com/minutes/tb_2018-06-20.htm,https://townofcaroga.com/minutes/tb_2018-06-20.htm,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f037fd87dfcb13b0d625.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f037fd87dfcb13b0d625.html,sha256:a735900e7c38e97a19acef84ac12a59cba869833ab37b47e2bc515f4947f140e,locally_available,local_only_not_replicated,local_research_workspace,48100,a735900e7c38e97a19acef84ac12a59cba869833ab37b47e2bc515f4947f140e,48100,a735900e7c38e97a19acef84ac12a59cba869833ab37b47e2bc515f4947f140e,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,35359,7,0,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-fcd25b85749ea962ca6b,readiness_lane_001,40,html,html,RMSRD-20260802-c2d25d53ce1c005b31ce,RMV-20260801-00583,BRM5C-BRM5-20260731-17710-01,BRM5-20260731-17710,WI,Midwest,Leeds,Town of Leeds Municipal Code Section 12.01 (Uniform Dwelling Code) - Building Inspector (Compensation provision),https://townofleeds.org/wp-content/uploads/2016/07/12.01-Uniform-Dwelling-Code-Building-Inspection.pdf,https://townofleeds.wi.gov,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-c2d25d53ce1c005b31ce.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-c2d25d53ce1c005b31ce.html,sha256:8e1568b9d8523de70984995b7a3ae7e6d3e75f26a68af2511686e2e87fb008cd,locally_available,local_only_not_replicated,local_research_workspace,53418,8e1568b9d8523de70984995b7a3ae7e6d3e75f26a68af2511686e2e87fb008cd,53418,8e1568b9d8523de70984995b7a3ae7e6d3e75f26a68af2511686e2e87fb008cd,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,3681,156,51,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-800a8b2833d212cce9fe,readiness_lane_001,47,html,html,RMSRD-20260802-db796c311624f0021dd4,RMV-20260801-00112,BRM5C-BRM5-20260731-09560-02,BRM5-20260731-09560,ND,Midwest,Turtle Lake,Minutes (City of Turtle Lake City Commission),https://turtlelakend.org/minutes,https://turtlelakend.org/minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-db796c311624f0021dd4.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-db796c311624f0021dd4.html,sha256:a65f57ed249d393d2b8bec582567d72fa1cb9961d7002c589a0f91d3a3356b8f,locally_available,local_only_not_replicated,local_research_workspace,34357,a65f57ed249d393d2b8bec582567d72fa1cb9961d7002c589a0f91d3a3356b8f,34357,a65f57ed249d393d2b8bec582567d72fa1cb9961d7002c589a0f91d3a3356b8f,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,2445,76,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:01Z,false,false
RMRDY-20260802-22eebc3158177cc88e5c,readiness_lane_001,56,html,html,RMSRD-20260802-e5d5795cf15e4b2e3cf4,RMV-20260801-01915,BRM5C-BRM5-20260731-14629-01,BRM5-20260731-14629,PA,Northeast,Rockefeller,12/09/25 – Meeting Minutes (Budget: increase employee wages by 4%),https://rockefellertownship.org/12-09-25-meeting-minutes/,https://rockefellertownship.org/12-09-25-meeting-minutes,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-e5d5795cf15e4b2e3cf4.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-e5d5795cf15e4b2e3cf4.html,sha256:d1d56c44d9534da73cda7a57095f7c88be69f082fbfd052713d7093c08f13b83,locally_available,local_only_not_replicated,local_research_workspace,162658,d1d56c44d9534da73cda7a57095f7c88be69f082fbfd052713d7093c08f13b83,162658,d1d56c44d9534da73cda7a57095f7c88be69f082fbfd052713d7093c08f13b83,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,5759,119,68,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:02Z,false,false
RMRDY-20260802-06d839c6c11aded2ae0e,readiness_lane_001,59,html,html,RMSRD-20260802-69f1f521267e9be2203e,RMV-20260801-02828,BRM5C-BRM5-20260731-07280-02,BRM5-20260731-07280,GA,South,Argyle,"Benefits (City of Argyle, GA)",https://argylega.com/benefits,https://argylega.com/benefits,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-69f1f521267e9be2203e.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-69f1f521267e9be2203e.html,sha256:dfce83c328a09502697ecda4b39a66b5621ab969a8a25796a2c988999b68528a,locally_available,local_only_not_replicated,local_research_workspace,37047,dfce83c328a09502697ecda4b39a66b5621ab969a8a25796a2c988999b68528a,37047,dfce83c328a09502697ecda4b39a66b5621ab969a8a25796a2c988999b68528a,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,2467,121,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:02Z,false,false
